COVID-19 Vaccinations in the United States
Date generated: Wed May 12 2021 15:13:26 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,4035360,N/A,N/A,3175637,N/A,3148857,N/A,1910310,N/A,1891280,N/A,1272661,N/A,1265242,N/A,2158260,1699500,177600,0,88570,1396682,1689986,399,517197,669809,85655,0,517147,662465,85630,0,1187006,N/A,1891280,N/A,0,1179612,0,1910310,167401,0,118071,0,41476,72805,3790,0,290300,0,0
Delaware,1061855,109046,137869,837312,85987,825667,107203,482604,49.6,475413,61.7,365865,37.6,362723,47.1,550095,452560,59200,0,36421,338098,462535,258,134669,195225,35850,121,134619,192158,35825,121,330015,49.6,475413,61.7,33.9,326898,42.4,482604,168847,89.4,144168,76.3,58791,78012,7288,77,313853,166142,562108
Florida,22125845,103018,128282,16697361,77743,16552868,95971,9567391,44.5,9467599,54.9,7195443,33.5,7151960,41.5,11466585,9134460,1524800,0,639043,7144828,8885511,27979,2880627,3675174,630525,9117,2879920,3632701,630225,9114,6564918,44.5,9467599,54.9,30.6,6521735,37.8,9567391,3853835,85.7,3217665,71.5,1608520,1460038,142128,6979,7350379,163438,491977
Federated States of Micronesia,65800,63487,81393,37765,36438,37741,46685,22185,21.4,22165,27.4,16142,15.6,16138,20,0,62600,3200,0,571,37194,0,0,15542,29,571,0,15538,29,571,0,15571,21.4,22165,27.4,15,15567,19.3,22185,1941,11,1587,9,1479,5,103,0,3408,19343,373460
Georgia,9966255,93867,122835,6867030,64677,6783440,83606,3900185,36.7,3844859,47.4,2977408,28,2948935,36.3,5188755,4229000,548500,0,165850,3086549,3614131,500,1308743,1505719,162660,286,1308462,1477754,162437,282,2814748,36.7,3844859,47.4,26.5,2786498,34.3,3900185,1174717,77.4,991671,65.4,557626,412798,21094,153,2237909,147526,656991
Guam,173470,104646,134162,141124,85133,137403,106268,80715,48.7,78356,60.6,61296,37,59937,46.4,98670,63700,11100,0,1668,55883,83573,0,22270,37352,1674,0,22265,35998,1674,0,59622,48.7,78356,60.6,36,58263,45.1,80715,14000,49.7,12131,43,5117,6883,131,0,26156,92814,615557
Hawaii,1599940,113000,143363,1394995,98526,1377470,123429,837890,59.2,822995,73.7,581683,41.1,578437,51.8,885300,639640,75000,0,26327,510062,764846,93760,207859,329140,26613,18071,207654,326196,26533,18054,555070,59.2,822995,73.7,39.2,551904,49.5,837890,256131,95.4,209774,78.1,87682,114126,6557,1409,459678,171235,595996
Iowa,2990235,94776,123145,2589194,82065,2557708,105332,1447014,45.9,1426831,58.8,1223229,38.8,1212214,49.9,1532895,1283640,173700,0,99872,1164001,1325199,122,534831,590326,98014,58,534749,579443,97964,58,1125215,45.9,1426831,58.8,35.7,1114250,45.9,1447014,476356,86.1,446139,80.7,240014,197579,8504,42,919026,166203,540775
Idaho,1513055,84667,113010,1150182,64362,1150139,85904,631872,35.4,631739,47.2,532092,29.8,532037,39.7,779415,639740,93900,0,34045,510130,605434,573,225927,272091,33902,172,225918,272055,33892,172,498190,35.4,631739,47.2,27.9,498145,37.2,631872,225093,77.4,207473,71.4,97206,102947,7246,74,431152,148330,520540
Indian Health Svc,1689455,81114,N/A,1294297,62142,1262778,N/A,732234,35.2,713335,N/A,574817,27.6,562242,N/A,707655,908100,73700,0,20576,725613,548108,0,311800,242601,20416,0,311616,230241,20385,0,554401,35.2,713335,N/A,26.6,541857,0,732234,146407,0,118938,0,68541,48232,2165,0,266193,0,0
Illinois,12960975,102282,131531,10298929,81274,10131117,102813,6251125,49.3,6125879,62.2,4382645,34.6,4333469,44,6861075,5313600,786300,0,339839,4315173,5637917,6000,1718621,2321548,340442,2034,1716516,2275946,338982,2025,4042203,49.3,6125879,62.2,31.9,3994487,40.5,6251125,1749751,85.6,1381395,67.6,641573,687355,51262,1205,3085517,151012,634337
Indiana,5820840,86462,112714,4553361,67635,4502105,87178,2574797,38.2,2540398,49.2,2061307,30.6,2048242,39.7,3091920,2358620,370300,0,149742,1877128,2516955,9536,814908,1095240,148024,3135,814821,1082350,147938,3133,1913283,38.2,2540398,49.2,28.4,1900304,36.8,2574797,861809,79.4,801396,73.8,400642,380705,18093,1956,1672502,154042,536116
Kansas,2842595,97573,128446,2158516,74091,2133756,96416,1280132,43.9,1262531,57,1027386,35.3,1016918,46,1415895,1266000,160700,0,63842,984448,1109674,552,445145,518091,63975,175,445057,507749,63938,174,963411,43.9,1262531,57,33.1,952980,43.1,1280132,422992,89,354638,74.6,172457,170331,11752,98,747441,157195,597828
Kentucky,4101945,91814,118389,3343775,74844,3307952,95473,1909997,42.8,1887144,54.5,1558848,34.9,1546118,44.6,2083185,1777660,241100,0,120906,1500030,1722507,332,660751,779399,118415,283,660663,766819,118354,282,1440433,42.8,1887144,54.5,32.2,1427764,41.2,1909997,614472,81.9,538748,71.8,244832,266240,27501,175,1110711,147984,546515
Louisiana,3764480,80978,105709,2876507,61876,2854705,80162,1560515,33.6,1547270,43.4,1342255,28.9,1333885,37.5,1905540,1627040,231900,0,96032,1346796,1432674,1005,596393,653261,92096,505,596260,645099,92023,503,1250159,33.6,1547270,43.4,26.9,1241862,34.9,1560515,559044,75.4,520034,70.2,247619,255895,16416,104,1086000,146554,508012
Massachusetts,8302250,120453,149868,6986508,101364,6864785,123920,4193220,60.8,4102661,74.1,2999270,43.5,2967283,53.6,4516590,3374360,411300,0,232775,2930653,3822962,118,1178439,1586863,233942,26,1177030,1557015,233212,26,2765328,60.8,4102661,74.1,40.1,2734071,49.4,4193220,1086805,92.9,936596,80.1,427031,453123,56430,12,1966366,168161,709999
Maryland,6759460,111806,143483,5310083,87833,5223478,110878,3124921,51.7,3064728,65.1,2394695,39.6,2369087,50.3,3657420,2708040,394000,0,207491,2213959,2884962,3671,940832,1251738,201040,1085,940690,1226391,200926,1080,2193655,51.7,3064728,65.1,36.3,2168161,46,3124921,827364,86.2,737998,76.9,360947,334803,41826,422,1511001,157495,704554
Maine,1547860,115150,141309,1306086,97164,1290808,117842,776791,57.8,765888,69.9,620289,46.1,615858,56.2,782340,669720,95800,0,83529,568668,653708,181,242141,294785,83304,59,242112,290418,83274,54,536985,57.8,765888,69.9,39.9,532584,48.6,776791,262063,91.9,243626,85.4,110887,113708,19016,15,484606,169879,542604
Marshall Islands,51300,87823,112594,28478,48753,28421,62379,15526,26.6,15484,34,13014,22.3,12999,28.5,0,40500,10800,0,95,28383,0,0,12912,4,98,0,12897,4,98,0,12916,26.6,15484,34,22.1,12901,28.3,15526,949,9.6,800,8.1,791,0,9,0,1740,17523,516616
Michigan,10295950,103095,131277,7773743,77840,7663367,97711,4474136,44.8,4401256,56.1,3648246,36.5,3609171,46,5468970,4218780,608200,0,256169,3302616,4213671,1287,1466147,1920562,260990,547,1465869,1881893,260864,545,3387256,44.8,4401256,56.1,33.9,3348307,42.7,4474136,1428073,80.9,1301666,73.7,652666,598698,49932,370,2652748,150263,583207
Minnesota,5500880,97540,126851,4775142,84671,4699479,108371,2805983,49.8,2751847,63.5,2203606,39.1,2181562,50.3,2932800,2270280,297800,0,210478,1989649,2574729,286,869835,1120996,212684,91,869658,1099272,212543,89,1990922,49.8,2751847,63.5,35.3,1969019,45.4,2805983,815067,88.6,746292,81.1,315833,390852,39582,25,1506354,163666,597674
Missouri,5526305,90043,115932,4300932,70077,4255094,89264,2407186,39.2,2378769,49.9,1904026,31,1889474,39.6,2953665,2276140,296500,0,131236,1685605,2483730,361,720743,1051433,131791,59,720589,1037155,131673,57,1772235,39.2,2378769,49.9,28.9,1757801,36.9,2407186,818131,77,711713,67,324777,360438,26474,24,1542888,145276,520350
Northern Mariana Islands,72330,127158,163023,43382,76267,42405,95576,23448,41.2,22837,51.5,19999,35.2,19633,44.3,49530,20200,2600,0,59,5735,37588,0,2387,17549,63,0,2387,17183,63,0,19936,41.2,22837,51.5,35,19570,44.1,23448,2510,26,2330,24.1,350,1937,43,0,4799,49628,747983
Mississippi,2503565,84121,109923,1674202,56254,1663988,73060,959682,32.2,953028,41.8,758688,25.5,755030,33.2,1232205,1114360,157000,0,47314,799023,826998,867,352147,360223,46292,26,352053,356699,46252,26,712396,32.2,953028,41.8,23.9,708778,31.1,959682,357498,73.5,307583,63.2,163310,131680,12584,9,647409,133022,514403
Montana,1029765,96350,122563,803109,75143,793279,94417,451067,42.2,445039,53,373165,34.9,369411,44,501345,461420,67000,0,24889,378063,399933,224,169554,179141,24400,70,169488,175469,24384,70,348765,42.2,445039,53,32.6,345027,41.1,451067,163043,79,147001,71.2,71366,69826,5768,41,303311,146927,498828
North Carolina,10498470,100099,128228,7536464,71857,7429974,90749,4261037,40.6,4194186,51.2,3437717,32.8,3398019,41.5,5580510,4322560,595400,0,251329,3119253,4165553,329,1337306,1852286,248090,35,1335830,1814951,247203,35,3189627,40.6,4194186,51.2,30.4,3150816,38.5,4261037,1362835,77.8,1212629,69.2,569976,615529,27099,25,2596744,148293,599538
North Dakota,660750,86706,113552,582582,76448,575383,98882,305846,40.1,301967,51.9,262479,34.4,259768,44.6,325650,299600,35500,0,22845,255429,304308,0,110729,131509,20240,1,110625,128975,20167,1,242239,40.1,301967,51.9,31.8,239601,41.2,305846,97825,81.6,86084,71.8,42613,40539,2932,0,189123,157806,551337
Nebraska,1880490,97213,128948,1567674,81042,1545617,105985,875302,45.2,861104,59,742686,38.4,734686,50.4,1010490,768900,101100,0,56283,644841,863844,2706,288326,396965,56601,794,288256,389072,56567,791,686085,45.2,861104,59,35.5,678119,46.5,875302,265963,85.1,244769,78.3,118312,121689,4202,566,513930,164480,601838
New Hampshire,1451135,106724,131389,1152483,84759,1139820,103202,783511,57.6,772733,70,452421,33.3,451101,40.8,741195,606040,103900,0,52990,487856,611602,35,190246,208243,53916,16,190114,207080,53891,16,398505,57.6,772733,70,29.3,397210,36,783511,243735,96,194765,76.7,86274,96428,12052,11,415411,163635,571619
New Jersey,9570595,107750,137833,8043316,90556,7927680,114172,4858702,54.7,4777883,68.8,3715081,41.8,3678967,53,5109975,3906820,553800,0,306991,3440403,4295447,475,1456468,1949220,309365,28,1456262,1913441,309239,25,3405716,54.7,4777883,68.8,38.3,3369728,48.5,4858702,1291760,87.5,1110195,75.2,519012,521418,69751,14,2285123,154867,648619
New Mexico,2140875,102101,132072,1941227,92579,1910233,117844,1116460,53.2,1093543,67.5,880151,42,870081,53.7,1077375,933100,130400,0,52134,870951,1015716,2426,367656,460609,51195,691,367450,450831,51109,691,828956,53.2,1093543,67.5,39.5,818972,50.5,1116460,333357,88.3,286075,75.8,130678,141386,13601,410,601546,159305,566960
Nevada,2665710,86545,111652,2236935,72624,2211367,92622,1283645,41.7,1266608,53.1,986771,32,978470,41,1393470,1108640,163600,0,83462,931414,1222059,0,389697,514916,82153,5,389647,506690,82128,5,904618,41.7,1266608,53.1,29.4,896342,37.5,1283645,386455,77.9,334283,67.4,159736,158323,16220,4,722962,145767,537472
New York State,20351075,104614,131933,17273238,88792,17052405,110549,9824699,50.5,9680304,62.8,7842123,40.3,7765271,50.3,10662795,8545280,1143000,0,659228,7299500,9311249,3261,3128537,4068212,644713,661,3127963,3992278,644385,645,7197410,50.5,9680304,62.8,37,7120886,46.2,9824699,2661455,80.7,2329741,70.7,1126181,1074181,129011,368,4889717,148346,617420
Ohio,11073765,94736,121542,9026553,77222,8901719,97702,4926014,42.1,4850827,53.2,4234849,36.2,4187267,46,5870865,4595200,607700,0,332377,3847521,4838082,8573,1707517,2204607,320176,2549,1707325,2157368,320034,2540,3914673,42.1,4850827,53.2,33.5,3867233,42.4,4926014,1640374,80.2,1517863,74.2,693804,758592,63997,1470,3146025,153741,541155
Oklahoma,3839935,97042,127796,2796112,70663,2763519,91972,1564846,39.5,1545562,51.4,1248187,31.5,1235501,41.1,1957995,1669540,212400,0,75641,1307194,1413239,38,561401,612149,74615,22,561259,599645,74575,22,1173572,39.5,1545562,51.4,29.7,1160926,38.6,1564846,512070,80.6,434142,68.4,228832,191799,13505,6,942642,148417,604588
Oregon,4416135,104704,131779,3461500,82070,3411314,101795,2060754,48.9,2022935,60.4,1529708,36.3,1516605,45.3,2263755,1887580,264800,0,115322,1461454,1882916,1808,618700,795881,114814,313,617926,783932,114438,309,1414894,48.9,2022935,60.4,33.5,1402167,41.8,2060754,626986,81.8,569088,74.3,259152,274136,35637,163,1153586,150583,576459
Pennsylvania,13625925,106436,134016,11106182,86754,10987928,108070,6793943,53.1,6703053,65.9,4724261,36.9,4696086,46.2,6877845,5781680,966400,0,394425,4740329,5971141,287,1869113,2455612,399312,224,1868483,2428268,399115,220,4324949,53.1,6703053,65.9,33.8,4296971,42.3,6793943,2279969,95.3,1744796,72.9,818949,870279,55443,125,3982880,166414,569322
Puerto Rico,3496780,109490,133416,2204479,69026,2179703,83164,1380133,43.2,1359421,51.9,918089,28.7,913122,34.8,1793220,1514360,189200,0,73212,892340,1238647,280,331319,513367,73384,19,331250,508558,73295,19,844705,43.2,1359421,51.9,26.4,839827,32,1380133,411974,75.9,334366,61.6,155176,167035,12152,3,730576,134562,644060
Rhode Island,1307655,123438,152966,1006992,95057,993272,116190,587319,55.4,577013,67.5,450262,42.5,447077,52.3,729495,517560,60600,0,39867,419527,547569,29,178362,232150,39742,8,178339,229002,39728,8,410520,55.4,577013,67.5,38.8,407349,47.7,587319,172499,92.2,158903,85,73291,80512,5097,3,327396,175035,699109
Republic of Palau,24600,137376,176129,20625,115178,20625,147670,12975,72.5,12975,92.9,9130,51,9130,65.4,0,20800,3800,0,1299,19325,1,0,7813,18,1299,0,7813,18,1299,0,7831,72.5,12975,92.9,43.7,7831,56.1,12975,1610,52.9,1503,49.4,1344,8,151,0,2920,95926,808147
South Carolina,4753605,92326,117735,3477773,67546,3440963,85224,1961147,38.1,1937774,48,1571394,30.5,1557734,38.6,2491905,1972200,289500,0,107979,1413412,1955321,1061,589754,876042,105389,209,589096,863286,105143,209,1466005,38.1,1937774,48,28.5,1452591,36,1961147,758839,81,651498,69.5,272995,358713,19647,143,1394635,148837,507309
South Dakota,913275,103235,136808,735066,83090,726136,108775,404468,45.7,399059,59.8,353443,40,349895,52.4,441675,415300,56300,0,20053,335058,379942,13,156011,177192,20230,10,155974,173688,20223,10,333213,45.7,399059,59.8,37.7,329672,49.4,404468,135560,89.3,125334,82.5,64831,57594,2904,5,254718,167720,601349
Tennessee,5673640,83079,106665,4385873,64223,4345202,81690,2464168,36.1,2437989,45.8,1920942,28.1,1907010,35.9,2927340,2398800,347500,0,121436,1895027,2362685,6725,802393,998173,118411,1965,802205,984559,118284,1962,1802531,36.1,2437989,45.8,26.4,1788726,33.6,2464168,852388,74.5,732372,64.1,375914,333603,21616,1239,1609992,140808,496211
Texas,27689175,95493,128214,20403618,70367,20080890,92984,11574600,39.9,11387512,52.7,8875272,30.6,8731815,40.4,14423955,11525020,1740200,0,709506,8890750,10802577,785,3692537,4487591,694513,631,3632852,4415055,683287,621,8182794,39.9,11387512,52.7,28.2,8050530,37.3,11574600,2941106,78.8,2582705,69.2,1074528,1305889,202103,184,5481100,146780,741496
Utah,2816640,87856,123821,2342020,73052,2289975,100668,1340220,41.8,1304988,57.4,897836,28,881745,38.8,1443780,1214260,158600,0,95941,1010512,1235567,0,354012,451170,92653,1,353867,435326,92551,1,805183,41.8,1304988,57.4,25.1,789194,34.7,1340220,310757,84.9,210586,57.6,92219,107053,11314,0,581797,159017,769843
Virginia,8951685,104876,134114,7347888,86086,7222626,108209,4282205,50.2,4193458,62.8,3248806,38.1,3211729,48.1,4877145,3581940,492600,0,251044,3017903,4077000,1941,1283989,1715634,248573,610,1282076,1681296,247749,608,3000233,50.2,4193458,62.8,35.1,2963980,44.4,4282205,1155913,85.1,1006514,74.1,483239,470747,52142,386,2124190,156316,658742
Veterans Health,6238805,N/A,N/A,5074735,N/A,5073998,N/A,2718882,N/A,2718375,N/A,2478679,N/A,2478431,N/A,2733705,2984700,520400,0,125783,2648316,2300634,2,1252898,1100108,125672,1,1252868,1099909,125653,1,2353007,N/A,2718375,N/A,0,2352778,0,2718882,1444756,0,1359674,0,758755,557277,43641,1,2761749,0,0
Virgin Islands,68720,65648,84164,65936,62988,65216,79873,35054,33.5,34655,42.4,28551,27.3,28282,34.6,46020,21900,800,0,415,21387,44134,0,9429,18692,430,0,9418,18436,428,0,28121,33.5,34655,42.4,26.9,27854,34.1,35054,11578,65.1,9888,55.6,4073,5638,177,0,21419,120359,386154
Vermont,768920,123227,150773,644114,103225,636278,124764,388794,62.3,382253,75,273004,43.8,271758,53.3,386100,334520,48300,0,30362,281948,331260,544,108860,134334,29624,186,108841,133127,29604,186,243380,62.3,382253,75,39,242154,47.5,388794,120888,96.7,108587,86.8,53344,54124,997,122,234435,187490,614944
Washington,8050430,105720,135260,6503438,85404,6419879,107864,3830473,50.3,3769336,63.3,2851804,37.5,2829936,47.5,4252950,3355380,442100,0,235086,2755668,3508791,3893,1150787,1466325,233678,1014,1150557,1444817,233550,1012,2618126,50.3,3769336,63.3,34.4,2596386,43.6,3830473,1048253,86.7,956501,79.1,440228,474619,41000,654,1983778,163986,665477
Wisconsin,5608775,96330,123112,5005275,85965,4932109,108259,2758923,47.4,2714417,59.6,2315628,39.8,2289501,50.3,2882295,2429180,297300,0,185302,2137254,2682219,500,933996,1202800,178613,219,933824,1176946,178516,215,2137015,47.4,2714417,59.6,36.7,2110985,46.3,2758923,889084,87.4,835889,82.2,408658,408735,18406,90,1750874,172120,551370
West Virginia,1705485,95164,119050,1224949,68351,1196055,83490,664799,37.1,644223,45,575682,32.1,567233,39.6,818025,783560,103900,0,22091,589230,613613,15,269307,283214,23076,85,269090,276289,21771,83,552606,37.1,644223,45,30.8,545462,38.1,664799,261207,71.2,238717,65,123494,111648,3527,48,496623,135316,464696
Wyoming,491155,84863,110366,373337,64506,370148,83175,202262,34.9,200352,45,172302,29.8,171133,38.5,220935,238120,32100,0,12250,181751,179128,208,79276,81403,11584,39,79266,80248,11580,39,160718,34.9,200352,45,27.8,159553,35.9,202262,73377,74,67367,67.9,35007,30432,1912,16,138999,140150,495221
