COVID-19 Vaccinations in the United States
Date generated: Mon May 03 2021 15:13:53 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3786040,N/A,N/A,2938555,N/A,2917733,N/A,1801938,N/A,1785517,N/A,1123683,N/A,1119613,N/A,2045940,1570600,169500,0,67553,1308934,1561669,399,465747,593298,64638,0,465703,589291,64619,0,1059045,N/A,1785517,N/A,0,1054994,0,1801938,162746,0,112162,0,39313,69866,2983,0,280512,0,0
Delaware,982455,100893,127560,781165,80221,772566,100308,461551,47.4,455480,59.1,330159,33.9,328674,42.7,512655,415500,54300,0,33776,317609,429542,238,123332,173623,33095,109,123297,172197,33071,109,297064,47.4,455480,59.1,30.5,295603,38.4,461551,166511,88.1,140258,74.2,57254,76100,6833,71,308016,163053,520076
Florida,20888605,97257,121109,15491654,72129,15387452,89214,9086831,42.3,9001788,52.2,6413816,29.9,6395442,37.1,10830105,8666400,1392100,0,555456,6733913,8177075,25210,2634425,3222250,548955,8186,2633767,3204804,548686,8185,5864861,42.3,9001788,52.2,27.3,5846756,33.9,9086831,3795474,84.4,3134560,69.7,1576607,1421965,129580,6408,7214351,160414,464466
Federated States of Micronesia,63200,60979,78177,35219,33981,35199,43540,20842,20.1,20826,25.8,14588,14.1,14584,18,0,61600,1600,0,229,34990,0,0,14335,24,229,0,14331,24,229,0,14359,20.1,20826,25.8,13.9,14355,17.8,20842,1844,10.5,1446,8.2,1400,5,41,0,3232,18344,358704
Georgia,9483435,89320,116884,6460256,60846,6388441,78738,3755111,35.4,3704159,45.7,2699753,25.4,2678841,33,4971135,3995100,517200,0,144031,2914135,3401651,439,1200915,1357527,141059,252,1200689,1337053,140849,250,2558694,35.4,3704159,45.7,24.1,2537992,31.3,3755111,1159991,76.5,964487,63.6,544134,401902,18310,141,2193558,144603,625163
Guam,140740,84902,108848,131905,79572,128701,99538,76808,46.3,74642,57.7,55555,33.5,54519,42.2,76440,53200,11100,0,1246,51762,78897,0,20911,33393,1251,0,20907,32361,1251,0,54304,46.3,74642,57.7,32.8,53268,41.2,76808,13732,48.7,11747,41.7,4959,6689,99,0,25541,90632,499414
Hawaii,1480670,104577,132676,1252324,88449,1237935,110926,760121,53.7,747372,67,517810,36.6,515536,46.2,804570,605200,70900,0,21674,441835,695055,93760,181324,296286,22129,18071,181166,294266,22050,18054,495681,53.7,747372,67,35,493486,44.2,760121,232215,86.5,188192,70.1,76565,105510,4708,1409,414391,154365,551567
Iowa,2825705,89561,116369,2433874,77142,2409773,99240,1403574,44.5,1386136,57.1,1109016,35.2,1102539,45.4,1431105,1228200,166400,0,93387,1114121,1226244,122,496396,520732,91837,51,496331,514364,91793,51,1017179,44.5,1386136,57.1,32.2,1010746,41.6,1403574,472365,85.4,437170,79.1,235685,193754,7692,39,906460,163930,511020
Idaho,1437665,80448,107379,1098931,61494,1098890,82076,613081,34.3,612967,45.8,497882,27.9,497844,37.2,738465,611200,88000,0,31342,489105,577968,516,212406,254117,31207,152,212402,254093,31197,152,466675,34.3,612967,45.8,26.1,466647,34.9,613081,222649,76.6,203762,70.1,95578,101364,6753,67,425001,146214,494604
Indian Health Svc,1683415,80824,N/A,1261940,60588,1232674,N/A,721326,34.6,703333,N/A,552749,26.5,541519,N/A,705315,904700,73400,0,19856,708231,533853,0,299776,233271,19702,0,299610,222237,19672,0,533047,34.6,703333,N/A,25.6,521847,0,721326,145426,0,116962,0,67262,47605,2095,0,263290,0,0
Illinois,12180665,96124,123612,9642236,76092,9517926,96590,5980404,47.2,5875778,59.6,3962710,31.3,3938168,40,6389565,5061800,729300,0,314705,4111921,5210278,5332,1605670,2040010,315226,1804,1604086,2018356,313929,1797,3647484,47.2,5875778,59.6,28.8,3624239,36.8,5980404,1724116,84.4,1344059,65.8,628214,667157,47578,1110,3024050,148003,596147
Indiana,5530460,82149,107091,4248090,63101,4210832,81538,2466332,36.6,2437678,47.2,1866680,27.7,1860546,36,2895360,2284100,351000,0,137908,1775971,2325757,8454,747681,979914,136322,2763,747609,973931,136245,2761,1730358,36.6,2437678,47.2,25.7,1724301,33.4,2466332,852037,78.5,785218,72.3,393770,373225,16438,1785,1646822,151677,509371
Kansas,2760075,94740,124717,2053596,70490,2033418,91882,1249696,42.9,1233833,55.8,947002,32.5,939870,42.5,1385475,1229200,145400,0,59346,950528,1043185,537,421459,465722,59658,163,421386,458700,59622,162,887344,42.9,1233833,55.8,30.5,880248,39.8,1249696,419163,88.2,347742,73.1,169947,166750,10954,91,736936,154986,580473
Kentucky,3979265,89068,114848,3186682,71328,3158257,91153,1851645,41.4,1831269,52.9,1449769,32.5,1442099,41.6,2029365,1720900,229000,0,109629,1437462,1639277,314,621397,721195,106932,245,621317,713662,106876,244,1342837,41.4,1831269,52.9,30.1,1335223,38.5,1851645,607062,80.9,524844,69.9,238757,260218,25717,152,1090769,145327,530170
Louisiana,3679770,79155,103331,2710055,58296,2693009,75622,1499129,32.2,1488006,41.8,1238388,26.6,1232617,34.6,1869270,1583700,226800,0,91407,1260129,1357546,973,539151,611043,87708,486,539053,605443,87636,485,1150680,32.2,1488006,41.8,24.8,1144981,32.2,1499129,551431,74.4,506057,68.3,239316,250739,15905,97,1064319,143629,496580
Massachusetts,7459960,108233,134664,6365033,92347,6277416,113317,3949547,57.3,3879544,70,2608161,37.8,2589896,46.8,3874260,3191000,394700,0,215952,2724975,3424009,97,1060973,1330528,216641,19,1060105,1313760,216012,19,2391520,57.3,3879544,70,34.7,2373884,42.9,3949547,1071506,91.6,913145,78.1,418613,440557,53964,11,1929963,165048,637968
Maryland,6148520,101701,130514,4886821,80832,4822881,102375,2971602,49.2,2920872,62,2111427,34.9,2099006,44.6,3283020,2524700,340800,0,191665,2077636,2614335,3185,853519,1071496,185487,925,853408,1059285,185390,923,1925940,49.2,2920872,62,31.9,1913616,40.6,2971602,813435,84.8,715912,74.6,351632,324201,39696,383,1476311,153879,640874
Maine,1407470,104706,128493,1200802,89331,1190476,108683,741352,55.2,731875,66.8,539997,40.2,539108,49.2,699270,618100,90100,0,72055,531716,596887,144,218627,249342,71988,40,218600,248514,71959,35,468009,55.2,731875,66.8,34.8,467149,42.6,741352,258649,90.7,238606,83.6,108784,112176,17632,14,477351,167336,493390
Marshall Islands,51300,87823,112594,26843,45954,26791,58801,14704,25.2,14664,32.2,12146,20.8,12132,26.6,0,40500,10800,0,35,26808,0,0,12103,4,39,0,12089,4,39,0,12107,25.2,14664,32.2,20.7,12093,26.5,14704,919,9.3,771,7.8,768,0,3,0,1687,16989,516616
Michigan,9500250,95128,121131,7281555,72911,7196204,91754,4309430,43.2,4243505,54.1,3293231,33,3272438,41.7,4912050,4029600,558600,0,234452,3151035,3894812,1256,1374218,1679594,238901,518,1373992,1659149,238781,516,3054330,43.2,4243505,54.1,30.6,3033657,38.7,4309430,1407600,79.7,1265386,71.7,638930,579852,46250,354,2599628,147254,538136
Minnesota,5030120,89192,115996,4475535,79359,4417158,101861,2695191,47.8,2648942,61.1,2001713,35.5,1989152,45.9,2647320,2110200,272600,0,198071,1900914,2376313,237,810964,990410,200279,60,810818,978124,200150,60,1801434,47.8,2648942,61.1,31.9,1789002,41.3,2695191,807140,87.7,734922,79.8,312049,384676,38172,25,1488047,161677,546525
Missouri,5355995,87268,112359,4062200,66187,4027942,84499,2336367,38.1,2310936,48.5,1731099,28.2,1724640,36.2,2858895,2214600,282500,0,122918,1609127,2329804,351,670842,936631,123569,57,670715,930411,123458,56,1607530,38.1,2310936,48.5,26.2,1601182,33.6,2336367,807642,76,691953,65.2,316140,350656,25132,25,1514162,142571,504313
Northern Mariana Islands,62910,110597,141791,40842,71801,40025,90211,22477,39.5,21936,49.4,18416,32.4,18140,40.9,42510,17800,2600,0,48,5420,35374,0,2267,16097,52,0,2267,15821,52,0,18364,39.5,21936,49.4,32.3,18088,40.8,22477,2455,25.4,2286,23.6,346,1899,41,0,4702,48625,650569
Mississippi,2465195,82832,108238,1591895,53488,1583671,69533,926007,31.1,920325,40.4,708343,23.8,705729,31,1216995,1093600,154600,0,45267,768013,777755,860,333961,330079,44277,26,333888,327575,44240,26,664066,31.1,920325,40.4,22.3,661489,29,926007,352252,72.4,298707,61.4,159388,127227,12083,9,633606,130186,506520
Montana,999975,93562,119018,772832,72310,764233,90960,440422,41.2,434812,51.8,351930,32.9,348993,41.5,488475,449700,61800,0,22769,366407,383456,200,162066,167451,22352,61,162010,164585,22337,61,329578,41.2,434812,51.8,30.8,326656,38.9,440422,161423,78.2,144133,69.8,70042,68691,5364,36,299139,144906,484397
North Carolina,9907630,94466,121011,7168548,68349,7083239,86514,4157863,39.6,4096371,50,3169834,30.2,3145595,38.4,5259930,4086800,560900,0,241110,2992132,3934977,329,1250808,1681433,237559,34,1249674,1659165,236722,34,2932275,39.6,4096371,50,28,2908873,35.5,4157863,1352507,77.2,1190136,68,560991,603466,25654,25,2564835,146470,565797
North Dakota,645930,84761,111005,567228,74433,560974,96405,300674,39.5,297084,51.1,252915,33.2,250752,43.1,318630,293500,33800,0,21997,249499,295732,0,107259,126250,19405,1,107169,124249,19333,1,233510,39.5,297084,51.1,30.6,231419,39.8,300674,97246,81.1,85240,71.1,42207,40229,2804,0,187810,156711,538971
Nebraska,1787950,92429,122602,1439421,74411,1424230,97661,839497,43.4,827075,56.7,647708,33.5,644791,44.2,949650,739800,98500,0,52683,609944,774288,2506,262084,332043,52846,735,262024,329217,52816,734,594862,43.4,827075,56.7,30.8,591975,40.6,839497,262483,84,238353,76.3,115923,118074,3825,531,503707,161208,572221
New Hampshire,1331925,97956,120595,1151253,84669,1141152,103322,825724,60.7,816849,74,407883,30,406878,36.8,658125,571500,102300,0,51377,495568,604281,27,180723,174745,52400,15,180577,173908,52378,15,355483,60.7,816849,74,26.1,354500,32.1,825724,290930,99.9,183778,72.4,82754,88862,12152,10,450967,177641,524661
New Jersey,8769895,98736,126302,7430120,83652,7339737,105705,4634016,52.2,4564321,65.7,3286591,37,3264934,47,4648995,3625900,495000,0,278841,3231321,3919483,475,1331805,1673633,281128,25,1331617,1652278,281017,22,3005463,52.2,4564321,65.7,33.8,2983917,43,4634016,1267007,85.9,1061222,71.9,498367,498112,64730,13,2216715,150231,594354
New Mexico,2059345,98212,127042,1835230,87524,1808690,111579,1078901,51.5,1057815,65.3,808654,38.6,801243,49.4,1055145,879000,125200,0,46993,823890,962068,2279,338044,423809,46171,630,337864,416658,46091,630,762483,51.5,1057815,65.3,36.4,755152,46.6,1078901,327402,86.7,275595,73,126202,136333,12677,383,585367,155021,545369
Nevada,2540440,82478,106405,2097373,68093,2077871,87031,1235256,40.1,1220208,51.1,888966,28.9,884694,37.1,1336140,1054100,150200,0,74444,881685,1141244,0,356002,459400,73559,5,355959,455190,73540,5,815407,40.1,1220208,51.1,26.5,811154,34,1235256,381660,77,325537,65.6,155787,154800,14946,4,710735,143301,512214
New York State,19018995,97766,123298,15980527,82147,15820902,102565,9394909,48.3,9269590,60.1,6937401,35.7,6902524,44.7,9984195,8009100,1025700,0,605913,6863642,8508012,2960,2848076,3496975,591754,596,2847597,3462887,591451,589,6345647,48.3,9269590,60.1,32.6,6311073,40.9,9394909,2606994,79.1,2232465,67.7,1086150,1025461,120521,333,4743217,143902,577007
Ohio,10644875,91067,116834,8530342,72977,8430039,92525,4767048,40.8,4699384,51.6,3884844,33.2,3853962,42.3,5663775,4425100,556000,0,299908,3666142,4556444,7848,1587738,2005279,289505,2322,1587581,1974669,289399,2313,3595339,40.8,4699384,51.6,30.8,3564563,39.1,4767048,1620647,79.2,1479906,72.3,679590,739126,59830,1360,3088883,150948,520196
Oklahoma,3775865,95423,125664,2715800,68633,2686235,89400,1534782,38.8,1516525,50.5,1195185,30.2,1184498,39.4,1935765,1639700,200400,0,70726,1268023,1377017,34,537023,588216,69925,21,536892,577699,69886,21,1125260,38.8,1516525,50.5,28.4,1114612,37.1,1534782,508235,80,427733,67.3,225352,189640,12735,6,933062,146908,594501
Oregon,3902545,92527,116453,3137471,74388,3102275,92573,1914321,45.4,1885807,56.3,1332714,31.6,1325463,39.6,1991145,1671000,240400,0,97936,1368660,1669256,1619,563308,672245,96878,283,562824,665769,96589,281,1235836,45.4,1885807,56.3,29.3,1228874,36.7,1914321,614216,80.2,552172,72.1,252816,266560,32644,152,1127033,147117,509417
Pennsylvania,12877055,100586,126651,10297139,80434,10209721,100416,6444967,50.3,6372035,62.7,4226547,33,4211107,41.4,6553755,5405200,918100,0,348956,4430433,5517490,260,1697377,2174689,354272,209,1696880,2159911,354109,207,3872275,50.3,6372035,62.7,30.2,3856998,37.9,6444967,2232819,93.3,1667715,69.7,783207,835307,49081,120,3862478,161383,538032
Puerto Rico,3180310,99581,121341,1958729,61331,1943057,74135,1235300,38.7,1219902,46.5,810340,25.4,809478,30.9,1614210,1378500,187600,0,68252,787459,1102741,277,294693,447303,68326,18,294647,446568,68245,18,742014,38.7,1219902,46.5,23.2,741233,28.3,1235300,394594,72.7,318343,58.6,147634,159478,11228,3,698000,128562,585770
Rhode Island,1151925,108738,134749,934703,88233,924657,108164,564534,53.3,556172,65.1,400124,37.8,398627,46.6,611325,482800,57800,0,38143,393305,503228,27,160533,201656,37929,6,160518,200188,37915,6,362195,53.3,556172,65.1,34.2,360712,42.2,564534,170861,91.3,155741,83.3,72139,78713,4887,2,322598,172470,615851
Republic of Palau,24600,137376,176129,20305,113391,20305,145378,12655,70.7,12655,90.6,8855,49.4,8855,63.4,0,20800,3800,0,1029,19275,1,0,7808,18,1029,0,7808,18,1029,0,7826,70.7,12655,90.6,43.7,7826,56,12655,1569,51.5,1462,48,1343,8,111,0,2879,94580,808147
South Carolina,4577065,88897,113363,3299001,64074,3269496,80978,1899777,36.9,1879013,46.5,1448468,28.1,1439671,35.7,2419365,1895300,262400,0,99802,1333241,1864903,1055,539656,811348,97256,208,539285,803132,97046,208,1351212,36.9,1879013,46.5,26.2,1342625,33.3,1899777,751656,80.2,637660,68.1,267178,351830,18511,141,1374759,146716,488469
South Dakota,904095,102197,135433,711253,80399,703719,105417,397920,45,392907,58.9,335011,37.9,332451,49.8,436995,411800,55300,0,19133,326090,366017,13,149004,166771,19228,8,148969,164253,19221,8,315783,45,392907,58.9,35.7,313230,46.9,397920,134671,88.7,123818,81.5,64182,56950,2681,5,252754,166427,595305
Tennessee,5555100,81344,104436,4095246,59967,4063441,76393,2369715,34.7,2346844,44.1,1725959,25.3,1717416,32.3,2854800,2360700,339600,0,111124,1787187,2191018,5917,730807,885091,108320,1741,730654,876825,108198,1739,1617639,34.7,2346844,44.1,23.7,1609218,30.3,2369715,840676,73.5,702719,61.5,360763,321068,19787,1101,1567262,137071,485843
Texas,25514685,87994,118145,19205116,66234,18940518,87704,11199365,38.6,11041586,51.1,8037727,27.7,7924490,36.7,13322985,10568600,1623100,0,664286,8433623,10106458,749,3378400,4008189,650533,605,3330804,3951721,641368,596,7388957,38.6,11041586,51.1,25.5,7284860,33.7,11199365,2916315,78.1,2485266,66.6,1044601,1239332,201145,187,5365646,143688,683265
Utah,2556860,79753,112401,2167913,67621,2127999,93548,1274583,39.8,1244463,54.7,781601,24.4,772472,34,1296360,1117400,143100,0,85774,940328,1141811,0,311140,387827,82633,1,311020,378914,82537,1,698968,39.8,1244463,54.7,21.8,689935,30.3,1274583,306820,83.9,205339,56.1,90080,104813,10446,0,573073,156632,698840
Virginia,8229955,96420,123301,6826662,79979,6730190,100832,4080155,47.8,4005524,60,2915421,34.2,2893112,43.3,4319055,3455800,455100,0,220666,2844265,3759895,1836,1174756,1520647,219442,576,1173369,1500362,218807,574,2695979,47.8,4005524,60,31.6,2674305,40.1,4080155,1137851,83.7,976643,71.9,470435,457617,48226,365,2076556,152811,605631
Veterans Health,6235095,N/A,N/A,4969411,N/A,4968842,N/A,2690086,N/A,2689637,N/A,2395847,N/A,2395711,N/A,2730195,2984700,520200,0,118683,2600978,2249748,2,1215702,1061530,118614,1,1215677,1061436,118597,1,2277233,N/A,2689637,N/A,0,2277114,0,2690086,1435967,0,1338310,0,748910,548371,41028,1,2733783,0,0
Virgin Islands,66080,63126,80931,62987,60171,62334,76343,33885,32.4,33512,41,26784,25.6,26557,32.5,43680,21700,700,0,361,20802,41824,0,9136,17272,376,0,9127,17055,375,0,26408,32.4,33512,41,25.2,26182,32.1,33885,11287,63.4,9428,53,3965,5310,153,0,20699,116313,371319
Vermont,694440,111290,136169,580936,93100,576439,113031,353166,56.6,349631,68.6,241701,38.7,240818,47.2,341640,308100,44700,0,25226,258509,296672,529,97988,118692,24841,180,97971,117844,24823,180,216860,56.6,349631,68.6,34.8,215995,42.4,353166,119312,95.4,106222,85,52144,53283,675,120,230608,184429,555379
Washington,7368520,96765,123803,5983715,78579,5920845,99479,3602356,47.3,3552091,59.7,2534143,33.3,2521930,42.4,3832920,3116800,418800,0,201455,2570146,3208457,3657,1040263,1291548,201425,907,1040081,1279630,201313,906,2332718,47.3,3552091,59.7,30.6,2320617,39,3602356,1033818,85.5,937263,77.5,432795,466304,37562,602,1952796,161425,609108
Wisconsin,5279725,90679,115889,4741771,81440,4683718,102807,2687564,46.2,2646999,58.1,2119984,36.4,2104599,46.2,2717325,2273600,288800,0,174852,2038096,2528347,476,862422,1088936,168419,207,862276,1073787,168330,206,1951565,46.2,2646999,58.1,33.5,1936269,42.5,2687564,882129,86.7,821441,80.8,402590,401793,16970,88,1729686,170037,519023
West Virginia,1658905,92565,115798,1185698,66161,1170607,81713,644067,35.9,634757,44.3,553522,30.9,548147,38.3,799305,759200,100400,0,19380,572575,593743,0,259789,273339,20323,71,259665,268113,20298,71,533199,35.9,634757,44.3,29.8,527849,36.8,644067,259454,70.7,235396,64.1,121742,110256,3356,42,492222,134116,452004
Wyoming,483195,83488,108577,358512,61945,355929,79980,197340,34.1,195641,44,162328,28,161540,36.3,218595,233000,31600,0,11461,174126,172736,189,74507,77008,10781,32,74498,76233,10777,32,151547,34.1,195641,44,26.2,150763,33.9,197340,72645,73.2,66110,66.7,34380,29956,1759,15,137225,138361,487195
