COVID-19 Vaccinations in the United States
Date generated: Thu Apr 22 2021 15:15:11 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3436910,N/A,N/A,2613336,N/A,2598717,N/A,1640776,N/A,1628690,N/A,956609,N/A,954396,N/A,1836510,1436000,164400,0,62298,1169262,1381377,399,396668,500558,59383,0,396630,498399,59367,0,897226,N/A,1628690,N/A,0,895029,0,1640776,156665,0,104729,0,36246,65638,2845,0,267068,0,0
Delaware,849255,87214,110265,672471,69059,666996,86601,417489,42.9,413498,53.7,262007,26.9,261295,33.9,442455,356200,50600,0,26994,266992,378291,194,92905,142575,26444,83,92886,141903,26423,83,235563,42.9,413498,53.7,24.2,234872,30.5,417489,162383,86,131955,69.9,53608,71832,6463,52,295838,156606,449565
Florida,18605965,86629,107874,13652873,63568,13587070,78776,8330819,38.8,8271516,48,5343155,24.9,5337174,30.9,9529065,7733100,1343800,0,528687,5973109,7130478,20599,2176985,2635934,523512,6724,2176368,2630825,523257,6724,4819643,38.8,8271516,48,22.4,4813917,27.9,8330819,3703363,82.3,2978092,66.2,1480497,1366833,125320,5442,6956081,154671,413711
Federated States of Micronesia,63200,60979,78177,30250,29187,30233,37398,18760,18.1,18744,23.2,11642,11.2,11641,14.4,0,61600,1600,0,95,30155,0,0,11522,22,98,0,11521,22,98,0,11544,18.1,18744,23.2,11.1,11543,14.3,18760,1703,9.7,1192,6.8,1160,5,27,0,2842,16130,358704
Georgia,8341495,78564,102810,5655164,53263,5605790,69092,3511811,33.1,3469223,42.8,2146103,20.2,2139231,26.4,4290195,3553400,497900,0,138646,2576649,2939553,316,975854,1034193,135846,210,975719,1027659,135644,209,2010257,33.1,3469223,42.8,18.9,2003587,24.7,3511811,1133147,74.7,911462,60.1,515958,377748,17631,125,2106303,138851,549885
Guam,140740,84902,108848,117134,70661,114951,88903,71783,43.3,69937,54.1,45769,27.6,45434,35.1,76440,53200,11100,0,1203,46122,69809,0,18448,26113,1208,0,18445,25781,1208,0,44561,43.3,69937,54.1,26.9,44226,34.2,71783,13418,47.6,11244,39.9,4753,6392,99,0,24725,87736,499414
Hawaii,1326600,93695,118871,1089152,76924,1082719,97017,666712,47.1,660916,59.2,445314,31.5,444066,39.8,709800,546800,70000,0,19497,375896,599999,93760,150746,256575,19934,18059,150649,255509,19866,18042,425380,47.1,660916,59.2,30,424200,38,666712,221021,82.3,172516,64.3,68700,98040,4367,1409,387828,144470,494174
Iowa,2574135,81587,106009,2149867,68140,2134717,87913,1309687,41.5,1296877,53.4,920481,29.2,918193,37.8,1266135,1145600,162400,0,89951,1012616,1047178,122,426139,405576,88723,43,426102,403366,88682,43,831758,41.5,1296877,53.4,26.4,829511,34.2,1309687,464435,84,414928,75,223488,184114,7293,33,875971,158417,465524
Idaho,1345955,75317,100530,994195,55633,994158,74254,580512,32.5,580434,43.4,426149,23.8,426123,31.8,676455,586400,83100,0,29904,446428,517431,432,183715,212477,29821,136,183712,212464,29811,136,396328,32.5,580434,43.4,22.2,396312,29.6,580512,218828,75.3,196163,67.5,91526,98039,6539,59,413261,142175,463053
Indian Health Svc,1666225,79999,N/A,1174252,56378,1150078,N/A,690624,33.2,675443,N/A,495362,23.8,486406,N/A,697125,896100,73000,0,19197,655164,499891,0,263282,213030,19050,0,263144,204241,19021,0,476312,33.2,675443,N/A,22.9,467385,0,690624,142569,0,110929,0,63325,45582,2022,0,254436,0,0
Illinois,10713065,84542,108719,8455483,66727,8382233,85065,5414331,42.7,5348830,54.3,3324660,26.2,3312971,33.6,5441865,4562000,709200,0,301320,3669339,4480529,4295,1374982,1646182,302058,1438,1374051,1636624,300860,1436,3022602,42.7,5348830,54.3,23.9,3012111,30.6,5414331,1675883,82,1258690,61.6,586633,625541,45613,903,2889261,141406,524320
Indiana,5086110,75549,98487,3764137,55912,3744173,72502,2272992,33.8,2256176,43.7,1572858,23.4,1571737,30.4,2608710,2140100,337300,0,123850,1601016,2032597,6674,634286,813741,122624,2207,634236,812735,122560,2206,1450234,33.8,2256176,43.7,21.5,1449177,28.1,2272992,835424,76.9,752329,69.3,378830,356952,15055,1492,1595669,146966,468445
Kansas,2486365,85345,112349,1850135,63506,1836867,83001,1184543,40.7,1171898,53,794417,27.3,791833,35.8,1206465,1136800,143100,0,56138,863108,930394,495,357918,379691,56670,138,357874,377186,56635,138,737747,40.7,1171898,53,25.3,735198,33.2,1184543,412119,86.7,333513,70.1,162508,160585,10342,78,715760,150532,522909
Kentucky,3604785,80686,104040,2900342,64918,2880980,83150,1751440,39.2,1736269,50.1,1262794,28.3,1259120,36.3,1837485,1545800,221500,0,105691,1315894,1478486,271,544683,614810,103102,199,544623,611248,103051,198,1159692,39.2,1736269,50.1,26,1156069,33.4,1751440,593757,79.1,495277,66,222947,247363,24843,124,1048036,139633,480277
Louisiana,3563140,76647,100055,2540302,54644,2527461,70973,1451415,31.2,1441769,40.5,1119639,24.1,1116562,31.4,1800240,1540500,222400,0,89516,1160814,1289020,952,466570,566732,85872,465,466506,563789,85803,464,1033767,31.2,1441769,40.5,22.2,1030759,28.9,1451415,545062,73.6,487180,65.7,225707,245703,15678,92,1038585,140156,480841
Massachusetts,6362390,92309,114851,5372992,77954,5328928,96195,3443826,50,3406658,61.5,2116180,30.7,2108732,38.1,3288090,2698300,376000,0,209228,2355960,2807727,77,903742,1002504,209920,14,903345,996042,209331,14,1906260,50,3406658,61.5,27.7,1899401,34.3,3443826,1047027,89.5,856435,73.2,392135,411527,52764,9,1850150,158223,544105
Maryland,5223150,86395,110872,4238913,70115,4202260,89201,2665939,44.1,2634896,55.9,1767219,29.2,1762065,37.4,2708550,2203000,311600,0,183987,1835499,2216772,2655,722842,865435,178191,751,722758,860457,178100,750,1589028,44.1,2634896,55.9,26.3,1583965,33.6,2665939,790481,82.4,674511,70.3,329117,306683,38370,341,1412037,147180,544421
Maine,1204480,89605,109961,1048457,77998,1042960,95215,671564,50,666356,60.8,455240,33.9,454899,41.5,585780,538500,80200,0,69983,466096,512266,112,184666,200608,69935,31,184640,200325,69908,26,385305,50,666356,60.8,28.7,384991,35.1,671564,254559,89.2,227004,79.6,101387,108289,17316,12,461862,161906,422232
Marshall Islands,51300,87823,112594,25007,42811,24963,54789,13984,23.9,13947,30.6,11024,18.9,11015,24.2,0,40500,10800,0,35,24972,0,0,10982,3,39,0,10973,3,39,0,10985,23.9,13947,30.6,18.8,10976,24.1,13984,893,9,720,7.3,717,0,3,0,1610,16213,516616
Michigan,8482260,84934,108152,6330276,63386,6280065,80073,3930114,39.4,3884196,49.5,2701490,27.1,2696127,34.4,4342260,3619300,520700,0,225385,2789254,3314402,1235,1159508,1311884,229616,482,1159351,1306796,229499,481,2471874,39.4,3884196,49.5,24.8,2466628,31.5,3930114,1364083,77.3,1197524,67.8,603615,549021,44558,330,2489652,141025,480472
Minnesota,4508120,79936,103958,3888651,68952,3858803,88985,2432589,43.1,2406957,55.5,1674819,29.7,1670125,38.5,2319720,1920800,267600,0,194385,1681026,2013012,228,673839,804293,196628,59,673744,799823,196499,59,1478191,43.1,2406957,55.5,26.2,1473626,34,2432589,792207,86.1,710251,77.2,301315,371231,37681,24,1448234,157351,489810
Missouri,4911445,80024,103033,3588783,58474,3567221,74834,2141338,34.9,2123826,44.6,1460804,23.8,1458304,30.6,2583945,2051400,276100,0,117369,1436094,2034981,339,565601,777069,118083,51,565511,774768,117975,50,1342721,34.9,2123826,44.6,21.9,1340329,28.1,2141338,779261,73.4,650714,61.3,297255,329230,24208,21,1444947,136054,462455
Northern Mariana Islands,62910,110597,141791,36864,64808,36365,81962,20835,36.6,20442,46.1,16068,28.2,15962,36,42510,17800,2600,0,43,4881,31940,0,2119,13902,47,0,2119,13796,47,0,16021,36.6,20442,46.1,28.2,15915,35.9,20835,2383,24.6,2236,23.1,337,1860,39,0,4582,47384,650569
Mississippi,2298885,77244,100936,1486937,49962,1480908,65022,883421,29.7,878780,38.6,644899,21.7,643476,28.3,1108185,1039700,151000,0,44739,720959,720381,858,305197,295976,43704,22,305155,294631,43668,22,601195,29.7,878780,38.6,20.2,599808,26.3,883421,344805,70.8,286610,58.9,152485,122184,11935,6,614300,126219,472348
Montana,921715,86240,109703,697964,65305,692070,82371,414396,38.8,409853,48.8,303100,28.4,301781,35.9,444015,416600,61100,0,21579,337218,338989,178,143128,138741,21177,54,143081,137483,21163,54,281923,38.8,409853,48.8,26.4,280618,33.4,414396,158065,76.6,137262,66.5,66820,65336,5075,31,289003,139996,446487
North Carolina,8654440,82517,105705,6396246,60986,6336910,77399,3877123,37,3829674,46.8,2676540,25.5,2664160,32.5,4502940,3607600,543900,0,234081,2687598,3474238,329,1054871,1390991,230649,29,1054227,1380053,229851,29,2445891,37,3829674,46.8,23.3,2434309,29.7,3877123,1327370,75.8,1138947,65,538094,575934,24897,22,2488490,142111,494230
North Dakota,601100,78878,103301,530830,69657,526295,90446,290336,38.1,287272,49.4,229053,30.1,227924,39.2,296400,273100,31600,0,21641,234024,275165,0,97654,112335,19063,1,97598,111330,18995,1,209990,38.1,287272,49.4,27.6,208929,35.9,290336,96156,80.2,83391,69.6,41140,39500,2751,0,184839,154232,501565
Nebraska,1624360,83972,111385,1307408,67587,1297171,88949,800637,41.4,791644,54.3,552888,28.6,551532,37.8,847860,679900,96600,0,51593,563596,689948,2271,228753,271688,51808,639,228703,270409,51781,639,501080,41.4,791644,54.3,25.9,499751,34.3,800637,258806,82.8,230596,73.8,111477,114988,3659,472,491720,157372,519865
New Hampshire,1157055,85096,104762,1113989,81928,1105061,100055,798857,58.8,790961,71.6,393966,29,393067,35.6,563355,510900,82800,0,50113,483083,580766,27,175124,167593,51236,13,174978,166862,51214,13,342730,58.8,790961,71.6,25.2,341853,31,798857,288883,99.9,182060,71.7,81970,88102,11980,8,447673,176344,455778
New Jersey,7444665,83816,107216,6510179,73295,6454705,92959,4209267,47.4,4165450,60,2759775,31.1,2747359,39.6,3889665,3109700,445300,0,268273,2862240,3379191,475,1153458,1335852,270446,19,1153304,1323698,270339,18,2489329,47.4,4165450,60,28,2477020,35.7,4209267,1223986,83,976747,66.2,455217,459125,62394,11,2092723,141828,504540
New Mexico,1931405,92111,119150,1656039,78978,1638530,101082,1015043,48.4,1001907,61.8,693660,33.1,687404,42.4,982605,824400,124400,0,45606,735058,873295,2080,283745,364563,44774,578,283611,358520,44695,578,648886,48.4,1001907,61.8,30.9,642709,39.6,1015043,319149,84.5,250307,66.3,113836,123764,12351,356,551698,146104,511487
Nevada,2323160,75423,97304,1879451,61018,1866782,78189,1142561,37.1,1131160,47.4,764096,24.8,762945,32,1191060,985200,146900,0,70950,786798,1021703,0,305419,388556,70116,5,305388,387454,70098,5,693980,37.1,1131160,47.4,22.5,692847,29,1142561,373238,75.3,311092,62.7,148380,148244,14464,4,688246,138767,468405
New York State,16746585,86085,108566,14003973,71987,13900535,90115,8552612,44,8465150,54.9,5789997,29.8,5773750,37.4,8687835,7106600,952150,0,574216,6095136,7332150,2471,2392054,2836495,560955,493,2391681,2820901,560678,490,5229042,44,8465150,54.9,26.9,5213072,33.8,8552612,2489656,75.5,2080680,63.1,1004269,962072,114058,281,4476272,135803,508066
Ohio,9605145,82172,105423,7556893,64649,7496185,82275,4479233,38.3,4426711,48.6,3215822,27.5,3208805,35.2,5009745,4060900,534500,0,283471,3297568,3969232,6622,1341823,1598055,274024,1920,1341739,1591224,273928,1914,2941798,38.3,4426711,48.6,25.2,2934877,32.2,4479233,1586769,77.5,1414815,69.1,650531,705294,57811,1179,2985975,145919,469386
Oklahoma,3567185,90149,118719,2525644,63828,2501978,83268,1478450,37.4,1462236,48.7,1064060,26.9,1057174,35.2,1778985,1595500,192700,0,68133,1166324,1291153,34,466835,529790,67414,21,466734,523041,67378,21,996646,37.4,1462236,48.7,25.2,989796,32.9,1478450,501378,78.9,411420,64.8,214981,184170,12263,6,910061,143287,561645
Oregon,3466045,82178,103428,2680641,63556,2660581,79392,1685787,40,1669264,49.8,1092175,25.9,1088260,32.5,1733745,1505700,226600,0,90832,1189713,1398667,1429,468742,533310,89879,244,468447,529955,89615,243,1002296,40,1669264,49.8,23.8,998645,29.8,1685787,597982,78.1,505949,66,224936,249326,31562,125,1065326,139062,452439
Pennsylvania,11156275,87145,109726,8871360,69297,8823192,86779,5720590,44.7,5679928,55.9,3506017,27.4,3497563,34.4,5589675,4717100,849500,0,325257,3807708,4738173,222,1380447,1794556,330834,180,1380102,1786588,330694,179,3175183,44.7,5679928,55.9,24.8,3166869,31.1,5720590,2106838,88,1473316,61.6,678360,749482,45362,112,3542026,147994,466134
Puerto Rico,2804240,87806,106993,1614950,50567,1609711,61417,1032452,32.3,1027198,39.2,653137,20.5,652812,24.9,1414140,1203700,186400,0,55903,640744,918033,270,236511,360665,55949,12,236482,360435,55883,12,597188,32.3,1027198,39.2,18.7,596929,22.8,1032452,373423,68.8,287357,52.9,133076,144922,9356,3,647864,119328,516503
Rhode Island,983725,92860,115074,807630,76237,803309,93969,495955,46.8,492252,57.6,345231,32.6,344621,40.3,529425,400600,53700,0,37631,352018,417957,24,140876,166903,37449,3,140870,166313,37435,3,307782,46.8,492252,57.6,29.1,307186,35.9,495955,167231,89.4,150099,80.2,70088,75222,4787,2,313108,167396,525927
Republic of Palau,24600,137376,176129,16948,94645,16948,121343,9328,52.1,9328,66.8,7975,44.5,7975,57.1,0,20800,3800,0,197,16750,1,0,7763,15,197,0,7763,15,197,0,7778,52.1,9328,66.8,43.4,7778,55.7,9328,1494,49.1,1441,47.3,1342,8,91,0,2803,92083,808147
South Carolina,4074705,79140,100921,2984448,57965,2964827,73432,1796524,34.9,1779932,44.1,1238348,24.1,1235333,30.6,2152605,1665100,257000,0,96204,1180418,1706771,1055,444642,699813,93687,206,444491,697148,93488,206,1144661,34.9,1779932,44.1,22.2,1141845,28.3,1796524,738482,78.8,609093,65,253109,338078,17765,141,1334016,142367,434856
South Dakota,826965,93478,123879,643744,72767,638499,95647,382887,43.3,378745,56.7,281124,31.8,280005,41.9,391365,382300,53300,0,18044,298485,327202,13,127675,135334,18109,6,127653,134244,18102,6,263015,43.3,378745,56.7,29.7,261903,39.2,382887,133060,87.6,120265,79.2,62216,55498,2548,3,248017,163308,544518
Tennessee,5241110,76746,98533,3644333,53364,3623323,68119,2218245,32.5,2200570,41.4,1440463,21.1,1437332,27,2671110,2243500,326500,0,107052,1616435,1916143,4703,619226,715364,104509,1364,619125,712454,104391,1362,1335954,32.5,2200570,41.4,19.6,1332941,25.1,2218245,821884,71.9,661969,57.9,339752,302365,18979,873,1503022,131453,458382
Texas,23032495,79434,106651,17065670,58855,16883751,78180,10389002,35.8,10275678,47.6,6734779,23.2,6661316,30.8,11957595,9490900,1584000,0,633398,7536306,8895268,698,2804597,3308942,620686,554,2774004,3272848,613915,548,6115515,35.8,10275678,47.6,21.1,6048807,28,10389002,2836198,76,2278376,61,948795,1119415,209978,187,5123150,137194,616794
Utah,2283230,71218,100372,1937305,60428,1911492,84030,1174353,36.6,1152828,50.7,651042,20.3,647261,28.5,1122030,1023400,137800,0,82512,842972,1011821,0,256633,314922,79487,0,256544,311312,79405,0,571555,36.6,1152828,50.7,17.8,567856,25,1174353,301600,82.4,196958,53.8,85023,101755,10180,0,559153,152827,624052
Virginia,7215325,84533,108100,5873177,68809,5818027,87166,3688759,43.2,3643509,54.6,2365218,27.7,2354715,35.3,3782025,3018700,414600,0,213580,2489981,3168048,1568,961359,1190835,212544,480,960641,1181661,211934,479,2152674,43.2,3643509,54.6,25.2,2142781,32.1,3688759,1107321,81.5,912703,67.2,437979,427282,47126,316,1980873,145770,530966
Veterans Health,6131045,N/A,N/A,4709800,N/A,4709407,N/A,2619046,N/A,2618739,N/A,2203547,N/A,2203447,N/A,2654145,2956700,520200,0,114855,2461727,2133216,2,1110715,978043,114788,1,1110694,977979,114773,1,2088759,N/A,2618739,N/A,0,2088674,0,2619046,1415350,0,1291187,0,720879,530713,39594,1,2667443,0,0
Virgin Islands,63440,60604,77697,58041,55446,57486,70405,32034,30.6,31714,38.8,23787,22.7,23606,28.9,41340,21400,700,0,298,19314,38429,0,8130,15345,312,0,8123,15171,312,0,23475,30.6,31714,38.8,22.4,23294,28.5,32034,10856,61,8632,48.5,3638,4863,131,0,19489,109513,356485
Vermont,602600,96572,118161,496149,79512,494079,96881,305255,48.9,303712,59.6,204701,32.8,204185,40,292500,269900,40200,0,23641,221997,249996,515,83207,98020,23297,177,83194,97534,23280,177,181404,48.9,303712,59.6,29.1,180905,35.5,305255,117368,93.9,99789,79.8,47694,51421,556,118,222073,177603,481930
Washington,6411100,84192,107716,5149883,67629,5115457,85948,3174012,41.7,3146396,52.9,2130349,28,2123715,35.7,3276000,2741500,393600,0,192240,2214327,2740025,3291,858727,1078482,192390,750,858610,1072061,192294,750,1937959,41.7,3146396,52.9,25.4,1931421,32.5,3174012,1014047,83.8,898254,74.3,409722,451311,36706,515,1893684,156539,529964
Wisconsin,4776225,82031,104837,4178933,71773,4140897,90892,2505098,43,2474586,54.3,1748989,30,1743097,38.3,2436525,2056400,283300,0,169420,1801691,2207377,445,704436,881164,163197,192,704342,875451,163113,191,1585792,43,2474586,54.3,27.2,1579984,34.7,2505098,866836,85.2,787060,77.4,385513,385244,16221,82,1676904,164848,469526
West Virginia,1586845,88544,110768,1098127,61274,1086887,75869,623247,34.8,615240,42.9,486634,27.2,483639,33.8,766545,724800,95500,0,19017,527384,551726,0,223390,243338,19851,55,223295,240463,19826,55,466783,34.8,615240,42.9,26,463813,32.4,623247,255813,69.7,225653,61.5,115844,106505,3267,37,479768,130723,432370
Wyoming,472315,81608,106132,332929,57525,331093,74399,189930,32.8,188520,42.4,144916,25,144558,32.5,213915,227000,31400,0,11172,161366,160216,175,66086,68316,10488,26,66081,67967,10484,26,134428,32.8,188520,42.4,23.2,134074,30.1,189930,71631,72.2,63924,64.5,33090,29125,1696,13,134176,135287,476225
