COVID-19 Vaccinations in the United States
Date generated: Sat May 01 2021 15:12:49 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3785040,N/A,N/A,2886464,N/A,2866368,N/A,1778342,N/A,1762358,N/A,1093374,N/A,1089593,N/A,2045940,1569600,169500,0,65476,1285247,1535342,399,452397,578416,62561,0,452354,574697,62542,0,1030813,N/A,1762358,N/A,0,1027051,0,1778342,162015,0,111131,0,38881,69311,2939,0,278785,0,0
Delaware,976405,100271,126774,759503,77997,751634,97590,454621,46.7,449050,58.3,316204,32.5,314903,40.9,506805,415400,54200,0,33642,306593,419044,224,116099,167061,32945,99,116068,165815,32921,99,283259,46.7,449050,58.3,29.1,281982,36.6,454621,165795,87.8,138812,73.5,56670,75278,6801,63,305810,161885,516873
Florida,20748875,96606,120299,15159919,70584,15065616,87348,8939454,41.6,8859416,51.4,6224705,29,6211172,36,10737675,8650200,1361000,0,543701,6603553,7988406,24259,2555004,3124002,537811,7888,2554352,3111387,537546,7887,5686894,41.6,8859416,51.4,26.5,5673626,32.9,8939454,3778434,84,3110310,69.2,1562372,1413887,127834,6217,7172516,159484,461359
Federated States of Micronesia,63200,60979,78177,34536,33322,34516,42696,20423,19.7,20407,25.2,14248,13.7,14244,17.6,0,61600,1600,0,150,34386,0,0,14073,23,152,0,14069,23,152,0,14096,19.7,20407,25.2,13.6,14092,17.4,20423,1819,10.3,1419,8.1,1384,5,30,0,3191,18111,358704
Georgia,9368775,88240,115471,6306091,59394,6238611,76891,3709017,34.9,3659506,45.1,2591190,24.4,2573161,31.7,4879875,3986400,502500,0,142043,2849338,3314280,430,1157872,1294078,138996,244,1157666,1276465,138788,242,2452194,34.9,3659506,45.1,23.1,2434373,30,3709017,1154711,76.1,954688,62.9,539262,397296,17992,138,2178241,143593,617604
Guam,140740,84902,108848,130489,78718,127429,98554,76408,46.1,74303,57.5,54517,32.9,53564,41.4,76440,53200,11100,0,1224,51351,77914,0,20735,32553,1229,0,20731,31604,1229,0,53288,46.1,74303,57.5,32.1,52335,40.5,76408,13712,48.7,11694,41.5,4941,6654,99,0,25468,90373,499414
Hawaii,1474560,104145,132129,1225187,86532,1211947,108597,745506,52.7,733649,65.7,504812,35.7,502796,45.1,801060,603200,70300,0,21210,431133,679084,93760,176847,288246,21648,18071,176698,286475,21569,18054,483164,52.7,733649,65.7,34.1,481227,43.1,745506,230322,85.8,185893,69.2,75634,104243,4607,1409,410285,152836,549291
Iowa,2801085,88780,115355,2378407,75384,2356535,97047,1389825,44.1,1373000,56.5,1066664,33.8,1061766,43.7,1424085,1214600,162400,0,91421,1093959,1192905,122,481084,495528,90001,51,481026,490730,89959,51,976663,44.1,1373000,56.5,31,971807,40,1389825,470900,85.2,433100,78.3,233343,192288,7430,39,901059,162954,506567
Idaho,1421185,79526,106149,1076561,60242,1076520,80405,605950,33.9,605843,45.3,482267,27,482233,36,722085,611200,87900,0,30793,480149,565120,499,205665,245809,30644,149,205662,245788,30634,149,451623,33.9,605843,45.3,25.3,451599,33.7,605950,221800,76.3,202369,69.6,94802,100835,6666,66,422803,145458,488934
Indian Health Svc,1683415,80824,N/A,1244362,59744,1216195,N/A,714613,34.3,697188,N/A,541601,26,530901,N/A,705315,904700,73400,0,19513,698886,525963,0,293681,228556,19364,0,293518,218049,19334,0,522237,34.3,697188,N/A,25.1,511567,0,714613,144677,0,115215,0,66325,46839,2051,0,260827,0,0
Illinois,12065595,95216,122444,9445420,74539,9330629,94689,5883255,46.4,5785507,58.7,3855677,30.4,3834009,38.9,6306495,5045400,713700,0,308853,4043257,5088273,5037,1567065,1977590,309342,1680,1565654,1958602,308078,1675,3546335,46.4,5785507,58.7,28,3525931,35.8,5883255,1714771,83.9,1331111,65.1,622476,661089,46512,1034,3002106,146929,590515
Indiana,5479210,81388,106099,4144890,61568,4112047,79625,2423986,36,2398106,46.4,1804874,26.8,1800195,34.9,2877810,2263200,338200,0,133681,1744379,2258740,8090,726201,943821,132199,2653,726139,939280,132124,2652,1672675,36,2398106,46.4,24.8,1668071,32.3,2423986,848676,78.2,779491,71.8,391296,370587,15874,1734,1637894,150855,504651
Kansas,2749525,94378,124241,2015317,69176,1996443,90212,1238463,42.5,1223138,55.3,916534,31.5,910235,41.1,1379625,1226700,143200,0,57700,932351,1024732,534,406915,451360,58098,161,406846,445166,58063,160,858436,42.5,1223138,55.3,29.5,852172,38.5,1238463,417756,87.9,345083,72.6,168647,165684,10663,89,733114,154182,578255
Kentucky,3930655,87980,113445,3142500,70339,3115603,89922,1834755,41.1,1815069,52.4,1420964,31.8,1414171,40.8,2002455,1703000,225200,0,107662,1415369,1619161,308,607538,708218,104974,234,607462,701558,104918,233,1315990,41.1,1815069,52.4,29.5,1309253,37.8,1834755,604487,80.5,520189,69.3,236039,258732,25274,144,1083879,144409,523694
Louisiana,3668620,78916,103017,2708891,58271,2691845,75589,1498488,32.2,1487368,41.8,1237494,26.6,1231724,34.6,1863420,1582600,222600,0,91406,1259160,1357352,973,538473,610840,87695,486,538375,605241,87623,485,1149799,32.2,1487368,41.8,24.7,1144101,32.1,1498488,551346,74.4,505903,68.3,239194,250708,15904,97,1064100,143599,495076
Massachusetts,7304740,105981,131862,6174851,89588,6096616,110053,3858300,56,3794811,68.5,2506657,36.4,2491221,45,3855540,3064300,384900,0,212624,2652763,3309370,94,1029789,1263609,213242,17,1029064,1249501,212639,17,2293415,56,3794811,68.5,33.3,2278582,41.1,3858300,1066716,91.2,904645,77.4,415122,436125,53388,10,1917290,163965,624693
Maryland,6023530,99634,127861,4805115,79480,4745104,100724,2933421,48.5,2884963,61.2,2065479,34.2,2054710,43.6,3239730,2465900,317900,0,189910,2052738,2559378,3089,840731,1040070,183782,896,840625,1029506,183685,894,1881697,48.5,2884963,61.2,31.1,1871025,39.7,2933421,810335,84.5,711881,74.2,349802,322296,39406,377,1469473,153166,627846
Maine,1367680,101746,124860,1183324,88031,1173830,107163,734290,54.6,725436,66.2,528743,39.3,528067,48.2,679380,602300,86000,0,71239,524842,587104,139,214174,243345,71186,38,214147,242730,71157,33,457557,54.6,725436,66.2,34,456910,41.7,734290,258113,90.5,237487,83.3,108091,111856,17527,13,475783,166786,479442
Marshall Islands,51300,87823,112594,26519,45399,26469,58094,14544,24.9,14505,31.8,11981,20.5,11968,26.3,0,40500,10800,0,35,26484,0,0,11938,4,39,0,11925,4,39,0,11942,24.9,14505,31.8,20.4,11929,26.2,14544,915,9.2,766,7.7,763,0,3,0,1678,16898,516616
Michigan,9418050,94304,120083,7118239,71276,7040375,89767,4253463,42.6,4190652,53.4,3180171,31.8,3163813,40.3,4841850,4024600,551600,0,230813,3098257,3787916,1253,1341595,1602897,235166,513,1341374,1586880,235048,511,2945005,42.6,4190652,53.4,29.5,2928765,37.3,4253463,1400661,79.3,1253502,71,633751,573905,45494,352,2581527,146229,533479
Minnesota,4972860,88177,114675,4354128,77206,4302165,99209,2646741,46.9,2604527,60.1,1926862,34.2,1916656,44.2,2614560,2090300,268000,0,195800,1853034,2305059,235,777196,951612,197994,60,777061,941670,197865,60,1728868,46.9,2604527,60.1,30.7,1718791,39.6,2646741,803861,87.3,730341,79.4,309950,382487,37879,25,1480301,160836,540304
Missouri,5325495,86771,111720,3985417,64936,3953603,82940,2310678,37.6,2286594,48,1680768,27.4,1675329,35.1,2835495,2213500,276500,0,120632,1578089,2286350,346,650258,909171,121283,56,650139,903963,121172,55,1559485,37.6,2286594,48,25.4,1554157,32.6,2310678,803648,75.7,684683,64.5,312756,347169,24734,24,1502900,141511,501442
Northern Mariana Islands,62910,110597,141791,40089,70477,39313,88607,22090,38.8,21569,48.6,18043,31.7,17788,40.1,42510,17800,2600,0,43,5266,34780,0,2266,15730,47,0,2266,15475,47,0,17996,38.8,21569,48.6,31.6,17741,40,22090,2436,25.2,2279,23.6,346,1894,39,0,4678,48376,650569
Mississippi,2433685,81773,106855,1591206,53465,1582997,69504,925448,31.1,919780,40.4,707684,23.8,705085,31,1190085,1091900,151700,0,45266,767647,777433,860,333615,329782,44261,26,333542,327293,44224,26,663423,31.1,919780,40.4,22.3,660861,29,925448,352196,72.4,298599,61.4,159310,127199,12081,9,633519,130168,500045
Montana,988645,92502,117669,758111,70933,750129,89281,435149,40.7,429750,51.1,342212,32,339673,40.4,477945,449400,61300,0,22247,360163,375505,196,157802,162519,21831,60,157748,160049,21816,60,320381,40.7,429750,51.1,30,317857,37.8,435149,160749,77.9,143058,69.3,69496,68292,5234,36,297492,144108,478909
North Carolina,9698070,92468,118452,6981220,66563,6901621,84296,4108050,39.2,4048535,49.4,3029981,28.9,3009467,36.8,5075070,4072700,550300,0,235534,2925424,3819933,329,1205573,1592178,232197,33,1204576,1573469,231389,33,2797784,39.2,4048535,49.4,26.7,2778078,33.9,4108050,1347439,76.9,1173747,67,555280,593355,25088,24,2543418,145247,553829
North Dakota,643330,84420,110559,562151,73767,556180,95581,298958,39.2,295452,50.8,249623,32.8,247641,42.6,318630,293000,31700,0,21792,247219,293140,0,105855,124559,19208,1,105777,122726,19137,1,230415,39.2,295452,50.8,30.2,228504,39.3,298958,97076,81,84941,70.9,42045,40127,2769,0,187376,156349,536802
Nebraska,1782480,92146,122227,1412904,73041,1398548,95900,833481,43.1,821395,56.3,626635,32.4,624230,42.8,948480,737300,96700,0,52173,601005,757307,2419,255104,318541,52304,686,255047,316224,52274,685,574331,43.1,821395,56.3,29.7,571956,39.2,833481,261693,83.8,236544,75.7,115138,117170,3729,507,501052,160358,570470
New Hampshire,1304835,95964,118143,1142049,83992,1132310,102522,818454,60.2,809858,73.3,404833,29.8,403857,36.6,649935,555900,99000,0,50518,492793,598711,27,179985,173217,51617,14,179839,172409,51595,14,353216,60.2,809858,73.3,26,352262,31.9,818454,290347,99.9,183474,72.3,82643,88780,12042,9,450229,177350,513990
New Jersey,8623605,97089,124195,7302231,82212,7215796,103920,4582214,51.6,4514813,65,3202180,36.1,3182253,45.8,4535505,3613600,474500,0,274477,3178518,3848761,475,1302485,1622986,276685,24,1302303,1603353,276576,21,2925495,51.6,4514813,65,32.9,2905677,41.8,4582214,1261296,85.5,1049822,71.1,492922,493084,63803,13,2200746,149149,584439
New Mexico,2056105,98058,126842,1794170,85566,1768748,109115,1066741,50.9,1046450,64.6,779361,37.2,772270,47.6,1052805,878600,124700,0,46175,803445,942321,2229,325064,408324,45358,615,324895,401482,45278,615,734003,50.9,1046450,64.6,35,726992,44.8,1066741,325666,86.2,270316,71.6,123822,133629,12493,372,578367,153167,544511
Nevada,2519320,81792,105521,2051105,66591,2033497,85172,1219581,39.6,1205223,50.5,857021,27.8,853936,35.8,1317420,1053900,148000,0,72385,866824,1111896,0,346588,438867,71561,5,346547,435842,71542,5,785460,39.6,1205223,50.5,25.5,782394,32.8,1219581,379982,76.6,322084,64.9,154443,152993,14644,4,705890,142325,507956
New York State,18743625,96351,121513,15636609,80379,15491111,100427,9258652,47.6,9140618,59.3,6721308,34.6,6693356,43.4,9737325,8003900,1002400,0,595876,6736120,8301715,2898,2767796,3371203,581723,586,2767345,3344007,581425,579,6139585,47.6,9140618,59.3,31.6,6111931,39.6,9258652,2592778,78.7,2210860,67.1,1074853,1017048,118633,326,4708769,142857,568653
Ohio,10538425,90156,115666,8366253,71573,8273814,90810,4720523,40.4,4656100,51.1,3769101,32.2,3742699,41.1,5576025,4419100,543300,0,295509,3594402,4468745,7597,1537726,1943920,285204,2251,1537586,1917773,285098,2242,3483897,40.4,4656100,51.1,29.8,3457601,37.9,4720523,1614754,78.9,1468295,71.8,674263,733709,58998,1325,3071089,150079,514994
Oklahoma,3740005,94517,124470,2681258,67760,2652701,88284,1522909,38.5,1505064,50.1,1172022,29.6,1161928,38.7,1914705,1632000,193300,0,69486,1248978,1362760,34,523788,579499,68714,21,523665,569567,68675,21,1103308,38.5,1505064,50.1,27.9,1093253,36.4,1522909,506706,79.8,424696,66.9,223366,188791,12533,6,928661,146215,588855
Oregon,3853745,91370,114997,3047017,72243,3015355,89979,1869063,44.3,1843115,55,1284955,30.5,1278698,38.2,1944345,1669800,239600,0,95953,1333022,1616445,1597,543942,645837,94898,278,543531,640273,94618,276,1190057,44.3,1843115,55,28.2,1184080,35.3,1869063,610564,79.7,545998,71.3,249691,263824,32333,150,1117472,145869,503047
Pennsylvania,12618775,98569,124110,10051650,78516,9971760,98076,6326613,49.4,6259398,61.6,4092041,32,4078407,40.1,6326775,5387600,904400,0,340540,4324897,5385959,254,1641737,2104125,345972,207,1641264,2091123,345815,205,3746069,49.4,6259398,61.6,29.3,3732592,36.7,6326613,2215405,92.6,1637509,68.4,767570,822063,47756,120,3815573,159423,527241
Puerto Rico,3175510,99431,121158,1885594,59041,1872452,71441,1193147,37.4,1179993,45,777089,24.3,776540,29.6,1614210,1373700,187600,0,66384,755591,1063343,276,282859,427768,66445,17,282816,427339,66368,17,710644,37.4,1179993,45,22.3,710172,27.1,1193147,390611,71.9,312553,57.6,145714,155972,10864,3,688604,126832,584886
Rhode Island,1130875,106751,132287,913120,86195,903783,105722,556126,52.5,548220,64.1,387339,36.6,386081,45.2,605475,470600,54800,0,37927,385128,490041,24,156059,193579,37696,5,156046,192348,37682,5,349643,52.5,548220,64.1,33,348399,40.8,556126,170242,91,154740,82.7,71707,78179,4852,2,320942,171585,604597
Republic of Palau,24600,137376,176129,20160,112582,20160,144340,12511,69.9,12511,89.6,8847,49.4,8847,63.3,0,20800,3800,0,1023,19136,1,0,7807,17,1023,0,7807,17,1023,0,7824,69.9,12511,89.6,43.7,7824,56,12511,1564,51.4,1462,48,1343,8,111,0,2874,94415,808147
South Carolina,4523435,87856,112035,3241756,62962,3214504,79616,1881335,36.5,1861420,46.1,1407621,27.3,1400245,34.7,2385435,1879600,258400,0,98515,1304362,1837824,1055,520514,790958,95941,208,520215,784087,95735,208,1311680,36.5,1861420,46.1,25.5,1304510,32.3,1881335,748997,79.9,632095,67.5,264514,349217,18222,142,1367151,145904,482745
South Dakota,899255,101650,134708,699187,79035,692109,103678,395076,44.7,390176,58.4,324779,36.7,322573,48.3,434655,410800,53800,0,18343,320872,359959,13,144457,161890,18424,8,144424,159724,18417,8,306355,44.7,390176,58.4,34.6,304156,45.6,395076,134361,88.5,123208,81.1,63896,56703,2604,5,251977,165915,592118
Tennessee,5510930,80697,103606,4009536,58712,3979922,74823,2339881,34.3,2317926,43.6,1671930,24.5,1664622,31.3,2818530,2360000,332400,0,109088,1755105,2139683,5660,709792,854080,106400,1658,709647,847040,106279,1656,1565530,34.3,2317926,43.6,22.9,1558343,29.3,2339881,836841,73.2,695351,60.8,357182,317738,19374,1057,1555376,136032,481980
Texas,25401725,87605,117622,18885671,65132,18635134,86289,11092489,38.3,10942037,50.7,7826009,27,7719862,35.7,13255125,10549800,1596800,0,655888,8307111,9921924,748,3293832,3889127,642446,604,3249156,3836377,633732,596,7185279,38.3,10942037,50.7,24.8,7087822,32.8,11092489,2888485,77.4,2419802,64.8,1018453,1202518,198644,187,5337444,142933,680240
Utah,2540220,79234,111669,2116254,66010,2079390,91411,1254664,39.1,1226162,53.9,749770,23.4,742040,32.6,1282320,1115900,142000,0,84772,916770,1114712,0,297936,370171,81662,1,297828,362643,81568,1,668108,39.1,1226162,53.9,20.8,660472,29,1254664,305717,83.6,203610,55.7,89150,104122,10338,0,570202,155847,694292
Virginia,8073915,94592,120963,6643728,77836,6556479,98229,4019353,47.1,3949683,59.2,2802389,32.8,2784292,41.7,4269915,3371100,432900,0,217670,2788356,3635876,1826,1139402,1445951,216469,567,1138164,1429719,215844,565,2585920,47.1,3949683,59.2,30.3,2568448,38.5,4019353,1133256,83.4,966003,71.1,465864,452012,47768,359,2061081,151672,594148
Veterans Health,6235095,N/A,N/A,4922347,N/A,4921815,N/A,2676414,N/A,2675989,N/A,2360111,N/A,2359988,N/A,2730195,2984700,520200,0,116324,2577153,2228868,2,1197255,1046600,116255,1,1197232,1046517,116238,1,2243856,N/A,2675989,N/A,0,2243750,0,2676414,1431997,0,1329544,0,744118,545251,40174,1,2721898,0,0
Virgin Islands,66080,63126,80931,62302,59517,61670,75530,33579,32.1,33217,40.7,26411,25.2,26193,32.1,43680,21700,700,0,356,20611,41335,0,9029,17011,371,0,9020,16803,370,0,26040,32.1,33217,40.7,24.9,25823,31.6,33579,11214,63,9339,52.5,3935,5254,150,0,20540,115419,371319
Vermont,682870,109436,133900,563428,90295,559189,109648,343866,55.1,340526,66.8,232682,37.3,231865,45.5,340470,300800,41600,0,24122,250388,288393,525,94239,114510,23753,180,94222,113728,23735,180,208929,55.1,340526,66.8,33.5,208130,40.8,343866,118850,95.1,105078,84,51426,52954,578,120,229047,183180,546126
Washington,7203050,94592,121022,5828363,76539,5770774,96958,3524503,46.3,3478293,58.4,2454705,32.2,2443691,41.1,3679650,3115400,408000,0,197192,2497673,3129908,3590,1001324,1255271,197225,885,1001155,1244536,197116,884,2257480,46.3,3478293,58.4,29.6,2246575,37.7,3524503,1029159,85.1,931172,77,429515,463918,37147,592,1942009,160533,595430
Wisconsin,5241375,90020,115047,4644336,79766,4590602,100763,2656544,45.6,2617601,57.5,2054388,35.3,2041653,44.8,2688075,2270000,283300,0,172318,1995016,2476532,470,833085,1055145,165957,201,832945,1042637,165871,200,1888431,45.6,2617601,57.5,32.4,1875782,41.2,2656544,879311,86.4,816170,80.2,400027,399422,16637,84,1720785,169162,515253
West Virginia,1649555,92044,115146,1173419,65476,1159054,80907,641217,35.8,632043,44.1,543800,30.3,538976,37.6,793455,757800,98300,0,19192,566945,587282,0,255040,268576,20117,67,254919,263898,20092,67,523683,35.8,632043,44.1,29.2,518884,36.2,641217,258925,70.5,233751,63.7,120874,109519,3317,41,490214,133569,449457
Wyoming,479485,82847,107743,356057,61521,353561,79447,196453,33.9,194789,43.8,160656,27.8,159920,35.9,215085,233000,31400,0,11386,172936,171551,184,73695,76233,10697,31,73686,75510,10693,31,149959,33.9,194789,43.8,25.9,149227,33.5,196453,72516,73.1,65849,66.4,34258,29840,1737,14,136892,138025,483454
