COVID-19 Vaccinations in the United States
Date generated: Thu Apr 08 2021 15:14:52 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2913990,N/A,N/A,2127971,N/A,2120049,N/A,1343481,N/A,1336826,N/A,749962,N/A,748977,N/A,1536990,1221600,155400,0,30145,972404,1125023,399,326916,395816,27230,0,326882,394875,27220,0,722732,N/A,1336826,N/A,0,721757,0,1343481,142758,0,92630,0,31752,59666,1212,0,241464,0,0
Delaware,687675,70620,89286,528053,54228,526222,68323,344543,35.4,343111,44.5,183714,18.9,183602,23.8,344175,302500,41000,0,14642,220540,292711,160,71505,97292,14846,71,71491,97199,14841,71,168868,35.4,343111,44.5,17.3,168761,21.9,344543,154113,81.6,110483,58.5,46506,58696,5239,42,266756,141211,364030
Florida,15028975,69975,87136,10806283,50314,10788977,62553,6692785,31.2,6678286,38.7,3965262,18.5,3962531,23,7555275,6524800,948900,0,293600,5003546,5493599,15538,1735244,1933757,291149,5112,1734652,1931765,291002,5112,3674113,31.2,6678286,38.7,17.1,3671529,21.3,6692785,3514192,78.1,2631446,58.5,1295550,1241921,89681,4294,6433438,143050,334175
Federated States of Micronesia,63200,60979,78177,26481,25550,26467,32739,16294,15.7,16280,20.1,10219,9.9,10219,12.6,0,61600,1600,0,0,26481,0,0,10198,20,1,0,10198,20,1,0,10218,15.7,16280,20.1,9.9,10218,12.6,16294,1525,8.7,1077,6.1,1072,5,0,0,2577,14626,358704
Georgia,6782615,63882,83596,4463237,42037,4439449,54717,2925480,27.6,2902842,35.8,1494480,14.1,1493361,18.4,3349515,3091600,341500,0,90120,2153955,2218886,276,729734,677269,87303,174,729651,676386,87150,174,1407177,27.6,2902842,35.8,13.3,1406211,17.3,2925480,1076121,70.9,815298,53.7,465351,338306,11535,106,1952856,128735,447121
Guam,129900,78363,100465,95485,57602,94329,72954,61319,37,60190,46.6,34041,20.5,34016,26.3,74100,53200,2600,0,657,41576,53252,0,16500,16883,658,0,16498,16860,658,0,33383,37,60190,46.6,20.1,33358,25.8,61319,12771,45.3,10315,36.6,4496,5759,60,0,23197,82314,460949
Hawaii,1095470,77371,98160,784219,55388,781510,70028,490371,34.6,487539,43.7,311523,22,311031,27.9,582270,455100,58100,0,13243,279538,397678,93760,109651,170351,13482,18039,109595,169971,13443,18022,298041,34.6,487539,43.7,21,297588,26.7,490371,174727,65.1,122146,45.5,50952,66308,3477,1409,291662,108647,408075
Iowa,2097475,66480,86379,1732177,54901,1726659,71108,1080359,34.2,1075965,44.3,695437,22,694257,28.6,999375,965600,132500,0,47952,865811,818295,119,343529,304000,47877,31,343514,302852,47860,31,647560,34.2,1075965,44.3,20.5,646397,26.6,1080359,447544,80.9,368195,66.6,195664,168768,3740,23,814918,147375,379322
Idaho,1095115,61280,81794,842030,47118,841995,62889,511775,28.6,511723,38.2,335812,18.8,335792,25.1,533715,495800,65600,0,20898,392824,427958,350,152473,162550,20684,105,152471,162540,20676,105,315128,28.6,511723,38.2,17.6,315116,23.5,511775,211923,72.9,179298,61.7,82657,91335,5265,41,389728,134079,376755
Indian Health Svc,1595635,76610,N/A,1042543,50055,1024192,N/A,637302,30.6,624922,N/A,409451,19.7,403549,N/A,665535,868500,61600,0,12319,584515,445709,0,216638,180653,12160,0,216529,174877,12143,0,397291,30.6,624922,N/A,19.1,391406,0,637302,137901,0,102929,0,58288,43297,1344,0,242525,0,0
Illinois,8687945,68561,88167,6725817,53077,6697540,67968,4441728,35.1,4417901,44.8,2400675,18.9,2395825,24.3,4381845,3806200,499900,0,166970,3051842,3503654,3351,1056494,1178074,165003,1104,1056057,1174124,164542,1102,2235672,35.1,4417901,44.8,17.6,2231283,22.6,4441728,1578159,77.2,1039567,50.9,485188,522099,31586,694,2588533,126688,425206
Indiana,4145650,61579,80276,3099903,46046,3095538,59942,1892991,28.1,1889164,36.6,1272876,18.9,1272287,24.6,2061150,1857400,227100,0,89032,1364141,1641816,4914,531415,651013,88786,1662,531377,650503,88745,1662,1184090,28.1,1889164,36.6,17.6,1183542,22.9,1892991,805389,74.2,699467,64.4,358276,328823,11212,1156,1515341,139567,381826
Kansas,2050585,70387,92658,1496038,51352,1489208,67292,1013346,34.8,1006435,45.5,577725,19.8,576701,26.1,967785,967700,115100,0,34912,736339,724512,275,281767,260403,35437,118,281742,259422,35419,118,542288,34.8,1006435,45.5,18.6,541282,24.5,1013346,393537,82.8,286500,60.3,142719,136499,7207,75,650813,136873,431260
Kentucky,2970915,66498,85746,2368560,53016,2359830,68109,1516780,34,1509792,43.6,926086,20.7,924955,26.7,1485315,1310700,174900,0,61833,1101517,1205016,194,414474,451835,59639,138,414446,450764,59607,138,866447,34,1509792,43.6,19.4,865348,25,1516780,562815,75,420772,56.1,187193,216197,17295,87,949515,126507,395824
Louisiana,3118650,67085,87574,2161015,46485,2154184,60491,1306217,28.1,1300201,36.5,870909,18.7,870186,24.4,1546350,1388100,184200,0,65257,972308,1122521,929,342759,464819,62877,454,342727,464172,62834,453,808032,28.1,1300201,36.5,17.4,807352,22.7,1306217,526845,71.1,445988,60.2,199622,233471,12808,87,981712,132481,420858
Massachusetts,5001550,72565,90286,4161913,60383,4143842,74803,2700986,39.2,2685977,48.5,1538460,22.3,1535381,27.7,2466750,2236500,298300,0,104236,1966416,2091195,66,716536,717381,104532,11,716348,714630,104392,11,1433928,39.2,2685977,48.5,20.8,1430989,25.8,2700986,996561,85.2,735054,62.9,335186,357411,42450,7,1689174,144456,427727
Maryland,4154350,68716,88184,3251010,53774,3238615,68746,2131833,35.3,2121404,45,1258370,20.8,1256521,26.7,2065050,1845600,243700,0,108207,1496600,1644186,2017,555257,596406,106143,564,555201,594653,106103,564,1152227,35.3,2121404,45,19.1,1150418,24.4,2131833,748577,78,552272,57.6,264694,256805,30510,263,1253590,130665,433017
Maine,971770,72293,88716,809459,60218,808749,73833,527777,39.3,527269,48.1,326099,24.3,325860,29.7,453570,456500,61700,0,37363,376473,395554,69,140214,148442,37422,21,140191,148239,37409,21,288677,39.3,527269,48.1,21.5,288451,26.3,527777,246014,86.2,190925,66.9,81579,95068,14269,9,420446,147388,340655
Marshall Islands,51300,87823,112594,22127,37880,22089,48481,13070,22.4,13036,28.6,9011,15.4,9005,19.8,0,40500,10800,0,0,22127,0,0,9007,2,2,0,9001,2,2,0,9009,22.4,13036,28.6,15.4,9003,19.8,13070,847,8.5,608,6.1,606,0,2,0,1455,14653,516616
Michigan,6822720,68317,86992,5013346,50199,4997975,63726,3199731,32,3185164,40.6,1985425,19.9,1984134,25.3,3392220,3007400,423100,0,120378,2298818,2594150,0,851819,1011566,121949,91,851728,1010421,121894,91,1863476,32,3185164,40.6,18.7,1862240,23.7,3199731,1288369,73,1053876,59.7,517128,507085,29591,72,2287260,129560,386469
Minnesota,3679790,65249,84857,3135211,55592,3123726,72034,1997400,35.4,1987464,45.8,1257740,22.3,1256032,29,1829490,1628500,221800,0,102123,1421269,1611617,202,529805,624496,103388,51,529750,622884,103347,51,1154352,35.4,1987464,45.8,20.5,1152685,26.6,1997400,768851,83.5,646904,70.3,269041,344451,33391,21,1365809,148396,399811
Missouri,4042815,65871,84811,2904295,47321,2896970,60773,1778294,29,1772822,37.2,1101498,17.9,1100471,23.1,2082015,1731600,229200,0,66125,1206460,1631385,325,440394,593930,67127,47,440336,593011,67078,46,1034371,29,1772822,37.2,16.9,1033393,21.7,1778294,738880,69.6,561979,52.9,258654,285361,17943,21,1322000,124478,380666
Northern Mariana Islands,62910,110597,141791,30744,54049,30493,68727,17918,31.5,17682,39.9,12846,22.6,12831,28.9,42510,17800,2600,0,34,4002,26708,0,1691,11120,35,0,1691,11105,35,0,12811,31.5,17682,39.9,22.5,12796,28.8,17918,2279,23.6,2125,22,309,1785,31,0,4375,45243,650569
Mississippi,1959355,65835,86028,1267121,42576,1264007,55498,782672,26.3,779835,34.2,515423,17.3,515142,22.6,910455,930500,118400,0,32728,630981,602644,768,246209,237230,31966,18,246181,236999,31944,18,483457,26.3,779835,34.2,16.2,483198,21.2,782672,326878,67.2,253767,52.1,133850,110759,9153,5,566436,116385,402585
Montana,779965,72977,92832,584386,54678,581207,69176,360670,33.7,358136,42.6,235674,22.1,235047,28,367965,365600,46400,0,13313,294628,276299,146,115224,107246,13161,43,115197,106654,13153,43,222513,33.7,358136,42.6,20.8,221894,26.4,360670,151265,73.3,120053,58.2,58606,57727,3697,23,266660,129173,377822
North Carolina,6978740,66540,85238,5195228,49535,5170002,63146,3315897,31.6,3293711,40.2,1954634,18.6,1951375,23.8,3566940,2989300,422500,0,142880,2236887,2815132,329,774732,1039108,140767,27,774482,1036409,140457,27,1813867,31.6,3293711,40.2,17.3,1810918,22.1,3315897,1280782,73.1,1052496,60.1,494856,539180,18439,21,2361329,134849,398536
North Dakota,522430,68555,89781,456435,59895,453764,77981,265144,34.8,263200,45.2,178877,23.5,178323,30.6,248430,244500,29500,0,14289,207187,234959,0,79239,87018,12620,0,79208,86517,12598,0,166257,34.8,263200,45.2,21.8,165725,28.5,265144,93765,78.2,79008,65.9,39054,37981,1973,0,179072,149420,435921
Nebraska,1324020,68446,90790,1055469,54563,1052217,72152,663367,34.3,660661,45.3,416922,21.6,416339,28.5,670020,572800,81200,0,30681,478162,544638,1988,182221,202972,31183,546,182187,202432,31174,546,385739,34.3,660661,45.3,19.9,385165,26.4,663367,250168,80.1,211115,67.6,99013,109195,2484,423,464196,148563,423743
New Hampshire,923665,67931,83631,829371,60996,826361,74821,592585,43.6,590195,53.4,282496,20.8,281960,25.5,438165,429200,56300,0,19107,394415,415822,27,143163,119314,20012,7,143054,118902,19997,7,262484,43.6,590195,53.4,19.3,261963,23.7,592585,257024,101.2,151773,59.8,72656,69637,9477,3,388800,153153,363842
New Jersey,5995935,67505,86352,5094041,57351,5067681,72983,3373601,38,3353193,48.3,2007906,22.6,2001786,28.8,3001635,2643100,351200,0,137630,2365546,2590390,475,887080,982349,138464,13,886972,976379,138422,13,1869442,38,3353193,48.3,21,1863364,26.8,3373601,1123544,76.1,800220,54.2,368065,393220,38927,8,1842600,124877,406357
New Mexico,1619115,77217,99884,1384192,66014,1373169,84712,868372,41.4,860243,53.1,554548,26.4,549933,33.9,822315,711900,84900,0,29955,619961,732512,1764,223438,301546,29091,473,223340,297078,29042,473,525457,41.4,860243,53.1,25.1,520891,32.1,868372,297942,78.9,212304,56.2,94337,108051,9629,287,494905,131064,428784
Nevada,1960140,63638,82100,1505143,48866,1501869,62905,937259,30.4,934470,39.1,569765,18.5,569336,23.8,985140,861500,113500,0,39190,652707,813246,0,233946,297039,38778,2,233923,296641,38770,2,530987,30.4,934470,39.1,17.2,530566,22.2,937259,354538,71.5,275594,55.6,127901,137677,10015,1,638111,128659,395212
New York State,13642425,70128,88442,11027009,56684,10995518,71283,6901208,35.5,6877538,44.6,4291740,22.1,4283695,27.8,6976125,5942800,723500,0,330353,4992523,5702387,1746,1828774,2135650,326950,366,1828505,2127986,326839,365,3964790,35.5,6877538,44.6,20.4,3956856,25.7,6901208,2325117,70.5,1774663,53.8,847287,846173,80986,217,4027944,122202,413890
Ohio,7936665,67898,87110,6028725,51576,6001671,65872,3834469,32.8,3810104,41.8,2284426,19.5,2282248,25,4022265,3499300,415100,0,189025,2761147,3073347,5206,1027117,1071299,184554,1456,1027058,1069250,184488,1452,2099872,32.8,3810104,41.8,18,2097760,23,3834469,1515717,74.1,1250317,61.1,572312,630354,46714,937,2754099,134588,387851
Oklahoma,3024075,76424,100644,2163825,54684,2148968,71519,1335798,33.8,1324116,44.1,834683,21.1,831892,27.7,1459575,1396200,168300,0,46433,998690,1118669,33,360298,428334,46031,20,360231,425633,46008,20,788652,33.8,1324116,44.1,19.9,785884,26.2,1335798,482586,76,375779,59.2,196201,170737,8836,5,858480,135166,476133
Oregon,2836115,67243,84630,2123427,50345,2114820,63107,1349522,32,1343014,40.1,825601,19.6,823418,24.6,1383915,1272900,179300,0,52988,986118,1083075,1246,373706,399164,52522,209,373495,397265,52449,209,773079,32,1343014,40.1,18.3,770969,23,1349522,569247,74.3,385465,50.3,168705,190245,26409,106,921981,120350,370211
Pennsylvania,8911635,69611,87649,6819136,53266,6800577,66886,4537537,35.4,4523171,44.5,2461399,19.2,2456708,24.2,4440735,3868800,602100,0,155938,3084940,3578092,166,1033336,1268380,159539,144,1033113,1263946,159506,143,2301860,35.4,4523171,44.5,18,2297202,22.6,4537537,1903338,79.5,1122219,46.9,523275,574640,24220,84,3006540,125620,372348
Puerto Rico,2188390,68522,83496,1205841,37757,1204923,45973,783425,24.5,782612,29.9,457252,14.3,457082,17.4,1080690,993400,114300,0,26537,486828,692219,257,172844,257776,26624,8,172821,257650,26603,8,430628,24.5,782612,29.9,13.5,430479,16.4,783425,327051,60.2,217359,40,97134,114621,5603,1,535373,98608,403072
Rhode Island,753845,71160,88183,648811,61246,647354,75726,392794,37.1,391578,45.8,268487,25.3,268248,31.4,372645,337100,44100,0,17731,301839,329217,24,123090,127915,17479,3,123086,127682,17477,3,251008,37.1,391578,45.8,23.7,250771,29.3,392794,160598,85.9,137335,73.4,63709,70659,2965,2,296479,158506,403027
Republic of Palau,21400,119506,153218,13435,75027,13435,96191,8465,47.3,8465,60.6,5308,29.6,5308,38,0,20800,600,0,197,13237,1,0,5097,14,197,0,5097,14,197,0,5111,47.3,8465,60.6,28.5,5111,36.6,8465,1459,47.9,1351,44.4,1252,8,91,0,2682,88108,703022
South Carolina,3304855,64188,81853,2381960,46263,2373584,58788,1528086,29.7,1520616,37.7,887555,17.2,886704,22,1678755,1413400,212700,0,61969,932160,1386776,1055,310117,517107,60125,206,310064,516381,60053,206,827430,29.7,1520616,37.7,16.1,826651,20.5,1528086,704017,75.1,543144,58,223372,307534,12098,140,1237893,132109,352697
South Dakota,697735,78871,104521,550434,62220,547794,82059,338642,38.3,336561,50.4,224149,25.3,223595,33.5,322335,332200,43200,0,11017,263211,276193,13,104657,108462,11025,5,104642,107927,11021,5,213124,38.3,336561,50.4,24.1,212574,31.8,338642,129529,85.3,112361,74,57343,53383,1633,2,238265,156886,459426
Tennessee,4377500,64100,82297,2988934,43767,2980141,56027,1900061,27.8,1892161,35.6,1095400,16,1094524,20.6,2164500,1956700,256300,0,73100,1367228,1544929,3677,477501,544762,72076,1061,477465,544013,71987,1059,1023324,27.8,1892161,35.6,15,1022537,19.2,1900061,782076,68.4,587844,51.4,298555,275197,13414,678,1385728,121194,382852
Texas,18495925,63788,85645,13533392,46673,13442328,62244,8501525,29.3,8442917,39.1,4912656,16.9,4878789,22.6,9429225,7854700,1212000,0,367640,6184606,6980495,651,2115595,2436798,359756,507,2101010,2419999,357276,504,4553537,29.3,8442917,39.1,15.7,4522146,20.9,8501525,2818256,75.5,2206766,59.1,950325,1094610,161602,228,4620416,123731,495308
Utah,1864520,58158,81965,1543590,48148,1531893,67343,942460,29.4,932549,41,453779,14.2,452445,19.9,884520,867400,112600,0,44753,698699,800138,0,190984,220065,42730,0,190915,218836,42694,0,411049,29.4,932549,41,12.8,409751,18,942460,289108,79,176766,48.3,74499,94883,7384,0,530487,144993,509610
Virginia,5699445,66773,85389,4666333,54670,4644197,69579,3048195,35.7,3029607,45.4,1730115,20.3,1726354,25.9,2911545,2482800,305100,0,137562,2079749,2447883,1139,739147,853766,136857,345,738814,850655,136540,345,1593258,35.7,3029607,45.4,18.7,1589814,23.8,3048195,1051220,77.4,780799,57.5,368119,373852,38587,241,1799218,132402,419414
Veterans Health,5393655,N/A,N/A,4226738,N/A,4226548,N/A,2432895,N/A,2432767,N/A,1844382,N/A,1844316,N/A,2294955,2652200,446500,0,75727,2243156,1907853,2,945108,823786,75487,1,945087,823746,75482,1,1768895,N/A,2432767,N/A,0,1768834,0,2432895,1366897,0,1187514,0,662613,497735,27165,1,2543311,0,0
Virgin Islands,62240,59457,76228,46399,44325,46025,56369,26924,25.7,26701,32.7,17586,16.8,17478,21.4,41340,20200,700,0,193,17095,29111,0,6868,10523,195,0,6863,10420,195,0,17391,25.7,26701,32.7,16.6,17283,21.2,26924,9385,52.7,6701,37.7,3171,3442,88,0,16131,90644,349742
Vermont,481990,77243,94511,379673,60846,378598,74237,238117,38.2,237228,46.5,142678,22.9,142499,27.9,230490,222800,28700,0,9571,178323,191523,256,62990,70337,9275,76,62979,70174,9270,76,133403,38.2,237228,46.5,21.4,133229,26.1,238117,112607,90.1,79666,63.7,34655,44815,145,51,196974,157530,385472
Washington,5173200,67935,86918,4096497,53796,4082747,68596,2559365,33.6,2547949,42.8,1613539,21.2,1611218,27.1,2585700,2265200,322300,0,104381,1829979,2159197,2940,686971,821409,104546,613,686896,819208,104501,613,1508993,33.6,2547949,42.8,19.8,1506717,25.3,2559365,977151,80.8,805047,66.5,368158,407822,28635,432,1769613,146282,427635
Wisconsin,3865215,66385,84841,3294426,56582,3280729,72012,2079944,35.7,2068386,45.4,1260412,21.6,1258685,27.6,1906515,1727800,230900,0,91721,1466677,1735630,398,525249,646524,88464,175,525205,644890,88416,174,1171948,35.7,2068386,45.4,20.1,1170269,25.7,2079944,836110,82.2,690092,67.8,332863,347142,10014,73,1545175,151898,379970
West Virginia,1306975,72928,91232,959003,53511,953461,66556,575884,32.1,570892,39.9,386361,21.6,385897,26.9,613275,615100,78600,0,13040,467402,478561,0,176345,196122,13863,31,176276,195746,13844,31,372498,32.1,570892,39.9,20.8,372053,26,575884,248382,67.7,203987,55.6,101618,99802,2548,19,453178,123478,356113
Wyoming,430825,74439,96809,288586,49863,287683,64644,169020,29.2,168302,37.8,119923,20.7,119750,26.9,194025,210600,26200,0,7544,141830,139074,138,55810,57147,6941,25,55806,56980,6939,25,112982,29.2,168302,37.8,19.5,112811,25.3,169020,69194,69.8,59900,60.4,30929,27786,1172,13,128414,129477,434391
