COVID-19 Vaccinations in the United States
Date generated: Sun May 02 2021 15:13:02 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3786040,N/A,N/A,2897256,N/A,2877082,N/A,1782682,N/A,1766651,N/A,1100187,N/A,1096375,N/A,2045940,1570600,169500,0,65883,1290575,1540399,399,455625,581594,62968,0,455582,577844,62949,0,1037219,N/A,1766651,N/A,0,1033426,0,1782682,162132,0,111319,0,38968,69410,2941,0,279085,0,0
Delaware,982455,100893,127560,771295,79208,762988,99065,458536,47.1,452635,58.8,323760,33.2,322379,41.9,512655,415500,54300,0,33676,312122,425260,237,119594,171061,32997,108,119562,169736,32973,108,290763,47.1,452635,58.8,29.9,289406,37.6,458536,166183,88,139660,73.9,56990,75784,6815,71,307052,162542,520076
Florida,20888605,97257,121109,15488105,72112,15383945,89194,9084980,42.3,8999968,52.2,6410614,29.8,6392270,37.1,10830105,8666400,1392100,0,555141,6732291,8175463,25210,2632984,3220897,548546,8187,2632325,3203482,548277,8186,5862068,42.3,8999968,52.2,27.3,5843993,33.9,9084980,3795104,84.4,3134038,69.7,1576361,1421827,129442,6408,7213710,160400,464466
Federated States of Micronesia,63200,60979,78177,35219,33981,35199,43540,20841,20.1,20825,25.8,14586,14.1,14582,18,0,61600,1600,0,229,34990,0,0,14334,23,229,0,14330,23,229,0,14357,20.1,20825,25.8,13.9,14353,17.8,20841,1844,10.5,1446,8.2,1400,5,41,0,3232,18344,358704
Georgia,9483435,89320,116884,6386954,60155,6317376,77862,3732623,35.2,3682448,45.4,2649030,24.9,2629571,32.4,4971135,3995100,517200,0,143062,2886770,3356686,436,1183143,1325562,140075,250,1182929,1306528,139866,248,2508955,35.2,3682448,45.4,23.6,2489705,30.7,3732623,1157581,76.3,959890,63.3,542035,399554,18160,141,2186415,144132,625163
Guam,140740,84902,108848,130573,78769,127511,98617,76429,46.1,74323,57.5,54580,32.9,53626,41.5,76440,53200,11100,0,1224,51427,77922,0,20795,32556,1229,0,20791,31606,1229,0,53351,46.1,74323,57.5,32.2,52397,40.5,76429,13712,48.7,11694,41.5,4941,6654,99,0,25468,90373,499414
Hawaii,1480670,104577,132676,1239820,87566,1226034,109859,753539,53.2,741261,66.4,511672,36.1,509530,45.7,804570,605200,70900,0,21480,437255,687325,93760,179282,292390,21929,18071,179128,290498,21850,18054,489743,53.2,741261,66.4,34.6,487680,43.7,753539,231427,86.2,187235,69.7,76127,105031,4668,1409,412680,153728,551567
Iowa,2825705,89561,116369,2408958,76352,2385862,98255,1397910,44.3,1380706,56.9,1089362,34.5,1083642,44.6,1431105,1228200,166400,0,92432,1105965,1210439,122,490490,507898,90923,51,490427,502284,90880,51,998439,44.3,1380706,56.9,31.6,992762,40.9,1397910,471690,85.3,435386,78.7,234881,192926,7540,39,904102,163504,511020
Idaho,1437665,80448,107379,1087190,60837,1087149,81199,610267,34.1,610153,45.6,488810,27.4,488773,36.5,738465,611200,88000,0,31066,484583,571034,507,208922,248812,30926,150,208919,248788,30916,150,457884,34.1,610153,45.6,25.6,457857,34.2,610267,222252,76.5,203036,69.9,95207,101069,6693,67,423904,145837,494604
Indian Health Svc,1683415,80824,N/A,1254978,60254,1226195,N/A,719096,34.5,701292,N/A,547984,26.3,537048,N/A,705315,904700,73400,0,19806,705281,529891,0,297577,230754,19653,0,297412,220013,19623,0,528331,34.5,701292,N/A,25.4,517425,0,719096,145217,0,116132,0,66903,47140,2089,0,262253,0,0
Illinois,12180665,96124,123612,9551269,75374,9431949,95717,5939733,46.9,5838460,59.2,3908928,30.8,3886116,39.4,6389565,5061800,729300,0,312008,4082936,5151112,5213,1589538,2005099,312542,1749,1588028,1985089,311257,1742,3596386,46.9,5838460,59.2,28.4,3574859,36.3,5939733,1720248,84.2,1337921,65.5,625700,664081,47070,1070,3014253,147524,596147
Indiana,5530460,82149,107091,4201867,62414,4166889,80687,2448580,36.4,2421339,46.9,1837863,27.3,1832501,35.5,2895360,2284100,351000,0,135955,1764481,2293177,8254,740449,960300,134413,2701,740379,955085,134338,2699,1703450,36.4,2421339,46.9,25.3,1698163,32.9,2448580,850608,78.3,782754,72.1,392854,371934,16208,1758,1642974,151323,509371
Kansas,2760075,94740,124717,2036312,69897,2016777,91131,1244566,42.7,1228986,55.5,932563,32,925832,41.8,1385475,1229200,145400,0,58385,941635,1035755,537,413937,459733,58732,161,413865,453111,58696,160,873831,42.7,1228986,55.5,30,867136,39.2,1244566,418547,88,346590,72.9,169328,166382,10791,89,735372,154657,580473
Kentucky,3979265,89068,114848,3168055,70911,3140256,90633,1844395,41.3,1824291,52.7,1437837,32.2,1430544,41.3,2029365,1720900,229000,0,108845,1426704,1632194,312,614690,716746,106159,242,614612,709587,106104,241,1331678,41.3,1824291,52.7,29.8,1324440,38.2,1844395,605980,80.7,522897,69.7,237361,259813,25573,150,1087820,144934,530170
Louisiana,3679770,79155,103331,2709800,58290,2692754,75614,1498914,32.2,1487792,41.8,1238226,26.6,1232455,34.6,1869270,1583700,226800,0,91406,1259943,1357478,973,539050,610986,87704,486,538952,605386,87632,485,1150522,32.2,1487792,41.8,24.7,1144823,32.1,1498914,551409,74.4,506032,68.3,239299,250731,15905,97,1064276,143623,496580
Massachusetts,7459960,108233,134664,6276416,91061,6192999,111793,3909748,56.7,3842527,69.4,2558500,37.1,2541684,45.9,3874260,3191000,394700,0,214462,2691921,3369938,95,1046211,1297130,215141,18,1045414,1281722,214530,18,2343359,56.7,3842527,69.4,34,2327154,42,3909748,1069497,91.5,909292,77.8,417046,438591,53645,10,1924401,164573,637968
Maryland,6148420,101699,130512,4859616,80382,4797405,101834,2958451,48.9,2908662,61.7,2096169,34.7,2084549,44.2,3283020,2524700,340700,0,191320,2072278,2592855,3163,851151,1058987,185113,918,851041,1047576,185016,916,1911056,48.9,2908662,61.7,31.6,1899533,40.3,2958451,812570,84.7,714936,74.5,351350,323577,39628,381,1474599,153701,640864
Maine,1407470,104706,128493,1200539,89312,1190217,108659,741252,55.1,731778,66.8,539689,40.1,538803,49.2,699270,618100,90100,0,72025,531677,596693,144,218573,249128,71948,40,218546,248303,71919,35,467741,55.1,731778,66.8,34.8,466884,42.6,741252,258638,90.7,238569,83.6,108783,112149,17623,14,477316,167324,493390
Marshall Islands,51300,87823,112594,26843,45954,26791,58801,14704,25.2,14664,32.2,12146,20.8,12132,26.6,0,40500,10800,0,35,26808,0,0,12103,4,39,0,12089,4,39,0,12107,25.2,14664,32.2,20.7,12093,26.5,14704,919,9.3,771,7.8,768,0,3,0,1687,16989,516616
Michigan,9500250,95128,121131,7216189,72257,7133968,90961,4285781,42.9,4221225,53.8,3248981,32.5,3229982,41.2,4912050,4029600,558600,0,232608,3127918,3854408,1255,1359432,1652024,237007,518,1359209,1633368,236889,516,3011974,42.9,4221225,53.8,30.2,2993093,38.2,4285781,1404642,79.6,1260441,71.4,636413,577799,45875,354,2592058,146825,538136
Minnesota,5030120,89192,115996,4421310,78397,4366324,100688,2675504,47.4,2631409,60.7,1966598,34.9,1955261,45.1,2647320,2110200,272600,0,196961,1880031,2344081,237,796449,970917,199172,60,796309,959849,199043,60,1767426,47.4,2631409,60.7,31.3,1756218,40.5,2675504,805932,87.6,732788,79.6,311157,383583,38023,25,1484776,161322,546525
Missouri,5355995,87268,112359,4019723,65495,3986773,83636,2324310,37.9,2299506,48.2,1701405,27.7,1695577,35.6,2858895,2214600,282500,0,121856,1592072,2305446,349,659392,919441,122516,56,659269,913848,122405,55,1578889,37.9,2299506,48.2,25.7,1573172,33,2324310,805565,75.9,687977,64.8,314281,348731,24941,24,1508161,142006,504313
Northern Mariana Islands,62910,110597,141791,40425,71068,39627,89314,22205,39,21676,48.9,18265,32.1,17996,40.6,42510,17800,2600,0,43,5266,35116,0,2266,15952,47,0,2266,15683,47,0,18218,39,21676,48.9,32,17949,40.5,22205,2440,25.2,2281,23.6,346,1896,39,0,4684,48438,650569
Mississippi,2464025,82792,108187,1591494,53475,1583283,69516,925776,31.1,920099,40.4,707954,23.8,705349,31,1215825,1093600,154600,0,45266,767795,777573,860,333786,329874,44268,26,333713,327379,44231,26,663686,31.1,920099,40.4,22.3,661118,29,925776,352227,72.4,298662,61.4,159360,127211,12082,9,633569,130178,506279
Montana,999975,93562,119018,766688,71735,758324,90256,438618,41,433073,51.5,347472,32.5,344699,41,488475,449700,61800,0,22542,362948,381000,198,159636,165641,22135,60,159581,162938,22120,60,325337,41,433073,51.5,30.4,322579,38.4,438618,161150,78.1,143692,69.6,69755,68591,5310,36,298459,144576,484397
North Carolina,9907630,94466,121011,7078485,67491,6996025,85449,4132341,39.4,4071793,49.7,3103991,29.6,3081616,37.6,5259930,4086800,560900,0,237837,2959642,3880677,329,1229409,1640026,234522,34,1228356,1619521,233705,34,2869469,39.4,4071793,49.7,27.4,2847911,34.8,4132341,1350241,77.1,1183198,67.6,558500,599211,25462,25,2555583,145942,565797
North Dakota,645930,84761,111005,565496,74206,559306,96119,300087,39.4,296521,51,251660,33,249532,42.9,318630,293500,33800,0,21877,248804,294815,0,106783,125586,19290,1,106698,123614,19219,1,232370,39.4,296521,51,30.5,230313,39.6,300087,97177,81.1,85126,71,42156,40184,2786,0,187654,156581,538971
Nebraska,1787950,92429,122602,1413371,73065,1399008,95932,833686,43.1,821596,56.3,627277,32.4,624859,42.8,949650,739800,98500,0,52174,601124,757654,2419,255295,318969,52327,686,255238,316639,52297,685,574950,43.1,821596,56.3,29.7,572562,39.3,833686,261718,83.8,236592,75.7,115160,117194,3731,507,501094,160372,572221
New Hampshire,1331925,97956,120595,1147521,84394,1137686,103009,823050,60.5,814365,73.7,406448,29.9,405464,36.7,658125,571500,102300,0,51145,494902,601447,27,180438,173798,52198,14,180292,172982,52176,14,354250,60.5,814365,73.7,26.1,353288,32,823050,290705,99.9,183668,72.3,82727,88819,12113,9,450688,177531,524661
New Jersey,8769795,98735,126300,7381197,83101,7292429,105024,4615887,52,4547018,65.5,3253642,36.6,3232801,46.6,4648995,3625900,494900,0,277724,3214104,3888894,475,1322646,1650988,279983,25,1322460,1630447,279872,22,2973659,52,4547018,65.5,33.5,2952929,42.5,4615887,1265311,85.8,1057417,71.7,496886,495995,64523,13,2211426,149873,594347
New Mexico,2059345,98212,127042,1817141,86661,1790985,110487,1073708,51.2,1052861,65,795559,37.9,788290,48.6,1055145,879000,125200,0,46600,815000,953280,2261,332428,416723,45782,626,332255,409707,45702,626,749777,51.2,1052861,65,35.8,742588,45.8,1073708,326723,86.5,273417,72.4,125335,135121,12581,380,582519,154266,545369
Nevada,2540440,82478,106405,2075542,67384,2057017,86157,1228338,39.9,1213610,50.8,873639,28.4,870018,36.4,1336140,1054100,150200,0,73583,874572,1127387,0,351212,449693,72729,5,351171,446132,72710,5,800910,39.9,1213610,50.8,26,797308,33.4,1228338,380916,76.8,323951,65.3,155041,154090,14816,4,708517,142854,512214
New York State,19018995,97766,123298,15858599,81520,15705472,101817,9345352,48,9223329,59.8,6861832,35.3,6830213,44.3,9984195,8009100,1025700,0,603095,6819234,8433328,2942,2822684,3449664,588892,592,2822215,3418819,588594,585,6272940,48,9223329,59.8,32.2,6241619,40.5,9345352,2602513,79,2226325,67.5,1083262,1022746,119986,331,4733041,143593,577007
Ohio,10644875,91067,116834,8461702,72390,8365150,91813,4745686,40.6,4679645,51.4,3838076,32.8,3809212,41.8,5663775,4425100,556000,0,297734,3638401,4517831,7736,1569098,1979287,287399,2292,1568950,1950686,287293,2283,3550677,40.6,4679645,51.4,30.4,3521919,38.7,4745686,1617913,79.1,1475166,72.1,677517,736906,59397,1346,3081318,150579,520196
Oklahoma,3775865,95423,125664,2699387,68219,2670298,88870,1529653,38.7,1511561,50.3,1183689,29.9,1173312,39,1935765,1639700,200400,0,70068,1259357,1369928,34,531070,583319,69279,21,530941,573109,69241,21,1114410,38.7,1511561,50.3,28.2,1104071,36.7,1529653,507599,79.9,426420,67.1,224567,189210,12637,6,931184,146613,594501
Oregon,3902545,92527,116453,3047459,72253,3015792,89992,1870231,44.3,1844260,55,1285928,30.5,1279661,38.2,1991145,1671000,240400,0,96012,1333346,1616504,1597,544438,646196,95016,278,544027,640622,94736,276,1190912,44.3,1844260,55,28.2,1184925,35.4,1870231,610649,79.7,546217,71.3,249864,263851,32352,150,1117647,145892,509417
Pennsylvania,12877055,100586,126651,10238628,79977,10153475,99863,6417965,50.1,6346682,62.4,4191552,32.7,4176745,41.1,6553755,5405200,918100,0,346171,4408169,5484028,260,1684894,2154968,351481,209,1684400,2140817,351321,207,3840071,50.1,6346682,62.4,30,3825424,37.6,6417965,2229266,93.1,1661743,69.4,780598,832370,48655,120,3853332,161001,538032
Puerto Rico,3180310,99581,121341,1923810,60238,1909540,72856,1215918,38.1,1201720,45.9,794121,24.9,793464,30.3,1614210,1378500,187600,0,67543,772632,1083358,277,289445,437042,67616,18,289400,436508,67538,18,726505,38.1,1201720,45.9,22.7,725926,27.7,1215918,392693,72.3,315651,58.1,146709,157845,11094,3,693533,127739,585770
Rhode Island,1151925,108738,134749,925022,87319,915355,107076,561055,53,552926,64.7,393974,37.2,392601,45.9,611325,482800,57800,0,37992,389809,497196,25,158423,197769,37777,5,158409,196424,37763,5,356197,53,552926,64.7,33.6,354838,41.5,561055,170625,91.2,155292,83,71953,78473,4864,2,321905,172099,615851
Republic of Palau,24600,137376,176129,20305,113391,20305,145378,12655,70.7,12655,90.6,8855,49.4,8855,63.4,0,20800,3800,0,1029,19275,1,0,7808,18,1029,0,7808,18,1029,0,7826,70.7,12655,90.6,43.7,7826,56,12655,1569,51.5,1462,48,1343,8,111,0,2879,94580,808147
South Carolina,4577065,88897,113363,3273403,63577,3245001,80371,1891612,36.7,1871242,46.3,1430024,27.8,1421944,35.2,2419365,1895300,262400,0,99136,1320910,1852302,1055,531562,801690,96564,208,531222,794158,96356,208,1333460,36.7,1871242,46.3,25.9,1325588,32.8,1891612,750451,80.1,635249,67.8,266097,350647,18363,142,1371439,146361,488469
South Dakota,904095,102197,135433,710757,80342,703243,105346,397714,45,392710,58.8,334492,37.8,331952,49.7,436995,411800,55300,0,19110,325929,365705,13,148830,166461,19193,8,148795,163963,19186,8,315299,45,392710,58.8,35.6,312766,46.9,397714,134628,88.6,123766,81.5,64155,56932,2674,5,252710,166398,595305
Tennessee,5555100,81344,104436,4055175,59380,4024424,75660,2356831,34.5,2334299,43.9,1699653,24.9,1691800,31.8,2854800,2360700,339600,0,110121,1772045,2167194,5815,721217,869356,107368,1712,721068,861775,107247,1710,1592285,34.5,2334299,43.9,23.3,1584553,29.8,2356831,838968,73.4,699523,61.2,359227,319613,19599,1084,1562103,136620,485843
Texas,25514685,87994,118145,19090255,65838,18831043,87197,11164737,38.5,11009729,51,7960964,27.5,7850436,36.4,13322985,10568600,1623100,0,662479,8388470,10038557,749,3348234,3963244,648881,605,3301748,3908219,639872,597,7313835,38.5,11009729,51,25.2,7212292,33.4,11164737,2907298,77.9,2461531,65.9,1035274,1225435,200634,187,5356208,143435,683265
Utah,2556860,79753,112401,2167644,67613,2127741,93536,1274391,39.8,1244284,54.7,781308,24.4,772179,33.9,1296360,1117400,143100,0,85763,940118,1141763,0,310912,387783,82612,1,310792,378870,82516,1,698696,39.8,1244284,54.7,21.8,689663,30.3,1274391,306812,83.9,205302,56.1,90054,104805,10443,0,573051,156626,698840
Virginia,8229955,96420,123301,6751219,79096,6659123,99767,4056353,47.5,3983779,59.7,2868921,33.6,2848935,42.7,4319055,3455800,455100,0,219386,2822620,3707382,1831,1161172,1489009,218168,572,1159850,1470979,217536,570,2650753,47.5,3983779,59.7,31.1,2631399,39.4,4056353,1136136,83.6,972131,71.5,468612,455110,48047,362,2070146,152339,605631
Veterans Health,6235095,N/A,N/A,4946648,N/A,4946103,N/A,2683044,N/A,2682612,N/A,2378879,N/A,2378750,N/A,2730195,2984700,520200,0,117428,2590237,2238981,2,1207575,1053945,117358,1,1207551,1053857,117341,1,2261521,N/A,2682612,N/A,0,2261409,0,2683044,1434072,0,1334544,0,747029,546914,40600,1,2728550,0,0
Virgin Islands,66080,63126,80931,62864,60053,62212,76194,33835,32.3,33462,41,26703,25.5,26478,32.4,43680,21700,700,0,361,20753,41750,0,9107,17220,376,0,9098,17005,375,0,26327,32.3,33462,41,25.1,26103,32,33835,11272,63.3,9403,52.8,3952,5298,153,0,20659,116088,371319
Vermont,694440,111290,136169,570823,91480,566486,111079,347866,55.7,344457,67.5,236673,37.9,235824,46.2,341640,308100,44700,0,24753,253846,291699,525,95890,116227,24376,180,95873,115413,24358,180,212297,55.7,344457,67.5,34,211466,41.5,347866,119055,95.2,105694,84.5,51849,53097,628,120,229839,183814,555379
Washington,7368520,96765,123803,5907522,77579,5847123,98241,3565288,46.8,3516802,59.1,2493486,32.7,2481959,41.7,3832920,3116800,418800,0,199357,2534340,3170206,3619,1021138,1272103,199348,897,1020963,1260863,199237,896,2294138,46.8,3516802,59.1,30.1,2282722,38.4,3565288,1031855,85.3,934669,77.3,431516,465175,37381,597,1948305,161054,609108
Wisconsin,5279725,90679,115889,4700739,80735,4644522,101947,2674704,45.9,2634823,57.8,2092154,35.9,2077900,45.6,2717325,2273600,288800,0,173588,2022065,2504614,472,851863,1072880,167209,202,851719,1058858,167122,201,1924945,45.9,2634823,57.8,33.1,1910778,41.9,2674704,880914,86.6,819364,80.5,401736,400722,16821,85,1726027,169677,519023
West Virginia,1658905,92565,115798,1182570,65986,1167613,81504,643372,35.9,634082,44.3,550960,30.7,545692,38.1,799305,759200,100400,0,19348,570714,592508,0,258174,272442,20275,69,258050,267323,20250,69,530685,35.9,634082,44.3,29.6,525442,36.7,643372,259338,70.7,235002,64,121438,110170,3353,41,491759,133990,452004
Wyoming,483195,83488,108577,358222,61895,355640,79915,197208,34.1,195511,43.9,162127,28,161340,36.3,218595,233000,31600,0,11455,173855,172723,189,74331,76994,10771,31,74322,76220,10767,31,151356,34.1,195511,43.9,26.2,150573,33.8,197208,72630,73.2,66088,66.6,34364,29954,1756,14,137206,138342,487195
