COVID-19 Vaccinations in the United States
Date generated: Fri Apr 02 2021 15:15:02 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2582290,N/A,N/A,1960861,N/A,1954618,N/A,1232692,N/A,1227435,N/A,695525,N/A,694733,N/A,1373190,1127200,81900,0,22913,900571,1036978,399,299076,376451,19998,0,299042,375702,19989,0,675527,N/A,1227435,N/A,0,674744,0,1232692,136181,0,87383,0,28618,57717,1048,0,228298,0,0
Delaware,621905,63866,80747,473912,48668,472657,61369,309700,31.8,308728,40.1,163586,16.8,163491,21.2,319605,280000,22300,0,11509,199038,263286,79,66767,85079,11716,24,66754,84999,11714,24,151870,31.8,308728,40.1,15.6,151777,19.7,309700,150363,79.6,99566,52.7,43548,50991,5011,16,251499,133134,329214
Florida,13261815,61747,76890,9781739,45544,9768252,56635,6117321,28.5,6105671,35.4,3490647,16.3,3488873,20.2,6773715,5932500,555600,0,242259,4613289,4912545,13646,1537934,1707983,240237,4493,1537347,1706908,240125,4493,3250410,28.5,6105671,35.4,15.1,3248748,18.8,6117321,3429993,76.3,2431120,54.1,1164663,1184169,78456,3832,6147078,136683,294882
Federated States of Micronesia,63000,60786,77930,25176,24291,25163,31126,15567,15,15554,19.2,9670,9.3,9670,12,0,61600,1400,0,0,25176,0,0,9650,19,1,0,9650,19,1,0,9669,15,15554,19.2,9.3,9669,12,15567,1451,8.2,1032,5.9,1028,4,0,0,2454,13928,357569
Georgia,6101935,57471,75207,3950645,37209,3937806,48534,2584711,24.3,2572548,31.7,1327557,12.5,1326797,16.4,3005535,2879600,216800,0,73181,1993043,1884160,261,674500,582087,70800,170,674423,581532,70672,170,1256757,24.3,2572548,31.7,11.8,1256125,15.5,2584711,1046894,69,763038,50.3,439288,314369,9276,105,1868378,123166,402249
Guam,114900,69314,88864,88590,53442,87789,67896,55807,33.7,55028,42.6,32234,19.4,32214,24.9,74100,38200,2600,0,239,39715,48636,0,16124,15872,238,0,16122,15854,238,0,31996,33.7,55028,42.6,19.3,31976,24.7,55807,12496,44.3,10092,35.8,4440,5611,41,0,22724,80636,407722
Hawaii,993480,70167,89021,717790,50696,715912,64150,455591,32.2,453443,40.6,276272,19.5,275910,24.7,538980,422100,32400,0,9992,258433,355605,93760,100815,147269,10149,18039,100765,146993,10130,18022,266123,32.2,453443,40.6,18.8,265780,23.8,455591,168809,62.9,105872,39.4,47387,54154,2922,1409,269995,100576,370083
Iowa,1895675,60083,78068,1567904,49695,1564126,64414,987579,31.3,984698,40.6,621545,19.7,620574,25.6,929175,895200,71300,0,40923,802897,723965,119,311977,268507,41032,29,311965,267560,41020,29,580513,31.3,984698,40.6,18.4,579554,23.9,987579,439129,79.4,335939,60.8,173662,158905,3350,22,772065,139626,342827
Idaho,977045,54673,72976,766703,42903,766673,57263,469042,26.2,469003,35,300140,16.8,300122,22.4,462345,478000,36700,0,16047,367572,382825,259,140992,143277,15817,54,140990,143267,15811,54,284323,26.2,469003,35,15.9,284311,21.2,469042,207501,71.4,164648,56.6,75219,84931,4468,30,370626,127507,336135
Indian Health Svc,1510615,72528,N/A,980337,47068,964453,N/A,610100,29.3,599010,N/A,372297,17.9,367552,N/A,623415,843400,43800,0,9208,550654,420475,0,196905,166308,9084,0,196811,161669,9072,0,363213,29.3,599010,N/A,17.4,358480,0,610100,135469,0,98724,0,55647,42070,1007,0,236114,0,0
Illinois,7770165,61318,78853,6073419,47929,6053622,61433,4024047,31.8,4007905,40.7,2140575,16.9,2136767,21.7,3920865,3538100,311200,0,128349,2825328,3117006,2736,960971,1052970,125734,900,960632,1049765,125471,899,2014841,31.8,4007905,40.7,15.9,2011296,20.4,4024047,1525478,74.7,950276,46.5,450508,473073,26104,591,2446490,119736,380288
Indiana,3588220,53299,69482,2840511,42193,2838693,54968,1733418,25.7,1732029,33.5,1147247,17,1146785,22.2,1758120,1670300,159800,0,58829,1272770,1504636,4276,496411,590229,59133,1474,496375,589815,59121,1474,1088114,25.7,1732029,33.5,16.2,1087664,21.1,1733418,790685,72.8,670663,61.8,347540,313903,8159,1061,1473288,135694,330485
Kansas,1855605,63694,83848,1311354,45012,1307768,59093,887503,30.5,884316,40,499609,17.1,498789,22.5,892905,896200,66500,0,23932,672626,614535,261,248907,226015,24576,111,248884,225228,24566,111,475033,30.5,884316,40,16.3,474223,21.4,887503,374524,78.8,252191,53,125968,120668,5482,73,598609,125894,390254
Kentucky,2607705,58368,75263,2142945,47966,2136393,61660,1407333,31.5,1402235,40.5,798150,17.9,797344,23,1306305,1200800,100600,0,48046,1012381,1082356,162,358920,393257,45857,116,358900,392492,45836,116,752293,31.5,1402235,40.5,16.8,751508,21.7,1407333,545448,72.7,375106,50,161695,199517,13819,75,889717,118540,347433
Louisiana,2808840,60421,78874,2003199,43091,1998921,56131,1236985,26.6,1233028,34.6,780225,16.8,779944,21.9,1367340,1333400,108100,0,55017,898053,1049310,819,301803,424695,53359,368,301777,424472,53328,367,726866,26.6,1233028,34.6,15.6,726616,20.4,1236985,518898,70,426266,57.5,187166,227487,11536,77,953460,128668,379049
Massachusetts,4396850,63792,79370,3685186,53467,3673680,66315,2404819,34.9,2395646,43.2,1341408,19.5,1338836,24.2,2185950,2062600,148300,0,89291,1784362,1811469,64,619964,632025,89410,9,619807,629688,89332,9,1251998,34.9,2395646,43.2,18.2,1249504,22.6,2404819,965723,82.6,654889,56,287101,327622,40161,5,1580678,135178,376014
Maryland,3704540,61276,78636,2882170,47673,2874282,61012,1923831,31.8,1917206,40.7,1075960,17.8,1074745,22.8,1862640,1703700,138200,0,78801,1365530,1436063,1776,487378,510533,77555,494,487327,509396,77528,494,998405,31.8,1917206,40.7,16.5,997217,21.2,1923831,726023,75.7,480467,50.1,227307,226179,26747,234,1161716,121088,386133
Maine,875990,65168,79972,715036,53194,714435,65223,472761,35.2,472261,43.1,271683,20.2,271461,24.8,413790,424600,37600,0,22686,343133,349158,59,121559,127315,22790,19,121536,127123,22783,19,248893,35.2,472261,43.1,18.5,248678,22.7,472761,237929,83.4,165146,57.9,69055,85044,11040,7,389813,136649,307079
Marshall Islands,35800,61288,78574,20689,35418,20653,45329,12576,21.5,12544,27.5,8064,13.8,8058,17.7,0,35000,800,0,0,20689,0,0,8060,2,2,0,8054,2,2,0,8062,21.5,12544,27.5,13.8,8056,17.7,12576,836,8.4,568,5.7,566,0,2,0,1404,14139,360524
Michigan,5927830,59356,75582,4514072,45200,4505832,57451,2914902,29.2,2907440,37.1,1735920,17.4,1734902,22.1,2951130,2744600,232100,0,93999,2116918,2303155,0,739201,901630,95011,78,739118,900740,94966,78,1640909,29.2,2907440,37.1,16.4,1639936,20.9,2914902,1257351,71.2,945630,53.6,442154,478462,24950,64,2152644,121935,335778
Minnesota,3282120,58197,75686,2800651,49660,2793588,64421,1800657,31.9,1794536,41.4,1088094,19.3,1087059,25.1,1617720,1535000,129400,0,72420,1294489,1433544,198,465150,549660,73236,48,465104,548701,73206,48,1014858,31.9,1794536,41.4,18,1013853,23.4,1800657,756473,82.2,582181,63.3,231785,318481,31896,19,1289880,140146,356604
Missouri,3579845,58328,75099,2576981,41988,2572988,53977,1591306,25.9,1588299,33.3,954162,15.5,953437,20,1823445,1618200,138200,0,48221,1079531,1448909,320,374716,529892,49514,40,374669,529236,49493,39,904648,25.9,1588299,33.3,14.7,903944,19,1591306,710893,66.9,492578,46.4,221073,256931,14556,18,1226124,115450,337073
Northern Mariana Islands,61310,107785,138185,28918,50839,28771,64846,16759,29.5,16625,37.5,12178,21.4,12165,27.4,42510,17800,1000,0,34,3862,25022,0,1552,10591,35,0,1552,10578,35,0,12143,29.5,16625,37.5,21.3,12130,27.3,16759,2264,23.4,2084,21.6,301,1752,31,0,4319,44664,634023
Mississippi,1778095,59745,78070,1160150,38982,1158024,50845,735846,24.7,733930,32.2,452143,15.2,451935,19.8,842595,870100,65400,0,28207,585561,545652,730,216308,208296,27526,13,216284,208129,27509,13,424617,24.7,733930,32.2,14.3,424426,18.6,735846,318438,65.4,232939,47.9,121586,103312,8037,4,538047,110552,365342
Montana,695495,65074,82778,534273,49989,532168,63339,333966,31.2,332360,39.6,210392,19.7,209906,25,319995,347900,27600,0,10232,273854,250057,130,103650,96533,10171,38,103627,96075,10166,38,200221,31.2,332360,39.6,18.7,199740,23.8,333966,147656,71.5,110775,53.7,53637,54101,3015,22,254075,123076,336904
North Carolina,6244060,59535,76265,4781372,45589,4762990,58175,3074120,29.3,3057560,37.3,1768023,16.9,1765988,21.6,3141060,2851900,251100,0,124929,2055550,2600564,329,691778,953262,122957,26,691613,951647,122702,26,1645066,29.3,3057560,37.3,15.7,1643286,20.1,3074120,1259867,71.9,1016454,58,472247,527016,17171,20,2304808,131621,356581
North Dakota,478620,62806,82253,419484,55046,417695,71782,250258,32.8,248897,42.8,157052,20.6,156732,26.9,233220,228900,16500,0,10441,194538,214505,0,70954,76788,9310,0,70931,76505,9296,0,147742,32.8,248897,42.8,19.4,147436,25.3,250258,92366,77.1,76057,63.5,37376,37218,1463,0,174686,145760,399366
Nebraska,1187320,61379,81416,966534,49965,964084,66109,611612,31.6,609629,41.8,373119,19.3,372629,25.6,611520,528000,47800,0,24188,445041,495447,1858,165189,182599,24819,512,165155,182150,24812,512,348300,31.6,609629,41.8,18,347817,23.9,611612,246530,78.9,195345,62.5,89751,103209,1987,398,444679,142316,379993
New Hampshire,818075,60165,74070,707655,52045,621340,56257,500305,36.8,416175,37.7,247295,18.2,245420,22.2,394875,389100,34100,0,15413,344727,347488,27,129723,101367,16199,6,129152,100444,15818,6,231096,36.8,416175,37.7,17,229602,20.8,500305,210999,83.1,131905,52,64003,59132,8767,3,323622,127478,322249
New Jersey,5419345,61014,78048,4523995,50933,4504284,64869,3027313,34.1,3012139,43.4,1730178,19.5,1725549,24.9,2736045,2471800,211500,0,100227,2158760,2264533,475,776496,853232,100441,9,776392,848732,100416,9,1629737,34.1,3012139,43.4,18.3,1625133,23.4,3027313,1069816,72.5,712248,48.3,323119,360135,28988,6,1712554,116063,367280
New Mexico,1486525,70894,91705,1281047,61094,1271047,78412,811808,38.7,804181,49.6,503075,24,499031,30.8,767325,659400,59800,0,24329,576442,678677,1599,204635,274420,23594,426,204541,270510,23554,426,479481,38.7,804181,49.6,22.9,475477,29.3,811808,286287,75.8,197548,52.3,87431,101442,8420,255,469870,124434,393671
Nevada,1738190,56432,72803,1374197,44615,1372030,57467,870382,28.3,868583,36.4,501868,16.3,501534,21,862290,808800,67100,0,30322,601941,741934,0,209197,262742,29927,2,209175,262433,29924,2,471941,28.3,868583,36.4,15.3,471610,19.8,870382,345728,69.7,250978,50.6,113336,128965,8676,1,603970,121775,350461
New York State,12177725,62599,78947,9393484,48287,9369873,60744,6110874,31.4,6092704,39.5,3362056,17.3,3356452,21.8,6262425,5476500,438800,0,216370,4309912,4865934,1268,1434622,1713049,214142,243,1434430,1707694,214085,243,3147914,31.4,6092704,39.5,16.2,3142367,20.4,6110874,2206517,66.9,1425088,43.2,655013,707018,62903,154,3570327,108318,369453
Ohio,7194775,61551,78967,5400664,46203,5389097,59149,3464729,29.6,3455124,37.9,2011920,17.2,2010137,22.1,3674775,3242300,277700,0,150363,2546909,2698991,4401,924430,938448,147826,1216,924375,936761,147789,1212,1864094,29.6,3455124,37.9,15.9,1862348,20.4,3464729,1481711,72.4,1141872,55.8,510325,589386,41345,816,2612357,127661,351596
Oklahoma,2748205,69452,91463,1975056,49913,1964261,65372,1243871,31.4,1234983,41.1,730894,18.5,729313,24.3,1341405,1311600,95200,0,34731,917621,1022693,11,316677,379727,34489,1,316632,378204,34476,1,696405,31.4,1234983,41.1,17.6,694837,23.1,1243871,471818,74.3,358318,56.4,186969,164012,7337,0,831185,130868,432698
Oregon,2483195,58875,74099,1893672,44898,1887127,56312,1211160,28.7,1206558,36,720833,17.1,718867,21.5,1213095,1170200,99900,0,42182,895474,954871,1145,321981,356703,41953,196,321794,354956,41921,196,678880,28.7,1206558,36,16.1,676946,20.2,1211160,553179,72.2,311538,40.7,129215,157810,24414,99,834272,108901,324143
Pennsylvania,7766195,60664,76383,6201769,48444,6187365,60855,4153159,32.4,4142262,40.7,2197732,17.2,2193893,21.6,3911895,3563100,291200,0,135791,2881665,3184169,144,955548,1103846,138225,113,955336,1100285,138160,112,2059507,32.4,4142262,40.7,16.1,2055733,20.2,4153159,1808237,75.6,1014743,42.4,484103,511182,19393,65,2809290,117378,324489
Puerto Rico,2068490,64768,78921,1114680,34903,1113862,42498,725926,22.7,725217,27.7,415027,13,414872,15.8,1033890,963600,71000,0,19517,451088,643821,254,156871,238555,19593,8,156850,238432,19582,8,395434,22.7,725217,27.7,12.4,395290,15.1,725926,316550,58.3,191935,35.4,83742,103304,4888,1,499998,92093,380988
Rhode Island,673205,63548,78750,566515,53477,565659,66169,351275,33.2,350595,41,227282,21.5,227098,26.6,335205,313600,24400,0,13481,269330,283702,2,108205,105701,13373,3,108201,105521,13373,3,213909,33.2,350595,41,20.2,213725,25,351275,156284,83.6,119797,64,54008,63536,2251,2,273713,146335,359914
Republic of Palau,15000,83766,107396,13381,74725,13381,95804,8406,46.9,8406,60.2,5251,29.3,5251,37.6,0,14600,400,0,143,13237,1,0,5094,14,143,0,5094,14,143,0,5108,46.9,8406,60.2,28.5,5108,36.6,8406,1450,47.6,1342,44.1,1251,8,83,0,2674,87845,492773
South Carolina,2986795,58011,73976,2191473,42564,2186789,54162,1427425,27.7,1423354,35.3,792963,15.4,792387,19.6,1540695,1321100,125000,0,50996,848852,1290600,1025,267357,475736,49667,203,267319,475245,49620,203,743296,27.7,1423354,35.3,14.4,742767,18.4,1427425,691926,73.8,513877,54.8,204091,299374,10272,140,1197817,127832,318754
South Dakota,638645,72191,95669,505081,57093,503146,75371,312907,35.4,311434,46.7,202298,22.9,201842,30.2,302445,312000,24200,0,9118,246198,249752,13,95342,97886,9065,5,95328,97447,9062,5,193233,35.4,311434,46.7,21.8,192780,28.9,312907,127817,84.2,105823,69.7,52949,51578,1294,2,230584,151829,420518
Tennessee,3931900,57575,73920,2725411,39908,2720091,51138,1751164,25.6,1746238,32.8,972815,14.2,972396,18.3,1883700,1895900,152300,0,56671,1265836,1399663,3241,426023,489633,56264,895,425998,489313,56191,894,916551,25.6,1746238,32.8,13.4,916205,17.2,1751164,761109,66.6,542214,47.4,271376,259568,10667,603,1319090,115366,343880
Texas,16318875,56280,75564,11950969,41216,11886853,55042,7648787,26.4,7606731,35.2,4153575,14.3,4130737,19.1,8370375,7290400,658100,0,297094,5468702,6184574,599,1801485,2060723,290912,455,1791580,2049392,289312,452,3863074,26.4,7606731,35.2,13.3,3841834,17.8,7648787,2535573,67.9,1865786,50,809227,925677,130678,204,4328887,115925,437008
Utah,1689960,52713,74291,1380946,43074,1373456,60378,849691,26.5,843614,37.1,379843,11.8,378862,16.7,816660,810300,63000,0,33397,636142,711407,0,163672,184540,31631,0,163612,183646,31604,0,348212,26.5,843614,37.1,10.9,347258,15.3,849691,283957,77.6,162581,44.4,64893,91362,6326,0,508734,139047,461899
Virginia,4989325,58454,74750,4140842,48513,4125175,61803,2725247,31.9,2712226,40.6,1490091,17.5,1487437,22.3,2495025,2296800,197500,0,95372,1876875,2167728,867,642502,752134,95188,267,642220,749919,95031,267,1394903,31.9,2712226,40.6,16.3,1392406,20.9,2725247,1014357,74.6,680946,50.1,308615,339603,32536,192,1666739,122653,367157
Veterans Health,4806185,N/A,N/A,3965897,N/A,3965727,N/A,2339538,N/A,2339426,N/A,1689565,N/A,1689503,N/A,2211885,2460000,134300,0,65000,2112971,1787924,2,867530,757062,64972,1,867510,757025,64967,1,1624593,N/A,2339426,N/A,0,1624536,0,2339538,1344876,0,1126862,0,623142,479776,23943,1,2448215,0,0
Virgin Islands,57260,54700,70129,42298,40407,41969,51401,25494,24.4,25288,31,15088,14.4,15001,18.4,36660,20100,500,0,119,16587,25592,0,6549,8416,123,0,6544,8334,123,0,14965,24.4,25288,31,14.3,14878,18.2,25494,9009,50.6,5961,33.5,3055,2837,69,0,15034,84480,321758
Vermont,432900,69376,84885,333676,53475,332898,65276,212105,34,211351,41.4,119943,19.2,119789,23.5,210600,205500,16800,0,5981,160451,167003,241,54645,59503,5730,65,54633,59365,5726,65,114213,34,211351,41.4,18.3,114063,22.4,212105,109730,87.8,65516,52.4,27886,37473,115,42,179583,143622,346212
Washington,4571720,60037,76812,3659886,48062,3649741,61321,2309959,30.3,2301526,38.7,1403264,18.4,1401565,23.5,2288520,2099900,183300,0,77370,1679480,1900392,2644,624499,700825,77428,512,624430,699212,77411,512,1325836,30.3,2301526,38.7,17.4,1324154,22.2,2309959,956390,79.1,735287,60.8,341632,367179,26105,371,1680069,138880,377915
Wisconsin,3399265,58382,74613,2969294,50997,2960067,64973,1890610,32.5,1882796,41.3,1105832,19,1104611,24.2,1678365,1583700,137200,0,60342,1342258,1566462,232,468995,578230,58543,64,468961,577078,58508,64,1047289,32.5,1882796,41.3,18,1046103,23,1890610,820170,80.6,632649,62.2,304942,320570,7104,33,1471303,144636,334165
West Virginia,1152405,64303,80443,896388,50018,891868,62256,547917,30.6,543789,38,347394,19.4,347052,24.2,541905,567600,42900,0,8891,441305,446192,0,160826,177166,9377,25,160765,176899,9363,25,338017,30.6,543789,38,18.9,337689,23.6,547917,243992,66.5,190507,51.9,92768,95915,1810,14,436331,118888,313997
Wyoming,393055,67913,88322,270226,46691,269549,60569,161055,27.8,160514,36.1,108971,18.8,108837,24.5,181155,197700,14200,0,6341,134409,129372,104,51691,51521,5736,23,51687,51392,5735,23,103235,27.8,160514,36.1,17.8,103102,23.2,161055,68240,68.8,57613,58.1,29616,27013,971,13,125454,126493,396309
