COVID-19 Vaccinations in the United States
Date generated: Mon May 10 2021 15:12:14 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Northern Mariana Islands,72330,127158,163023,43058,75697,42092,94870,23351,41.1,22741,51.3,19767,34.8,19411,43.8,49530,20200,2600,0,54,5626,37378,0,2300,17409,58,0,2300,17053,58,0,19709,41.1,22741,51.3,34.6,19353,43.6,23351,2504,25.9,2320,24,348,1931,41,0,4785,49483,747983
Mississippi,2496365,83879,109607,1655785,55635,1646127,72276,951726,32,945330,41.5,747819,25.1,744456,32.7,1229865,1109500,157000,0,46478,793629,814811,867,349129,353166,45498,26,349035,349937,45458,26,702321,32,945330,41.5,23.6,698998,30.7,951726,356232,73.2,305622,62.8,162638,130568,12407,9,644284,132380,512924
Montana,1024695,95875,121960,799489,74804,789753,93997,449535,42.1,443541,52.8,370722,34.7,367031,43.7,500175,460120,64400,0,24554,376380,398333,222,168507,178084,24062,69,168441,174475,24046,69,346660,42.1,443541,52.8,32.4,342985,40.8,449535,162865,78.9,146597,71,71145,69701,5711,40,302800,146679,496372
North Carolina,10441180,99553,127528,7498381,71494,7394642,90318,4248350,40.5,4182239,51.1,3409247,32.5,3371602,41.2,5530200,4316080,594900,0,249528,3107102,4141422,329,1328806,1834374,246032,35,1327356,1799056,245155,35,3163215,40.5,4182239,51.1,30.2,3126447,38.2,4248350,1361807,77.8,1210442,69.1,569324,614195,26898,25,2593753,148122,596266
North Dakota,654800,85925,112530,581749,76339,574569,98742,305561,40.1,301689,51.8,261859,34.4,259159,44.5,319800,299500,35500,0,22843,254870,304036,0,110389,131255,20214,1,110285,128733,20140,1,241645,40.1,301689,51.8,31.7,239019,41.1,305561,97794,81.6,86026,71.8,42589,40518,2919,0,189065,157758,546372
Nebraska,1851220,95700,126941,1536579,79434,1516096,103961,868691,44.9,854821,58.6,716867,37.1,710110,48.7,983580,766540,101100,0,54715,638794,840390,2680,283942,377185,54957,783,283877,370530,54923,780,661910,44.9,854821,58.6,34.2,655187,44.9,868691,265414,84.9,242563,77.6,117923,120028,4052,560,511174,163598,592470
New Hampshire,1422785,104639,128822,1148596,84474,1136163,102871,780481,57.4,769879,69.7,450422,33.1,449133,40.7,716625,602260,103900,0,52418,487343,608800,35,190081,207012,53313,16,189948,205880,53289,16,397109,57.4,769879,69.7,29.2,395844,35.8,780481,243491,95.9,194625,76.7,86261,96366,11987,11,415137,163527,560452
New Jersey,9490755,106852,136683,7934175,89327,7824845,112691,4813916,54.2,4735610,68.2,3643468,41,3611197,52,5042115,3904740,543900,0,302109,3407576,4224015,475,1440035,1899093,304313,27,1439832,1867151,304190,24,3339155,54.2,4735610,68.2,37.6,3307007,47.6,4813916,1287351,87.2,1103311,74.8,516830,517516,68951,14,2274632,154156,643208
New Mexico,2112295,100738,130309,1927317,91916,1897438,117054,1110016,52.9,1087325,67.1,871789,41.6,862603,53.2,1070355,912540,129400,0,50445,865944,1008505,2423,365526,456014,49560,689,365321,447119,49474,689,822229,52.9,1087325,67.1,39.2,813129,50.2,1110016,332619,88.1,284690,75.4,130243,140658,13378,411,599465,158754,559391
Nevada,2636770,85605,110440,2209675,71739,2185309,91531,1271782,41.3,1255178,52.6,968902,31.5,961354,40.3,1374750,1098420,163600,0,80236,923542,1205897,0,384857,504936,79104,5,384807,497462,79080,5,889798,41.3,1255178,52.6,28.9,882274,37,1271782,385336,77.7,332678,67.1,159115,157765,15794,4,720662,145303,531637
New York State,20122975,103441,130455,17034051,87563,16826489,109084,9748719,50.1,9608101,62.3,7666821,39.4,7599527,49.3,10536435,8481540,1105000,0,647224,7222458,9161148,3221,3076232,3957253,632681,655,3075671,3890858,632359,639,7034140,50.1,9608101,62.3,36.2,6967168,45.2,9748719,2653424,80.5,2314720,70.2,1120722,1066233,127400,365,4867960,147686,610500
Ohio,11024855,94317,121005,8930170,76397,8809208,96687,4890014,41.8,4815642,52.9,4163587,35.6,4119036,45.2,5834595,4590660,599600,0,315979,3817895,4787742,8554,1688606,2167343,305097,2541,1688416,2123111,304977,2532,3858490,41.8,4815642,52.9,33,3814059,41.9,4890014,1636842,80,1511297,73.9,691912,755253,62663,1469,3137041,153302,538765
Oklahoma,3834415,96903,127613,2786611,70423,2754435,91670,1560916,39.4,1541790,51.3,1242191,31.4,1229763,40.9,1957995,1664020,212400,0,74869,1303088,1408616,38,558998,609284,73887,22,558857,597038,73846,22,1168304,39.4,1541790,51.3,29.5,1155917,38.5,1560916,511710,80.6,433612,68.3,228590,191595,13421,6,941824,148288,603719
Oregon,4219185,100034,125902,3395077,80495,3347944,99904,2030348,48.1,1994120,59.5,1484308,35.2,1472741,43.9,2161965,1799520,257700,0,108158,1442709,1842405,1805,606521,770570,106905,312,605816,760057,106560,308,1377403,48.1,1994120,59.5,32.7,1366181,40.8,2030348,624285,81.5,565859,73.9,258169,273041,34486,163,1149030,149988,550750
Pennsylvania,13571705,106012,133483,10952811,85556,10841694,106632,6727935,52.6,6640389,65.3,4629086,36.2,4604643,45.3,6863805,5748200,959700,0,385025,4690968,5876531,287,1843851,2395060,389951,224,1843236,2371421,389766,220,4239135,52.6,6640389,65.3,33.1,4214877,41.5,6727935,2272964,95,1734276,72.5,814681,865142,54328,125,3966146,165714,567056
Puerto Rico,3477130,108875,132666,2174111,68075,2150386,82046,1356681,42.5,1336753,51,910256,28.5,905723,34.6,1787370,1501160,188600,0,72970,879585,1221278,278,329558,507581,73099,18,329489,503206,73010,18,837157,42.5,1336753,51,26.2,832713,31.8,1356681,409687,75.5,333781,61.5,154905,166765,12108,3,727729,134038,640440
Rhode Island,1289815,121754,150879,988104,93274,975376,114097,582139,55,572148,66.9,436478,41.2,433972,50.8,713115,516100,60600,0,39388,413452,535235,29,174162,223064,39244,8,174139,220595,39230,8,397234,55,572148,66.9,37.5,394742,46.2,582139,172139,92,158390,84.7,73141,80192,5054,3,326553,174584,689571
Republic of Palau,24600,137376,176129,20625,115178,20625,147670,12975,72.5,12975,92.9,9130,51,9130,65.4,0,20800,3800,0,1299,19325,1,0,7813,18,1299,0,7813,18,1299,0,7831,72.5,12975,92.9,43.7,7831,56.1,12975,1610,52.9,1503,49.4,1344,8,151,0,2920,95926,808147
South Carolina,4728205,91833,117106,3439210,66797,3404395,84319,1947391,37.8,1924714,47.7,1545538,30,1533201,38,2480205,1967200,280800,0,106017,1397532,1934600,1061,580520,861400,103410,208,579920,849896,103177,208,1442128,37.8,1924714,47.7,28,1430024,35.4,1947391,757523,80.8,649293,69.3,272170,357477,19503,143,1391247,148475,504599
South Dakota,910375,102907,136374,731988,82742,723323,108354,403387,45.6,398058,59.6,351251,39.7,347886,52.1,439335,414740,56300,0,19934,334369,377672,13,155581,175569,20091,10,155544,172248,20084,10,331160,45.6,398058,59.6,37.4,327802,49.1,403387,135458,89.2,125204,82.4,64810,57508,2881,5,254551,167610,599440
Tennessee,5671770,83052,106630,4346845,63651,4307874,80988,2444465,35.8,2419066,45.5,1898730,27.8,1885702,35.5,2926170,2398100,347500,0,117921,1886075,2336173,6676,797334,984530,114913,1953,797147,971819,114786,1950,1783817,35.8,2419066,45.5,26.1,1770916,33.3,2444465,850161,74.4,729632,63.8,375137,332267,20997,1231,1605564,140421,496047
Texas,27376675,94416,126767,20215285,69718,19903797,92164,11508786,39.7,11327569,52.5,8742609,30.2,8604948,39.8,14353755,11284120,1738800,0,698356,8834076,10682068,785,3655876,4402626,683476,631,3598310,4333302,672714,621,8061131,39.7,11327569,52.5,27.8,7934201,36.7,11508786,2924383,78.3,2544100,68.1,1063860,1281164,198892,184,5464532,146336,733128
Utah,2733780,85272,120178,2263595,70606,2216505,97438,1311972,40.9,1278333,56.2,842026,26.3,829245,36.5,1389960,1190120,153700,0,88682,982063,1192850,0,335336,421143,85546,1,335203,408596,85445,1,756480,40.9,1278333,56.2,23.6,743800,32.7,1311972,308857,84.4,208042,56.9,91356,105967,10719,0,577794,157922,747196
Virginia,8689335,101802,130184,7233201,84742,7115947,106611,4234063,49.6,4148747,62.2,3173754,37.2,3141375,47.1,4627935,3582800,478600,0,238403,2986253,4006616,1929,1265254,1671274,236621,605,1263480,1641419,235873,603,2937133,49.6,4148747,62.2,34.4,2905502,43.5,4234063,1151810,84.8,1000508,73.6,481403,468077,50644,384,2114633,155613,639436
Veterans Health,6237435,N/A,N/A,5067852,N/A,5067145,N/A,2717907,N/A,2717409,N/A,2472651,N/A,2472425,N/A,2732535,2984700,520200,0,125425,2645944,2296481,2,1250940,1096391,125319,1,1250910,1096213,125301,1,2347332,N/A,2717409,N/A,0,2347124,0,2717907,1444479,0,1358222,0,758215,556475,43531,1,2759974,0,0
Virgin Islands,68520,65457,83919,65561,62630,64857,79433,34922,33.4,34527,42.3,28300,27,28042,34.3,46020,21700,800,0,392,21300,43869,0,9381,18506,413,0,9370,18261,411,0,27887,33.4,34527,42.3,26.6,27631,33.8,34922,11542,64.9,9839,55.3,4061,5610,168,0,21343,119931,385030
Vermont,757120,121335,148460,632395,101347,625314,122614,382267,61.3,376416,73.8,266995,42.8,265817,52.1,374400,334420,48300,0,29217,277440,325198,540,106630,131579,28601,185,106611,130440,28581,185,238394,61.3,376416,73.8,38.2,237236,46.5,382267,120585,96.4,108204,86.5,53164,53982,936,122,233749,186941,605507
Washington,7942520,104302,133447,6367124,83614,6289935,105681,3772502,49.5,3713875,62.4,2760079,36.2,2742021,46.1,4167540,3334280,440700,0,217511,2713851,3431874,3888,1125196,1416409,217466,1008,1124977,1398695,217343,1006,2542613,49.5,3713875,62.4,33.4,2524678,42.4,3772502,1044351,86.3,951702,78.7,438545,473244,39262,651,1976421,163378,656557
Wisconsin,5555605,95417,121945,4961248,85209,4890866,107354,2746530,47.2,2702674,59.3,2283255,39.2,2259219,49.6,2834325,2424180,297100,0,183738,2120812,2656198,500,922957,1183103,176969,226,922785,1159341,176872,221,2106286,47.2,2702674,59.3,36.2,2082347,45.7,2746530,888207,87.3,834142,82,408121,407717,18211,93,1748310,171867,546143
West Virginia,1682345,93873,117435,1216002,67852,1194003,83346,657366,36.7,643193,44.9,573097,32,565567,39.5,803985,774460,103900,0,21088,585940,608960,14,268487,282454,22072,84,268301,275601,21583,82,551025,36.7,643193,44.9,30.7,543984,38,657366,261056,71.1,238406,65,123343,111505,3511,47,496259,135216,458391
Wyoming,490875,84815,110303,369975,63926,366935,82453,201135,34.8,199268,44.8,170086,29.4,169022,38,220935,237840,32100,0,12108,180062,177599,206,78262,80357,11428,39,78252,79307,11424,39,158658,34.8,199268,44.8,27.4,157598,35.4,201135,73222,73.8,67152,67.7,34896,30357,1883,16,138682,139830,494938
