COVID-19 Vaccinations in the United States
Date generated: Wed Apr 21 2021 15:15:06 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Massachusetts,6219300,90233,112268,5293380,76799,5251617,94800,3399207,49.3,3363939,60.7,2079975,30.2,2072968,37.4,3279900,2563400,376000,0,207871,2330523,2754913,73,891786,979587,208588,14,891407,973539,208008,14,1871387,49.3,3363939,60.7,27.2,1864960,33.7,3399207,1044228,89.3,849941,72.7,389490,407871,52571,9,1841040,157444,531868
Maryland,5158660,85328,109503,4166108,68910,4131703,87703,2634324,43.6,2605065,55.3,1727654,28.6,1722931,36.6,2700360,2146700,311600,0,183686,1808153,2171653,2616,708896,840136,177890,732,708815,835586,177799,731,1549764,43.6,2605065,55.3,25.6,1545132,32.8,2634324,788169,82.2,668116,69.6,325229,304218,38336,333,1403153,146254,537699
Maine,1170180,87053,106830,1041650,77491,1036337,94611,668321,49.7,663285,60.6,451547,33.6,451209,41.2,585780,504200,80200,0,69970,462511,509057,112,182838,198757,69921,31,182812,198477,69894,26,381626,49.7,663285,60.6,28.4,381315,34.8,668321,254373,89.2,226161,79.3,100718,108117,17314,12,460845,161550,410208
Marshall Islands,51300,87823,112594,24673,42239,24629,54056,13917,23.8,13880,30.5,10757,18.4,10748,23.6,0,40500,10800,0,35,24638,0,0,10715,3,39,0,10706,3,39,0,10718,23.8,13880,30.5,18.3,10709,23.5,13917,891,9,696,7,693,0,3,0,1584,15952,516616
Michigan,8244950,82558,105126,6234096,62423,6186917,78885,3892446,39,3848628,49.1,2642848,26.5,2638427,33.6,4327050,3397200,520700,0,224984,2753467,3254414,1231,1137898,1275085,229388,477,1137752,1270927,229271,477,2413460,39,3848628,49.1,24.2,2409156,30.7,3892446,1360149,77,1191672,67.5,600112,546707,44524,329,2479815,140468,467030
Minnesota,4376110,77596,100914,3850054,68268,3821081,88115,2412353,42.8,2387422,55.1,1656361,29.4,1651848,38.1,2246010,1862500,267600,0,194285,1663739,1991803,227,664803,794960,196539,59,664716,790664,196409,59,1459822,42.8,2387422,55.1,25.9,1455439,33.6,2412353,790886,85.9,708142,76.9,300085,370365,37668,24,1444729,156971,475467
Missouri,4735685,77161,99346,3545080,57762,3524732,73943,2122872,34.6,2106378,44.2,1435499,23.4,1433176,30.1,2492685,1966900,276100,0,116114,1420527,2008100,339,556512,762100,116836,51,556424,759974,116728,50,1318663,34.6,2106378,44.2,21.5,1316448,27.6,2122872,777395,73.2,645890,60.8,295403,326342,24124,21,1438320,135430,445906
Northern Mariana Islands,62910,110597,141791,36551,64258,36067,81291,20687,36.4,20301,45.8,15903,28,15805,35.6,42510,17800,2600,0,43,4870,31638,0,2117,13739,47,0,2117,13641,47,0,15856,36.4,20301,45.8,27.9,15758,35.5,20687,2374,24.6,2235,23.1,337,1859,39,0,4572,47280,650569
Mississippi,2256545,75821,99077,1473438,49508,1467647,64439,878231,29.5,873698,38.4,636577,21.4,635285,27.9,1105845,999700,151000,0,44591,715488,712501,858,301529,291466,43560,22,301491,290247,43525,22,593017,29.5,873698,38.4,19.9,591760,26,878231,343965,70.7,284793,58.5,151490,121395,11902,6,611657,125676,463649
Montana,906965,84860,107948,692839,64825,687057,81774,412035,38.6,407569,48.5,300344,28.1,299060,35.6,438165,407700,61100,0,21476,334895,336293,175,141670,137544,21077,53,141625,136319,21063,53,279267,38.6,407569,48.5,26.1,277997,33.1,412035,157790,76.4,136767,66.3,66514,65181,5042,30,288228,139620,439342
North Carolina,8375430,79857,102297,6329443,60349,6271949,76605,3853152,36.7,3806875,46.5,2634190,25.1,2622472,32,4347330,3484200,543900,0,233968,2659586,3435560,329,1035297,1368328,230537,28,1034679,1358026,229739,28,2403653,36.7,3806875,46.5,22.9,2392733,29.2,3853152,1325461,75.7,1135008,64.8,536083,574014,24889,22,2482608,141775,478297
North Dakota,598530,78541,102859,527930,69277,523536,89971,289719,38,286722,49.3,226960,29.8,225901,38.8,295230,271700,31600,0,21641,233186,273103,0,97135,110763,19061,1,97079,109828,18993,1,207899,38,286722,49.3,27.3,206908,35.6,289719,96092,80.2,83218,69.4,41088,39379,2751,0,184593,154026,499420
Nebraska,1616190,83550,110824,1297175,67058,1287030,88253,797269,41.2,788354,54.1,546107,28.2,544771,37.4,846690,672900,96600,0,51320,557081,686526,2248,223793,269956,51722,636,223744,268695,51696,636,494385,41.2,788354,54.1,25.6,493075,33.8,797269,258490,82.7,229626,73.5,110677,114821,3657,471,490327,156926,517250
New Hampshire,1141155,83926,103323,1108521,81526,1099864,99584,796243,58.6,788559,71.4,390915,28.7,390042,35.3,563355,495000,82800,0,50052,480800,577642,27,173769,165968,51165,13,173623,165264,51142,13,339750,58.6,788559,71.4,25,338900,30.7,796243,288667,99.9,181168,71.4,81621,87590,11949,8,446599,175921,449514
New Jersey,7429225,83642,106994,6415408,72228,6363369,91643,4161478,46.9,4120443,59.3,2711069,30.5,2699299,38.9,3887325,3096600,445300,0,267841,2822232,3324860,475,1132476,1308578,269995,20,1132326,1297065,269889,19,2441074,46.9,4120443,59.3,27.5,2429410,35,4161478,1219121,82.6,966061,65.5,449073,454709,62268,11,2077395,140789,503494
New Mexico,1921825,91654,118559,1643816,78395,1626836,100361,1010627,48.2,997901,61.6,685850,32.7,679728,41.9,977925,819500,124400,0,45564,727147,869056,2049,279043,361492,44742,573,278914,355578,44663,573,641108,48.2,997901,61.6,30.6,635065,39.2,1010627,318432,84.3,248115,65.7,112377,123037,12349,352,548764,145327,508950
Nevada,2213800,71873,92724,1863377,60496,1850936,77526,1136154,36.9,1124926,47.1,755157,24.5,754052,31.6,1134900,932000,146900,0,70908,776384,1016085,0,298987,386085,70081,4,298956,385029,70063,4,685076,36.9,1124926,47.1,22.2,683989,28.6,1136154,372553,75.1,309704,62.4,147264,147996,14441,3,686169,138348,446356
New York State,16288865,83732,105599,13829745,71091,13730546,89013,8475925,43.6,8392119,54.4,5714340,29.4,5698651,36.9,8528715,6808000,952150,0,566580,6027825,7232935,2405,2361470,2793167,559225,478,2361101,2778124,558951,475,5155115,43.6,8392119,54.4,26.5,5139700,33.3,8475925,2481532,75.3,2068205,62.7,997112,956985,113831,277,4451598,135055,494179
Ohio,9465985,80981,103895,7469175,63899,7411971,81351,4451241,38.1,4400965,48.3,3157560,27,3151766,34.6,4976985,3954500,534500,0,282947,3271641,3908101,6486,1324739,1557400,273546,1875,1324656,1551791,273450,1869,2884014,38.1,4400965,48.3,24.7,2878316,31.6,4451241,1583273,77.4,1407051,68.8,647431,700757,57711,1152,2974159,145342,462586
Oklahoma,3516145,88860,117020,2506422,63342,2483211,82643,1472062,37.2,1456079,48.5,1052066,26.6,1045397,34.8,1776645,1546800,192700,0,68106,1155304,1282978,34,459783,524874,67389,20,459683,518341,67353,20,984677,37.2,1456079,48.5,24.9,978044,32.6,1472062,500691,78.8,409784,64.5,213935,183584,12260,5,907714,142917,553609
Oregon,3374405,80005,100693,2653785,62920,2634506,78614,1670343,39.6,1654505,49.4,1080273,25.6,1076467,32.1,1696305,1451500,226600,0,90656,1180391,1381329,1409,463538,526766,89726,243,463248,523515,89462,242,990547,39.6,1654505,49.4,23.5,987005,29.5,1670343,596690,77.9,502237,65.6,222667,247924,31522,124,1060342,138411,440477
Pennsylvania,10783625,84234,106061,8690848,67887,8646992,85046,5618596,43.9,5581863,54.9,3427409,26.8,3419324,33.6,5384925,4549200,849500,0,324388,3742299,4623940,221,1347864,1749457,329909,179,1347532,1741846,329768,178,3097500,43.9,5581863,54.9,24.2,3089556,30.4,5618596,2091222,87.4,1446070,60.4,664610,736138,45210,112,3498896,146192,450564
Puerto Rico,2720210,85174,103787,1585232,49636,1580766,60312,1015128,31.8,1010664,38.6,637466,20,637162,24.3,1356810,1177000,186400,0,53099,631962,899901,270,232601,351707,53146,12,232573,351490,53087,12,584320,31.8,1010664,38.6,18.3,584075,22.3,1015128,371765,68.5,284039,52.3,131835,143034,9167,3,643095,118449,501026
Rhode Island,976915,92217,114277,801289,75639,797165,93250,492895,46.5,489338,57.2,341923,32.3,341360,39.9,525915,397300,53700,0,37627,349605,414033,24,140029,164458,37433,3,140024,163914,37419,3,304490,46.5,489338,57.2,28.7,303941,35.6,492895,167093,89.3,149763,80.1,70011,74964,4786,2,312616,167133,522286
Republic of Palau,24600,137376,176129,16544,92388,16544,118451,8928,49.9,8928,63.9,7971,44.5,7971,57.1,0,20800,3800,0,197,16346,1,0,7759,15,197,0,7759,15,197,0,7774,49.9,8928,63.9,43.4,7774,55.7,8928,1477,48.5,1440,47.3,1341,8,91,0,2785,91491,808147
South Carolina,4040815,78482,100081,2963058,57549,2943926,72914,1788637,34.7,1772326,43.9,1225336,23.8,1222529,30.3,2132715,1651100,257000,0,96171,1171566,1694266,1055,439956,691518,93656,206,439809,689056,93458,206,1131680,34.7,1772326,43.9,22,1129071,28,1788637,737625,78.7,607162,64.8,252393,336870,17758,141,1331253,142073,431240
South Dakota,816365,92280,122291,639799,72322,634656,95071,381723,43.1,377654,56.6,278289,31.5,277197,41.5,391365,371700,53300,0,18038,296690,325058,13,126375,133805,18103,6,126353,132742,18096,6,260186,43.1,377654,56.6,29.4,259101,38.8,381723,132939,87.5,119972,79,62013,55409,2547,3,247636,163057,537538
Tennessee,5123710,75027,96326,3597623,52680,3577435,67256,2201920,32.2,2184728,41.1,1411566,20.7,1408768,26.5,2612610,2184600,326500,0,106532,1597734,1888753,4604,607298,698933,104005,1330,607204,696346,103890,1328,1307561,32.2,2184728,41.1,19.1,1304878,24.5,2201920,819771,71.7,657068,57.5,337139,300233,18839,857,1495509,130796,448115
Texas,21882555,75468,101327,16870701,58183,16694526,77304,10302449,35.5,10192336,47.2,6631191,22.9,6560317,30.4,11288355,9010200,1584000,0,630887,7458035,8781082,697,2759570,3252849,618219,553,2730075,3218082,611611,547,6014372,35.5,10192336,47.2,20.7,5950090,27.6,10302449,2812569,75.3,2243332,60.1,933563,1100439,209143,187,5097632,136511,585999
Utah,2179140,67972,95796,1918236,59833,1893543,83241,1163254,36.3,1142697,50.2,643497,20.1,639864,28.1,1078740,962600,137800,0,82422,833805,1002009,0,253198,310889,79410,0,253112,307424,79328,0,564087,36.3,1142697,50.2,17.6,560536,24.6,1163254,301103,82.3,196284,53.6,84598,101517,10169,0,557868,152476,595602
Virginia,7163475,83925,107323,5807003,68033,5754785,86218,3658158,42.9,3615146,54.2,2329656,27.3,2319865,34.8,3752775,2996100,414600,0,213333,2465507,3126643,1520,947382,1169514,212298,462,946697,1161019,211688,461,2117358,42.9,3615146,54.2,24.8,2108177,31.6,3658158,1104827,81.3,907797,66.8,435433,424986,47071,307,1973500,145227,527150
Veterans Health,6053145,N/A,N/A,4681572,N/A,4681189,N/A,2610659,N/A,2610360,N/A,2183701,N/A,2183603,N/A,2654145,2878800,520200,0,114833,2447401,2119336,2,1100243,968691,114766,1,1100222,968629,114751,1,2068935,N/A,2610360,N/A,0,2068852,0,2610659,1413151,0,1286309,0,717978,528744,39586,1,2660369,0,0
Virgin Islands,63440,60604,77697,57205,54647,56665,69400,31771,30.4,31459,38.5,23254,22.2,23078,28.3,41340,21400,700,0,298,19129,37778,0,7982,14960,312,0,7976,14790,312,0,22942,30.4,31459,38.5,21.9,22766,27.9,31771,10769,60.5,8488,47.7,3590,4767,131,0,19257,108210,356485
Vermont,593200,95066,116317,491770,78811,489801,96042,302169,48.4,300692,59,203358,32.6,202880,39.8,292500,260500,40200,0,23638,220838,246779,515,82844,97047,23290,177,82831,96599,23273,177,180068,48.4,300692,59,28.9,179607,35.2,302169,117253,93.8,99487,79.6,47453,51360,556,118,221657,177270,474412
Washington,6293730,82650,105744,5087896,66815,5055679,84943,3136266,41.2,3110474,52.3,2106216,27.7,2099955,35.3,3204630,2695500,393600,0,191981,2188090,2704563,3262,846358,1067083,192038,737,846244,1061032,191942,737,1914178,41.2,3110474,52.3,25.1,1908013,32.1,3136266,1012694,83.7,895252,74,408077,450003,36664,508,1889141,156163,520262
Wisconsin,4769385,81914,104687,4145118,71192,4107962,90169,2494539,42.8,2464528,54.1,1726422,29.7,1720845,37.8,2434185,2051900,283300,0,169362,1788566,2186754,436,696409,866680,163143,190,696325,861272,163059,189,1563279,42.8,2464528,54.1,26.8,1557786,34.2,2494539,865902,85.1,784571,77.1,384077,384197,16218,79,1673453,164509,468854
West Virginia,1581835,88265,110419,1090281,60837,1080024,75390,620371,34.6,612568,42.8,481547,26.9,479319,33.5,763035,723300,95500,0,19016,524763,546502,0,221639,240006,19848,54,221544,237898,19823,54,461699,34.6,612568,42.8,25.8,459496,32.1,620371,255319,69.6,225021,61.3,115491,106228,3266,36,478728,130440,431005
Wyoming,469615,81142,105526,332765,57496,330932,74363,189818,32.8,188410,42.3,144799,25,144442,32.5,213915,224300,31400,0,11172,161209,160209,175,65990,68295,10488,26,65985,67947,10484,26,134311,32.8,188410,42.3,23.2,133958,30.1,189818,71610,72.2,63892,64.4,33064,29119,1696,13,134150,135260,473502
