COVID-19 Vaccinations in the United States
Date generated: Tue Apr 20 2021 15:14:53 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3255200,N/A,N/A,2575228,N/A,2561442,N/A,1621218,N/A,1609851,N/A,938005,N/A,935906,N/A,1739400,1351400,164400,0,61734,1152857,1360238,399,388243,490943,58819,0,388205,488898,58803,0,879186,N/A,1609851,N/A,0,877103,0,1621218,155679,0,103699,0,35706,65155,2838,0,265042,0,0
Delaware,818475,84053,106269,657111,67482,652129,84671,408113,41.9,404529,52.5,254251,26.1,253601,32.9,426075,341800,50600,0,25005,263269,368655,182,91582,138040,24549,80,91566,137425,24530,80,229702,41.9,404529,52.5,23.6,229071,29.7,408113,161424,85.5,130740,69.2,53386,70938,6366,50,293782,155518,433271
Florida,17807745,82913,103246,13400013,62390,13338931,77337,8202494,38.2,8147440,47.2,5223272,24.3,5217707,30.3,9030645,7433300,1343800,0,526696,5893591,6959695,20031,2149290,2545794,521648,6540,2148673,2541097,521397,6540,4701624,38.2,8147440,47.2,21.9,4696310,27.2,8202494,3688897,82,2956274,65.7,1469468,1356540,124944,5322,6918028,153825,395962
Federated States of Micronesia,63200,60979,78177,29846,28797,29829,36898,18472,17.8,18456,22.8,11520,11.1,11519,14.2,0,61600,1600,0,95,29751,0,0,11401,21,98,0,11400,21,98,0,11422,17.8,18456,22.8,11,11421,14.1,18472,1681,9.5,1189,6.7,1157,5,27,0,2819,16000,358704
Georgia,8033225,75661,99010,5542994,52207,5496704,67747,3471588,32.7,3430670,42.3,2074187,19.5,2068735,25.5,4113525,3421800,497900,0,137083,2534920,2870691,300,948141,991104,134739,203,948008,985982,134542,203,1939448,32.7,3430670,42.3,18.3,1934193,23.8,3471588,1129559,74.5,904706,59.6,512183,374870,17530,123,2095606,138146,529563
Guam,140740,84902,108848,113112,68235,111248,86039,69972,42.2,68290,52.8,43541,26.3,43360,33.5,76440,53200,11100,0,1184,45077,66851,0,17967,24385,1189,0,17965,24206,1189,0,42352,42.2,68290,52.8,25.5,42171,32.6,69972,13303,47.2,11117,39.4,4697,6324,96,0,24487,86892,499414
Hawaii,1269070,89632,113716,943082,66608,938207,84068,563109,39.8,558722,50.1,405709,28.7,404571,36.3,675870,523200,70000,0,19311,328483,501528,93760,137166,230739,19747,18057,137085,229766,19680,18040,385962,39.8,558722,50.1,27.3,384891,34.5,563109,186043,69.3,153815,57.3,61315,86734,4357,1409,333560,124255,472743
Iowa,2481445,78649,102192,2125941,67382,2111650,86963,1299188,41.2,1287063,53,906973,28.7,904853,37.3,1211145,1107900,162400,0,89848,1004267,1031707,119,420692,397631,88610,40,420656,395588,88569,40,818363,41.2,1287063,53,25.9,816284,33.6,1299188,463725,83.9,413457,74.8,222636,183520,7271,30,873721,158010,448762
Idaho,1283065,71797,95832,981273,54910,981236,73289,575492,32.2,575415,43,418474,23.4,418449,31.3,644865,555100,83100,0,29886,441711,509256,420,180610,207925,29807,132,180607,207913,29797,132,388667,32.2,575415,43,21.7,388652,29,575492,218397,75.1,195303,67.2,91048,97662,6537,56,411919,141714,441416
Indian Health Svc,1657885,79598,N/A,1161408,55762,1137820,N/A,685709,32.9,670896,N/A,487253,23.4,478515,N/A,694785,890100,73000,0,18998,647831,494579,0,258279,210122,18852,0,258146,201546,18823,0,468401,32.9,670896,N/A,22.5,459692,0,685709,142160,0,110267,0,62862,45413,1992,0,253394,0,0
Illinois,10246165,80858,103980,8306266,65549,8238827,83609,5345138,42.2,5284636,53.6,3241860,25.6,3231229,32.8,5207865,4329100,709200,0,299718,3617576,4384781,4191,1347668,1592278,300504,1410,1346784,1583722,299315,1408,2941356,42.2,5284636,53.6,23.2,2931914,29.8,5345138,1669526,81.7,1242431,60.8,578508,617536,45499,888,2866449,140290,501469
Indiana,4775740,70939,92477,3713772,55164,3695201,71554,2249248,33.4,2233585,43.3,1547101,23,1546043,29.9,2385240,2053200,337300,0,123491,1580524,2003282,6475,623414,799242,122296,2149,623366,798297,122232,2148,1424805,33.4,2233585,43.3,21.2,1423811,27.6,2249248,833483,76.8,748073,68.9,376913,354683,15022,1455,1589221,146372,439859
Kansas,2361115,81046,106690,1827318,62723,1814617,81996,1174632,40.3,1162344,52.5,779524,26.8,777208,35.1,1153815,1064200,143100,0,55987,856212,914634,485,354094,368749,56546,135,354054,366508,56511,135,722978,40.3,1162344,52.5,24.8,720697,32.6,1174632,411143,86.5,331694,69.8,161801,159493,10323,77,712838,149917,496568
Kentucky,3429405,76760,98978,2868642,64209,2850107,82259,1738564,38.9,1723994,49.8,1243861,27.8,1240427,35.8,1704105,1503800,221500,0,105522,1302237,1460619,264,536684,604020,102966,191,536624,600697,102916,190,1140895,38.9,1723994,49.8,25.5,1137511,32.8,1738564,592197,78.9,491785,65.5,221144,245714,24809,118,1042959,138957,456910
Louisiana,3513250,75573,98655,2507009,53928,2494888,70058,1443175,31,1433760,40.3,1095418,23.6,1092825,30.7,1768650,1522200,222400,0,89262,1142592,1274203,952,453048,556284,85621,465,452986,553823,85552,464,1009797,31,1433760,40.3,21.7,1007273,28.3,1443175,544012,73.4,483172,65.2,222881,244536,15663,92,1033421,139459,474109
Massachusetts,5967370,86578,107720,5242290,76058,5202387,93911,3368264,48.9,3334514,60.2,2058306,29.9,2051657,37,3035370,2556000,376000,0,207797,2314679,2719741,73,883118,966734,208440,14,882759,961023,207861,14,1849866,48.9,3334514,60.2,26.8,1843796,33.3,3368264,1042600,89.2,847114,72.4,387926,406614,52565,9,1836614,157065,510323
Maryland,4967520,82166,105445,4110450,67990,4077746,86558,2608494,43.1,2580600,54.8,1699340,28.1,1694934,36,2569320,2086600,311600,0,183490,1790662,2133753,2545,700071,820838,177714,717,699994,816600,177623,717,1521626,43.1,2580600,54.8,25.2,1517311,32.2,2608494,786457,82,663670,69.2,322805,302223,38314,328,1396732,145585,517776
Maine,1144750,85161,104508,1035968,77069,1030818,94107,665622,49.5,660744,60.3,448292,33.3,447956,40.9,563550,501000,80200,0,69970,459891,505995,112,181542,196801,69918,31,181516,196523,69891,26,378374,49.5,660744,60.3,28.1,378065,34.5,665622,254246,89.1,225344,79,100133,107883,17316,12,459906,161221,401294
Marshall Islands,51300,87823,112594,24673,42239,24629,54056,13917,23.8,13880,30.5,10757,18.4,10748,23.6,0,40500,10800,0,35,24638,0,0,10715,3,39,0,10706,3,39,0,10718,23.8,13880,30.5,18.3,10709,23.5,13917,891,9,696,7,693,0,3,0,1584,15952,516616
Michigan,7872710,78831,100380,6202312,62105,6156213,78494,3879065,38.8,3836172,48.9,2623298,26.3,2619053,33.4,3962010,3390000,520700,0,224904,2741046,3235131,1231,1127892,1265665,229264,477,1127747,1261682,229147,477,2394034,38.8,3836172,48.9,24,2389906,30.5,3879065,1358258,76.9,1189344,67.4,598734,545788,44493,329,2475636,140231,445945
Minnesota,4194140,74369,96718,3787907,67166,3761511,86741,2381181,42.2,2358461,54.4,1625850,28.8,1621679,37.4,2127840,1798700,267600,0,194180,1644140,1949361,226,650758,778599,196434,59,650672,774644,196304,59,1429416,42.2,2358461,54.4,25.3,1425375,32.9,2381181,790172,85.9,705942,76.7,298876,369376,37666,24,1441771,156649,455696
Missouri,4715505,76832,98923,3536035,57614,3516023,73760,2118112,34.5,2101877,44.1,1431665,23.3,1429392,30,2476305,1963100,276100,0,116092,1417729,2001875,339,555019,759791,116804,51,554931,757715,116696,50,1314861,34.5,2101877,44.1,21.4,1312696,27.5,2118112,776956,73.2,645336,60.8,295128,326066,24121,21,1437393,135343,444006
Northern Mariana Islands,62910,110597,141791,36160,63570,35707,80479,20549,36.1,20172,45.5,15650,27.5,15574,35.1,42510,17800,2600,0,43,4870,31247,0,2117,13486,47,0,2117,13410,47,0,15603,36.1,20172,45.5,27.4,15527,35,20549,2368,24.5,2232,23.1,337,1856,39,0,4563,47187,650569
Mississippi,2246015,75467,98615,1467335,49303,1461739,64180,875596,29.4,871148,38.2,633227,21.3,632045,27.8,1095315,999700,151000,0,44549,713332,708596,858,300446,289241,43518,22,300408,288132,43483,22,589709,29.4,871148,38.2,19.8,588562,25.8,875596,343602,70.6,284151,58.4,151213,121041,11891,6,610645,125468,461485
Montana,899445,84156,107053,691035,64657,685298,81565,411620,38.5,407162,48.5,298912,28,297664,35.4,431145,407200,61100,0,21443,334064,335354,174,140999,136816,21044,53,140955,135626,21030,53,277868,38.5,407162,48.5,26,276634,32.9,411620,157749,76.4,136621,66.2,66423,65126,5042,30,288043,139531,435700
North Carolina,8309510,79228,101492,6300491,60073,6244365,76268,3838153,36.6,3792825,46.3,2620314,25,2608990,31.9,4281810,3483800,543900,0,233938,2651452,3414772,329,1030800,1358977,230509,28,1030190,1349061,229711,28,2389805,36.6,3792825,46.3,22.8,2379279,29.1,3838153,1324309,75.6,1133809,64.7,535573,573327,24887,22,2480270,141641,474532
North Dakota,590480,77485,101476,527870,69269,523476,89961,289672,38,286675,49.3,226895,29.8,225835,38.8,289380,269500,31600,0,21641,233139,273090,0,97082,110751,19061,1,97026,109816,18992,1,207834,38,286675,49.3,27.3,206843,35.5,289672,96091,80.2,83200,69.4,41073,39377,2750,0,184585,154020,492703
Nebraska,1556360,80457,106722,1280204,66181,1270749,87137,789368,40.8,781002,53.6,536694,27.7,535502,36.7,789360,670400,96600,0,50708,551047,676222,2227,220705,264202,51158,629,220659,263081,51133,629,485536,40.8,781002,53.6,25.1,484369,33.2,789368,257992,82.6,228775,73.2,110248,114435,3622,470,488923,156476,498102
New Hampshire,1096375,80633,99268,1102415,81077,1094116,99064,793917,58.4,786568,71.2,388773,28.6,387916,35.1,535275,478300,82800,0,49973,478375,574040,27,172207,165495,51058,13,172063,164802,51038,13,337715,58.4,786568,71.2,24.8,336878,30.5,793917,288555,99.9,180948,71.3,81509,87493,11938,8,446278,175794,431875
New Jersey,7169475,80717,103253,6340637,71386,6291052,90602,4119225,46.4,4080173,58.8,2673898,30.1,2662681,38.3,3717675,3006500,445300,0,267373,2789490,3283299,475,1118285,1286058,269535,20,1118139,1275094,269429,19,2404363,46.4,4080173,58.8,27.1,2393252,34.5,4119225,1214968,82.3,958452,65,445096,451137,62208,11,2066026,140019,485890
New Mexico,1882565,89782,116137,1640167,78221,1623295,100142,1009080,48.1,996426,61.5,683924,32.6,677810,41.8,945165,813000,124400,0,45518,724873,867733,2043,277476,361181,44696,571,277347,355275,44617,571,639228,48.1,996426,61.5,30.5,633193,39.1,1009080,318214,84.3,247593,65.6,111916,122981,12346,350,548010,145127,498553
Nevada,2202110,71493,92234,1856362,60268,1844110,77240,1132924,36.8,1121830,47,751571,24.4,750519,31.4,1126710,928500,146900,0,70882,773090,1012390,0,297387,384126,70054,4,297356,383123,70036,4,681517,36.8,1121830,47,22.1,680483,28.5,1132924,372279,75.1,309125,62.3,146950,147733,14439,3,685315,138176,443999
New York State,16098245,82752,104363,13676604,70304,13581637,88048,8397791,43.2,8317672,53.9,5645106,29,5629945,36.5,8346195,6799900,952150,0,563228,5974145,7136862,2369,2335111,2751628,557896,471,2334751,2737101,557625,468,5087210,43.2,8317672,53.9,26.2,5072320,32.9,8397791,2474316,75.1,2057039,62.4,990966,952060,113740,273,4431949,134459,488396
Ohio,9214895,78833,101139,7417360,63455,7361811,80801,4432951,37.9,4383774,48.1,3125853,26.7,3120567,34.3,4804995,3875400,534500,0,282867,3256888,3871142,6463,1314960,1535567,273462,1864,1314877,1530466,273366,1858,2852391,37.9,4383774,48.1,24.4,2847201,31.2,4432951,1581539,77.3,1404110,68.6,646243,699013,57706,1148,2969394,145109,450315
Oklahoma,3385565,85560,112674,2500302,63187,2477303,82447,1469723,37.1,1453847,48.4,1048420,26.5,1041855,34.7,1690065,1502800,192700,0,67994,1153040,1279234,34,458508,522602,67290,20,458408,516172,67255,20,981130,37.1,1453847,48.4,24.8,974600,32.4,1469723,500505,78.8,409355,64.5,213780,183311,12259,5,907090,142819,533049
Oregon,3219255,76327,96063,2628195,62313,2609802,77877,1657107,39.3,1641964,49,1067255,25.3,1063648,31.7,1585155,1407500,226600,0,90514,1175651,1360623,1407,461314,516112,89586,243,461026,513057,89323,242,977669,39.3,1641964,49,23.2,974325,29.1,1657107,595930,77.8,498542,65.1,221572,245333,31513,124,1055925,137835,420224
Pennsylvania,10649235,83184,104739,8591616,67112,8550618,84099,5559900,43.4,5525778,54.3,3386346,26.5,3378502,33.2,5283135,4516600,849500,0,323967,3706852,4560576,221,1331132,1725554,329481,179,1330810,1718173,329341,178,3056865,43.4,5525778,54.3,23.9,3049161,30,5559900,2083780,87.1,1431593,59.8,657577,728769,45135,112,3476783,145268,444949
Puerto Rico,2704620,84686,103192,1575468,49331,1571163,59946,1010316,31.6,1006030,38.4,631793,19.8,631496,24.1,1348620,1169600,186400,0,52689,627855,894655,269,230532,348513,52736,12,230504,348301,52679,12,579057,31.6,1006030,38.4,18.1,578817,22.1,1010316,371347,68.4,283277,52.2,131245,142888,9141,3,641951,118239,498154
Rhode Island,895785,84559,104787,787717,74358,784025,91713,483265,45.6,480093,56.2,338292,31.9,337766,39.5,456885,385200,53700,0,37617,344395,405681,24,139328,161540,37421,3,139323,161033,37407,3,300871,45.6,480093,56.2,28.4,300359,35.1,483265,166756,89.2,149480,79.9,69948,74746,4784,2,311995,166801,478912
Republic of Palau,24600,137376,176129,16544,92388,16544,118451,8928,49.9,8928,63.9,7970,44.5,7970,57.1,0,20800,3800,0,197,16346,1,0,7758,15,197,0,7758,15,197,0,7773,49.9,8928,63.9,43.4,7773,55.7,8928,1477,48.5,1440,47.3,1341,8,91,0,2785,91491,808147
South Carolina,3914045,76020,96942,2947704,57251,2928970,72544,1781370,34.6,1765365,43.7,1217389,23.6,1214699,30.1,2049645,1607400,257000,0,96163,1163465,1687021,1055,436245,687291,93646,207,436102,684942,93448,207,1123743,34.6,1765365,43.7,21.8,1121251,27.8,1781370,736880,78.6,606065,64.7,252012,336156,17756,141,1329409,141876,417711
South Dakota,802795,90746,120258,638869,72216,633774,94939,381363,43.1,377324,56.5,277664,31.4,276588,41.4,378495,371000,53300,0,18034,296539,324283,13,126265,133297,18096,6,126243,132250,18089,6,259568,43.1,377324,56.5,29.3,258499,38.7,381363,132917,87.5,119935,79,61995,55391,2546,3,247604,163036,528603
Tennessee,5103860,74736,95953,3583674,52476,3564021,67004,2194500,32.1,2177725,40.9,1405338,20.6,1402654,26.4,2595060,2182300,326500,0,106512,1594260,1878305,4597,605536,694485,103988,1329,605442,692012,103873,1327,1301350,32.1,2177725,40.9,19.1,1298781,24.4,2194500,819089,71.6,656157,57.4,336827,299638,18835,857,1493819,130648,446378
Texas,21453555,73988,99340,16745114,57750,16572785,76740,10245431,35.3,10137510,46.9,6561710,22.6,6492592,30.1,10902255,8967300,1584000,0,629583,7395025,8719810,696,2723369,3220850,616939,552,2694682,3186923,610440,546,5946152,35.3,10137510,46.9,20.5,5883518,27.2,10245431,2797003,74.9,2219827,59.4,921316,1089614,208710,187,5079521,136026,574511
Utah,2166920,67590,95259,1918236,59833,1893543,83241,1163178,36.3,1142621,50.2,643457,20.1,639824,28.1,1071720,957400,137800,0,82422,833805,1002009,0,253174,310875,79408,0,253088,307410,79326,0,564049,36.3,1142621,50.2,17.6,560498,24.6,1163178,301102,82.3,196280,53.6,84597,101515,10168,0,557868,152476,592262
Virginia,6777945,79409,101547,5740358,67253,5691153,85265,3620627,42.4,3580209,53.6,2301433,27,2292035,34.3,3449745,2913600,414600,0,212691,2436867,3089341,1459,933453,1155849,211691,440,932808,1147705,211082,440,2089742,42.4,3580209,53.6,24.5,2080953,31.2,3620627,1101955,81.1,902065,66.4,431552,423225,46994,294,1964558,144569,498780
Veterans Health,5960085,N/A,N/A,4678031,N/A,4677650,N/A,2609858,N/A,2609560,N/A,2180964,N/A,2180867,N/A,2621385,2818500,520200,0,114833,2445097,2118099,2,1098397,967798,114768,1,1098376,967737,114753,1,2066196,N/A,2609560,N/A,0,2066114,0,2609858,1412980,0,1285615,0,717392,528634,39588,1,2659501,0,0
Virgin Islands,63440,60604,77697,56324,53806,55802,68343,31386,30,31087,38.1,22830,21.8,22658,27.8,41340,21400,700,0,298,18935,37091,0,7874,14644,312,0,7869,14477,312,0,22518,30,31087,38.1,21.5,22346,27.4,31386,10674,60,8362,47,3563,4668,131,0,19032,106945,356485
Vermont,570360,91405,111839,482794,77372,480891,94295,298921,47.9,297476,58.3,197369,31.6,196928,38.6,278460,251700,40200,0,23330,216353,242596,515,80005,94180,23007,177,79992,93769,22990,177,174362,47.9,297476,58.3,27.9,173938,34.1,298921,117060,93.6,96527,77.2,45550,50310,549,118,218462,174715,456146
Washington,5999170,78782,100795,5050192,66320,5019385,84333,3111691,40.9,3087077,51.9,2093198,27.5,2087172,35.1,2996370,2609200,393600,0,191824,2170644,2684466,3258,840115,1060465,191881,737,840004,1054644,191787,737,1901317,40.9,3087077,51.9,25,1895385,31.8,3111691,1011957,83.7,893793,73.9,407273,449373,36639,508,1886986,155985,495913
Wisconsin,4542495,78017,99707,4128223,70902,4091632,89811,2489178,42.8,2459573,54,1714948,29.5,1709536,37.5,2215395,2043800,283300,0,169344,1781858,2176585,436,691903,859726,163127,192,691820,854482,163043,191,1551821,42.8,2459573,54,26.7,1546493,33.9,2489178,865599,85.1,783536,77,383635,383602,16218,81,1672114,164377,446550
West Virginia,1522165,84935,106253,1084664,60523,1074647,75015,619294,34.6,611543,42.7,477023,26.6,474987,33.2,703365,723300,95500,0,19004,523362,542298,0,220420,236718,19833,52,220327,234800,19808,52,457190,34.6,611543,42.7,25.5,455179,31.8,619294,255037,69.5,224184,61.1,114861,106025,3264,34,477657,130148,414746
Wyoming,468615,80969,105301,323956,55974,322347,72433,186518,32.2,185276,41.6,139851,24.2,139550,31.4,213915,223300,31400,0,11165,157074,155542,175,63628,65714,10483,26,63623,65422,10479,26,129368,32.2,185276,41.6,22.4,129071,29,186518,71271,71.9,63350,63.9,32783,28861,1693,13,133245,134348,472494
