COVID-19 Vaccinations in the United States
Date generated: Thu Apr 29 2021 15:13:28 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Hawaii,1437480,101526,128806,1195009,84401,1182815,105987,729041,51.5,718067,64.3,490217,34.6,488373,43.8,772980,594500,70000,0,20315,418126,662808,93760,170363,281032,20755,18067,170230,279410,20683,18050,469462,51.5,718067,64.3,33.2,467690,41.9,729041,228197,85,182862,68.1,74266,102714,4473,1409,405252,150961,535478
Iowa,2744445,86985,113022,2319689,73523,2299983,94719,1372631,43.5,1356704,55.9,1025468,32.5,1021784,42.1,1374945,1207100,162400,0,90134,1073970,1155463,122,466204,470323,88893,48,466149,466735,88852,48,936575,43.5,1356704,55.9,29.7,932932,38.4,1372631,469386,84.9,429155,77.6,231008,190794,7317,36,895591,161965,496324
Idaho,1405215,78633,104956,1058965,59257,1058925,79091,600385,33.6,600287,44.8,470312,26.3,470278,35.1,720915,601200,83100,0,30437,472514,555533,481,200774,239070,30324,144,200771,239049,30314,144,439988,33.6,600287,44.8,24.6,439964,32.9,600385,221017,76,200988,69.1,94073,100261,6590,64,420637,144713,483440
Indian Health Svc,1682815,80795,N/A,1228892,59002,1201657,N/A,709662,34.1,692654,N/A,531022,25.5,520836,N/A,705315,904500,73000,0,19414,689695,519783,0,287344,224412,19266,0,287185,214415,19236,0,511756,34.1,692654,N/A,24.6,501600,0,709662,144169,0,114122,0,65631,46457,2034,0,259239,0,0
Illinois,11699875,92330,118733,9227089,72816,9121549,92567,5788236,45.7,5697060,57.8,3728480,29.4,3709712,37.6,6030375,4960200,709300,0,305594,3959176,4957475,4844,1519655,1901022,306185,1618,1518391,1884764,304944,1613,3422295,45.7,5697060,57.8,27,3404768,34.6,5788236,1705934,83.5,1316188,64.4,615583,653602,46006,997,2977981,145749,572616
Indiana,5431110,80673,105168,4041591,60034,4012603,77700,2389840,35.5,2366020,45.8,1735367,25.8,1732374,33.5,2854410,2239000,337700,0,130242,1708473,2195170,7706,700945,903014,128870,2538,700888,900149,128800,2537,1606497,35.5,2366020,45.8,23.9,1603574,31.1,2389840,845491,77.9,772390,71.1,388282,366971,15470,1667,1626870,149839,500221
Kansas,2677465,91904,120985,1980455,67979,1963089,88705,1228189,42.2,1213402,54.8,890014,30.5,884773,40,1323465,1210900,143100,0,57126,918956,1003850,523,397298,434975,57587,154,397238,429829,57552,154,832427,42.2,1213402,54.8,28.6,827221,37.4,1228189,416615,87.6,342759,72.1,167485,164637,10551,86,729622,153447,563100
Kentucky,3871875,86664,111749,3084915,69050,3060436,88329,1814329,40.6,1796027,51.8,1383438,31,1377706,39.8,1997775,1652000,222100,0,106644,1392305,1585665,301,593220,686008,103979,231,593145,680406,103925,230,1279459,40.6,1796027,51.8,28.6,1273781,36.8,1814329,601711,80.2,514634,68.6,233147,256297,25047,143,1075590,143304,515862
Louisiana,3633820,78167,102040,2686441,57788,2669918,74973,1491946,32.1,1480978,41.6,1221651,26.3,1216250,34.2,1840020,1571200,222600,0,91065,1245884,1348519,973,529025,604786,87354,486,528931,599550,87284,485,1134297,32.1,1480978,41.6,24.4,1128966,31.7,1491946,550512,74.3,503336,67.9,237439,249945,15855,97,1060649,143133,490380
Massachusetts,7048920,102269,127244,6000594,87060,5930274,107050,3770163,54.7,3712267,67,2418822,35.1,2405672,43.4,3696420,2976000,376500,0,211317,2588346,3200840,91,1003919,1203002,211885,16,1003279,1191088,211289,16,2206937,54.7,3712267,67,32,2194383,39.6,3770163,1062151,90.8,895456,76.6,410952,431310,53184,10,1903787,162810,602816
Maryland,5750030,95110,122056,4672656,77289,4618690,98041,2874422,47.5,2829971,60.1,1987755,32.9,1978978,42,3040830,2397500,311700,0,185719,2007798,2476168,2971,812981,994079,179839,856,812880,985497,179747,854,1807916,47.5,2829971,60.1,29.9,1799231,38.2,2874422,805006,83.9,703419,73.3,346092,318264,38692,371,1456134,151776,599339
Maine,1336750,99445,122036,1150672,85602,1142544,104307,719284,53.5,711541,65,510245,38,509823,46.5,657150,599400,80200,0,70304,511342,568894,132,207805,232156,70248,36,207778,231793,70221,31,439997,53.5,711541,65,32.7,439602,40.1,719284,257076,90.1,235573,82.6,107086,111112,17362,13,472943,165791,468599
Marshall Islands,51300,87823,112594,26072,44634,26024,57118,14363,24.6,14324,31.4,11714,20.1,11703,25.7,0,40500,10800,0,35,26037,0,0,11671,4,39,0,11660,4,39,0,11675,24.6,14324,31.4,20,11664,25.6,14363,909,9.2,758,7.6,755,0,3,0,1664,16757,516616
Michigan,9281270,92935,118339,6948146,69573,6876797,87682,4187013,41.9,4127297,52.6,3072860,30.8,3059958,39,4813770,3946600,520900,0,228181,3036748,3681964,1253,1305319,1534604,232433,504,1305114,1522027,232315,502,2840427,41.9,4127297,52.6,28.4,2827643,36.1,4187013,1391496,78.8,1240648,70.3,627563,567804,44936,345,2559752,144995,525732
Minnesota,4909860,87060,113222,4248287,75329,4202162,96903,2600299,46.1,2562131,59.1,1866380,33.1,1857950,42.8,2567760,2074200,267900,0,194734,1815462,2237856,235,753728,915682,196910,60,753600,907509,196781,60,1669470,46.1,2562131,59.1,29.6,1661169,38.3,2600299,800993,87,725616,78.8,307897,379961,37733,25,1472721,160012,533459
Missouri,5168575,84214,108428,3906752,63655,3877409,81341,2283985,37.2,2261358,47.4,1629572,26.6,1625061,34.1,2734875,2157500,276200,0,119714,1547902,2238792,344,629172,880053,120292,55,629062,875763,120182,54,1509280,37.2,2261358,47.4,24.6,1504879,31.6,2283985,800183,75.3,677041,63.7,308918,343568,24532,23,1492004,140485,486666
Northern Mariana Islands,62910,110597,141791,39293,69078,38562,86914,21792,38.3,21281,48,17545,30.8,17325,39,42510,17800,2600,0,43,5106,34144,0,2246,15252,47,0,2246,15032,47,0,17498,38.3,21281,48,30.8,17278,38.9,21792,2416,25,2264,23.4,345,1880,39,0,4643,48014,650569
Mississippi,2391815,80366,105016,1564991,52584,1557274,68374,914846,30.7,909397,39.9,691913,23.2,689589,30.3,1177215,1063400,151200,0,44972,755735,763424,860,327375,320546,43967,25,327311,318323,43930,25,647946,30.7,909397,39.9,21.8,645659,28.3,914846,350219,72,295645,60.7,157858,125774,12004,9,628632,129164,491442
Montana,975905,91310,116153,741564,69384,734176,87382,429556,40.2,424375,50.5,331209,31,329050,39.2,475605,439200,61100,0,21903,354786,364687,188,154387,155284,21481,57,154335,153191,21467,57,309728,40.2,424375,50.5,29,307583,36.6,429556,159959,77.5,141666,68.6,68900,67588,5145,33,295336,143064,472737
North Carolina,9462050,90217,115569,6829082,65113,6754464,82499,4062728,38.7,4005377,48.9,2923242,27.9,2905532,35.5,5009550,3906900,545600,0,234793,2864365,3729595,329,1163305,1528509,231396,32,1162418,1512489,230593,32,2691846,38.7,4005377,48.9,25.7,2674939,32.7,4062728,1342707,76.7,1160649,66.3,549473,586187,24966,23,2525485,144223,540351
North Dakota,631580,82878,108539,554274,72733,548827,94318,296538,38.9,293201,50.4,244760,32.1,243072,41.8,312780,287200,31600,0,21701,244371,288202,0,104237,121405,19117,1,104164,119860,19047,1,225643,38.9,293201,50.4,29.6,224025,38.5,296538,96826,80.8,84574,70.6,41874,39946,2754,0,186746,155823,526997
Nebraska,1753610,90654,120247,1399434,72344,1386075,95045,829507,42.9,818155,56.1,616624,31.9,614494,42.1,935610,721300,96700,0,51991,595595,749459,2389,251236,312613,52099,676,251180,310570,52069,675,564525,42.9,818155,56.1,29.2,562425,38.6,829507,261326,83.6,235687,75.4,114655,116828,3704,500,499769,159948,561231
New Hampshire,1264745,93016,114513,1134878,83465,1125352,101892,813444,59.8,805021,72.9,402306,29.6,401355,36.3,630045,551900,82800,0,50288,490541,594022,27,179002,171902,51389,13,178856,171119,51367,13,350917,59.8,805021,72.9,25.8,349988,31.7,813444,289924,99.9,183188,72.2,82549,88625,12006,8,449607,177105,498198
New Jersey,8296605,93407,119485,7133352,80311,7052357,101566,4508353,50.8,4444607,64,3099737,34.9,3081644,44.4,4348305,3502300,446000,0,270719,3109058,3753100,475,1265180,1561620,272912,25,1265007,1543811,272804,22,2826825,50.8,4444607,64,31.8,2808840,40.5,4508353,1252846,84.9,1032788,70,483760,486014,63001,13,2176317,147493,562278
New Mexico,2037745,97182,125710,1759830,83928,1735740,107079,1055793,50.4,1036525,63.9,755789,36,749051,46.2,1043445,869900,124400,0,45879,786894,924875,2182,314616,395500,45069,604,314452,389006,44989,604,710720,50.4,1036525,63.9,33.9,704062,43.4,1055793,324231,85.9,265414,70.3,121543,131101,12402,368,572074,151500,539648
Nevada,2496000,81035,104544,2005102,65097,1989478,83328,1201880,39,1188335,49.8,828359,26.9,826422,34.6,1298700,1050400,146900,0,71117,849557,1084428,0,337129,420918,70307,5,337092,419036,70289,5,758052,39,1188335,49.8,24.6,756133,31.7,1201880,378326,76.3,319430,64.4,153034,151900,14492,4,701732,141486,503254
New York State,18194675,93529,117954,15161999,77939,15029353,97433,9065115,46.6,8953632,58,6435452,33.1,6413946,41.6,9520875,7719500,954300,0,584832,6555633,8018743,2791,2658386,3205583,570923,560,2657963,3184794,570634,555,5864529,46.6,8953632,58,30.1,5843312,37.9,9065115,2546266,77.2,2162245,65.6,1049802,996046,116084,313,4614688,140003,551998
Ohio,10340475,88463,113493,8184384,70017,8099371,88896,4664034,39.9,4601892,50.5,3644587,31.2,3623247,39.8,5453175,4352500,534800,0,289796,3527960,4359318,7310,1494926,1867625,279871,2165,1494802,1846523,279766,2156,3364716,39.9,4601892,50.5,28.8,3343481,36.7,4664034,1608116,78.6,1456158,71.2,669513,726916,58452,1277,3051389,149116,505321
Oklahoma,3719965,94010,123804,2649839,66966,2622182,87268,1513189,38.2,1495660,49.8,1150151,29.1,1140636,38,1900665,1626300,193000,0,68495,1230868,1350442,34,511033,571334,67763,21,510916,561973,67726,21,1082388,38.2,1495660,49.8,27.4,1072910,35.7,1513189,505342,79.6,421600,66.4,221409,187856,12329,6,924364,145539,585700
Oregon,3801565,90133,113440,2965257,70304,2936540,87627,1827620,43.3,1803850,53.8,1242716,29.5,1237253,36.9,1916265,1658600,226700,0,94918,1300859,1567927,1553,527202,621378,93869,267,526827,616568,93593,265,1148847,43.3,1803850,53.8,27.2,1143660,34.1,1827620,607547,79.3,539624,70.4,245639,261761,32082,142,1108296,144671,496236
Pennsylvania,12260615,95771,120588,9800202,76552,9727428,95673,6204777,48.5,6143042,60.4,3956547,30.9,3944540,38.8,6223815,5186600,850200,0,333707,4209454,5256791,250,1578544,2038554,339252,197,1578113,2027135,339097,195,3617295,48.5,6143042,60.4,28.3,3605443,35.5,6204777,2198092,91.8,1605823,67.1,748529,810420,46757,117,3766738,157383,512276
Puerto Rico,3088480,96706,117838,1815136,56835,1804074,68832,1151270,36,1140144,43.5,745420,23.3,744954,28.4,1556880,1345200,186400,0,64084,724364,1026415,273,270961,410323,64122,14,270919,409973,64048,14,681298,36,1140144,43.5,21.3,680906,26,1151270,386335,71.2,306859,56.5,142763,153635,10458,3,679065,125075,568856
Rhode Island,1094235,103292,128001,893081,84304,884456,103461,549164,51.8,541755,63.4,374665,35.4,373624,43.7,579735,460800,53700,0,37854,377337,477866,24,150900,186137,37623,5,150891,185119,37609,5,337042,51.8,541755,63.4,31.8,336015,39.3,549164,169762,90.8,153171,81.9,71178,77147,4844,2,318833,170457,585009
Republic of Palau,24600,137376,176129,19702,110024,19702,141061,12053,67.3,12053,86.3,8382,46.8,8382,60,0,20800,3800,0,565,19136,1,0,7802,15,565,0,7802,15,565,0,7817,67.3,12053,86.3,43.7,7817,56,12053,1549,50.9,1447,47.5,1343,8,96,0,2859,93922,808147
South Carolina,4443785,86309,110062,3182970,61821,3157414,78202,1860517,36.1,1841343,45.6,1369231,26.6,1362834,33.8,2332785,1853900,257100,0,97218,1272095,1812602,1055,501348,773002,94672,209,501098,767057,94470,209,1274559,36.1,1841343,45.6,24.8,1268364,31.4,1860517,746228,79.6,626514,66.9,261379,347051,17942,142,1359192,145054,474245
South Dakota,882185,99720,132151,685056,77437,678565,101649,392554,44.4,387765,58.1,312997,35.4,311277,46.6,421785,407100,53300,0,18137,315615,351291,13,140410,154373,18206,8,140379,152691,18199,8,294791,44.4,387765,58.1,33.3,293078,43.9,392554,134063,88.3,122406,80.6,63496,56349,2556,5,250979,165258,580878
Tennessee,5451530,79827,102489,3925360,57479,3897846,73280,2314380,33.9,2293295,43.1,1615795,23.7,1609663,30.3,2795130,2329100,327300,0,108011,1722084,2089840,5425,687237,821606,105366,1586,687108,815726,105245,1584,1510429,33.9,2293295,43.1,22.1,1504418,28.3,2314380,833449,72.9,687217,60.1,353209,313881,19123,1004,1542955,134945,476785
Texas,24993025,86195,115730,18395582,63442,18162853,84103,10915947,37.6,10774730,49.9,7512024,25.9,7414843,34.3,13079625,10327700,1585700,0,644393,8100738,9649750,701,3154486,3725773,631208,557,3113677,3677573,623042,550,6882479,37.6,10774730,49.9,23.7,6793442,31.5,10915947,2934207,78.6,2478968,66.4,1040980,1229505,208299,184,5281829,141444,669295
Utah,2477050,77264,108892,2093104,65288,2058044,90472,1243921,38.8,1216708,53.5,737028,23,729804,32.1,1234350,1104800,137900,0,84399,905466,1103239,0,291573,364162,81293,0,291469,357134,81201,0,655735,38.8,1216708,53.5,20.5,648603,28.5,1243921,305154,83.4,202747,55.4,88580,103868,10299,0,568753,155451,677026
Virginia,7927215,92873,118766,6457715,75657,6378499,95563,3945339,46.2,3881351,58.2,2690087,31.5,2674267,40.1,4211415,3301200,414600,0,215207,2717638,3523071,1799,1094715,1380716,214099,557,1093618,1366609,213485,555,2475988,46.2,3881351,58.2,29,2460782,36.9,3945339,1126592,82.9,953777,70.2,459505,446464,47453,355,2041883,150259,583353
Veterans Health,6235095,N/A,N/A,4873197,N/A,4872702,N/A,2662949,N/A,2662551,N/A,2323116,N/A,2323004,N/A,2730195,2984700,520200,0,114989,2552619,2205587,2,1178775,1029417,114923,1,1178753,1029343,114907,1,2208193,N/A,2662551,N/A,0,2208097,0,2662949,1427799,0,1320054,0,738955,541459,39639,1,2708737,0,0
Virgin Islands,66080,63126,80931,60939,58215,60333,73892,33088,31.6,32740,40.1,25542,24.4,25339,31,43680,21700,700,0,305,20287,40347,0,8810,16412,320,0,8801,16218,320,0,25222,31.6,32740,40.1,24.1,25019,30.6,33088,11084,62.3,9078,51,3848,5095,135,0,20162,113295,371319
Vermont,660990,105930,129610,549084,87996,545669,106997,335642,53.8,332987,65.3,226800,36.3,226032,44.3,324090,296500,40400,0,23750,244676,280136,522,91947,111269,23405,179,91931,110535,23387,179,203395,53.8,332987,65.3,32.6,202645,39.7,335642,118516,94.8,104179,83.3,50851,52649,560,119,227773,182162,528627
Washington,7048310,92560,118423,5668118,74435,5615288,94346,3447001,45.3,3404235,57.2,2371675,31.1,2361939,39.7,3642210,3012400,393700,0,194567,2434302,3035739,3510,968895,1207261,194670,849,968740,1197783,194567,849,2177005,45.3,3404235,57.2,28.6,2167372,36.4,3447001,1025075,84.7,924427,76.4,426047,460932,36873,575,1931180,159638,582638
Wisconsin,5186705,89081,113847,4533803,77868,4484312,98430,2624085,45.1,2586825,56.8,1977896,34,1967631,43.2,2675205,2228200,283300,0,170649,1947980,2414710,464,800401,1012937,164358,200,800269,1002891,164273,198,1813538,45.1,2586825,56.8,31.1,1803358,39.6,2624085,876378,86.2,807902,79.4,395838,395605,16376,83,1708631,167967,509879
West Virginia,1636815,91333,114256,1148401,64080,1134956,79225,635460,35.5,626537,43.7,525298,29.3,521091,36.4,791115,748000,97700,0,19060,552769,576572,0,244342,260969,19923,64,244233,256896,19898,64,505375,35.5,626537,43.7,28.2,501193,35,635460,257853,70.3,231292,63,119306,108668,3277,41,486873,132659,445985
Wyoming,477985,82588,107406,348883,60281,346676,77900,194680,33.6,193069,43.4,155665,26.9,155137,34.9,215085,231500,31400,0,11261,170017,167425,180,71912,73155,10568,30,71904,72639,10564,30,145097,33.6,193069,43.4,25.1,144573,32.5,194680,72243,72.8,65347,65.9,33989,29638,1707,13,136161,137288,481942
