COVID-19 Vaccinations in the United States
Date generated: Sat Apr 24 2021 15:14:42 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3540850,N/A,N/A,2678875,N/A,2663030,N/A,1676759,N/A,1663681,N/A,986252,N/A,983807,N/A,1897350,1474000,169500,0,62914,1196137,1419425,399,408662,517591,59999,0,408622,515202,59983,0,926253,N/A,1663681,N/A,0,923824,0,1676759,157920,0,106164,0,36864,66438,2862,0,269753,0,0
Delaware,893875,91796,116059,694722,71344,688482,89391,428683,44,424246,55.1,275559,28.3,274622,35.7,461175,382100,50600,0,29909,274096,390520,197,96776,149439,29258,86,96756,148545,29235,86,246301,44,424246,55.1,25.3,245387,31.9,428683,163331,86.5,133846,70.9,54210,72981,6600,55,298505,158018,473185
Florida,19210955,89446,111382,14062043,65473,13989815,81111,8496266,39.6,8431134,48.9,5578946,26,5572452,32.3,9818055,8049100,1343800,0,530928,6146078,7363337,21700,2286556,2759819,525485,7086,2285933,2754208,525225,7086,5053461,39.6,8431134,48.9,23.5,5047227,29.3,8496266,3723257,82.8,3020415,67.2,1508058,1380897,125769,5691,7021656,156129,427163
Federated States of Micronesia,63200,60979,78177,31220,30123,31203,38598,19340,18.7,19324,23.9,12032,11.6,12031,14.9,0,61600,1600,0,95,31125,0,0,11912,22,98,0,11911,22,98,0,11934,18.7,19324,23.9,11.5,11933,14.8,19340,1734,9.8,1223,6.9,1191,5,27,0,2904,16482,358704
Georgia,8700275,81943,107232,5828947,54900,5775089,71178,3565858,33.6,3521659,43.4,2263940,21.3,2254233,27.8,4493775,3708600,497900,0,139592,2651294,3037736,325,1025540,1101468,136713,219,1025392,1092116,136508,217,2127227,33.6,3521659,43.4,20,2117725,26.1,3565858,1139034,75.1,923021,60.8,523069,382113,17710,129,2124445,140047,573536
Guam,140740,84902,108848,120740,72837,118322,91510,72729,43.9,70829,54.8,48430,29.2,47915,37.1,76440,53200,11100,0,1207,47060,72473,0,19084,28134,1212,0,19081,27622,1212,0,47218,43.9,70829,54.8,28.5,46703,36.1,72729,13488,47.9,11385,40.4,4805,6481,99,0,24935,88482,499414
Hawaii,1362400,96223,122078,1118285,78982,1110239,99483,684126,48.3,676795,60.6,457517,32.3,456187,40.9,733200,559200,70000,0,19713,385885,618927,93760,156048,263252,20153,18064,155944,262112,20084,18047,437364,48.3,676795,60.6,30.9,436103,39.1,684126,222778,83,175592,65.4,70325,99451,4407,1409,392612,146253,507510
Iowa,2639305,83653,108693,2208348,69994,2191903,90268,1332458,42.2,1318643,54.3,955820,30.3,953258,39.3,1325805,1151100,162400,0,90060,1035011,1083155,122,441571,425380,88824,45,441527,422903,88783,45,866996,42.2,1318643,54.3,27.5,864475,35.6,1332458,466107,84.3,420637,76.1,226512,186790,7301,34,883518,159781,477310
Idaho,1373415,76853,102581,1017413,56932,1017375,75988,587763,32.9,587681,43.9,441364,24.7,441337,33,697515,592800,83100,0,29988,455912,531054,459,189388,221941,29897,138,189385,221927,29887,138,411467,32.9,587681,43.9,23,411450,30.7,587763,219683,75.6,198000,68.1,92532,98858,6550,60,416253,143205,472500
Indian Health Svc,1669825,80172,N/A,1195580,57402,1170142,N/A,698116,33.5,682096,N/A,509289,24.5,499908,N/A,697125,899700,73000,0,19312,668874,507394,0,272737,217389,19163,0,272584,208191,19133,0,490126,33.5,682096,N/A,23.5,480775,0,698116,143268,0,112144,0,64142,45974,2028,0,256347,0,0
Illinois,11157935,88053,113233,8741918,68987,8658837,87872,5551826,43.8,5478297,55.6,3475056,27.4,3461420,35.1,5735535,4713200,709200,0,303355,3783812,4650258,4493,1431828,1737748,303971,1509,1430783,1726374,302758,1505,3171085,43.8,5478297,55.6,25,3158662,32.1,5551826,1686943,82.6,1282944,62.8,598539,637667,45799,939,2925192,143165,546092
Indiana,5150080,76499,99726,3863663,57391,3840808,74373,2314154,34.4,2294807,44.4,1630002,24.2,1628569,31.5,2644980,2167800,337300,0,123938,1640663,2091944,7118,659342,845611,122702,2347,659291,844295,122637,2346,1507300,34.4,2294807,44.4,22.4,1505932,29.2,2314154,839022,77.3,760302,70,382450,361209,15075,1568,1607682,148072,474337
Kansas,2558035,87805,115588,1908417,65507,1893377,85555,1206150,41.4,1192452,53.9,833899,28.6,830456,37.5,1266135,1148800,143100,0,56750,882670,968495,502,371138,405368,57251,142,371088,402010,57216,142,776648,41.4,1192452,53.9,26.7,773240,34.9,1206150,414170,87.1,337601,71,164385,162631,10504,81,721908,151825,537982
Kentucky,3690745,82610,106521,2977151,66638,2955728,85307,1776472,39.8,1760027,50.8,1313783,29.4,1309294,37.8,1858545,1610700,221500,0,105966,1349828,1521078,279,567658,642571,103346,208,567590,638200,103297,207,1210437,39.8,1760027,50.8,27.1,1205997,34.8,1776472,597075,79.6,504085,67.2,227825,251226,24906,128,1060321,141270,491730
Louisiana,3587450,77169,100738,2597790,55881,2583519,72547,1465586,31.5,1455459,40.9,1161411,25,1157404,32.5,1815450,1549600,222400,0,89760,1193409,1313661,960,490948,583880,86109,474,490877,580014,86040,473,1075302,31.5,1455459,40.9,23.1,1071364,30.1,1465586,547150,73.8,494106,66.7,230674,247620,15719,93,1047817,141402,484122
Massachusetts,6623650,96099,119567,5563298,80715,5512495,99509,3548972,51.5,3506252,63.3,2201911,31.9,2193255,39.6,3461250,2786400,376000,0,210061,2421519,2931631,87,934337,1056791,210767,16,933887,1049179,210173,16,1991144,51.5,3506252,63.3,28.9,1983082,35.8,3548972,1052283,90,871122,74.5,399812,418249,53051,10,1869796,159903,566447
Maryland,5479380,90633,116311,4394132,72682,4351893,92377,2739764,45.3,2704173,57.4,1846977,30.6,1840875,39.1,2894580,2273200,311600,0,184513,1901715,2305126,2778,757652,909857,178683,785,757560,903941,178591,783,1668294,45.3,2704173,57.4,27.6,1662284,35.3,2739764,795524,82.9,686917,71.6,336662,311423,38483,349,1429820,149033,571128
Maine,1241960,92393,113383,1088047,80943,1081368,98722,689753,51.3,683381,62.4,476842,35.5,476485,43.5,613860,547900,80200,0,70222,481643,536063,119,193685,212957,70168,32,193659,212658,70141,27,406674,51.3,683381,62.4,30.3,406344,37.1,689753,255309,89.5,230945,81,104235,109369,17329,12,466580,163560,435371
Marshall Islands,51300,87823,112594,25394,43473,25350,55638,14073,24.1,14036,30.8,11320,19.4,11311,24.8,0,40500,10800,0,35,25359,0,0,11278,3,39,0,11269,3,39,0,11281,24.1,14036,30.8,19.3,11272,24.7,14073,897,9,745,7.5,742,0,3,0,1639,16506,516616
Michigan,8633580,86449,110081,6554194,65628,6497378,82844,4028963,40.3,3978302,50.7,2830069,28.3,2822775,36,4396080,3716800,520700,0,226785,2881199,3444966,1244,1212460,1386132,230987,490,1212285,1379132,230870,488,2599082,40.3,3978302,50.7,26,2591905,33,4028963,1374585,77.9,1213132,68.7,611902,556130,44765,335,2515512,142490,489044
Minnesota,4600770,81579,106095,4005624,71026,3971428,91582,2485545,44.1,2456595,56.6,1739383,30.8,1733646,40,2384070,1949100,267600,0,194522,1726906,2083964,232,702536,840050,196737,60,702426,834552,196608,60,1542646,44.1,2456595,56.6,27.4,1537038,35.4,2485545,795339,86.4,716382,77.8,303947,374713,37697,25,1457558,158364,499876
Missouri,5061805,82474,106188,3690346,60129,3666569,76918,2182594,35.6,2163383,45.4,1519831,24.8,1516939,31.8,2663505,2122200,276100,0,118576,1477511,2093917,342,590628,809864,119285,54,590526,807183,119177,53,1400546,35.6,2163383,45.4,22.8,1397762,29.3,2182594,783879,73.8,660356,62.2,301744,334277,24312,23,1459106,137387,476613
Northern Mariana Islands,62910,110597,141791,37552,66017,36990,83371,21301,37.4,20867,47,16290,28.6,16162,36.4,42510,17800,2600,0,43,4910,32599,0,2135,14108,47,0,2135,13980,47,0,16243,37.4,20867,47,28.6,16115,36.3,21301,2396,24.8,2242,23.2,339,1864,39,0,4601,47580,650569
Mississippi,2357695,79220,103518,1518877,51035,1512254,66398,897932,30.2,892936,39.2,662463,22.3,660792,29,1158495,1048200,151000,0,44875,735458,737684,860,314536,304058,43846,23,314481,302479,43809,23,618617,30.2,892936,39.2,20.8,616983,27.1,897932,347588,71.4,290400,59.7,154903,123521,11969,7,620823,127559,484432
Montana,939325,87888,111799,714287,66832,707900,84255,421707,39.5,416861,49.6,311968,29.2,310470,37,447525,430700,61100,0,21672,344006,348428,181,147429,143217,21267,55,147381,141781,21253,55,290701,39.5,416861,49.6,27.2,289217,34.4,421707,158968,77,138943,67.3,67752,66060,5099,32,291623,141265,455018
North Carolina,8941400,85253,109210,6569611,62639,6504555,79446,3940549,37.6,3889536,47.5,2784904,26.6,2770404,33.8,4605900,3791600,543900,0,234385,2754478,3580419,329,1101539,1452369,230965,31,1100815,1439395,230163,31,2553939,37.6,3889536,47.5,24.4,2540241,31,3940549,1332579,76.1,1148602,65.6,542904,580753,24923,22,2503390,142961,510618
North Dakota,624340,81928,107295,540817,70968,535940,92103,292833,38.4,289654,49.8,235778,30.9,234447,40.3,310440,282300,31600,0,21646,237998,281173,0,100367,116344,19066,1,100305,115143,18998,1,216712,38.4,289654,49.8,28.4,215449,37,292833,96446,80.5,83931,70,41457,39723,2751,0,185696,154947,520956
Nebraska,1660600,85845,113870,1339495,69246,1328441,91093,811583,42,801999,55,574166,29.7,572582,39.3,873600,690400,96600,0,51749,575229,710207,2310,236892,284753,51872,649,236840,283248,51845,649,522294,42,801999,55,27,520737,35.7,811583,259702,83.1,232586,74.4,112669,115770,3666,481,494772,158348,531463
New Hampshire,1187515,87336,107520,1120433,82402,1111307,100620,802260,59,794186,71.9,397718,29.3,396797,35.9,584415,520300,82800,0,50113,485735,584558,27,177114,169344,51247,13,176968,168591,51225,13,346471,59,794186,71.9,25.5,345572,31.3,802260,289136,99.9,182642,71.9,82283,88370,11981,8,448431,176642,467776
New Jersey,7823305,88079,112669,6720403,75662,6658151,95889,4310474,48.5,4261295,61.4,2873499,32.4,2859638,41.2,4079205,3298800,445300,0,269013,2954837,3496078,475,1195602,1406679,271195,23,1195443,1393087,271088,20,2602304,48.5,4261295,61.4,29.3,2588550,37.3,4310474,1234446,83.7,998782,67.7,467239,469008,62523,12,2124875,144007,530201
New Mexico,1969105,93909,121475,1699936,81072,1680186,103652,1030900,49.2,1015689,62.7,721522,34.4,715061,44.1,1006005,838700,124400,0,45741,754761,897315,2119,295699,380317,44920,586,295558,374076,44841,586,676602,49.2,1015689,62.7,32.3,670220,41.3,1030900,321274,85.1,256971,68.1,117123,127111,12376,361,560565,148452,521471
Nevada,2367120,76851,99146,1922250,62408,1908856,79952,1162079,37.7,1150092,48.2,786816,25.5,785516,32.9,1223820,996400,146900,0,71001,809766,1041483,0,317492,399150,70169,5,317456,397904,70151,5,716647,37.7,1150092,48.2,23.3,715365,30,1162079,374926,75.6,314138,63.3,150118,149549,14467,4,692996,139725,477269
New York State,17275725,88805,111996,14374751,73893,14263036,92465,8724403,44.8,8629983,55.9,5989190,30.8,5971754,38.7,8889075,7434500,952150,0,578791,6246390,7546987,2583,2476841,2946601,565224,524,2476460,2929832,564941,521,5423966,44.8,8629983,55.9,27.9,5406813,35.1,8724403,2510610,76.2,2109503,64,1020755,973840,114610,298,4526428,137325,524119
Ohio,9922715,84889,108908,7779237,66551,7711895,84643,4548910,38.9,4493371,49.3,3363933,28.8,3353425,36.8,5221515,4166700,534500,0,286395,3374172,4111781,6889,1392451,1692728,276739,2015,1392356,1682421,276641,2007,3087194,38.9,4493371,49.3,26.4,3076784,33.8,4548910,1594485,77.9,1430805,69.9,657039,714442,58098,1226,3011002,147142,484905
Oklahoma,3637775,91933,121068,2564987,64822,2540293,84543,1489601,37.6,1472995,49,1091114,27.6,1083603,36.1,1845675,1599400,192700,0,68283,1188152,1308518,34,481995,541535,67563,21,481885,534170,67527,21,1023551,37.6,1472995,49,25.9,1016076,33.8,1489601,502783,79.2,415042,65.3,217372,185367,12297,6,915157,144089,572759
Oregon,3503745,83072,104553,2770216,65680,2748074,82003,1729523,41,1711308,51.1,1141576,27.1,1137236,33.9,1745445,1531700,226600,0,93308,1227463,1447962,1483,488047,560971,92304,254,487725,557220,92038,253,1049272,41,1711308,51.1,24.9,1045198,31.2,1729523,601326,78.5,517256,67.5,232194,253094,31834,134,1079869,140960,457360
Pennsylvania,11575915,90423,113854,9239553,72173,9184159,90330,5912750,46.2,5865837,57.7,3684394,28.8,3674921,36.1,5755815,4970600,849500,0,328509,3967389,4943422,233,1458057,1892045,334106,186,1457677,1883100,333959,185,3350288,46.2,5865837,57.7,26.2,3340962,32.9,5912750,2153945,90,1534028,64.1,707946,780081,45886,115,3650223,152514,483668
Puerto Rico,2934840,91895,111976,1690128,52921,1683243,64222,1077545,33.7,1070643,40.8,688069,21.5,687691,26.2,1472640,1275800,186400,0,59868,669986,960003,271,248273,379874,59910,12,248242,379598,59839,12,628159,33.7,1070643,40.8,19.7,627852,24,1077545,378874,69.8,295666,54.5,137263,148616,9784,3,661174,121779,540558
Rhode Island,1026595,96907,120088,828821,78238,823350,96313,510243,48.2,505455,59.1,352039,33.2,351379,41.1,553995,418900,53700,0,37726,358632,432439,24,143162,171340,37534,3,143153,170703,37520,3,314505,48.2,505455,59.1,29.7,313859,36.7,510243,167842,89.7,150966,80.7,70365,75791,4808,2,314602,168195,548846
Republic of Palau,24600,137376,176129,17854,99704,17854,127830,10213,57,10213,73.1,7999,44.7,7999,57.3,0,20800,3800,0,197,17656,1,0,7787,15,197,0,7787,15,197,0,7802,57,10213,73.1,43.6,7802,55.9,10213,1509,49.6,1441,47.3,1342,8,91,0,2818,92576,808147
South Carolina,4239835,82347,105011,3021647,58687,3001251,74334,1809407,35.1,1792385,44.4,1263362,24.5,1259966,31.2,2233335,1749500,257000,0,96353,1197752,1726487,1055,455586,713736,93834,206,455419,710707,93634,206,1169528,35.1,1792385,44.4,22.7,1166332,28.9,1809407,740113,79,612589,65.4,254701,339962,17785,141,1339024,142902,452479
South Dakota,844705,95484,126537,660751,74690,655027,98123,386737,43.7,382288,57.3,294304,33.3,293014,43.9,405405,386000,53300,0,18098,305828,336812,13,133329,142804,18165,6,133299,141551,18158,6,276139,43.7,382288,57.3,31.2,274856,41.2,386737,133456,87.9,121241,79.8,62807,55880,2551,3,249320,164166,556199
Tennessee,5305300,77686,99740,3751807,54938,3728623,70098,2254548,33,2235721,42,1507366,22.1,1503261,28.3,2702700,2276100,326500,0,107369,1656070,1983358,5010,644039,757083,104789,1455,643930,753208,104670,1453,1402577,33,2235721,42,20.5,1398591,26.3,2254548,826402,72.3,672290,58.8,345038,307289,19032,931,1519341,132880,463996
Texas,23429775,80804,108491,17543688,60504,17347665,80328,10567699,36.4,10446920,48.4,7023472,24.2,6943200,32.2,12149475,9696300,1584000,0,636725,7740934,9165330,699,2931641,3467463,623813,555,2898135,3427833,616683,549,6401124,36.4,10446920,48.4,22.1,6327965,29.3,10567699,2840598,76.1,2317746,62.1,967442,1144263,205858,183,5184887,138848,627433
Utah,2342070,73054,102958,2005613,62559,1975152,86828,1205933,37.6,1181196,51.9,688267,21.5,683091,30,1171170,1033100,137800,0,84017,868581,1053015,0,270861,336471,80935,0,270769,331478,80844,0,607332,37.6,1181196,51.9,18.9,602247,26.5,1205933,303391,82.9,200022,54.7,86920,102841,10261,0,564077,154173,640134
Virginia,7362905,86262,110311,6082952,71266,6020071,90193,3778473,44.3,3727206,55.8,2483778,29.1,2471545,37,3845205,3103100,414600,0,213888,2566076,3301353,1635,1005522,1264898,212848,510,1004684,1254116,212236,509,2270930,44.3,3727206,55.8,26.6,2259309,33.8,3778473,1114211,82,929140,68.4,446007,435618,47185,330,2004354,147498,541826
Veterans Health,6205925,N/A,N/A,4772324,N/A,4771890,N/A,2636316,N/A,2635970,N/A,2248830,N/A,2248727,N/A,2729025,2956700,520200,0,114910,2497272,2160140,2,1137174,996812,114843,1,1137153,996746,114827,1,2133987,N/A,2635970,N/A,0,2133900,0,2636316,1420447,0,1303021,0,728465,534948,39607,1,2684373,0,0
Virgin Islands,65880,62935,80686,59058,56418,58482,71625,32362,30.9,32033,39.2,24456,23.4,24262,29.7,43680,21500,700,0,301,19561,39196,0,8313,15827,316,0,8306,15640,316,0,24140,30.9,32033,39.2,23.1,23946,29.3,32362,10928,61.4,8805,49.5,3704,4969,132,0,19730,110868,370196
Vermont,623570,99933,122272,506735,81209,504489,98923,310949,49.8,309282,60.6,209578,33.6,209008,41,305370,278000,40200,0,23693,226333,256191,518,85148,100903,23349,178,85135,100363,23332,178,186229,49.8,309282,60.6,29.8,185676,36.4,310949,117739,94.2,101049,80.8,48514,51860,557,118,223742,178938,498700
Washington,6515670,85565,109473,5316416,69816,5275706,88640,3264075,42.9,3231104,54.3,2205939,29,2198423,36.9,3323970,2798100,393600,0,192741,2286355,2833957,3363,896336,1115905,192915,783,896207,1108614,192819,783,2013024,42.9,3231104,54.3,26.4,2005604,33.7,3264075,1017681,84.1,907378,75,415442,454645,36756,535,1906420,157591,538608
Wisconsin,4836095,83060,106152,4328174,74336,4286157,94081,2553420,43.9,2520440,55.3,1845764,31.7,1838455,40.4,2449395,2103400,283300,0,169822,1866474,2291426,452,746744,935262,163563,195,746633,928150,163478,194,1682201,43.9,2520440,55.3,28.9,1674977,36.8,2553420,871126,85.6,797376,78.4,390720,390309,16264,83,1692634,166394,475412
West Virginia,1607885,89718,112237,1124465,62744,1112041,77625,628685,35.1,620207,43.3,507602,28.3,503923,35.2,768885,743500,95500,0,19028,540000,565437,0,234077,253598,19867,60,233977,250044,19842,60,487735,35.1,620207,43.3,27.2,484081,33.8,628685,256710,69.9,228680,62.3,117608,107764,3269,39,483454,131727,438103
Wyoming,473415,81798,106379,340781,58881,338761,76122,192173,33.2,190671,42.8,150279,26,149830,33.7,213915,228100,31400,0,11249,165080,164277,175,68485,71215,10553,26,68479,70776,10549,26,139726,33.2,190671,42.8,24.1,139281,31.3,192173,71944,72.5,64746,65.3,33602,29429,1702,13,135293,136413,477334
