COVID-19 Vaccinations in the United States
Date generated: Thu Apr 15 2021 15:14:45 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
North Dakota,561930,73738,96570,499005,65481,495299,85119,281652,37,279066,48,208612,27.4,207721,35.7,271830,258500,31600,0,21473,219985,257547,0,88054,101611,18947,0,88012,100830,18879,0,189665,37,279066,48,24.9,188842,32.5,281652,95401,79.6,81691,68.2,40103,38862,2726,0,182375,152176,468881
Nebraska,1470820,76035,100856,1208422,62470,1201386,82381,753296,38.9,747165,51.2,496992,25.7,496008,34,751920,622300,96600,0,47772,525306,633214,2130,204922,243346,48131,593,204883,242421,48111,593,448861,38.9,747165,51.2,23.2,447897,30.7,753296,255889,81.9,223648,71.6,106688,112995,3509,456,481575,154125,470726
New Hampshire,1039375,76441,94107,1008027,74135,1001996,90723,732717,53.9,727490,65.9,351794,25.9,351074,31.8,488475,468100,82800,0,47867,442914,517219,27,159606,143260,48919,9,159477,142690,48898,9,302875,53.9,727490,65.9,22.3,302176,27.4,732717,278547,99.9,171075,67.4,79601,79734,11735,5,426855,168143,409422
New Jersey,6636645,74719,95579,5874832,66142,5836006,84049,3862780,43.5,3832397,55.2,2445130,27.5,2436171,35.1,3379545,2811800,445300,0,262940,2604470,3006947,475,1019528,1160863,264722,17,1019404,1152133,264618,16,2180408,43.5,3832397,55.2,24.5,2171553,31.3,3862780,1187845,80.5,907404,61.5,416670,429274,61451,9,1989706,134846,449779
New Mexico,1791315,85430,110507,1530389,72986,1517778,93633,951067,45.4,942008,58.1,632216,30.2,626826,38.7,904215,762700,124400,0,44429,680740,803246,1974,253699,334364,43609,544,253588,329163,43531,544,588607,45.4,942008,58.1,28.1,583295,36,951067,311211,82.4,232785,61.6,104302,115977,12175,331,526055,139313,474387
Nevada,2142040,69543,89718,1709620,55504,1701067,71248,1060196,34.4,1052450,44.1,676261,22,675564,28.3,1078740,916400,146900,0,67548,717319,924753,0,265849,343648,66761,3,265822,342996,66743,3,609500,34.4,1052450,44.1,19.8,608821,25.5,1060196,366004,73.8,297242,59.9,139986,143262,13992,2,667297,134543,431887
New York State,15145335,77854,98185,12633362,64941,12566521,81467,7856472,40.4,7801406,50.6,5137853,26.4,5125810,33.2,7792785,6400700,951850,0,547506,5523032,6560708,2116,2093415,2501295,542710,433,2093096,2489833,542449,432,4595143,40.4,7801406,50.6,23.6,4583361,29.7,7856472,2421573,73.5,1963541,59.6,936786,914902,111599,254,4285810,130025,459486
Ohio,8774035,75062,96301,6847460,58580,6804290,74681,4223049,36.1,4183655,45.9,2770229,23.7,2767258,30.4,4503135,3736400,534500,0,270102,3035719,3535711,5928,1177494,1329428,261623,1684,1177426,1326620,261533,1679,2508606,36.1,4183655,45.9,21.5,2505725,27.5,4223049,1557800,76.1,1351670,66.1,620166,673775,56674,1055,2891335,141294,428771
Oklahoma,3277215,82821,109068,2356622,59556,2336791,77770,1417964,35.8,1403800,46.7,956879,24.2,951685,31.7,1590615,1493900,192700,0,63389,1078792,1214407,34,408410,485763,62686,20,408323,480686,62656,20,894193,35.8,1403800,46.7,22.6,889029,29.6,1417964,493358,77.7,394822,62.2,205440,177665,11712,5,885656,139444,515990
Oregon,3150545,74698,94013,2415448,57269,2402320,71686,1534466,36.4,1523828,45.5,970014,23,967221,28.9,1546545,1377400,226600,0,87034,1086716,1240350,1348,420772,462805,86203,234,420534,460491,85962,234,883811,36.4,1523828,45.5,21,881259,26.3,1534466,586850,76.6,463177,60.5,201139,230825,31092,121,1012098,132114,411255
Pennsylvania,10014035,78222,98492,7936989,61998,7906390,77762,5204337,40.7,5179365,50.9,3050358,23.8,3043919,29.9,4932135,4232400,849500,0,290788,3444406,4201595,200,1196470,1557362,296359,167,1196205,1551318,296230,166,2753999,40.7,5179365,50.9,21.5,2747689,27,5204337,2030553,84.8,1327820,55.5,603692,681190,42836,102,3321989,138800,418409
Puerto Rico,2539250,79508,96882,1391068,43557,1389309,53008,896839,28.1,895160,34.2,545761,17.1,545540,20.8,1253850,1099000,186400,0,38616,569271,782918,263,203613,303385,38755,8,203588,303217,38727,8,507006,28.1,895160,34.2,15.9,506813,19.3,896839,356180,65.6,259829,47.9,120707,131690,7431,1,604834,111402,467696
Rhode Island,833545,78684,97506,733129,69205,730692,85474,446220,42.1,444145,52,316219,29.8,315849,36.9,419445,360400,53700,0,32858,325555,374692,24,135156,148305,32755,3,135151,147952,32743,3,283464,42.1,444145,52,26.8,283106,33.1,446220,164650,88,147408,78.8,69420,73544,4442,2,308122,164731,445636
Republic of Palau,24600,137376,176129,16012,89418,16012,114642,8924,49.8,8924,63.9,7437,41.5,7437,53.2,0,20800,3800,0,197,15814,1,0,7226,14,197,0,7226,14,197,0,7240,49.8,8924,63.9,40.4,7240,51.8,8924,1477,48.5,1417,46.6,1318,8,91,0,2764,90802,808147
South Carolina,3646715,70828,90320,2734788,53116,2719848,67364,1702386,33.1,1689220,41.8,1085136,21.1,1083426,26.8,1887015,1502700,257000,0,92719,1070492,1570522,1055,382095,612455,90381,205,382004,611021,90196,205,994755,33.1,1689220,41.8,19.3,993230,24.6,1702386,727024,77.6,588317,62.8,244824,326133,17220,140,1302152,138967,389181
South Dakota,764525,86420,114526,603930,68267,599903,89865,367699,41.6,364387,54.6,255954,28.9,255235,38.2,353925,357300,53300,0,17775,282458,303684,13,117338,120794,17816,6,117318,120101,17810,6,238138,41.6,364387,54.6,26.9,237425,35.6,367699,131872,86.8,117703,77.5,60529,54653,2518,3,244567,161036,503404
Tennessee,4826180,70670,90733,3320761,48626,3305744,62148,2087718,30.6,2074455,39,1260041,18.5,1258372,23.7,2403180,2096500,326500,0,103934,1485243,1727447,4137,541331,615889,101625,1196,541268,614400,101510,1194,1158416,30.6,2074455,39,17,1156862,21.7,2087718,805954,70.5,628574,55,320777,288637,18389,771,1448345,126671,422093
Texas,20671965,71293,95721,15610120,53836,15472250,71644,9670695,33.4,9583212,44.4,6000263,20.7,5945983,27.5,10496265,8591700,1584000,0,596825,6931677,8080927,691,2479730,2935251,584735,547,2457298,2908698,579445,542,5416745,33.4,9583212,44.4,18.7,5367744,24.9,9670695,3205836,85.9,2695319,72.2,1113895,1318515,262663,246,4934670,132147,553581
Utah,2064210,64387,90744,1755776,54766,1737569,76384,1079644,33.7,1063876,46.8,563429,17.6,561466,24.7,986310,940100,137800,0,79372,773592,902812,0,228307,258647,76475,0,228231,256834,76401,0,486954,33.7,1063876,46.8,15.2,485065,21.3,1079644,296939,81.2,189465,51.8,81138,98399,9928,0,546756,149439,564189
Virginia,6431875,75354,96362,5268328,61722,5233502,78408,3405033,39.9,3375701,50.6,2044204,23.9,2038140,30.5,3296475,2720800,414600,0,206628,2264840,2795521,1339,833546,1004521,205733,404,833093,999487,205156,404,1838471,39.9,3375701,50.6,21.5,1832984,27.5,3405033,1085385,79.9,854867,62.9,403803,404275,46517,272,1899905,139811,473313
Veterans Health,5764865,N/A,N/A,4497264,N/A,4496993,N/A,2550370,N/A,2550171,N/A,2059214,N/A,2059128,N/A,2509065,2735600,520200,0,114295,2352292,2030675,2,1033867,911113,114233,1,1033846,911063,114218,1,1944981,N/A,2550171,N/A,0,1944910,0,2550370,1397716,0,1253320,0,696701,517186,39432,1,2612078,0,0
Virgin Islands,63340,60508,77575,52972,50604,52501,64300,29893,28.6,29623,36.3,21049,20.1,20900,25.6,41340,21300,700,0,297,18079,34596,0,7481,13258,310,0,7476,13114,310,0,20739,28.6,29623,36.3,19.8,20590,25.2,29893,10248,57.6,7718,43.4,3392,4196,130,0,17964,100944,355923
Vermont,538360,86277,105564,440821,70646,439324,86145,273837,43.9,272637,53.5,177298,28.4,176996,34.7,255060,243100,40200,0,19269,198636,222640,276,73018,85212,18983,85,73006,84933,18972,85,158315,43.9,272637,53.5,25.4,158024,31,273837,114960,91.9,91007,72.8,41865,48688,398,56,210632,168453,430554
Washington,5740920,75391,96456,4641399,60952,4620674,77634,2898988,38.1,2882400,48.4,1895244,24.9,1891117,31.8,2885220,2462100,393600,0,184897,1994447,2458938,3117,750543,959063,184961,677,750454,955112,184874,677,1710283,38.1,2882400,48.4,22.5,1706243,28.7,2898988,1000516,82.7,861063,71.2,387858,436783,35948,474,1842906,152341,474565
Wisconsin,4322845,74245,94886,3759176,64564,3734518,81972,2338649,40.2,2318021,50.9,1529318,26.3,1526050,33.5,2151045,1888500,283300,0,163656,1636397,1958706,417,619304,751548,158285,181,619237,748428,158205,180,1371033,40.2,2318021,50.9,23.5,1367845,30,2338649,855628,84.1,755814,74.3,368605,371312,15822,75,1624709,159717,424957
West Virginia,1441565,80438,100627,1036782,57851,1029085,71834,606808,33.9,600265,41.9,440408,24.6,439428,30.7,679965,666100,95500,0,18803,499158,518821,0,200507,220258,19601,42,200426,219384,19576,42,420807,33.9,600265,41.9,23.5,419852,29.3,606808,252909,68.9,217218,59.2,110226,103744,3222,26,469138,127827,392785
Wyoming,460205,79516,103411,317111,54792,315646,70928,183741,31.7,182588,41,135695,23.4,135443,30.4,210405,218400,31400,0,11101,154133,151704,173,62360,62907,10402,26,62355,62664,10398,26,125293,31.7,182588,41,21.6,125045,28.1,183741,70886,71.5,62769,63.3,32503,28573,1680,13,132394,133490,464015
