COVID-19 Vaccinations in the United States
Date generated: Tue Apr 13 2021 15:15:00 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Georgia,7197445,67789,88709,4668187,43967,4640183,57191,3062204,28.8,3035486,37.4,1595403,15,1593949,19.6,3629145,3144000,424300,0,102695,2224336,2340876,280,768855,725328,101040,180,768766,724129,100874,180,1494363,28.8,3035486,37.4,14.1,1493075,18.4,3062204,1089744,71.8,837528,55.2,477789,346146,13483,110,1984057,130792,474467
Guam,129900,78363,100465,100274,60491,98952,76530,64118,38.7,62826,48.6,36226,21.9,36198,28,74100,53200,2600,0,852,42479,56943,0,16818,18551,857,0,16816,18525,857,0,35369,38.7,62826,48.6,21.3,35341,27.3,64118,12940,45.9,10536,37.4,4534,5931,71,0,23573,83649,460949
Hawaii,1140130,80525,102162,853628,60290,850174,76180,518940,36.7,515610,46.2,356879,25.2,356122,31.9,615030,461100,64000,0,16850,301671,441347,93760,122724,198886,17226,18043,122660,198267,17169,18026,339653,36.7,515610,46.2,24,338953,30.4,518940,179553,66.9,139510,52,55666,78430,4005,1409,313208,116674,424712
Iowa,2240975,71028,92288,1927000,61076,1917440,78965,1202244,38.1,1194129,49.2,796722,25.3,795255,32.8,1069575,1013700,157700,0,78563,932126,916192,119,378606,340310,77771,35,378590,338894,77736,35,718951,38.1,1194129,49.2,22.8,717519,29.5,1202244,457083,82.7,394648,71.4,212027,176081,6514,26,848424,153435,405273
Idaho,1165795,65235,87073,920374,51502,920338,68740,553741,31,553678,41.4,379753,21.3,379730,28.4,573495,514100,78200,0,29672,417438,472875,389,164910,185272,29453,118,164907,185261,29444,118,350300,31,553678,41.4,19.6,350286,26.2,553741,216060,74.3,189863,65.3,88241,95061,6512,49,403520,138824,401072
Indian Health Svc,1623385,77942,N/A,1094904,52569,1074434,N/A,659239,31.7,645913,N/A,444728,21.4,437623,N/A,683085,878700,61600,0,16364,612548,465992,0,234502,194001,16225,0,234379,187044,16200,0,428503,31.7,645913,N/A,20.6,421423,0,659239,139834,0,106111,0,60170,44212,1729,0,247159,0,0
Illinois,9270385,73157,94078,7495849,59154,7455384,75659,4910956,38.8,4875667,49.5,2821990,22.3,2814861,28.6,4618185,3985300,666900,0,270790,3313329,3908006,3724,1194758,1355182,270799,1251,1194150,1349626,269836,1249,2551191,38.8,4875667,49.5,20.1,2545025,25.8,4910956,1630457,79.8,1149941,56.3,533571,573005,42576,789,2738110,134009,453712
Indiana,4286610,63673,83006,3412179,50684,3401175,65860,2092427,31.1,2082898,40.3,1404887,20.9,1404131,27.2,2082210,1891400,313000,0,117171,1464360,1825120,5528,570054,716905,116069,1859,570012,716249,116011,1859,1288818,31.1,2082898,40.3,19.1,1288120,24.9,2092427,821458,75.7,725118,66.8,367710,341692,14443,1273,1553756,143105,394809
Kansas,2141475,73506,96765,1652045,56707,1642507,74219,1097450,37.7,1088001,49.2,666644,22.9,665236,30.1,1022775,982000,136700,0,47608,792681,811472,284,313660,304485,48379,120,313626,303143,48347,120,618265,37.7,1088001,49.2,21.2,616889,27.9,1097450,403436,84.8,313996,66,153393,151418,9110,75,688139,144723,450375
Kentucky,3130125,70062,90341,2587355,57913,2575465,74332,1623199,36.3,1613640,46.6,1072660,24,1070897,30.9,1535625,1385500,209000,0,96927,1180245,1309957,226,463711,514296,94489,164,463672,512621,94441,163,978171,36.3,1613640,46.6,21.9,976456,28.2,1623199,578138,77,456945,60.9,203191,230315,23333,106,995096,132580,417036
Louisiana,3279090,70536,92079,2334618,50220,2325173,65292,1387740,29.9,1379748,38.7,978932,21.1,977568,27.5,1630590,1442800,205700,0,85261,1051294,1197121,942,389729,506928,81814,461,389686,505669,81753,460,897118,29.9,1379748,38.7,19.3,895815,25.2,1387740,537486,72.5,464978,62.7,210751,238968,15168,91,1008683,136121,442509
Massachusetts,5331330,77350,96239,4651716,67490,4624901,83486,3021548,43.8,2998657,54.1,1779448,25.8,1775215,32,2623530,2346300,361500,0,174700,2116034,2360914,68,783866,820608,174960,14,783641,817009,174551,14,1604488,43.8,2998657,54.1,23.3,1600664,28.9,3021548,1021353,87.3,794060,67.9,363097,381545,49408,10,1765600,150992,455930
Maryland,4475360,74026,94998,3582804,59262,3564942,75673,2326076,38.5,2311039,49.1,1436711,23.8,1434004,30.4,2232360,1936300,306700,0,152586,1606213,1821805,2200,607913,679227,148956,615,607852,676643,148894,615,1287755,38.5,2311039,49.1,21.3,1285110,27.3,2326076,766646,79.9,603407,62.9,288822,278653,35645,287,1318020,137380,466477
Maine,1037000,77146,94671,886525,65951,885149,80808,577303,42.9,576146,52.6,371821,27.7,371560,33.9,487500,475100,74400,0,54476,399625,432349,75,152966,164256,54577,22,152942,164035,54561,22,317244,42.9,576146,52.6,23.6,316999,28.9,577303,250254,87.7,205671,72.1,88282,100998,16382,9,437121,153233,363522
Marshall Islands,51300,87823,112594,23233,39774,23192,50902,13403,22.9,13368,29.3,9786,16.8,9778,21.5,0,40500,10800,0,3,23230,0,0,9778,2,6,0,9770,2,6,0,9780,22.9,13368,29.3,16.7,9772,21.4,13403,873,8.8,654,6.6,652,0,2,0,1528,15388,516616
Michigan,7025100,70343,89572,5585259,55926,5557965,70866,3542996,35.5,3516996,44.8,2305267,23.1,2303223,29.4,3467100,3075400,482600,0,199549,2491499,2892986,1225,975090,1126462,203258,457,974984,1124630,203152,457,2102009,35.5,3516996,44.8,21,2100071,26.8,3542996,1324819,75,1134756,64.3,564411,528805,41225,315,2391986,135493,397932
Minnesota,3777940,66989,87120,3496194,61993,3477689,80196,2219065,39.3,2203034,50.8,1468594,26,1465840,33.8,1870440,1652900,254600,0,170580,1537458,1787934,222,593191,702464,172884,55,593125,699883,172777,55,1295710,39.3,2203034,50.8,23,1293063,29.8,2219065,780775,84.8,687178,74.7,290396,360053,36707,22,1414478,153684,410475
Missouri,4246425,69189,89083,3196092,52075,3184597,66807,1931639,31.5,1922643,40.3,1263413,20.6,1261896,26.5,2167425,1824000,255000,0,94777,1299952,1801033,330,490052,677801,95511,49,489982,676426,95440,48,1167902,31.5,1922643,40.3,19,1166456,24.5,1931639,758214,71.4,607504,57.2,277542,308255,21685,22,1382899,130212,399838
Northern Mariana Islands,62910,110597,141791,32894,57828,32583,73438,18905,33.2,18613,42,14025,24.7,14006,31.6,42510,17800,2600,0,43,4359,28492,0,1928,12050,47,0,1928,12031,47,0,13978,33.2,18613,42,24.6,13959,31.5,18905,2310,23.9,2200,22.8,329,1832,39,0,4473,46256,650569
Mississippi,2074625,69708,91090,1363558,45816,1359542,59693,830197,27.9,826666,36.3,571808,19.2,571303,25.1,993525,943200,137900,0,40214,670415,652093,836,273112,259331,39346,19,273081,258885,39318,19,532462,27.9,826666,36.3,17.9,531985,23.4,830197,335555,68.9,270040,55.5,143301,115749,10985,5,589284,121079,426270
Montana,826055,77290,98318,639104,59798,634595,75530,390361,36.5,386750,46,266185,24.9,265311,31.6,387855,380800,57400,0,18699,313956,306296,153,127457,120287,18396,45,127423,119456,18387,45,247789,36.5,386750,46,23.2,246924,29.4,390361,155003,75.1,128931,62.5,62627,61619,4660,25,277939,134636,400149
North Carolina,7482530,71343,91391,5714763,54488,5677715,69347,3570420,34,3539101,43.2,2273894,21.7,2267714,27.7,3809130,3157100,516300,0,200540,2428921,3084973,329,889579,1186581,197707,27,889193,1181394,197100,27,2076187,34,3539101,43.2,19.8,2070614,25.3,3570420,1302533,74.4,1097362,62.7,516454,558386,22501,21,2423928,138424,427306
North Dakota,547170,71801,94033,496230,65117,492583,84652,280575,36.8,278019,47.8,206710,27.1,205841,35.4,262470,254600,30100,0,20946,219423,255861,0,87735,100496,18479,0,87693,99736,18412,0,188231,36.8,278019,47.8,24.7,187429,32.2,280575,95302,79.5,81508,68,40057,38773,2678,0,182138,151978,456565
Nebraska,1397550,72247,95832,1145421,59213,1140433,78201,719301,37.2,715088,49,461917,23.9,461078,31.6,703950,598600,95000,0,40722,507183,595434,2082,194020,226141,41176,580,193984,225350,41164,580,420741,37.2,715088,49,21.8,419914,28.8,719301,253871,81.2,218714,70,103386,111657,3222,449,474681,151918,447276
New Hampshire,1003555,73806,90864,978713,71979,973067,88104,711212,52.3,706317,64,339822,25,339160,30.7,469755,453300,80500,0,43951,437454,497281,27,158264,136468,45081,9,158136,135954,45061,9,294741,52.3,706317,64,21.7,294099,26.6,711212,275202,99.9,168183,66.2,79127,77733,11318,5,421140,165892,395312
New Jersey,6362455,71632,91630,5673369,63874,5638537,81205,3738568,42.1,3711419,53.5,2335482,26.3,2327373,33.5,3230955,2711500,420000,0,235734,2543104,2894056,475,982862,1115655,236947,18,982742,1107759,236855,17,2098535,42.1,3711419,53.5,23.6,2090518,30.1,3738568,1172729,79.5,882612,59.8,405081,420986,56535,10,1955187,132507,431196
New Mexico,1710565,81579,105526,1514221,72215,1501816,92648,942879,45,933905,57.6,621671,29.6,616415,38,874965,723800,111800,0,42180,671192,798904,1945,247879,331933,41326,533,247769,326865,41248,533,580345,45,933905,57.6,27.7,575167,35.5,942879,309690,82,230268,61,102605,115492,11847,324,522443,138357,453003
Nevada,2014340,65397,84370,1684035,54674,1675952,70196,1045774,34,1038435,43.5,662481,21.5,661844,27.7,1008540,869500,136300,0,64649,706985,912401,0,260568,338080,63830,3,260542,337486,63813,3,598651,34,1038435,43.5,19.4,598031,25,1045774,364528,73.5,293521,59.2,137547,142454,13518,2,662579,133592,406140
New York State,14459595,74329,93740,12242726,62933,12186400,79003,7630961,39.2,7585360,49.2,4931444,25.3,4920471,31.9,7416045,6174300,869250,0,501667,5407480,6331590,1989,2027350,2406391,497294,409,2027053,2395953,497057,408,4434150,39.2,7585360,49.2,22.8,4423414,28.7,7630961,2400613,72.8,1925302,58.4,919751,899665,105644,242,4231801,128386,438682
Ohio,8322065,71195,91340,6713753,57436,6673263,73243,4167028,35.6,4130099,45.3,2679834,22.9,2677049,29.4,4267965,3585300,468800,0,253657,2998781,3455567,5748,1156060,1276004,246144,1626,1155993,1273380,246055,1621,2433690,35.6,4130099,45.3,20.8,2430994,26.7,4167028,1551019,75.8,1337171,65.3,613864,667426,54856,1025,2871159,140308,406684
Oklahoma,3123625,78940,103957,2330078,58885,2311330,76923,1410306,35.6,1396547,46.5,937722,23.7,933187,31.1,1535625,1405300,182700,0,62269,1072804,1194971,34,405261,470865,61576,20,405176,466445,61546,20,876146,35.6,1396547,46.5,22.1,871641,29,1410306,492614,77.6,393186,61.9,205186,176476,11519,5,883425,139093,491807
Oregon,2927765,69416,87365,2356196,55864,2344138,69950,1496348,35.5,1486625,44.4,942416,22.3,939822,28,1424865,1290600,212300,0,81229,1072359,1201280,1328,414367,447280,80538,231,414131,445135,80325,231,861878,35.5,1486625,44.4,20.4,859497,25.6,1496348,583769,76.2,449142,58.6,196916,221747,30360,119,995700,129973,382175
Pennsylvania,9542955,74543,93859,7687290,60048,7660254,75342,5059892,39.5,5038087,49.6,2911810,22.7,2905871,28.6,4705155,4059800,778000,0,257219,3373186,4056697,188,1160957,1487949,262739,165,1160702,1482367,262638,164,2649071,39.5,5038087,49.6,20.7,2643233,26,5059892,2007130,83.9,1284104,53.7,586348,658605,39050,101,3258157,136133,398726
Puerto Rico,2426730,75985,92589,1348411,42221,1346918,51390,871637,27.3,870231,33.2,521776,16.3,521570,19.9,1200030,1078800,147900,0,33105,550558,764485,263,195292,293248,33228,8,195268,293091,33203,8,488548,27.3,870231,33.2,15.3,488367,18.6,871637,352097,64.9,248953,45.9,114377,127917,6658,1,590672,108794,446971
Rhode Island,803105,75810,93945,709383,66963,707247,82732,429419,40.5,427595,50,304112,28.7,303784,35.5,393705,357400,52000,0,27527,318382,363450,24,132670,144022,27417,3,132665,143706,27410,3,276695,40.5,427595,50,26.1,276374,32.3,429419,163649,87.5,145644,77.9,68399,73106,4137,2,305633,163400,429362
Republic of Palau,24600,137376,176129,14979,83649,14979,107246,8914,49.8,8914,63.8,6409,35.8,6409,45.9,0,20800,3800,0,197,14781,1,0,6198,14,197,0,6198,14,197,0,6212,49.8,8914,63.8,34.7,6212,44.5,8914,1477,48.5,1386,45.5,1287,8,91,0,2735,89849,808147
South Carolina,3494775,67877,86557,2694436,52332,2680337,66386,1681670,32.7,1669237,41.3,1059793,20.6,1058269,26.2,1802775,1447000,245000,0,87565,1055915,1549901,1055,373504,601019,85065,205,373421,599739,84904,205,974728,32.7,1669237,41.3,18.9,973365,24.1,1681670,724483,77.3,583515,62.3,242880,324016,16480,139,1295716,138280,372966
South Dakota,740285,83680,110894,597911,67587,594089,88994,364795,41.2,361652,54.2,252006,28.5,251317,37.6,339885,347800,52600,0,17084,280727,300087,13,116255,118645,17101,5,116236,117981,17095,5,234905,41.2,361652,54.2,26.6,234222,35.1,364795,131624,86.7,117291,77.2,60332,54508,2449,2,244047,160694,487443
Tennessee,4635700,67881,87152,3286379,48123,3272300,61520,2068289,30.3,2055848,38.7,1243190,18.2,1241619,23.3,2293200,2043900,298600,0,101757,1475078,1705484,4060,536726,606120,99168,1176,536665,604724,99056,1174,1144022,30.3,2055848,38.7,16.8,1142563,21.5,2068289,803920,70.3,626839,54.8,320314,287837,17927,761,1444299,126317,405434
Texas,19312495,66604,89426,15151731,52255,15024044,69568,9401590,32.4,9320430,43.2,5758786,19.9,5709073,26.4,9734595,8108300,1469600,0,535799,6757886,7857358,688,2394153,2839629,524460,544,2373485,2815116,519933,539,5235396,32.4,9320430,43.2,18.1,5190201,24,9401590,3116628,83.5,2586847,69.3,1075454,1275561,235587,244,4874438,130534,517175
Utah,1954460,60963,85919,1663511,51888,1648456,72467,1019919,31.8,1006967,44.3,516667,16.1,515013,22.6,945360,879900,129200,0,62883,743819,856809,0,213094,243210,60363,0,213020,241679,60314,0,456304,31.8,1006967,44.3,14.2,454699,20,1019919,293901,80.3,185313,50.6,79395,97066,8852,0,540225,147654,534192
Virginia,5965125,69886,89370,5124981,60043,5093423,76310,3329016,39,3302320,49.5,1960371,23,1955051,29.3,2998125,2586500,380500,0,189170,2220241,2714317,1253,810044,961389,188563,375,809628,956983,188065,375,1771808,39,3302320,49.5,20.8,1766986,26.5,3329016,1078569,79.4,838196,61.7,395095,397781,45065,255,1877477,138161,438965
Veterans Health,5511825,N/A,N/A,4452371,N/A,4452122,N/A,2534219,N/A,2534037,N/A,2025008,N/A,2024929,N/A,2413125,2652200,446500,0,108808,2333900,2009661,2,1020180,896076,108751,1,1020159,896031,108738,1,1916257,N/A,2534037,N/A,0,1916191,0,2534219,1393454,0,1244181,0,692258,514110,37812,1,2600289,0,0
Virgin Islands,62540,59744,76595,50551,48291,50111,61373,28609,27.3,28359,34.7,19954,19.1,19816,24.3,41340,20500,700,0,248,17742,32561,0,7273,12420,261,0,7268,12287,261,0,19693,27.3,28359,34.7,18.8,19555,23.9,28609,9878,55.5,7406,41.6,3333,3960,113,0,17299,97207,351427
Vermont,515960,82687,101172,427958,68584,426640,83658,264954,42.5,263870,51.7,169769,27.2,169531,33.2,243360,234100,38500,0,15704,195499,216479,276,71598,82678,15408,85,71586,82461,15399,85,154361,42.5,263870,51.7,24.7,154132,30.2,264954,114594,91.6,89075,71.2,40710,47999,310,56,208410,166676,412639
Washington,5514040,72411,92644,4526964,59449,4507953,75741,2830574,37.2,2815271,47.3,1831031,24,1827337,30.7,2775240,2380400,358400,0,165332,1959136,2399429,3067,734206,930744,165422,659,734119,927210,165349,659,1665609,37.2,2815271,47.3,21.9,1661988,27.9,2830574,996353,82.4,850194,70.3,383327,431727,34681,459,1828777,151173,455810
Wisconsin,3999985,68700,87799,3710175,63722,3687005,80929,2311782,39.7,2292314,50.3,1499965,25.8,1496919,32.9,1966185,1766900,266900,0,155350,1621589,1932823,413,611904,737759,150122,180,611838,734857,150046,178,1349843,39.7,2292314,50.3,23.2,1346873,29.6,2311782,853606,83.9,749855,73.7,365746,368888,15145,76,1617273,158986,393218
West Virginia,1386215,77349,96764,1025629,57229,1018323,71083,601709,33.6,595478,41.6,433539,24.2,432626,30.2,627315,665400,93500,0,18354,494126,513149,0,196802,217647,19050,40,196724,216836,19026,40,414489,33.6,595478,41.6,23.1,413600,28.9,601709,252063,68.7,214973,58.6,108606,103227,3115,25,466339,127064,377704
Wyoming,450525,77843,101236,310765,53695,309444,69534,180275,31.1,179227,40.3,131994,22.8,131772,29.6,205725,216200,28600,0,9938,151820,148835,172,61223,61464,9282,25,61218,61251,9278,25,122712,31.1,179227,40.3,21.2,122494,27.5,180275,70534,71.1,62130,62.6,32248,28288,1581,13,131498,132587,454254
