COVID-19 Vaccinations in the United States
Date generated: Sun May 09 2021 15:11:08 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3975510,N/A,N/A,3111927,N/A,3087124,N/A,1883480,N/A,1865218,N/A,1230854,N/A,1224645,N/A,2129010,1671500,175000,0,83495,1369692,1658341,399,500448,649826,80580,0,500398,643691,80556,0,1150274,N/A,1865218,N/A,0,1144089,0,1883480,165947,0,116287,0,40782,71974,3531,0,287308,0,0
Delaware,1057915,108642,137357,817708,83974,807189,104804,475946,48.9,469083,60.9,353410,36.3,350947,45.6,550095,450320,57500,0,35924,329475,452057,252,129831,188144,35317,118,129789,185748,35292,118,318093,48.9,469083,60.9,32.7,315655,41,475946,168138,89,142849,75.6,58199,77366,7208,76,311853,165084,560022
Florida,22007995,102469,127599,16251997,75669,16123864,93484,9402537,43.8,9308433,54,6893295,32.1,6860290,39.8,11395215,9088880,1523900,0,607117,7018400,8598978,27502,2798339,3486375,599623,8958,2797647,3454358,599330,8955,6293672,43.8,9308433,54,29.3,6260960,36.3,9402537,3835742,85.3,3189520,70.9,1600149,1444668,137817,6886,7306919,162472,489356
Federated States of Micronesia,63200,60979,78177,37135,35830,37113,45908,21833,21.1,21815,27,15771,15.2,15767,19.5,0,61600,1600,0,478,36657,0,0,15265,27,479,0,15261,27,479,0,15292,21.1,21815,27,14.8,15288,18.9,21833,1921,10.9,1555,8.8,1457,5,93,0,3366,19104,358704
Georgia,9921025,93441,122277,6740869,63489,6660726,82094,3849874,36.3,3795924,46.8,2890358,27.2,2864073,35.3,5157165,4215660,548200,0,153632,3030769,3555975,493,1274670,1464855,150552,281,1274404,1439053,150338,278,2739806,36.3,3795924,46.8,25.8,2713735,33.4,3849874,1169870,77.1,983263,64.8,553721,409860,19531,151,2224255,146626,654010
Guam,173470,104646,134162,140436,84718,136756,105767,80450,48.5,78106,60.4,60854,36.7,59521,46,98670,63700,11100,0,1653,55673,83110,0,22135,37059,1660,0,22130,35731,1660,0,59194,48.5,78106,60.4,35.7,57861,44.7,80450,13972,49.6,12090,42.9,5097,6865,128,0,26091,92584,615557
Hawaii,1565860,110593,140310,1376756,97237,1359855,121850,828377,58.5,813838,72.9,572466,40.4,569489,51,861900,630460,73500,0,25983,500591,756422,93760,203745,324426,26224,18071,203562,321729,26144,18054,546242,58.5,813838,72.9,38.6,543345,48.7,828377,254198,94.7,208374,77.6,86850,113618,6497,1409,456433,170027,583301
Iowa,2973685,94251,122463,2541332,80548,2512035,103451,1433535,45.4,1414060,58.2,1187977,37.7,1178436,48.5,1520025,1280260,173400,0,97741,1150204,1293265,122,524430,567473,96018,56,524351,558061,95968,56,1091959,45.4,1414060,58.2,34.6,1082468,44.6,1433535,475248,85.9,443839,80.3,239102,196464,8233,40,915897,165637,537782
Idaho,1490225,83390,111305,1132242,63358,1132200,84564,625950,35,625824,46.7,518882,29,518834,38.8,764205,634620,91400,0,32824,503623,595229,566,221482,264565,32666,169,221475,264534,32656,169,486216,35,625824,46.7,27.2,486178,36.3,625950,224359,77.2,206241,71,96825,102301,7042,73,429370,147717,512686
Indian Health Svc,1689455,81114,N/A,1287333,61807,1256459,N/A,730118,35.1,711388,N/A,569820,27.4,557720,N/A,707655,908100,73700,0,20412,722925,543996,0,309947,239621,20252,0,309767,227732,20221,0,549568,35.1,711388,N/A,26.4,537499,0,730118,146210,0,118514,0,68287,48079,2148,0,265588,0,0
Illinois,12855545,101450,130461,10036784,79206,9889269,100358,6144296,48.5,6027313,61.2,4214851,33.3,4178212,42.4,6780345,5292500,782700,0,329423,4242669,5458871,5821,1679205,2203820,329853,1973,1677289,2170491,328467,1965,3884998,48.5,6027313,61.2,30.7,3849745,39.1,6144296,1740930,85.2,1369422,67,637893,680353,49993,1183,3065311,150023,629177
Indiana,5727410,85075,110905,4463699,66304,4416628,85523,2538086,37.7,2505350,48.5,2005243,29.8,1994271,38.6,3013530,2343780,370100,0,142888,1845960,2465518,9333,795380,1065631,141180,3052,795296,1054826,141099,3050,1864063,37.7,2505350,48.5,27.7,1853172,35.9,2538086,858821,79.1,797256,73.4,399099,378935,17300,1922,1665870,153431,527511
Kansas,2826985,97037,127741,2129510,73096,2105964,95161,1270365,43.6,1253269,56.6,1004898,34.5,995409,45,1414725,1256560,155700,0,61624,973813,1093523,550,437417,505526,61782,173,437334,496158,61745,172,943116,43.6,1253269,56.6,32.4,933664,42.2,1270365,421774,88.7,352517,74.1,171721,169291,11408,97,744385,156552,594545
Kentucky,4092275,91597,118110,3284726,73522,3251421,93841,1884947,42.2,1863096,53.8,1517958,34,1506791,43.5,2077335,1774140,240800,0,113987,1475128,1695282,329,644950,761562,111172,274,644867,750535,111116,273,1406786,42.2,1863096,53.8,31.5,1395675,40.3,1884947,611601,81.5,533991,71.1,242666,264622,26536,167,1103906,147077,545227
Louisiana,3754030,80753,105416,2830772,60893,2810288,78915,1541563,33.2,1528904,42.9,1315113,28.3,1307472,36.7,1902030,1620100,231900,0,94059,1325443,1410272,998,584122,640265,90224,502,584004,632816,90152,500,1224889,33.2,1528904,42.9,26.3,1217320,34.2,1541563,556790,75.1,516645,69.7,245876,254460,16206,103,1080415,145801,506602
Massachusetts,8068900,117068,145656,6785409,98446,6675790,120508,4115668,59.7,4031927,72.8,2869733,41.6,2843076,51.3,4293120,3364480,411300,0,226815,2858199,3700287,108,1135181,1506844,227683,25,1134008,1482053,226990,25,2642050,59.7,4031927,72.8,38.3,2616086,47.2,4115668,1081790,92.5,930027,79.5,424649,449728,55638,12,1955647,167245,690044
Maryland,6647730,109958,141111,5171015,85532,5093455,108119,3077715,50.9,3020447,64.1,2296918,38,2277476,48.3,3555630,2698600,393500,0,201399,2175038,2791014,3564,915177,1185734,194955,1052,915045,1166529,194854,1048,2101963,50.9,3020447,64.1,34.8,2082622,44.2,3077715,823604,85.8,731985,76.3,358662,331748,41158,417,1501753,156531,692908
Maine,1520230,113095,138787,1276596,94970,1263018,115305,768149,57.1,757617,69.2,597051,44.4,593953,54.2,760110,664520,95600,0,80821,559501,636101,173,236034,280325,80634,58,236007,277289,80604,53,516417,57.1,757617,69.2,38.4,513349,46.9,768149,261216,91.6,242445,85,110542,113207,18681,15,482852,169264,532919
Marshall Islands,51300,87823,112594,28356,48544,28299,62111,15484,26.5,15442,33.9,12936,22.1,12921,28.4,0,40500,10800,0,95,28261,0,0,12834,4,98,0,12819,4,98,0,12838,26.5,15442,33.9,22,12823,28.1,15484,949,9.6,800,8.1,791,0,9,0,1740,17523,516616
Michigan,10065270,100785,128336,7612067,76221,7510353,95760,4414798,44.2,4344260,55.4,3532443,35.4,3499782,44.6,5253690,4213080,598500,0,245975,3257337,4107468,1287,1441786,1839515,250596,546,1441520,1807247,250471,544,3281847,44.2,4344260,55.4,32.9,3249311,41.4,4414798,1421480,80.5,1290339,73.1,649451,592054,48465,369,2636537,149345,570141
Minnesota,5348340,94835,123334,4675303,82901,4605993,106215,2772770,49.2,2720663,62.7,2131417,37.8,2113695,48.7,2850900,2208440,289000,0,204986,1961020,2509016,281,850437,1073715,207176,89,850276,1056288,207044,87,1924241,49.2,2720663,62.7,34.1,1906651,44,2772770,813002,88.3,743331,80.8,314823,389474,39009,25,1501850,163177,581100
Missouri,5508655,89755,115562,4215354,68683,4174001,87563,2380762,38.8,2353556,49.4,1842498,30,1830949,38.4,2950155,2267300,291200,0,127325,1659291,2428377,361,704009,1010527,127903,59,703862,999240,127790,57,1714595,38.8,2353556,49.4,27.9,1703159,35.7,2380762,814854,76.7,705600,66.4,322542,357167,25867,24,1534080,144447,518688
Northern Mariana Islands,72330,127158,163023,42758,75170,41810,94235,23135,40.7,22535,50.8,19677,34.6,19329,43.6,49530,20200,2600,0,48,5560,37150,0,2300,17325,52,0,2300,16977,52,0,19625,40.7,22535,50.8,34.5,19277,43.4,23135,2497,25.8,2318,24,348,1929,41,0,4776,49390,747983
Mississippi,2496365,83879,109607,1655408,55622,1645754,72259,951358,32,944967,41.5,747305,25.1,743947,32.7,1229865,1109500,157000,0,46475,793396,814670,867,348859,352953,45467,26,348765,349728,45428,26,701838,32,944967,41.5,23.6,698519,30.7,951358,356191,73.2,305570,62.8,162607,130551,12403,9,644251,132373,512924
Montana,1024695,95875,121960,793803,74272,784245,93341,447810,41.9,441877,52.6,366652,34.3,363082,43.2,500175,460120,64400,0,24263,373682,395636,222,166719,176058,23806,69,166655,172567,23791,69,342846,41.9,441877,52.6,32.1,339291,40.4,447810,162601,78.8,146024,70.7,70831,69485,5668,40,301982,146283,496372
North Carolina,10441180,99553,127528,7435976,70899,7335446,89595,4233679,40.4,4168293,50.9,3367458,32.1,3331912,40.7,5530200,4316080,594900,0,248274,3082098,4105275,329,1312755,1809912,244756,35,1311377,1776612,243888,35,3122702,40.4,4168293,50.9,29.8,3088024,37.7,4233679,1360261,77.7,1206770,68.9,567735,612313,26697,25,2588205,147805,596266
North Dakota,654800,85925,112530,579625,76060,572577,98399,304640,40,300815,51.7,260528,34.2,257905,44.3,319800,299500,35500,0,22615,253928,303082,0,109836,130694,19997,1,109735,128246,19923,1,240531,40,300815,51.7,31.6,237982,40.9,304640,97684,81.5,85880,71.7,42504,40486,2890,0,188836,157567,546372
Nebraska,1851220,95700,126941,1512386,78183,1492984,102376,857294,44.3,843643,57.8,704020,36.4,698127,47.9,983580,766540,101100,0,54462,632692,822574,2658,279319,369245,54689,767,279255,363450,54658,764,649331,44.3,843643,57.8,33.6,643469,44.1,857294,264137,84.5,241700,77.4,117592,119533,4024,551,508954,162887,592470
New Hampshire,1422785,104639,128822,1144819,84196,1132616,102549,778356,57.2,767874,69.5,449102,33,447839,40.5,716625,602260,103900,0,52149,486928,605707,35,189967,206055,53064,16,189835,204947,53041,16,396038,57.2,767874,69.5,29.1,394798,35.7,778356,243314,95.8,194512,76.6,86236,96321,11944,11,414880,163426,560452
New Jersey,9490755,106852,136683,7858549,88475,7752525,111650,4784711,53.9,4707832,67.8,3592009,40.4,3561648,51.3,5042115,3904740,543900,0,298237,3383758,4176079,475,1426930,1864580,300471,28,1426728,1834545,300350,25,3291538,53.9,4707832,67.8,37.1,3261298,47,4784711,1284600,87.1,1098609,74.5,515414,514755,68426,14,2267738,153689,643208
New Mexico,2112295,100738,130309,1915224,91339,1886009,116349,1105318,52.7,1082902,66.8,863845,41.2,855046,52.7,1070355,912540,129400,0,49632,860123,1003065,2404,362290,452087,48784,684,362089,443573,48700,684,815061,52.7,1082902,66.8,38.9,806346,49.7,1105318,331985,87.9,283741,75.1,129756,140363,13212,410,598000,158366,559391
Nevada,2636770,85605,110440,2186639,70991,2163192,90604,1264701,41.1,1248350,52.3,952097,30.9,945211,39.6,1374750,1098420,163600,0,78926,915118,1192595,0,379188,495055,77849,5,379138,488243,77825,5,874248,41.1,1248350,52.3,28.4,867386,36.3,1264701,384569,77.5,331059,66.7,158398,157103,15554,4,718509,144869,531637
New York State,20122975,103441,130455,16866619,86702,16667869,108056,9694879,49.8,9556966,62,7547538,38.8,7486386,48.5,10536435,8481540,1105000,0,639957,7165465,9057988,3209,3038384,3883003,625498,653,3037833,3822737,625179,637,6922040,49.8,9556966,62,35.6,6861207,44.5,9694879,2647789,80.3,2304990,69.9,1116941,1061384,126300,365,4853107,147236,610500
Ohio,11024855,94317,121005,8853803,75744,8736771,95892,4868257,41.6,4794976,52.6,4108160,35.1,4066427,44.6,5834595,4590660,599600,0,313208,3786474,4745686,8435,1666530,2136723,302406,2501,1666348,2095297,302290,2492,3805754,41.6,4794976,52.6,32.6,3764137,41.3,4868257,1633869,79.8,1504806,73.5,689126,752049,62184,1447,3127539,152837,538765
Oklahoma,3834415,96903,127613,2774257,70111,2742522,91273,1556613,39.3,1537623,51.2,1233802,31.2,1221684,40.7,1957995,1664020,212400,0,74300,1297050,1402869,38,555290,605162,73328,22,555149,593225,73288,22,1160474,39.3,1537623,51.2,29.3,1148396,38.2,1556613,511178,80.5,432625,68.1,228021,191275,13323,6,940396,148063,603719
Oregon,4219185,100034,125902,3331075,78978,3286637,98074,2004331,47.5,1969799,58.8,1445588,34.3,1435009,42.8,2161965,1799520,257700,0,106636,1423674,1798983,1782,595631,744233,105418,306,594987,734633,105086,303,1340170,47.5,1969799,58.8,31.8,1329923,39.7,2004331,622202,81.2,562510,73.4,257133,271000,34216,161,1143791,149304,550750
Pennsylvania,13571705,106012,133483,10877689,84969,10769805,105925,6698507,52.3,6612649,65,4579338,35.8,4556444,44.8,6863805,5748200,959700,0,380986,4661913,5834506,284,1826977,2366287,385852,222,1826376,2344177,385673,218,4193486,52.3,6612649,65,32.8,4170771,41,6698507,2269560,94.8,1728507,72.2,811910,862755,53719,123,3957513,165354,567056
Puerto Rico,3477130,108875,132666,2137177,66919,2115074,80698,1338795,41.9,1319725,50.4,890295,27.9,886576,33.8,1787370,1501160,188600,0,72380,864726,1199793,278,322306,495472,72499,18,322251,491896,72411,18,817796,41.9,1319725,50.4,25.6,814165,31.1,1338795,407849,75.1,331533,61.1,153898,165715,11917,3,723821,133318,640440
Rhode Island,1289815,121754,150879,977207,92245,965220,112909,577826,54.5,568344,66.5,429851,40.6,427564,50,713115,516100,60600,0,38960,409712,528506,29,171843,219176,38824,8,171821,216925,38810,8,391027,54.5,568344,66.5,36.9,388754,45.5,577826,171809,91.9,157954,84.4,72998,79957,4996,3,325768,174165,689571
Republic of Palau,24600,137376,176129,20615,115123,20615,147598,12965,72.4,12965,92.8,9120,50.9,9120,65.3,0,20800,3800,0,1289,19325,1,0,7813,18,1289,0,7813,18,1289,0,7831,72.4,12965,92.8,43.7,7831,56.1,12965,1610,52.9,1503,49.4,1344,8,151,0,2920,95926,808147
South Carolina,4728205,91833,117106,3413651,66301,3379769,83709,1939674,37.7,1917279,47.5,1527211,29.7,1515557,37.5,2480205,1967200,280800,0,105161,1385772,1921657,1061,572637,851810,102555,209,572080,840943,102325,209,1424656,37.7,1917279,47.5,27.7,1413232,35,1939674,756541,80.7,647122,69.1,271207,356419,19353,143,1388245,148155,504599
South Dakota,910375,102907,136374,731351,82670,722739,108266,403193,45.6,397872,59.6,350806,39.7,347472,52.1,439335,414740,56300,0,19919,334249,377170,13,155464,175268,20064,10,155427,171978,20057,10,330742,45.6,397872,59.6,37.4,327415,49,403193,135425,89.2,125162,82.4,64792,57493,2872,5,254502,167578,599440
Tennessee,5670600,83035,106608,4306550,63061,4269020,80258,2429663,35.6,2404829,45.2,1873334,27.4,1861157,35,2925000,2398100,347500,0,116591,1872337,2311059,6563,788969,968831,113612,1922,788786,956967,113485,1919,1759722,35.6,2404829,45.2,25.8,1747672,32.9,2429663,848403,74.2,726575,63.5,373784,330846,20733,1212,1600603,139987,495945
Texas,27376775,94416,126767,20060525,69184,19757929,91489,11467096,39.5,11290352,52.3,8629882,29.8,8496869,39.3,14353755,11284220,1738800,0,693258,8785822,10580661,784,3622372,4328357,678523,630,3566540,4261643,668065,620,7953320,39.5,11290352,52.3,27.4,7830735,36.3,11467096,2913790,78,2511296,67.3,1054110,1259552,197450,183,5451159,145978,733131
Utah,2733780,85272,120178,2263380,70599,2216300,97429,1311807,40.9,1278174,56.2,841749,26.3,828974,36.4,1389960,1190120,153700,0,88677,981917,1192786,0,335177,421048,85523,1,335044,408507,85422,1,756226,40.9,1278174,56.2,23.6,743552,32.7,1311807,308851,84.4,208031,56.9,91349,105967,10715,0,577786,157920,747196
Virginia,8689335,101802,130184,7185843,84188,7071215,105941,4214094,49.4,4130127,61.9,3144444,36.8,3113389,46.6,4627935,3582800,478600,0,236208,2968356,3979351,1928,1255081,1654296,234464,603,1253352,1625698,233738,601,2909980,49.4,4130127,61.9,34.1,2879651,43.1,4214094,1150183,84.6,997839,73.4,480465,466628,50362,384,2110615,155317,639436
Veterans Health,6237435,N/A,N/A,5051057,N/A,5050378,N/A,2712734,N/A,2712241,N/A,2459856,N/A,2459653,N/A,2732535,2984700,520200,0,124178,2637951,2288926,2,1244786,1090987,124082,1,1244757,1090831,124064,1,2335774,N/A,2712241,N/A,0,2335589,0,2712734,1443005,0,1355310,0,756829,555401,43079,1,2756015,0,0
Virgin Islands,68520,65457,83919,65502,62574,64798,79361,34903,33.3,34508,42.3,28258,27,28000,34.3,46020,21700,800,0,392,21296,43814,0,9378,18467,413,0,9367,18222,411,0,27845,33.3,34508,42.3,26.6,27589,33.8,34903,11534,64.8,9830,55.2,4060,5602,168,0,21327,119842,385030
Vermont,757120,121335,148460,616692,98831,610636,119736,374046,59.9,369148,72.4,259250,41.5,258142,50.6,374400,334420,48300,0,28630,271021,316502,539,103248,127744,28074,184,103229,126675,28054,184,231176,59.9,369148,72.4,37,230088,45.1,374046,120236,96.2,107646,86.1,52818,53820,887,121,232863,186232,605507
Washington,7942520,104302,133447,6293784,82651,6219628,104499,3742690,49.1,3685460,61.9,2713953,35.6,2697534,45.3,4167540,3334280,440700,0,214246,2685216,3390463,3859,1107250,1391477,214229,997,1107042,1375385,214111,996,2499724,49.1,3685460,61.9,32.8,2483423,41.7,3742690,1042341,86.2,949097,78.5,437429,472092,38928,648,1972077,163019,656557
Wisconsin,5555605,95417,121945,4917970,84466,4849978,106456,2735459,47,2692204,59.1,2249889,38.6,2227591,48.9,2834325,2424180,297100,0,182064,2104544,2630867,495,910382,1163940,175347,220,910213,1141908,175253,217,2074542,47,2692204,59.1,35.6,2052338,45,2735459,887048,87.2,831772,81.8,407171,406528,17980,93,1744984,171541,546143
West Virginia,1682345,93873,117435,1212466,67654,1193173,83288,654540,36.5,642824,44.9,572054,31.9,564844,39.4,803985,774460,103900,0,20784,584320,607358,4,267920,282263,21789,82,267753,275461,21548,82,550265,36.5,642824,44.9,30.7,543296,37.9,654540,261001,71.1,238296,64.9,123265,111481,3503,47,496145,135185,458391
Wyoming,490875,84815,110303,369771,63890,366732,82407,201002,34.7,199139,44.7,169905,29.4,168842,37.9,220935,237840,32100,0,12077,179899,177589,206,78144,80335,11387,39,78135,79285,11383,39,158518,34.7,199139,44.7,27.4,157459,35.4,201002,73206,73.8,67135,67.7,34887,30356,1876,16,138670,139818,494938
