COVID-19 Vaccinations in the United States
Date generated: Fri Apr 23 2021 15:15:53 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3477810,N/A,N/A,2645560,N/A,2630336,N/A,1658674,N/A,1646095,N/A,971114,N/A,968790,N/A,1836510,1471800,169500,0,62682,1181734,1400745,399,402216,509131,59767,0,402177,506862,59751,0,911347,N/A,1646095,N/A,0,909039,0,1658674,157234,0,105408,0,36548,66007,2853,0,268316,0,0
Delaware,880165,90388,114279,682998,70140,677201,87926,423046,43.4,418856,54.4,268625,27.6,267839,34.8,457665,371900,50600,0,28667,270167,383969,195,94671,145813,28057,84,94651,145069,28035,84,240568,43.4,418856,54.4,24.7,239804,31.1,423046,162839,86.2,132845,70.3,53907,72342,6544,52,297056,157251,465927
Florida,18941505,88191,109820,13856952,64518,13787792,79939,8416172,39.2,8353807,48.4,5458313,25.4,5452083,31.6,9589905,8007800,1343800,0,530530,6057688,7247554,21180,2229770,2696468,525175,6900,2229152,2691114,524917,6900,4933138,39.2,8353807,48.4,23,4927166,28.6,8416172,3713430,82.6,2999437,66.7,1493925,1374226,125714,5572,6988951,155402,421172
Federated States of Micronesia,63200,60979,78177,30250,29187,30233,37398,18760,18.1,18744,23.2,11642,11.2,11641,14.4,0,61600,1600,0,95,30155,0,0,11522,22,98,0,11521,22,98,0,11544,18.1,18744,23.2,11.1,11543,14.3,18760,1703,9.7,1192,6.8,1160,5,27,0,2842,16130,358704
Georgia,8608795,81082,106104,5740162,54064,5688741,70114,3538315,33.3,3494893,43.1,2202939,20.7,2194882,27.1,4407195,3703700,497900,0,138815,2611724,2989306,317,999218,1067504,136002,215,999078,1059791,135800,213,2066937,33.3,3494893,43.1,19.5,2059082,25.4,3538315,1135903,74.9,916797,60.4,519263,379761,17645,128,2114848,139414,567505
Guam,140740,84902,108848,119005,71790,116698,90254,72226,43.6,70352,54.4,47193,28.5,46763,36.2,76440,53200,11100,0,1204,46562,71239,0,18721,27263,1209,0,18718,26836,1209,0,45984,43.6,70352,54.4,27.7,45554,35.2,72226,13449,47.7,11324,40.2,4778,6447,99,0,24836,88130,499414
Hawaii,1357760,95896,121663,1104900,78037,1097682,98358,676072,47.7,669525,60,451914,31.9,450631,40.4,730860,556900,70000,0,19558,381685,609897,93760,153769,260088,19997,18060,153668,258991,19929,18043,431917,47.7,669525,60,30.5,430702,38.6,676072,221978,82.7,174274,64.9,69595,98897,4373,1409,390532,145478,505781
Iowa,2619655,83030,107883,2176895,68997,2161181,89002,1320622,41.9,1307356,53.8,936258,29.7,933871,38.5,1308255,1149000,162400,0,89979,1022337,1064457,122,432495,414972,88747,44,432455,412666,88706,44,847511,41.9,1307356,53.8,26.9,845165,34.8,1320622,465194,84.1,416953,75.4,224731,184894,7294,34,878865,158940,473756
Idaho,1350455,75568,100866,1004155,56190,1004118,74998,583492,32.7,583412,43.6,433065,24.2,433038,32.3,676455,590900,83100,0,29933,450748,523026,448,186547,216529,29851,138,186544,216515,29841,138,403214,32.7,583412,43.6,22.6,403197,30.1,583492,219175,75.4,197019,67.8,92020,98395,6544,60,414487,142597,464601
Indian Health Svc,1669825,80172,N/A,1183392,56817,1158451,N/A,694042,33.3,678273,N/A,501120,24.1,491985,N/A,697125,899700,73000,0,19241,660240,503911,0,266883,215142,19095,0,266740,206179,19066,0,482025,33.3,678273,N/A,23.1,472919,0,694042,142823,0,111429,0,63656,45749,2024,0,255190,0,0
Illinois,10936675,86307,110988,8606345,67917,8527520,86539,5486321,43.3,5416307,55,3403952,26.9,3391138,34.4,5620875,4606600,709200,0,302555,3725725,4573659,4406,1403496,1695687,303292,1477,1402520,1685056,302089,1473,3100660,43.3,5416307,55,24.5,3089049,31.3,5486321,1681430,82.3,1271642,62.2,592470,632549,45702,921,2908140,142330,535263
Indiana,5102410,75791,98803,3811526,56616,3790124,73392,2293628,34.1,2275492,44.1,1598850,23.7,1597635,30.9,2608710,2156400,337300,0,123896,1619696,2061035,6899,645684,828225,122659,2282,645634,827126,122594,2281,1476191,34.1,2275492,44.1,21.9,1475041,28.6,2293628,837242,77.1,756190,69.6,380417,359183,15061,1529,1601583,147510,469946
Kansas,2493465,85589,112670,1879973,64530,1865886,84312,1196349,41.1,1183189,53.5,814109,27.9,811177,36.7,1206465,1143900,143100,0,56649,873308,949515,501,364709,392096,57163,141,364661,389247,57128,141,756946,41.1,1183189,53.5,26,754049,34.1,1196349,413220,86.9,335806,70.6,163457,161767,10501,81,719087,151232,524402
Kentucky,3620485,81037,104493,2934874,65691,2914700,84123,1763720,39.5,1748028,50.5,1284621,28.8,1280652,37,1837485,1561500,221500,0,105765,1330926,1497909,274,553940,627301,103175,205,553875,623448,103125,204,1181446,39.5,1748028,50.5,26.4,1177527,34,1763720,595401,79.3,498845,66.5,224697,249156,24864,128,1053327,140338,482369
Louisiana,3569610,76786,100237,2567548,55230,2554167,71723,1458030,31.4,1448196,40.7,1139692,24.5,1136274,31.9,1801410,1545800,222400,0,89715,1176945,1299935,953,478866,574293,86066,467,478800,571011,85997,466,1053626,31.4,1448196,40.7,22.7,1050277,29.5,1458030,546061,73.7,490437,66.2,228015,246613,15717,92,1042903,140738,481714
Massachusetts,6520590,94604,117706,5467558,79326,5420233,97843,3497850,50.7,3457966,62.4,2156940,31.3,2148946,38.8,3381690,2762900,376000,0,209444,2387985,2870049,80,919454,1027325,210147,14,919034,1020341,209557,14,1946793,50.7,3457966,62.4,28.2,1939389,35,3497850,1049746,89.8,863991,73.9,396409,414745,52828,9,1860361,159096,557634
Maryland,5368850,88805,113964,4315837,71387,4276046,90767,2703216,44.7,2669667,56.7,1805523,29.9,1799813,38.2,2813850,2243400,311600,0,184253,1865062,2263790,2732,738797,887519,178441,766,738711,881987,178350,765,1627082,44.7,2669667,56.7,26.9,1621463,34.4,2703216,792937,82.6,680511,70.9,332686,309059,38423,343,1420714,148084,559607
Maine,1233010,91727,112566,1068265,79471,1062049,96958,681926,50.7,676010,61.7,464656,34.6,464306,42.4,608010,544800,80200,0,69993,473201,524957,114,188211,206471,69943,31,188185,206179,69916,26,394713,50.7,676010,61.7,29.4,394390,36,681926,254954,89.4,228981,80.3,102744,108907,17318,12,464268,162750,432233
Marshall Islands,51300,87823,112594,25393,43471,25349,55636,14073,24.1,14036,30.8,11319,19.4,11310,24.8,0,40500,10800,0,35,25358,0,0,11277,3,39,0,11268,3,39,0,11280,24.1,14036,30.8,19.3,11271,24.7,14073,897,9,745,7.5,742,0,3,0,1639,16506,516616
Michigan,8545180,85564,108954,6440845,64493,6387520,81443,3977656,39.8,3929398,50.1,2765862,27.7,2759688,35.2,4360980,3663500,520700,0,225911,2838110,3375589,1235,1189098,1346150,230129,485,1188929,1340263,230012,484,2535733,39.8,3929398,50.1,25.4,2529676,32.3,3977656,1369057,77.5,1205545,68.3,608107,552449,44657,332,2502586,141757,484036
Minnesota,4566270,80968,105299,3939904,69861,3907960,90118,2457509,43.6,2430276,56,1701368,30.2,1696173,39.1,2360670,1938000,267600,0,194466,1698586,2046623,229,683226,821389,196694,59,683126,816423,196565,59,1504674,43.6,2430276,56,26.7,1499608,34.6,2457509,793617,86.2,712904,77.5,302416,372777,37687,24,1452357,157799,496128
Missouri,4922515,80205,103266,3639625,59302,3616910,75876,2163123,35.2,2144646,45,1489436,24.3,1486782,31.2,2585115,2061300,276100,0,118141,1458155,2062988,341,579175,791354,118853,54,579076,788908,118745,53,1370583,35.2,2144646,45,22.3,1368037,28.7,2163123,781582,73.6,655256,61.7,299524,331433,24276,23,1451750,136695,463498
Northern Mariana Islands,62910,110597,141791,37240,65469,36715,82751,20999,36.9,20602,46.4,16280,28.6,16152,36.4,42510,17800,2600,0,43,4902,32295,0,2128,14105,47,0,2128,13977,47,0,16233,36.9,20602,46.4,28.5,16105,36.3,20999,2391,24.7,2240,23.2,337,1864,39,0,4594,47508,650569
Mississippi,2343765,78752,102907,1503377,50514,1497081,65732,892394,30,887543,39,652463,21.9,650977,28.6,1147965,1044800,151000,0,44858,728802,728857,860,310226,298389,43825,23,310178,296988,43788,23,608638,30,887543,39,20.5,607189,26.7,892394,346549,71.2,288361,59.2,153831,122557,11966,7,617754,126929,481569
Montana,934615,87447,111239,705683,66027,699594,83266,418158,39.1,413472,49.2,307002,28.7,305632,36.4,444015,429500,61100,0,21625,340800,343078,180,145368,140358,21222,54,145320,139050,21208,54,285780,39.1,413472,49.2,26.7,284424,33.9,418158,158487,76.8,138084,66.9,67274,65687,5092,31,290255,140602,452736
North Carolina,8696660,82919,106220,6476136,61748,6414522,78347,3904155,37.2,3855317,47.1,2728719,26,2715462,33.2,4509960,3642800,543900,0,234364,2720369,3521074,329,1078139,1419618,230931,31,1077450,1407852,230129,31,2497788,37.2,3855317,47.1,23.8,2485333,30.4,3904155,1329847,75.9,1143820,65.3,540493,578389,24916,22,2495825,142529,496642
North Dakota,620830,81467,106692,534462,70134,529795,91047,291189,38.2,288079,49.5,231490,30.4,230286,39.6,306930,282300,31600,0,21646,235528,277288,0,98663,113762,19064,1,98603,112687,18995,1,212426,38.2,288079,49.5,27.9,211291,36.3,291189,96256,80.3,83592,69.8,41254,39588,2750,0,185155,154495,518027
Nebraska,1629900,84258,111765,1330661,68789,1319823,90502,808937,41.8,799470,54.8,567788,29.4,566303,38.8,850200,683100,96600,0,51713,570302,706353,2293,233533,281768,51842,645,233481,280362,51815,645,515946,41.8,799470,54.8,26.7,514488,35.3,808937,259332,83,231863,74.2,112227,115497,3661,478,493617,157979,521638
New Hampshire,1181245,86875,106952,1117327,82174,1108274,100346,800725,58.9,792711,71.8,395833,29.1,394926,35.8,583245,515200,82800,0,50113,484454,582733,27,176246,168332,51242,13,176100,167594,51219,13,344591,58.9,792711,71.8,25.3,343707,31.1,800725,289016,99.9,182382,71.8,82167,88226,11981,8,448090,176508,465306
New Jersey,7729345,87021,111316,6605809,74371,6547122,94290,4255550,47.9,4209140,60.6,2811184,31.6,2798128,40.3,4011345,3272700,445300,0,268585,2902920,3433829,475,1171994,1368406,270762,22,1171837,1355617,270655,19,2540422,47.9,4209140,60.6,28.6,2527473,36.4,4255550,1228933,83.3,986794,66.9,460432,463888,62462,12,2107559,142834,523833
New Mexico,1958235,93390,120805,1674797,79873,1656136,102168,1022968,48.8,1008731,62.2,704616,33.6,698291,43.1,1004835,829000,124400,0,45699,743792,883209,2097,289073,370080,44881,582,288934,363973,44802,582,659735,48.8,1008731,62.2,31.5,653489,40.3,1022968,320262,84.8,252807,66.9,115161,124924,12364,358,555327,147065,518592
Nevada,2333230,75750,97726,1901548,61735,1888529,79100,1152360,37.4,1140689,47.8,776174,25.2,774953,32.5,1192230,994100,146900,0,70977,798466,1032105,0,311544,394463,70162,5,311512,393292,70144,5,706012,37.4,1140689,47.8,22.9,704809,29.5,1152360,374057,75.4,312735,63.1,149251,149013,14467,4,690713,139265,470436
New York State,16989215,87332,110139,14171716,72849,14064222,91177,8636314,44.4,8545455,55.4,5874354,30.2,5857602,38,8803665,7233400,952150,0,576664,6163285,7429252,2515,2427584,2882915,563352,503,2427209,2866822,563071,500,5311002,44.4,8545455,55.4,27.3,5294531,34.3,8636314,2499551,75.8,2093854,63.5,1011635,967539,114395,285,4499408,136505,515427
Ohio,9838365,84167,107982,7654474,65484,7590929,83315,4509033,38.6,4455087,48.9,3281245,28.1,3272853,35.9,5145465,4158400,534500,0,284142,3329936,4033629,6767,1364175,1640463,274634,1973,1364089,1632260,274538,1966,3006611,38.6,4455087,48.9,25.7,2998315,32.9,4509033,1590198,77.7,1421852,69.5,653402,709355,57893,1202,2997154,146466,480783
Oklahoma,3622435,91546,120558,2546118,64345,2521927,83932,1484401,37.5,1467959,48.9,1078042,27.2,1070863,35.6,1831635,1598100,192700,0,68203,1177491,1300390,34,474594,535947,67480,21,474488,528909,67445,21,1010562,37.5,1467959,48.9,25.5,1003418,33.4,1484401,502082,79.1,413166,65.1,216074,184811,12275,6,912544,143678,570344
Oregon,3486345,82659,104034,2681488,63576,2661428,79418,1686522,40,1669984,49.8,1093608,25.9,1089688,32.5,1733745,1526000,226600,0,90832,1190260,1398967,1429,469318,534162,89883,245,469023,530802,89619,244,1003725,40,1669984,49.8,23.8,1000069,29.8,1686522,598080,78.1,506288,66.1,225181,249417,31564,126,1065657,139105,455089
Pennsylvania,11398645,89038,112110,9007319,70359,8955239,88078,5796239,45.3,5752100,56.6,3566747,27.9,3557834,35,5602545,4946600,849500,0,326205,3864864,4816019,231,1407174,1827604,331785,184,1406817,1819189,331645,183,3234962,45.3,5752100,56.6,25.3,3226189,31.7,5796239,2119876,88.6,1491043,62.3,688141,757308,45479,115,3573025,149289,476261
Puerto Rico,2853480,89347,108871,1653249,51766,1647042,62841,1056179,33.1,1049957,40.1,671118,21,670766,25.6,1416480,1250600,186400,0,58896,654337,939745,271,242360,369808,58938,12,242329,369556,58869,12,612180,33.1,1049957,40.1,19.2,611897,23.3,1056179,376367,69.3,291957,53.8,135502,146784,9668,3,655081,120657,525572
Rhode Island,1017205,96021,118990,818872,77299,814279,95252,503512,47.5,499559,58.4,348690,32.9,348064,40.7,545805,417700,53700,0,37709,357149,423990,24,142361,168805,37521,3,142353,168201,37507,3,311169,47.5,499559,58.4,29.4,310557,36.3,503512,167626,89.6,150509,80.5,70211,75495,4801,2,313941,167842,543826
Republic of Palau,24600,137376,176129,17365,96973,17365,124329,9743,54.4,9743,69.8,7977,44.5,7977,57.1,0,20800,3800,0,197,17167,1,0,7765,15,197,0,7765,15,197,0,7780,54.4,9743,69.8,43.4,7780,55.7,9743,1501,49.3,1441,47.3,1342,8,91,0,2810,92313,808147
South Carolina,4219665,81956,104511,2985791,57991,2966166,73465,1797673,34.9,1781063,44.1,1239512,24.1,1236495,30.6,2220465,1742200,257000,0,96207,1181310,1707219,1055,445437,700169,93698,208,445286,697502,93499,208,1145814,34.9,1781063,44.1,22.3,1142996,28.3,1797673,738599,78.8,609300,65,253280,338114,17765,141,1334235,142391,450327
South Dakota,841165,95084,126006,650608,73543,645200,96651,384292,43.4,380039,56.9,286542,32.4,285371,42.7,403065,384800,53300,0,18045,301581,330969,13,130158,138267,18111,6,130135,137126,18104,6,268431,43.4,380039,56.9,30.3,267267,40,384292,133217,87.7,120642,79.4,62469,55620,2550,3,248521,163640,553868
Tennessee,5253610,76929,98768,3699866,54177,3677795,69143,2237492,32.8,2219237,41.7,1474314,21.6,1470730,27.6,2671110,2256000,326500,0,107271,1637632,1950093,4870,632158,736036,104709,1411,632054,732677,104590,1409,1369605,32.8,2219237,41.7,20.1,1366140,25.7,2237492,824269,72.1,667364,58.4,342564,304880,19018,902,1511644,132207,459475
Texas,23207205,80036,107460,17307611,59690,17119464,79271,10477069,36.1,10360553,48,6882900,23.7,6806355,31.5,11996205,9627000,1584000,0,635554,7638288,9033070,699,2870452,3389205,622688,555,2838529,3351513,615763,549,6261662,36.1,10360553,48,21.6,6192026,28.7,10477069,2816237,75.4,2271357,60.8,947249,1118438,205487,183,5157274,138108,621472
Utah,2326870,72580,102290,1970752,61472,1942371,85387,1191054,37.2,1167715,51.3,668588,20.9,664057,29.2,1159470,1029600,137800,0,83770,852871,1034111,0,261554,326343,80691,0,261464,321992,80601,0,587897,37.2,1167715,51.3,18.3,583456,25.6,1191054,302316,82.6,198074,54.1,85491,102336,10247,0,560984,153328,635979
Virginia,7285025,85350,109144,5968173,69922,5909387,88535,3730515,43.7,3682463,55.2,2418109,28.3,2406763,36.1,3782025,3088400,414600,0,213777,2521472,3231308,1616,979016,1225855,212735,503,978260,1215877,212124,502,2205374,43.7,3682463,55.2,25.8,2194639,32.9,3730515,1110894,81.7,921110,67.8,441502,432110,47172,326,1992826,146649,536095
Veterans Health,6205925,N/A,N/A,4742356,N/A,4741942,N/A,2627847,N/A,2627520,N/A,2227328,N/A,2227226,N/A,2729025,2956700,520200,0,114897,2479248,2148209,2,1123817,988679,114831,1,1123796,988614,114815,1,2112497,N/A,2627520,N/A,0,2112411,0,2627847,1417959,0,1297380,0,724647,533130,39602,1,2676246,0,0
Virgin Islands,65880,62935,80686,58550,55932,57989,71021,32182,30.7,31860,39,24133,23.1,23948,29.3,43680,21500,700,0,300,19447,38803,0,8237,15582,314,0,8230,15404,314,0,23819,30.7,31860,39,22.8,23634,28.9,32182,10887,61.2,8711,48.9,3669,4911,131,0,19596,110115,370196
Vermont,616260,98761,120839,502374,80510,500210,98083,308465,49.4,306862,60.2,207703,33.3,207151,40.6,301860,274200,40200,0,23687,224547,253622,518,84278,99903,23344,178,84265,99381,23327,178,184359,49.4,306862,60.2,29.5,183824,36,308465,117613,94.1,100639,80.5,48220,51744,557,118,223187,178494,492854
Washington,6446970,84663,108319,5224178,68605,5187311,87155,3214063,42.2,3184436,53.5,2163875,28.4,2156833,36.2,3277170,2776200,393600,0,192580,2248470,2779799,3329,876212,1094168,192732,763,876089,1087345,192636,763,1971143,42.2,3184436,53.5,25.9,1964197,33,3214063,1015609,84,902331,74.6,412084,452988,36736,523,1899405,157012,532929
Wisconsin,4783195,82151,104990,4240048,72823,4200350,92197,2523931,43.3,2492450,54.7,1790190,30.7,1783656,39.2,2437695,2062200,283300,0,169461,1824660,2245476,451,719614,907149,163233,194,719510,900805,163149,192,1626957,43.3,2492450,54.7,27.9,1620507,35.6,2523931,868418,85.4,791521,77.8,387569,387639,16232,81,1683128,165460,470212
West Virginia,1591345,88795,111082,1108422,61849,1096644,76550,625613,34.9,617392,43.1,494705,27.6,491402,34.3,766545,729300,95500,0,19025,532373,557024,0,227356,247432,19858,59,227259,244251,19833,59,474847,34.9,617392,43.1,26.5,471569,32.9,625613,256252,69.8,226897,61.8,116652,106938,3268,39,481342,131152,433596
Wyoming,472815,81695,106245,337560,58325,335602,75412,191282,33.1,189810,42.7,148035,25.6,147617,33.2,213915,227500,31400,0,11209,163382,162794,175,67378,70109,10522,26,67373,69700,10518,26,137513,33.1,189810,42.7,23.8,137099,30.8,191282,71823,72.4,64365,64.9,33342,29313,1697,13,134803,135919,476729
