COVID-19 Vaccinations in the United States
Date generated: Sat Mar 20 2021 15:15:27 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2179590,N/A,N/A,1593498,N/A,1588886,N/A,995086,N/A,991190,N/A,557461,N/A,556907,N/A,1174290,959300,46000,0,8649,746722,837728,399,247655,304072,5734,0,247625,303552,5730,0,551727,N/A,991190,N/A,0,551177,0,995086,121787,0,66773,0,21312,45237,224,0,193024,0,0
Delaware,477905,49078,62050,362023,37178,361695,46962,231420,23.8,231176,30,127182,13.1,127116,16.5,237705,227900,12300,0,6724,159187,196073,39,59748,60612,6809,13,59736,60558,6809,13,120373,23.8,231176,30,12.4,120307,15.6,231420,137302,72.7,78245,41.4,38395,35133,4710,7,215746,114208,252986
Florida,10646775,49571,61728,7684142,35777,7674679,44497,4760399,22.2,4752159,27.6,2691206,12.5,2690070,15.6,5308875,5015900,322000,0,134220,3813905,3725954,10063,1290865,1263367,133632,3342,1290297,1262839,133592,3342,2557574,22.2,4752159,27.6,11.9,2556478,14.8,4760399,3113240,69.2,1969298,43.8,977929,941199,47302,2868,5371666,119441,236735
Federated States of Micronesia,47400,45734,58633,21624,20864,21619,26742,13198,12.7,13193,16.3,8467,8.2,8467,10.5,0,46600,800,0,0,21624,0,0,8448,19,0,0,8448,19,0,0,8467,12.7,13193,16.3,8.2,8467,10.5,13198,1298,7.4,897,5.1,893,4,0,0,2170,12316,269028
Georgia,4482955,42223,55253,2910835,27416,2907786,35839,1777288,16.7,1774654,21.9,1084493,10.2,1083978,13.4,2064855,2301900,116200,0,34409,1580934,1295261,231,583704,466729,33915,145,583636,466381,33816,145,1050578,16.7,1774654,21.9,9.9,1050162,12.9,1777288,942498,62.1,649116,42.8,386262,258275,4489,90,1644714,108422,295523
Guam,87860,53002,67951,71940,43398,71889,55599,40907,24.7,40876,31.6,30371,18.3,30353,23.5,48360,38200,1300,0,19,35769,36152,0,15088,15264,19,0,15086,15248,19,0,30352,24.7,40876,31.6,18.3,30334,23.5,40907,11520,40.9,9756,34.6,4278,5474,4,0,21447,76104,311770
Hawaii,766430,54131,68676,587465,41491,586324,52538,369835,26.1,368327,33,224113,15.8,223874,20.1,416130,332000,18300,0,3326,208856,281523,93760,85347,117352,3400,18014,85305,117180,3392,17997,220713,26.1,368327,33,15.6,220482,19.8,369835,143283,53.4,86989,32.4,41910,42625,1047,1407,227637,84797,285504
Iowa,1452225,46028,59806,1225964,38857,1223678,50394,794504,25.2,792965,32.7,464445,14.7,463683,19.1,689325,723300,39600,0,31920,652093,541832,119,239096,193154,32182,13,239086,192411,32173,13,432263,25.2,792965,32.7,13.7,431510,17.8,794504,411783,74.5,231861,41.9,121597,107526,2731,7,639658,115680,262630
Idaho,759635,42507,56737,603043,33745,603020,45040,369859,20.7,369830,27.6,231173,12.9,231159,17.3,353535,384800,21300,0,7191,306671,288976,205,117235,106884,7016,38,117234,106877,7010,38,224157,20.7,369830,27.6,12.5,224149,16.7,369859,192899,66.4,120862,41.6,56397,61885,2558,22,311974,107329,261339
Indian Health Svc,1356155,65112,N/A,814515,39106,803939,N/A,522791,25.1,514999,N/A,288947,13.9,286210,N/A,543855,787900,24400,0,3801,453392,357322,0,147482,137672,3793,0,147417,135007,3786,0,285154,25.1,514999,N/A,13.7,282424,0,522791,127425,0,88027,0,48515,39115,397,0,217902,0,0
Illinois,5818585,45918,59048,4683361,36959,4673823,47431,3044878,24,3037759,30.8,1678369,13.2,1675933,17,2828085,2832500,158000,0,71405,2289498,2320623,1835,786191,821875,69726,577,785995,819749,69612,577,1608643,24,3037759,30.8,12.7,1606321,16.3,3044878,1328942,65,751740,36.8,373282,360569,17519,370,2060396,100840,284774
Indiana,2888280,42902,55928,2304432,34230,2303312,44601,1407346,20.9,1406583,27.2,913463,13.6,913095,17.7,1404780,1398500,85000,0,34242,1063725,1203385,3080,420420,457519,34427,1097,420386,457188,34424,1097,879036,20.9,1406583,27.2,13.1,878671,17,1407346,745094,68.6,581343,53.5,304445,271638,4450,810,1339624,123383,266019
Kansas,1446035,49635,65341,997844,34251,995970,45004,686025,23.5,684606,30.9,361435,12.4,360845,16.3,681135,729300,35600,0,12565,540019,445060,200,188571,159707,13076,81,188552,159142,13070,81,348359,23.5,684606,30.9,12,347775,15.7,686025,335634,70.6,173252,36.4,89466,80050,3681,55,483945,101779,304117
Kentucky,2022815,45277,58382,1668125,37338,1665138,48059,1129895,25.3,1127924,32.6,589338,13.2,588954,17,970515,1002600,49700,0,33133,824888,810007,97,278816,279335,31115,72,278798,278983,31101,72,558223,25.3,1127924,32.6,12.5,557853,16.1,1129895,492085,65.6,272723,36.3,111143,151645,9889,46,737724,98289,269506
Louisiana,2118260,45566,59482,1587368,34146,1585995,44536,1008581,21.7,1007363,28.3,588561,12.7,588410,16.5,1035060,1025200,58000,0,39831,703390,843349,798,224787,324746,38670,358,224770,324634,38649,357,549891,21.7,1007363,28.3,11.8,549761,15.4,1008581,487817,65.8,362800,49,154972,198600,9158,70,858737,115885,285857
Massachusetts,3314010,48081,59823,2837941,41174,2832332,51128,1886403,27.4,1882433,34,994623,14.4,993060,17.9,1586910,1637200,89900,0,68063,1400535,1369295,48,446560,480062,67994,7,446445,478639,67969,7,926629,27.4,1882433,34,13.4,925091,16.7,1886403,864995,74,458732,39.2,178298,245115,35316,3,1288645,110204,283411
Maryland,2832620,46854,60128,2190923,36239,2187364,46431,1475036,24.4,1472144,31.2,812403,13.4,811705,17.2,1422720,1336000,73900,0,54014,1072879,1062655,1375,370114,388863,53051,375,370071,388218,53041,375,759352,24.4,1472144,31.2,12.6,758664,16.1,1475036,646666,67.4,349834,36.5,160640,167251,21770,173,957489,99801,295250
Maine,666270,49566,60826,557469,41472,556979,50848,373062,27.8,372753,34,204927,15.2,204734,18.7,301470,345500,19300,0,15437,276123,265873,36,95289,94097,15534,7,95268,93928,15531,7,189393,27.8,372753,34,14.1,189203,17.3,373062,213728,74.9,115586,40.5,45942,61081,8559,4,318821,111763,233562
Marshall Islands,35600,60945,78135,17112,29295,17087,37503,11600,19.9,11574,25.4,5464,9.4,5463,12,0,35000,600,0,0,17112,0,0,5460,2,2,0,5459,2,2,0,5462,19.9,11574,25.4,9.4,5461,12,11600,804,8.1,450,4.5,448,0,2,0,1254,12628,358510
Michigan,4429550,44354,56478,3484418,34890,3481996,44397,2271780,22.7,2269992,28.9,1282070,12.8,1281408,16.3,2139150,2169000,121400,0,36534,1646555,1801329,0,544600,700128,37295,47,544542,699542,37277,47,1244775,22.7,2269992,28.9,12.5,1244131,15.9,2271780,1166094,66.1,673936,38.2,307677,352952,13271,36,1803151,102138,250909
Minnesota,2546560,45155,58724,2180483,38664,2177212,50207,1436197,25.5,1433653,33.1,803611,14.2,802831,18.5,1245660,1235800,65100,0,48841,1017776,1113674,192,345479,408934,49153,45,345444,408204,49138,45,754458,25.5,1433653,33.1,13.4,753693,17.4,1436197,718637,78.1,402935,43.8,168152,206160,28605,18,1078344,117163,276685
Missouri,2832415,46150,59419,2033873,33139,2031861,42625,1297290,21.1,1295792,27.2,697962,11.4,697543,14.6,1426815,1332500,73100,0,31000,850351,1152250,272,260199,406361,31370,32,260166,405987,31359,31,666592,21.1,1295792,27.2,10.9,666184,14,1297290,645290,60.8,347009,32.7,148655,187505,10837,12,1016020,95667,266696
Northern Mariana Islands,44110,77546,99418,23700,41665,23671,53352,13722,24.1,13705,30.9,9964,17.5,9952,22.4,30810,12800,500,0,0,2808,20892,0,822,9141,1,0,822,9129,1,0,9963,24.1,13705,30.9,17.5,9951,22.4,13722,2149,22.2,1946,20.1,274,1671,1,0,4096,42358,456153
Mississippi,1393855,46834,61199,948679,31876,948110,41628,623350,20.9,622891,27.3,345733,11.6,345621,15.2,641355,715800,36700,0,19524,499564,428867,724,175283,151505,18934,11,175262,151419,18929,11,326799,20.9,622891,27.3,11,326692,14.3,623350,294550,60.5,190113,39.1,102147,82239,5723,4,474061,97405,286393
Montana,537955,50334,64028,422946,39573,421724,50194,269085,25.2,268168,31.9,160293,15,160003,19,235755,287700,14500,0,5731,225430,191680,105,83263,71215,5787,28,83245,70944,5786,28,154506,25.2,268168,31.9,14.5,154217,18.4,269085,132849,64.4,86510,41.9,41982,42700,1814,14,215972,104619,260590
North Carolina,4765300,45435,58203,3813176,36357,3805177,46476,2468201,23.5,2461196,30.1,1383634,13.2,1382473,16.9,2324400,2313800,127100,0,95150,1658708,2058989,329,538931,751288,93390,25,538807,750436,93205,25,1290244,23.5,2461196,30.1,12.3,1289268,15.7,2468201,1198805,68.5,874550,49.9,397808,463121,13602,19,2102806,120085,272133
North Dakota,390610,51257,67128,340554,44688,339505,58345,209842,27.5,209080,35.9,120838,15.9,120604,20.7,182910,197600,10100,0,6553,163041,170960,0,56966,57728,6144,0,56949,57517,6138,0,114694,27.5,209080,35.9,15.1,114466,19.7,209842,89037,74.3,62050,51.8,30205,30706,1139,0,156330,130443,325929
Nebraska,941320,48662,64548,754880,39024,753490,51668,480168,24.8,479206,32.9,286226,14.8,285786,19.6,459420,453000,28900,0,18000,362876,372493,1511,128354,139028,18452,392,128326,138622,18446,392,267774,24.8,479206,32.9,13.8,267340,18.3,480168,233854,74.8,143688,46,63601,78388,1395,304,380117,121654,301263
New Hampshire,627805,46172,56843,500911,36840,499572,45232,359702,26.5,358705,32.5,172604,12.7,172270,15.6,288405,321500,17900,0,11811,272761,216312,27,98474,61917,12208,5,98402,61668,12195,5,160396,26.5,358705,32.5,11.8,160075,14.5,359702,198479,78.2,80675,31.8,42128,30157,8388,2,261511,103012,247300
New Jersey,4087515,46019,58867,3431096,38629,3420620,49263,2372189,26.7,2364144,34,1227118,13.8,1224645,17.6,2023515,1955900,108100,0,61529,1741033,1628059,475,588233,577541,61338,6,588150,575167,61322,6,1165780,26.7,2364144,34,13.1,1163323,16.8,2372189,928130,62.9,507968,34.4,238823,251282,17859,4,1382150,93671,277019
New Mexico,1176105,56090,72555,1031202,49179,1024006,63172,658512,31.4,652678,40.3,390600,18.6,387980,23.9,596505,550500,29100,0,7134,472125,550664,1279,165935,217145,7201,319,165861,214608,7192,319,383399,31.4,652678,40.3,18.3,380788,23.5,658512,244127,64.7,153923,40.8,72129,79131,2471,192,390733,103476,311464
Nevada,1334610,43329,55899,1086559,35276,1085589,45469,689756,22.4,689058,28.9,386703,12.6,386457,16.2,635310,663200,36100,0,16266,495186,575107,0,170185,200389,16128,1,170168,200162,16126,1,370575,22.4,689058,28.9,12,370331,15.5,689756,320336,64.6,196825,39.7,87650,103150,6025,0,525004,105854,269090
New York State,9345475,48040,60586,7004762,36008,6993290,45337,4706737,24.2,4696931,30.4,2310782,11.9,2308980,15,4618575,4481900,245000,0,131797,3378901,3493266,798,1112241,1067611,130793,137,1112091,1065978,130774,137,2179989,24.2,4696931,30.4,11.2,2178206,14.1,4706737,1941250,58.9,1027646,31.2,493729,489940,43897,80,2925970,88769,283527
Ohio,5416165,46335,59446,4124492,35285,4120494,45225,2646831,22.6,2644109,29,1538853,13.2,1537582,16.9,2641665,2622600,151900,0,105923,2068984,1946171,3414,743913,689322,104701,917,743866,688111,104689,916,1434152,22.6,2644109,29,12.3,1432893,15.7,2646831,1376831,67.3,864103,42.2,387205,444006,32271,621,2229983,108975,264678
Oklahoma,2228465,56317,74165,1585046,40057,1579736,52575,1025111,25.9,1020417,34,550979,13.9,550532,18.3,1069965,1102400,56100,0,16850,740629,827559,8,245435,288829,16714,1,245422,288400,16709,1,534265,25.9,1020417,34,13.5,533823,17.8,1025111,441579,69.5,314540,49.5,164612,145442,4486,0,759289,119548,350866
Oregon,1884355,44677,56230,1483419,35171,1479170,44139,952346,22.6,949724,28.3,548689,13,547091,16.3,883155,945500,55700,0,26143,731868,724402,1006,254181,268339,26003,166,254026,266906,25993,166,522686,22.6,949724,28.3,12.4,521098,15.5,952346,468070,61.1,192738,25.2,80171,94991,17499,77,637822,83258,245974
Pennsylvania,6017065,47001,59180,4612975,36033,4604308,45285,3104875,24.3,3098333,30.5,1587925,12.4,1585835,15.6,2883465,2967500,166100,0,77081,2242305,2293485,104,763149,745665,79031,80,762989,743740,79027,79,1508894,24.3,3098333,30.5,11.8,1506808,14.8,3104875,1451770,60.7,729368,30.5,377941,340061,11319,47,2175897,90914,251406
Puerto Rico,1624800,50875,65225,839948,26300,839452,33698,535207,16.8,534821,21.5,312391,9.8,312271,12.5,780000,801000,43800,0,4456,356320,478924,248,128641,179188,4555,7,128622,179089,4553,7,307836,16.8,534821,21.5,9.6,307718,12.4,535207,259140,47.7,126797,23.4,59486,66393,918,0,381756,70314,299266
Rhode Island,511025,48239,59778,425397,40156,424930,49707,293953,27.7,293616,34.3,138714,13.1,138590,16.2,248625,248800,13600,0,7317,213945,204134,1,71857,59593,7263,1,71853,59473,7263,1,131451,27.7,293616,34.3,12.4,131327,15.4,293953,149208,79.8,56669,30.3,26040,29386,1243,0,203311,108696,273208
Republic of Palau,14800,82649,105964,11500,64221,11500,82337,8233,46,8233,58.9,3378,18.9,3378,24.2,0,14600,200,0,0,11499,1,0,3365,13,0,0,3365,13,0,0,3378,46,8233,58.9,18.9,3378,24.2,8233,1363,44.8,1147,37.7,1139,8,0,0,2479,81439,486202
South Carolina,2210865,42940,54758,1723604,33476,1721531,42638,1118812,21.7,1117177,27.7,621862,12.1,621423,15.4,1155765,987900,67200,0,27532,647699,1047349,1024,189907,404658,27093,204,189879,404268,27072,204,594769,21.7,1117177,27.7,11.6,594351,14.7,1118812,644135,68.7,410650,43.8,143686,261197,5628,139,1049001,111950,235946
South Dakota,511665,57838,76647,403411,45601,402311,60266,256112,29,255326,38.2,152321,17.2,152013,22.8,239265,260000,12400,0,4487,204079,194832,13,74555,73316,4446,4,74543,73021,4445,4,147875,29,255326,38.2,16.7,147568,22.1,256112,122768,80.8,81433,53.6,38809,41857,766,1,202322,133220,336908
Tennessee,3074370,45018,57798,2093850,30660,2092061,39331,1361297,19.9,1359679,25.6,716719,10.5,716511,13.5,1451970,1543700,78700,0,24486,1013690,1053265,2409,316264,375214,24600,641,316248,375062,24561,640,692119,19.9,1359679,25.6,10.1,691950,13,1361297,692723,60.6,406563,35.6,199549,201027,5549,438,1114009,97430,268881
Texas,12580115,43386,58252,9237352,31857,9199365,42597,6052656,20.9,6027142,27.9,3031660,10.5,3018881,14,6219915,5967500,392700,0,204022,4381784,4651254,292,1427484,1403407,200621,148,1421466,1397491,199775,147,2831343,20.9,6027142,27.9,9.8,2819408,13.1,6052656,2492484,66.7,1363035,36.5,641797,630972,90199,67,3701645,99127,336887
Utah,1310050,40863,57590,1070231,33383,1067008,46906,649947,20.3,647553,28.5,286744,8.9,286195,12.6,614250,660700,35100,0,23223,507034,539974,0,130294,133807,22643,0,130242,133326,22627,0,264101,20.3,647553,28.5,8.2,263568,11.6,649947,256049,70,113038,30.9,42948,65026,5064,0,416660,113881,358062
Virginia,3748925,43921,56166,3165336,37084,3158535,47321,2068249,24.2,2063130,30.9,1159848,13.6,1158202,17.4,1851525,1799200,98200,0,78647,1470894,1615406,389,512956,568681,78100,111,512734,567374,77983,111,1081748,24.2,2063130,30.9,12.7,1080219,16.2,2068249,901343,66.3,491827,36.2,222610,241469,27672,76,1365850,100511,275878
Veterans Health,3952465,N/A,N/A,3333181,N/A,3333053,N/A,2040715,N/A,2040638,N/A,1329156,N/A,1329103,N/A,1748565,2121600,82300,0,38296,1808022,1486862,1,695446,595428,38282,0,695429,595394,38280,0,1290874,N/A,2040638,N/A,0,1290823,0,2040715,1270404,0,927386,0,504269,408396,14721,0,2183441,0,0
Virgin Islands,46800,44708,57318,31142,29750,30989,37953,20173,19.3,20040,24.5,9889,9.4,9879,12.1,27300,19100,400,0,0,13185,17957,0,5131,4752,6,0,5126,4747,6,0,9883,19.3,20040,24.5,9.4,9873,12.1,20173,7409,41.6,4323,24.3,2452,1866,5,0,11828,66464,262980
Vermont,333720,53482,65437,259165,41534,258804,50747,167409,26.8,167165,32.8,88186,14.1,88050,17.3,159120,166300,8300,0,2455,131188,125301,221,42826,42868,2431,61,42815,42746,2428,61,85755,26.8,167165,32.8,13.7,85622,16.8,167409,97864,78.3,39920,31.9,16970,22857,54,39,141305,113009,266893
Washington,3557430,46717,59770,2823446,37078,2819027,47364,1816100,23.8,1812679,30.5,1038120,13.6,1037122,17.4,1707030,1760100,90300,0,49350,1358677,1413099,2320,522180,465825,49716,399,522123,464888,49712,399,988404,23.8,1812679,30.5,13,987410,16.6,1816100,879701,72.7,552411,45.7,283412,248225,20474,300,1423579,117678,294070
Wisconsin,2577425,44267,56574,2271149,39007,2267582,49773,1441789,24.8,1439036,31.6,831136,14.3,830355,18.2,1231425,1273800,72200,0,21321,1063197,1186440,191,368440,441762,20881,53,368412,441017,20873,53,810255,24.8,1439036,31.6,13.9,809482,17.8,1441789,766903,75.4,480457,47.2,235066,243422,1940,29,1266514,124505,253374
West Virginia,886275,49453,61866,732433,40869,731329,51050,450766,25.2,449953,31.4,276506,15.4,276246,19.3,402675,461200,22400,0,2581,371043,358809,0,134757,138532,3203,14,134704,138328,3200,14,273303,25.2,449953,31.4,15.3,273046,19.1,450766,227224,61.9,153010,41.7,75506,76625,871,8,383130,104392,241485
Wyoming,311575,53835,70013,220735,38139,220435,49533,134295,23.2,134049,30.1,84990,14.7,84935,19.1,141375,162000,8200,0,2094,112763,105805,73,42513,40421,2044,12,42510,40370,2043,12,82946,23.2,134049,30.1,14.3,82892,18.6,134295,64711,65.2,49523,49.9,25340,23730,445,8,114556,115504,314154
