COVID-19 Vaccinations in the United States
Date generated: Tue Mar 23 2021 15:15:53 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
New Jersey,4147575,46695,59732,3635504,40930,3623562,52186,2510167,28.3,2500999,36,1307969,14.7,1305150,18.8,2056275,1982400,108900,0,71602,1808713,1754714,475,604086,632476,71401,6,604001,629762,71381,6,1236568,28.3,2500999,36,13.9,1233769,17.8,2510167,958137,64.9,541945,36.7,246449,274993,20499,4,1442781,97780,281090
New Mexico,1183825,56458,73031,1098197,52374,1090194,67255,699102,33.3,692698,42.7,425109,20.3,422090,26,603525,550500,29800,0,15459,496796,584600,1342,174634,234972,15165,338,174552,232060,15140,338,409944,33.3,692698,42.7,19.6,406950,25.1,699102,256207,67.9,168758,44.7,75699,87172,5681,206,414201,109691,313508
Nevada,1348650,43785,56488,1164939,37821,1163786,48745,742578,24.1,741721,31.1,417067,13.5,416800,17.5,649350,663200,36100,0,22144,521714,621081,0,179520,215625,21921,1,179500,215380,21919,1,395146,24.1,741721,31.1,12.8,394881,16.5,742578,328891,66.3,212180,42.8,93721,111106,7353,0,547872,110464,271921
New York State,9586045,49277,62145,7522949,38671,7509071,48680,5082402,26.1,5070608,32.9,2469786,12.7,2467528,16,4842045,4497700,246300,0,152062,3584901,3785060,926,1149522,1169321,150766,177,1149364,1167246,150741,177,2319020,26.1,5070608,32.9,11.9,2316787,15,5082402,2016782,61.2,1089959,33.1,515243,526109,48497,110,3059056,92807,290826
Ohio,5540795,47401,60814,4447020,38044,4442529,48760,2866528,24.5,2863408,31.4,1650203,14.1,1648834,18.1,2734095,2654800,151900,0,121471,2186613,2135293,3643,775301,754383,119525,994,775254,753079,119510,991,1530678,24.5,2863408,31.4,13.1,1529324,16.8,2866528,1413073,69.1,930157,45.5,409539,484192,35756,670,2330859,113905,270769
Oklahoma,2239195,56589,74522,1674556,42319,1667972,55511,1081578,27.3,1075841,35.8,586559,14.8,585923,19.5,1080495,1102600,56100,0,21267,780994,872285,10,255976,309435,21147,1,255960,308821,21141,1,565412,27.3,1075841,35.8,14.3,564782,18.8,1081578,449548,70.8,324460,51.1,169050,150118,5292,0,776545,122265,352556
Oregon,1934665,45870,57731,1584449,37566,1579835,47143,1019809,24.2,1016883,30.3,589589,14,587925,17.5,933465,945500,55700,0,32112,773469,777810,1058,270369,287104,31942,174,270204,285618,31929,174,557647,24.2,1016883,30.3,13.2,555996,16.6,1019809,500744,65.4,220900,28.8,91344,108646,20827,83,695089,90733,252541
Pennsylvania,6257455,48879,61544,4748613,37093,4739452,46614,3209843,25.1,3202986,31.5,1639030,12.8,1636730,16.1,3055455,3034800,167200,0,88506,2294269,2365733,105,778140,770131,90676,83,777973,768005,90670,82,1548354,25.1,3202986,31.5,12.1,1546060,15.2,3209843,1482950,62,751165,31.4,385646,352748,12722,49,2225163,92972,261450
Puerto Rico,1650130,51668,62959,896153,28060,895611,34171,576006,18,575561,22,331874,10.4,331747,12.7,802230,804000,43900,0,8564,372211,515129,249,133429,189767,8671,7,133409,189668,8663,7,323203,18,575561,22,10.1,323084,12.3,576006,273962,50.5,137900,25.4,63072,72763,2065,0,406524,74876,303932
Rhode Island,513495,48472,60067,469205,44291,468656,54822,310605,29.3,310203,36.3,167542,15.8,167402,19.6,249795,248800,14900,0,9656,230340,229208,1,83903,74072,9566,1,83899,73936,9566,1,157976,29.3,310203,36.3,14.9,157836,18.5,310605,151363,80.9,77523,41.4,34159,41804,1560,0,226265,120968,274529
Republic of Palau,14800,82649,105964,11844,66142,11844,84800,8279,46.2,8279,59.3,3723,20.8,3723,26.7,0,14600,200,0,40,11803,1,0,3670,13,40,0,3670,13,40,0,3683,46.2,8279,59.3,20.6,3683,26.4,8279,1374,45.1,1194,39.2,1179,8,7,0,2526,82983,486202
South Carolina,2235235,43413,55361,1834965,35639,1832461,45386,1199352,23.3,1197296,29.7,656563,12.8,656107,16.3,1168635,999400,67200,0,33297,693664,1106980,1024,205257,418423,32680,203,205228,418022,32654,203,623883,23.3,1197296,29.7,12.1,623453,15.4,1199352,656248,70,433484,46.3,155748,270849,6748,139,1083197,115600,238546
South Dakota,520635,58851,77991,428076,48389,426799,63934,268972,30.4,268055,40.2,165224,18.7,164872,24.7,240435,267800,12400,0,5265,213230,209568,13,79538,80356,5326,4,79525,80018,5325,4,159898,30.4,268055,40.2,18.1,159547,23.9,268972,124372,81.9,89824,59.1,42445,46461,917,1,212039,139618,342814
Tennessee,3145950,46066,59144,2231739,32679,2229451,41914,1452601,21.3,1450520,27.3,768098,11.2,767853,14.4,1515150,1552100,78700,0,32474,1062535,1134179,2551,329693,405164,32557,684,329677,404990,32503,683,735541,21.3,1450520,27.3,10.8,735350,13.8,1452601,712105,62.3,433898,37.9,209409,217071,6949,469,1160541,101500,275142
Texas,12613635,43501,58407,9734465,33572,9691733,44877,6390503,22,6361726,29.5,3191523,11,3177152,14.7,6250335,5969000,394300,0,225713,4550899,4957509,344,1454442,1515081,221800,200,1447892,1508258,220801,199,2970050,22,6361726,29.5,10.2,2956676,13.7,6390503,2631610,70.5,1434909,38.4,653917,681180,99721,90,3818569,102259,337784
Utah,1321750,41228,58105,1137511,35481,1133939,49848,696212,21.7,693506,30.5,306453,9.6,305874,13.4,625950,660700,35100,0,27893,533314,576304,0,137016,142934,26503,0,136963,142430,26481,0,279950,21.7,693506,30.5,8.7,279393,12.3,696212,263662,72.1,125994,34.4,47456,72821,5717,0,439446,120109,361260
Virginia,3820055,44755,57232,3360330,39369,3352285,50224,2204874,25.8,2198660,32.9,1223887,14.3,1222067,18.3,1873755,1847700,98600,0,82863,1547065,1729834,568,538370,602974,82387,156,538135,601515,82261,156,1141500,25.8,2198660,32.9,13.4,1139806,17.1,2204874,932928,68.7,532402,39.2,240725,262255,29311,111,1436408,105703,281113
Veterans Health,3952565,N/A,N/A,3502931,N/A,3502797,N/A,2138364,N/A,2138282,N/A,1410609,N/A,1410554,N/A,1748565,2121700,82300,0,47698,1883206,1572026,1,729503,633430,47676,0,729486,633395,47673,0,1362933,N/A,2138282,N/A,0,1362881,0,2138364,1296106,0,977848,0,529805,429651,18392,0,2255947,0,0
Virgin Islands,46800,44708,57318,32191,30752,32010,39204,20720,19.8,20573,25.2,10288,9.8,10277,12.6,27300,19100,400,0,0,13573,18618,0,5378,4904,6,0,5373,4898,6,0,10282,19.8,20573,25.2,9.8,10271,12.6,20720,7543,42.4,4525,25.4,2601,1919,5,0,12156,68307,262980
Vermont,342960,54963,67249,277420,44459,277011,54318,179725,28.8,179449,35.2,94166,15.1,94029,18.4,161460,172400,9100,0,2901,138508,135780,231,45399,45840,2862,65,45388,45717,2859,65,91304,28.8,179449,35.2,14.6,91170,17.9,179725,101989,81.6,44944,35.9,19317,25529,56,42,150692,120516,274282
Washington,3586880,47103,60265,3045597,39995,3039691,51072,1968308,25.8,1963572,33,1114184,14.6,1113017,18.7,1736280,1760300,90300,0,56801,1452036,1534359,2401,546518,510059,57181,426,546455,508960,57176,426,1057003,25.8,1963572,33,13.9,1055841,17.7,1968308,908576,75.1,596157,49.3,298346,275322,22169,320,1495255,123603,296504
Wisconsin,2614965,44912,57398,2462081,42286,2457300,53937,1570598,27,1566746,34.4,908332,15.6,907482,19.9,1268865,1273800,72300,0,41716,1144854,1275310,201,399892,467795,40590,55,399863,467003,40561,55,867742,27,1566746,34.4,14.9,866921,19,1570598,787557,77.4,527219,51.8,258616,264023,4550,30,1333077,131048,257064
West Virginia,939515,52424,65582,764903,42681,763419,53290,474100,26.5,472922,33,286517,16,286238,20,416715,498200,24600,0,3553,383951,377399,0,137602,144791,4108,16,137548,144570,4104,16,282409,26.5,472922,33,15.8,282134,19.7,474100,231503,63.1,159187,43.4,77454,80681,1042,10,393274,107156,255991
Wyoming,314015,54257,70561,221452,38263,221137,49691,134800,23.3,134541,30.2,85556,14.8,85495,19.2,143715,162100,8200,0,2230,113272,105877,73,42916,40494,2134,12,42913,40437,2133,12,83422,23.3,134541,30.2,14.4,83362,18.7,134800,64831,65.4,49765,50.2,25503,23780,474,8,114686,115635,316614
