COVID-19 Vaccinations in the United States
Date generated: Sun Apr 25 2021 15:14:52 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3547800,N/A,N/A,2723895,N/A,2707307,N/A,1696703,N/A,1683099,N/A,1011218,N/A,1008558,N/A,1903200,1475100,169500,0,63219,1215138,1445139,399,419339,531575,60304,0,419298,528972,60288,0,950914,N/A,1683099,N/A,0,948270,0,1696703,158620,0,107099,0,37222,67011,2866,0,271396,0,0
Delaware,903465,92781,117304,704986,72398,698416,90681,433501,44.5,428912,55.7,282486,29,281417,36.5,469365,383500,50600,0,31468,277677,395638,203,98894,152744,30760,88,98874,151718,30737,88,251726,44.5,428912,55.7,25.9,250680,32.5,433501,163772,86.7,134685,71.3,54513,73442,6674,56,299697,158649,478262
Florida,19583945,91183,113545,14252729,66360,14178046,82202,8561469,39.9,8494246,49.2,5701137,26.5,5694281,33,10142145,8098000,1343800,0,531440,6232132,7466979,22178,2347442,2820554,525912,7229,2346817,2814583,525652,7229,5175225,39.9,8494246,49.2,24.1,5168629,30,8561469,3731887,83,3038520,67.6,1518811,1388054,125870,5785,7049632,156751,435456
Federated States of Micronesia,63200,60979,78177,31220,30123,31203,38598,19341,18.7,19325,23.9,12032,11.6,12031,14.9,0,61600,1600,0,95,31125,0,0,11912,22,98,0,11911,22,98,0,11934,18.7,19325,23.9,11.5,11933,14.8,19341,1734,9.8,1223,6.9,1191,5,27,0,2904,16482,358704
Georgia,8793835,82825,108385,5922054,55777,5865751,72296,3592667,33.8,3547451,43.7,2328997,21.9,2317861,28.6,4573335,3722600,497900,0,139961,2691532,3090230,331,1052661,1139167,136944,225,1052506,1128393,136739,223,2192053,33.8,3547451,43.7,20.6,2181122,26.9,3592667,1142041,75.3,929369,61.3,526485,385024,17727,133,2134586,140715,579703
Guam,140740,84902,108848,122238,73740,119710,92584,73202,44.2,71272,55.1,49455,29.8,48860,37.8,76440,53200,11100,0,1208,47440,73590,0,19325,28917,1213,0,19322,28325,1213,0,48242,44.2,71272,55.1,29.1,47647,36.9,73202,13535,48,11432,40.6,4828,6505,99,0,25030,88819,499414
Hawaii,1370040,96763,122763,1135909,80227,1126917,100978,694910,49.1,686698,61.5,464503,32.8,463103,41.5,735540,564500,70000,0,19728,391748,630673,93760,158735,267534,20168,18066,158625,266330,20099,18049,444335,49.1,686698,61.5,31.4,443004,39.7,694910,223727,83.3,177369,66.1,71333,100219,4408,1409,395334,147267,510356
Iowa,2664745,84459,109740,2242261,71069,2224908,91627,1344446,42.6,1330035,54.8,977098,31,974223,40.1,1328145,1174200,162400,0,90081,1048396,1103662,122,449673,438542,88838,45,449627,435754,88797,45,888260,42.6,1330035,54.8,28.2,885426,36.5,1344446,467080,84.5,424060,76.7,228219,188504,7303,34,888055,160602,481911
Idaho,1386985,77612,103594,1029611,57615,1029571,76899,591197,33.1,591112,44.2,449914,25.2,449883,33.6,710385,593500,83100,0,30014,461720,537416,461,193337,226531,29908,138,193334,226513,29898,138,420006,33.1,591112,44.2,23.5,419985,31.4,591197,220096,75.7,198910,68.4,93055,99242,6553,60,417598,143667,477168
Indian Health Svc,1673335,80340,N/A,1205018,57855,1179015,N/A,701810,33.7,685352,N/A,515053,24.7,505545,N/A,700635,899700,73000,0,19347,674231,511440,0,276607,219247,19199,0,276453,209923,19169,0,495854,33.7,685352,N/A,23.8,486376,0,701810,143523,0,112934,0,64795,46109,2030,0,257391,0,0
Illinois,11286585,89068,114539,8880236,70079,8791381,89217,5618182,44.3,5540023,56.2,3548134,28,3533276,35.9,5834985,4742400,709200,0,304194,3836898,4734553,4591,1459926,1781879,304790,1539,1458824,1769357,303560,1535,3243344,44.3,5540023,56.2,25.6,3229716,32.8,5618182,1692683,82.8,1294932,63.4,605348,642748,45881,955,2943128,144043,552389
Indiana,5220380,77543,101087,3914185,58141,3889673,75319,2334098,34.7,2313414,44.8,1659992,24.7,1658269,32.1,2680080,2203000,337300,0,123963,1661535,2121385,7302,673406,861464,122712,2410,673352,859861,122647,2409,1537280,34.7,2313414,44.8,22.8,1535622,29.7,2334098,840756,77.4,763933,70.4,384302,362956,15074,1601,1613280,148588,480812
Kansas,2576035,88423,116401,1933363,66363,1917610,86650,1212818,41.6,1198854,54.2,853219,29.3,849278,38.4,1277835,1155100,143100,0,56770,894127,981957,509,378971,416834,57269,145,378919,412980,57234,145,795950,41.6,1198854,54.2,27.3,792044,35.8,1212818,414980,87.3,339648,71.4,165612,163446,10508,82,724859,152446,541768
Kentucky,3747885,83889,108170,3011682,67411,2989356,86278,1788213,40,1771221,51.1,1336408,29.9,1331551,38.4,1895985,1630400,221500,0,106241,1364624,1540531,286,576954,655648,103591,215,576886,650910,103541,214,1232817,40,1771221,51.1,27.6,1228010,35.4,1788213,598675,79.8,507967,67.7,229949,252921,24964,133,1065862,142008,499342
Louisiana,3612910,77717,101453,2624038,56446,2609222,73269,1472582,31.7,1462246,41.1,1180168,25.4,1175828,33,1836510,1554000,222400,0,90161,1209930,1322981,966,503217,589978,86493,480,503135,585790,86424,479,1093675,31.7,1462246,41.1,23.5,1089404,30.6,1472582,548169,74,497216,67.1,233028,248332,15759,97,1052036,141971,487558
Massachusetts,6771230,98241,122231,5672164,82295,5617345,101402,3604461,52.3,3558468,64.2,2255295,32.7,2245856,40.5,3489330,2905900,376000,0,210537,2463635,2997903,89,951879,1092171,211229,16,951391,1083814,210635,16,2044066,52.3,3558468,64.2,29.7,2035221,36.7,3604461,1055048,90.2,878863,75.2,403453,422275,53125,10,1880250,160797,579068
Maryland,5544960,91718,117703,4456286,73710,4412151,93656,2767167,45.8,2730086,58,1881341,31.1,1874829,39.8,2934360,2299000,311600,0,184559,1932510,2336380,2837,773912,927885,178736,808,773819,921560,178644,806,1702605,45.8,2730086,58,28.2,1696185,36,2767167,797714,83.1,691598,72.1,339912,312838,38488,360,1436829,149764,577964
Maine,1265690,94159,115549,1105784,82263,1098591,100294,698363,52,691483,63.1,486026,36.2,485661,44.3,636090,549400,80200,0,70232,489555,545874,123,198040,217779,70174,33,198014,217472,70147,28,415852,52,691483,63.1,30.9,415514,37.9,698363,255760,89.7,232431,81.5,105268,109819,17332,12,468507,164236,443689
Marshall Islands,51300,87823,112594,25394,43473,25350,55638,14073,24.1,14036,30.8,11321,19.4,11312,24.8,0,40500,10800,0,35,25359,0,0,11279,3,39,0,11270,3,39,0,11282,24.1,14036,30.8,19.3,11273,24.7,14073,897,9,745,7.5,742,0,3,0,1639,16506,516616
Michigan,8738230,87497,111415,6662538,66713,6602402,84183,4073953,40.8,4021121,51.3,2895690,29,2887213,36.8,4483830,3733700,520700,0,227252,2922990,3511045,1251,1235645,1428106,231443,496,1235462,1419931,231326,494,2664247,40.8,4021121,51.3,26.7,2655887,33.9,4073953,1380094,78.2,1221984,69.2,616640,560211,44794,339,2529970,143309,494971
Minnesota,4634790,82182,106879,4038574,71611,4003033,92311,2498179,44.3,2468197,56.9,1760412,31.2,1754314,40.5,2414490,1952700,267600,0,194598,1741422,2102320,234,712131,851436,196785,60,712021,845577,196656,60,1563627,44.3,2468197,56.9,27.7,1557658,35.9,2498179,796293,86.5,718360,78.1,304743,375892,37700,25,1460514,158686,503572
Missouri,5095385,83022,106892,3729759,60771,3704859,77721,2195260,35.8,2175343,45.6,1545823,25.2,1542550,32.4,2691585,2127700,276100,0,118842,1493118,2117457,342,600485,825772,119512,54,600380,822714,119403,53,1426311,35.8,2175343,45.6,23.2,1423147,29.9,2195260,785590,74,664056,62.5,303644,336034,24355,23,1464445,137890,479775
Northern Mariana Islands,62910,110597,141791,38005,66814,37418,84336,21428,37.7,20989,47.3,16617,29.2,16469,37.1,42510,17800,2600,0,43,5011,32951,0,2230,14340,47,0,2230,14192,47,0,16570,37.7,20989,47.3,29.1,16422,37,21428,2402,24.8,2248,23.2,341,1868,39,0,4613,47704,650569
Mississippi,2381005,80003,104542,1519349,51051,1512718,66418,898385,30.2,893382,39.2,662955,22.3,661279,29,1173705,1056300,151000,0,44875,735710,737904,860,314771,304300,43861,23,314716,302716,43824,23,619094,30.2,893382,39.2,20.8,617455,27.1,898385,347633,71.4,290476,59.7,154950,123549,11970,7,620869,127569,489221
Montana,963855,90183,114719,724221,67762,717541,85402,424582,39.7,419610,49.9,318985,29.8,317323,37.8,469755,433000,61100,0,21768,347690,354580,183,149895,147679,21355,56,149846,146080,21341,56,297630,39.7,419610,49.9,27.8,295982,35.2,424582,159351,77.2,140277,68,68261,66856,5127,33,293333,142093,466900
North Carolina,9241800,88117,112879,6650611,63411,6582630,80400,3972578,37.9,3919790,47.9,2833404,27,2817785,34.4,4816500,3881400,543900,0,234492,2787061,3628729,329,1121261,1481040,231072,31,1120492,1466992,230270,31,2602332,37.9,3919790,47.9,24.8,2587515,31.6,3972578,1335418,76.3,1153226,65.9,545154,583116,24934,22,2510877,143389,527773
North Dakota,626540,82216,107673,546923,71769,541741,93100,294090,38.6,290860,50,240077,31.5,238527,41,310440,284500,31600,0,21649,240454,284820,0,101997,119012,19067,1,101930,117598,18998,1,221010,38.6,290860,50,29,219529,37.7,294090,96591,80.6,84212,70.3,41645,39817,2750,0,186154,155329,522792
Nebraska,1690180,87375,115898,1345536,69558,1334336,91497,813461,42.1,803787,55.1,578601,29.9,576957,39.6,878280,715300,96600,0,51771,578547,712900,2318,239200,286855,51895,651,239147,285291,51868,651,526706,42.1,803787,55.1,27.2,525089,36,813461,259931,83.2,233132,74.6,113016,115960,3674,482,495579,158607,540930
New Hampshire,1227615,90285,111151,1123788,82649,1114608,100919,804407,59.2,796290,72.1,399399,29.4,398469,36.1,607815,537000,82800,0,50113,486956,586692,27,177770,170370,51246,13,177624,169608,51224,13,348153,59.2,796290,72.1,25.6,347245,31.4,804407,289299,99.9,182890,72,82414,88487,11981,8,448793,176785,483572
New Jersey,7963795,89660,114692,6826763,76859,6760661,97365,4362697,49.1,4310503,62.1,2930275,33,2915541,42,4192695,3325800,445300,0,269220,3001996,3555072,475,1215992,1442894,271365,24,1215827,1428435,271258,21,2658910,49.1,4310503,62.1,29.9,2644283,38.1,4362697,1239844,84,1008738,68.4,472541,473624,62561,12,2140075,145037,539723
New Mexico,1999255,95347,123335,1722116,82130,1700559,104909,1039283,49.6,1022368,63.1,735020,35.1,728443,44.9,1011855,863000,124400,0,45811,765747,908408,2150,302551,386892,44982,595,302395,380550,44903,595,690038,49.6,1022368,63.1,32.9,683540,42.2,1039283,322287,85.4,259909,68.8,118710,128450,12385,364,564587,149517,529455
Nevada,2396080,77791,100359,1943150,63086,1929267,80806,1172829,38.1,1160483,48.6,796601,25.9,795175,33.3,1244880,1004300,146900,0,71007,820814,1051329,0,322953,403471,70172,5,322917,402099,70154,5,726429,38.1,1160483,48.6,23.6,725021,30.4,1172829,375856,75.8,315563,63.6,151067,150025,14467,4,695371,140204,483108
New York State,17625975,90605,114267,14571048,74902,14455069,93710,8812307,45.3,8714304,56.5,6096861,31.3,6078714,39.4,9210825,7463000,952150,0,579950,6330590,7657875,2633,2524392,3005705,566230,534,2524002,2988235,565946,531,5530631,45.3,8714304,56.5,28.4,5512768,35.7,8812307,2521318,76.5,2123550,64.4,1029016,979413,114819,302,4551338,138081,534745
Ohio,10062385,86083,110441,7894412,67537,7823098,85864,4578637,39.2,4521559,49.6,3446025,29.5,3433142,37.7,5351385,4176500,534500,0,287492,3422344,4177550,7026,1426173,1740025,277765,2062,1426069,1727355,277665,2053,3168260,39.2,4521559,49.6,27.1,3155477,34.6,4578637,1598545,78.1,1438758,70.3,661173,718144,58200,1241,3023555,147756,491731
Oklahoma,3699765,93500,123131,2592766,65524,2567095,85435,1497014,37.8,1480126,49.3,1110867,28.1,1102677,36.7,1888965,1618100,192700,0,68364,1200587,1323781,34,490363,552842,67641,21,490252,544799,67605,21,1043226,37.8,1480126,49.3,26.4,1035072,34.4,1497014,503655,79.3,417306,65.7,218740,186257,12303,6,918299,144584,582519
Oregon,3557915,84356,106169,2819970,66860,2796701,83454,1754218,41.6,1735072,51.8,1167265,27.7,1162707,34.7,1781715,1549600,226600,0,93427,1250869,1474158,1516,501482,573111,92409,263,501142,569161,92143,261,1074856,41.6,1735072,51.8,25.5,1070564,31.9,1754218,602919,78.7,524771,68.5,237601,255136,31894,140,1088956,142147,464431
Pennsylvania,11822805,92351,116282,9430907,73668,9371720,92174,6011913,47,5961839,58.6,3776497,29.5,3766395,37,5974605,4998700,849500,0,329159,4050907,5050603,238,1499817,1941719,334771,190,1499424,1932160,334622,189,3441726,47,5961839,58.6,26.9,3431773,33.8,6011913,2174083,90.8,1561936,65.3,722968,792882,45970,116,3698614,154536,493983
Puerto Rico,2970670,93017,113343,1730947,54199,1722511,65721,1101867,34.5,1093404,41.7,706256,22.1,705857,26.9,1494870,1289400,186400,0,61116,687283,982277,271,255870,389218,61156,12,255838,388923,61084,12,645100,34.5,1093404,41.7,20.2,644773,24.6,1101867,381278,70.2,299503,55.2,139338,150225,9937,3,667241,122897,547157
Rhode Island,1065185,100550,124603,844870,79753,838340,98067,520408,49.1,514734,60.2,357627,33.8,356835,41.7,562185,449300,53700,0,37808,361703,445335,24,144226,175807,37590,4,144217,175038,37576,4,320037,49.1,514734,60.2,30.2,319259,37.3,520408,168276,90,151673,81.1,70565,76277,4829,2,315750,168809,569478
Republic of Palau,24600,137376,176129,18388,102686,18388,131653,10746,60,10746,76.9,8000,44.7,8000,57.3,0,20800,3800,0,197,18190,1,0,7788,15,197,0,7788,15,197,0,7803,60,10746,76.9,43.6,7803,55.9,10746,1519,49.9,1441,47.3,1342,8,91,0,2828,92904,808147
South Carolina,4313565,83779,106837,3058387,59401,3036970,75218,1820274,35.4,1802843,44.7,1288767,25,1284750,31.8,2290665,1765900,257000,0,96499,1213709,1747124,1055,465589,728996,93973,209,465394,725374,93773,209,1194794,35.4,1802843,44.7,23.2,1190977,29.5,1820274,741620,79.1,616120,65.8,256281,341889,17809,141,1344074,143441,460348
South Dakota,859215,97124,128710,669294,75656,663406,99378,388763,43.9,384226,57.6,300874,34,299505,44.9,408915,397000,53300,0,18099,310087,341095,13,136363,146338,18166,7,136333,145006,18159,7,282708,43.9,384226,57.6,32,281346,42.1,388763,133691,88,121711,80.1,63130,56026,2551,4,249983,164602,565753
Tennessee,5396000,79014,101445,3803194,55690,3779090,71047,2269505,33.2,2250245,42.3,1541957,22.6,1537385,28.9,2784600,2284900,326500,0,107474,1676443,2014124,5153,657669,777911,104883,1494,657553,773576,104764,1492,1437074,33.2,2250245,42.3,21,1432621,26.9,2269505,828349,72.4,677317,59.2,347810,309515,19041,951,1526897,133541,471929
Texas,23721275,81809,109841,17782171,61327,17577111,81390,10668749,36.8,10542918,48.8,7155176,24.7,7070786,32.7,12313275,9824000,1584000,0,638090,7850094,9293287,700,2995860,3533632,625128,556,2960526,3491955,617755,549,6531538,36.8,10542918,48.8,22.5,6454503,29.9,10668749,2867760,76.8,2361209,63.2,988634,1166099,206292,183,5214917,139652,635239
Utah,2367760,73855,104088,2035354,63487,2003362,88069,1218193,38,1192509,52.4,705307,22,699551,30.8,1191060,1038900,137800,0,84049,883486,1067819,0,279331,345015,80961,0,279234,339447,80870,0,624346,38,1192509,52.4,19.5,618681,27.2,1218193,304086,83.1,201245,55,87777,103203,10265,0,566085,154722,647155
Virginia,7521285,88117,112684,6196880,72601,6129647,91834,3828270,44.9,3773710,56.5,2546964,29.8,2533701,38,3920085,3186600,414600,0,214300,2613301,3367532,1747,1033077,1300092,213253,542,1032170,1288350,212640,541,2333711,44.9,3773710,56.5,27.3,2321061,34.8,3828270,1118271,82.3,937415,69,450933,438819,47315,348,2016817,148415,553481
Veterans Health,6205925,N/A,N/A,4803238,N/A,4802794,N/A,2644200,N/A,2643844,N/A,2271861,N/A,2271758,N/A,2729025,2956700,520200,0,114919,2514221,2174096,2,1149889,1007118,114853,1,1149868,1007052,114837,1,2157008,N/A,2643844,N/A,0,2156921,0,2644200,1422776,0,1308841,0,732041,537191,39608,1,2692523,0,0
Virgin Islands,65880,62935,80686,59447,56789,58865,72094,32555,31.1,32223,39.5,24641,23.5,24445,29.9,43680,21500,700,0,302,19740,39405,0,8421,15903,317,0,8414,15714,317,0,24324,31.1,32223,39.5,23.2,24128,29.6,32555,10971,61.6,8847,49.7,3734,4980,133,0,19815,111345,370196
Vermont,633640,101547,124247,515788,82660,513389,100668,315912,50.6,314120,61.6,213558,34.2,212952,41.8,306540,286900,40200,0,23700,230031,261537,520,86800,103225,23355,178,86785,102652,23337,178,190203,50.6,314120,61.6,30.5,189615,37.2,315912,117939,94.3,101929,81.5,49154,52100,557,118,224874,179843,506754
Washington,6667750,87562,112029,5397121,70876,5354065,89957,3305388,43.4,3270510,54.9,2245053,29.5,2237118,37.6,3363750,2910400,393600,0,193227,2322638,2877850,3406,914380,1136490,193378,805,914241,1128791,193281,805,2051675,43.4,3270510,54.9,26.9,2043837,34.3,3305388,1019622,84.3,911754,75.4,417964,456438,36800,552,1912780,158117,551180
Wisconsin,5004705,85956,109853,4394643,75478,4350488,95493,2576863,44.3,2542593,55.8,1887291,32.4,1879231,41.2,2499705,2221700,283300,0,169861,1892307,2332020,455,764309,959186,163600,196,764193,951328,163515,195,1723691,44.3,2542593,55.8,29.6,1715716,37.7,2576863,872940,85.8,801424,78.8,392880,392189,16272,83,1698670,166988,491987
West Virginia,1624925,90669,113426,1135039,63334,1122084,78326,631298,35.2,622601,43.5,515490,28.8,511526,35.7,782925,746500,95500,0,19029,544999,571011,0,238168,257382,19878,62,238065,253546,19853,62,495612,35.2,622601,43.5,27.7,491673,34.3,631298,257154,70.1,229734,62.6,118243,108177,3273,41,484841,132105,442746
Wyoming,476085,82260,106979,340893,58901,338872,76147,192278,33.2,190773,42.9,150366,26,149917,33.7,215085,229600,31400,0,11249,165179,164290,175,68544,71243,10553,26,68538,70804,10549,26,139813,33.2,190773,42.9,24.2,139368,31.3,192278,71967,72.6,64767,65.3,33619,29433,1702,13,135313,136433,480026
