COVID-19 Vaccinations in the United States
Date generated: Mon Mar 29 2021 15:15:43 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Hawaii,890600,62901,79803,662115,46764,660624,59195,422366,29.8,420520,37.7,251645,17.8,251358,22.5,487500,383000,20100,0,7717,235831,324807,93760,94678,131084,7853,18030,94632,130877,7836,18013,243792,29.8,420520,37.7,17.2,243522,21.8,422366,160734,59.9,95775,35.7,45411,46456,2501,1407,252187,93943,331759
Iowa,1696035,53756,69847,1488820,47188,1485593,61180,942877,29.9,940454,38.7,585741,18.6,584860,24.1,809835,837700,48500,0,38822,774196,675683,119,298269,248345,39105,22,298257,247487,39094,22,546636,29.9,940454,38.7,17.3,545766,22.5,942877,434229,78.5,317134,57.4,164494,149545,3079,16,748434,135352,306723
Idaho,910095,50927,67975,728042,40740,728013,54375,448334,25.1,448299,33.5,282222,15.8,282205,21.1,433095,451400,25600,0,14684,352307,360808,243,133898,133802,14470,52,133896,133793,14464,52,267752,25.1,448299,33.5,15,267741,20,448334,205275,70.6,154917,53.3,69784,80870,4234,29,358093,123196,313102
Indian Health Svc,1462525,70219,N/A,940544,45157,925761,N/A,589212,28.3,578853,N/A,351992,16.9,347619,N/A,603525,831300,27700,0,7730,524792,408022,0,184412,159972,7608,0,184324,155697,7598,0,344384,28.3,578853,N/A,16.5,340021,0,589212,133772,0,96194,0,53799,41539,856,0,232022,0,0
Illinois,6883535,54322,69856,5682011,44840,5666361,57503,3763201,29.7,3750812,38.1,1996988,15.8,1993673,20.2,3477435,3218600,187500,0,114549,2680333,2884689,2440,899498,984773,111923,794,899216,981955,111709,793,1885065,29.7,3750812,38.1,14.9,1881964,19.1,3763201,1486128,72.7,893393,43.7,426945,441686,24242,520,2351945,115109,336894
Indiana,3328110,49436,64445,2700392,40111,2698787,52259,1651837,24.5,1650635,32,1082231,16.1,1081809,20.9,1602510,1627000,98600,0,52376,1219963,1424121,3932,478241,549953,52679,1358,478207,549572,52672,1358,1029552,24.5,1650635,32,15.3,1029137,19.9,1651837,780403,71.9,652857,60.1,340608,304168,7091,990,1445903,133172,306528
Kansas,1643765,56423,74276,1249912,42903,1246868,56341,846744,29.1,844164,38.1,471050,16.2,470304,21.3,785265,817900,40600,0,21036,646477,582158,241,237100,212141,21706,103,237078,211427,21696,103,449344,29.1,844164,38.1,15.4,448608,20.3,846744,370576,77.9,237273,49.9,119646,112495,5064,68,580524,122090,345701
Kentucky,2371375,53079,68442,2019234,45197,2013737,58120,1347152,30.2,1342953,38.8,731464,16.4,730815,21.1,1167075,1147600,56700,0,44399,969731,1004948,156,334630,354460,42269,105,334610,353851,42249,105,689195,30.2,1342953,38.8,15.4,688566,19.9,1347152,535045,71.3,347174,46.3,147489,186642,12974,69,852407,113569,315946
Louisiana,2550580,54865,71622,1882190,40488,1879225,52770,1177111,25.3,1174382,33,719571,15.5,719355,20.2,1276080,1209300,65200,0,51311,836476,993590,813,273209,396123,49874,365,273187,395959,49845,364,669697,25.3,1174382,33,14.4,669510,18.8,1177111,511637,69,408834,55.2,177298,220372,11090,74,928259,125267,344198
Massachusetts,3848770,55840,69476,3424253,49681,3415196,61649,2251089,32.7,2244490,40.5,1227553,17.8,1225221,22.1,1877070,1869500,102200,0,82702,1665606,1675884,61,557766,587080,82698,9,557632,584935,82645,9,1144855,32.7,2244490,40.5,16.6,1142576,20.6,2251089,944002,80.7,594871,50.9,249145,306808,38913,5,1500191,128295,329143
Maryland,3335590,55173,70804,2648201,43803,2642086,56083,1791217,29.6,1786124,37.9,966962,16,965980,20.5,1692990,1559000,83600,0,68920,1265897,1311734,1650,434530,464153,67823,456,434483,463232,67809,456,899139,29.6,1786124,37.9,14.9,898171,19.1,1791217,708711,73.9,428049,44.6,199439,203108,25286,216,1093473,113975,347676
Maine,791220,58861,72233,673445,50100,672868,61428,446546,33.2,446164,40.7,254300,18.9,254085,23.2,365820,397700,27700,0,21348,328231,323813,53,115572,117270,21443,15,115550,117081,21439,15,232857,33.2,446164,40.7,17.3,232646,21.2,446546,234569,82.2,153348,53.8,63869,78759,10713,7,375174,131518,277363
Marshall Islands,35800,61288,78574,20014,34263,19980,43852,12417,21.3,12386,27.2,7551,12.9,7546,16.6,0,35000,800,0,0,20014,0,0,7547,2,2,0,7542,2,2,0,7549,21.3,12386,27.2,12.9,7544,16.6,12417,830,8.4,544,5.5,542,0,2,0,1374,13837,360524
Michigan,5249380,52563,66931,4214787,42203,4209586,53674,2725322,27.3,2720867,34.7,1616040,16.2,1615145,20.6,2594280,2511200,143900,0,82586,1994184,2138017,0,686980,845494,83497,69,686900,844719,83457,69,1532543,27.3,2720867,34.7,15.3,1531688,19.5,2725322,1236916,70.1,883308,50,406702,454095,22455,56,2071361,117331,297348
Minnesota,2907150,51549,67039,2632176,46673,2626358,60564,1703543,30.2,1698582,39.2,1001877,17.8,1000955,23.1,1429350,1400000,77800,0,60517,1220549,1350913,197,425722,515162,60946,47,425680,514302,60926,47,940931,30.2,1698582,39.2,16.7,940029,21.7,1703543,748479,81.3,532029,57.8,209819,292451,29740,19,1234436,134122,315863
Missouri,3256125,53054,68308,2430704,39605,2427372,50922,1529606,24.9,1527048,32,868835,14.2,868221,18.2,1664325,1504700,87100,0,43635,1011885,1374867,317,329969,493905,44921,40,329929,493350,44903,39,823914,24.9,1527048,32,13.4,823318,17.3,1529606,698931,65.8,445715,42,193024,238888,13785,18,1167494,109930,306592
Northern Mariana Islands,44210,77722,99644,27446,48251,27356,61657,16007,28.1,15929,35.9,11459,20.1,11447,25.8,30810,12800,600,0,34,3599,23813,0,1315,10109,35,0,1315,10097,35,0,11424,28.1,15929,35.9,20.1,11412,25.7,16007,2252,23.3,2054,21.2,295,1728,31,0,4277,44230,457187
Mississippi,1614655,54253,70894,1094028,36760,1092538,47970,704342,23.7,703025,30.9,414910,13.9,414739,18.2,770055,801500,43100,0,25414,558591,509293,730,199644,190471,24782,13,199620,190334,24772,13,390128,23.7,703025,30.9,13.1,389967,17.1,704342,312492,64.2,219376,45.1,114058,97939,7375,4,519366,106713,331760
Montana,632625,59191,75295,499029,46692,497235,59181,316057,29.6,314672,37.5,192701,18,192305,22.9,295425,320700,16500,0,9133,259772,230000,124,97752,85846,9069,34,97731,85476,9064,34,183632,29.6,314672,37.5,17.2,183241,21.8,316057,144493,70,103377,50.1,50654,49923,2781,19,243420,117915,306449
North Carolina,5680940,54166,69387,4549839,43381,4534131,55380,2952779,28.2,2938501,35.9,1653037,15.8,1651426,20.2,2911740,2622200,147000,0,119173,1949542,2480795,329,637060,898709,117242,26,636917,897472,117011,26,1535795,28.2,2938501,35.9,14.6,1534415,18.7,2952779,1246071,71.2,981413,56,449802,515004,16587,20,2256094,128839,324422
North Dakota,437720,57439,75224,397822,52203,396348,68114,236146,31,235054,40.4,149705,19.6,149402,25.7,209820,216500,11400,0,8102,188326,201394,0,69361,72956,7388,0,69338,72688,7376,0,142317,31,235054,40.4,18.7,142026,24.4,236146,91705,76.5,74649,62.3,36856,36432,1361,0,172630,144044,365238
Nebraska,1072470,55442,73541,881787,45584,879833,60331,568784,29.4,567281,38.9,328551,17,328087,22.5,535470,505200,31800,0,21295,416862,441874,1756,149756,156338,21979,478,149725,155911,21973,478,306572,29.4,567281,38.9,15.8,306114,21,568784,242561,77.6,169899,54.4,78857,88904,1763,375,415126,132858,343237
New Hampshire,743355,54670,67305,598445,44013,596759,54032,408402,30,407140,36.9,228288,16.8,227881,20.6,352755,369200,21400,0,14815,316251,267352,27,121646,91116,15520,6,121555,90815,15505,6,212768,30,407140,36.9,15.6,212376,19.2,408402,209500,82.5,120079,47.3,58849,52561,8666,3,310691,122385,292816
New Jersey,4794085,53974,69043,4142916,46643,4126949,59435,2822580,31.8,2810303,40.5,1538648,17.3,1534895,22.1,2399085,2271200,123800,0,90627,2010811,2041003,475,693412,754503,90726,7,693320,750866,90702,7,1447922,31.8,2810303,40.5,16.3,1444193,20.8,2822580,1028146,69.7,639948,43.4,288568,325097,26278,5,1601760,108555,324905
New Mexico,1337435,63784,82507,1224826,58413,1215237,74969,778035,37.1,770649,47.5,477055,22.8,473315,29.2,688935,614600,33900,0,20788,553368,649257,1413,194310,262285,20099,361,194220,258667,20067,361,456956,37.1,770649,47.5,21.8,453248,28,778035,278482,73.7,188693,50,83084,97998,7394,217,454467,120355,354188
Nevada,1548430,50271,64855,1303006,42303,1301281,54504,828805,26.9,827412,34.7,472434,15.3,472126,19.8,759330,745700,43400,0,27665,569437,705904,0,196752,248429,27252,1,196732,248144,27249,1,445182,26.9,827412,34.7,14.5,444877,18.6,828805,340690,68.7,238344,48.1,105621,124471,8252,0,585363,118023,312201
New York State,11109835,57110,72024,8654504,44488,8635143,55981,5761882,29.6,5746223,37.3,2960695,15.2,2956807,19.2,5716035,5116100,277700,0,199242,4016581,4437522,1159,1290365,1472897,197214,219,1290188,1469230,197170,219,2763481,29.6,5746223,37.3,14.2,2759637,17.9,5761882,2151336,65.3,1266452,38.4,578740,628401,59169,142,3359238,101914,337055
Ohio,6386995,54641,70101,5074719,43414,5067725,55622,3266675,27.9,3261340,35.8,1885553,16.1,1883983,20.7,3260595,2956500,169900,0,142089,2428655,2499701,4274,872171,872569,139640,1173,872121,871078,139615,1169,1745913,27.9,3261340,35.8,14.9,1744368,19.1,3266675,1461553,71.4,1073786,52.5,473701,559668,39627,790,2523165,123303,312121
Oklahoma,2530785,63958,84227,1869610,47249,1860314,61913,1192525,30.1,1184666,39.4,675816,17.1,674647,22.5,1217385,1245200,68200,0,29957,866927,972715,11,293147,352880,29788,1,293113,351757,29776,1,646028,30.1,1184666,39.4,16.3,644871,21.5,1192525,465121,73.2,346936,54.6,180758,159626,6552,0,813599,128099,398466
Oregon,2205385,52288,65809,1772914,42035,1767241,52735,1141447,27.1,1137616,33.9,665111,15.8,663255,19.8,1080885,1062100,62400,0,38925,850836,882034,1119,299040,327162,38721,188,298862,325513,38692,188,626390,27.1,1137616,33.9,14.9,624563,18.6,1141447,539181,70.4,272716,35.6,110810,138151,23660,95,782381,102128,287879
Pennsylvania,7164385,55963,70464,5795550,45271,5783308,56881,3917341,30.6,3907998,38.4,2007637,15.7,2004648,19.7,3580785,3385400,198200,0,122585,2738667,2934178,120,906247,976557,124729,104,906052,973774,124719,103,1882908,30.6,3907998,38.4,14.7,1879929,18.5,3917341,1740554,72.7,930898,38.9,458130,455788,16916,64,2661125,111188,299344
Puerto Rico,1882480,58944,71824,1044040,32691,1043335,39807,679657,21.3,679050,25.9,386795,12.1,386659,14.8,925080,909600,47800,0,16921,425275,601594,250,146016,223769,17002,8,145996,223662,16993,8,369793,21.3,679050,25.9,11.6,369666,14.1,679657,306293,56.4,171980,31.7,74077,93653,4249,1,470548,86669,346727
Rhode Island,616065,58154,72066,526086,49661,525393,61459,331853,31.3,331317,38.8,205007,19.4,204844,24,297765,301700,16600,0,11808,251891,262386,1,99365,93932,11707,3,99361,93773,11707,3,193300,31.3,331317,38.8,18.2,193137,22.6,331853,154300,82.5,105838,56.6,46522,57339,1975,2,257739,137794,329366
Republic of Palau,15000,83766,107396,13381,74725,13381,95804,8401,46.9,8401,60.1,5250,29.3,5250,37.6,0,14600,400,0,143,13237,1,0,5094,13,143,0,5094,13,143,0,5107,46.9,8401,60.1,28.5,5107,36.6,8401,1450,47.6,1342,44.1,1251,8,83,0,2674,87845,492773
South Carolina,2652225,51512,65689,2066478,40136,2062776,51090,1355018,26.3,1351835,33.5,738219,14.3,737706,18.3,1375725,1201200,75300,0,44609,791303,1229541,1025,242323,452141,43551,204,242290,451700,43512,204,694668,26.3,1351835,33.5,13.5,694194,17.2,1355018,681315,72.7,486039,51.9,185337,291540,9023,139,1159779,123773,283048
South Dakota,581525,65734,87112,482516,54543,480962,72048,300563,34,299446,44.9,191284,21.6,190853,28.6,272025,294400,15100,0,8413,237603,236487,13,90612,92318,8349,5,90598,91904,8346,5,182935,34,299446,44.9,20.7,182507,27.3,300563,127030,83.6,102327,67.4,50326,50813,1186,2,226548,149171,382907
Tennessee,3554800,52053,66831,2545370,37272,2541669,47784,1647245,24.1,1643816,30.9,897034,13.1,896728,16.9,1731600,1735800,87400,0,51072,1195185,1296063,3050,390533,454775,50888,838,390513,454554,50824,837,846146,24.1,1643816,30.9,12.4,845904,15.9,1647245,745376,65.2,503988,44.1,248407,245238,9780,563,1264216,110567,310899
Texas,14660795,50562,67886,10941968,37736,10889243,50422,7099537,24.5,7064473,32.7,3684436,12.7,3666239,17,7441395,6771800,447600,0,263525,5038721,5639206,516,1616032,1809562,258470,372,1608050,1800625,257193,370,3426321,24.5,7064473,32.7,11.8,3409399,15.8,7099537,2526016,67.6,1607888,43.1,705236,789693,112796,162,4103266,109883,392606
Utah,1500500,46803,65963,1276128,39805,1270764,55863,783973,24.5,779776,34.3,349967,10.9,349191,15.4,725400,735200,39900,0,30891,589230,656007,0,152579,167920,29468,0,152524,167223,29444,0,320499,24.5,779776,34.3,10,319747,14.1,783973,276178,75.5,150678,41.2,58541,86023,6114,0,482744,131943,410116
Virginia,4489825,52602,67267,3778349,44266,3766642,56432,2493161,29.2,2483683,37.2,1359316,15.9,1357084,20.3,2225925,2150800,113100,0,89204,1715942,1972469,734,586590,683615,88886,225,586330,681779,88750,225,1270430,29.2,2483683,37.2,14.9,1268334,19,2493161,983512,72.4,607701,44.7,270855,305420,31261,165,1561592,114915,330400
Veterans Health,4356075,N/A,N/A,3798767,N/A,3798617,N/A,2272856,N/A,2272761,N/A,1580773,N/A,1580713,N/A,1974375,2291600,90100,0,56630,2032399,1709737,1,814679,709492,56602,0,814660,709456,56597,0,1524171,N/A,2272761,N/A,0,1524116,0,2272856,1328864,0,1073988,0,588942,463833,21213,0,2382048,0,0
Virgin Islands,56860,54318,69639,38221,36512,37947,46475,23731,22.7,23547,28.8,12906,12.3,12847,15.7,36660,19800,400,0,10,15611,22600,0,6059,6831,16,0,6054,6777,16,0,12890,22.7,23547,28.8,12.3,12831,15.7,23731,8413,47.3,5338,30,2902,2429,7,0,13862,77894,319510
Vermont,393330,63035,77126,310003,49681,309400,60669,199645,32,199179,39.1,108611,17.4,108467,21.3,186030,193800,13500,0,5613,151803,152351,236,50585,52584,5377,65,50574,52454,5374,65,103234,32,199179,39.1,16.5,103093,20.2,199645,107398,85.9,56027,44.8,24107,31772,106,42,167579,134021,314566
Washington,4114320,54030,69127,3419568,44906,3411250,57314,2188808,28.7,2181979,36.7,1279534,16.8,1278058,21.5,2042820,1966500,105000,0,70922,1588781,1757292,2573,586493,621443,71109,489,586427,620044,71098,489,1208425,28.7,2181979,36.7,15.9,1206960,20.3,2188808,940455,77.7,681925,56.4,321174,335422,24973,356,1611043,133175,340104
Wisconsin,2996415,51463,65771,2808953,48244,2801416,61491,1794367,30.8,1788022,39.2,1039433,17.9,1038351,22.8,1473615,1447700,75100,0,54392,1280220,1474119,222,443646,543055,52671,61,443614,542039,52637,61,986762,30.8,1788022,39.2,16.9,985714,21.6,1794367,811095,79.7,599870,59,289304,303909,6625,32,1428582,140437,294562
West Virginia,1067635,59573,74525,856921,47815,853918,59607,524381,29.3,521733,36.4,330678,18.5,330360,23.1,482235,556600,28800,0,7195,425032,424694,0,154167,168802,7688,21,154110,168551,7678,21,322990,29.3,521733,36.4,18,322682,22.5,524381,240416,65.5,184582,50.3,89355,93657,1557,13,427290,116424,290900
Wyoming,353975,61161,79540,244038,42166,243608,54740,147413,25.5,147068,33,96398,16.7,96310,21.6,164775,180000,9200,0,4195,122494,117265,84,46601,45926,3854,17,46598,45842,3853,17,92544,25.5,147068,33,16,92457,20.8,147413,66633,67.2,54180,54.6,27527,25935,709,9,120570,121568,356905
