COVID-19 Vaccinations in the United States
Date generated: Wed Mar 24 2021 15:22:26 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2197100,N/A,N/A,1682536,N/A,1677572,N/A,1058047,N/A,1053827,N/A,589194,N/A,588610,N/A,1177800,967400,51900,0,14591,787016,880530,399,259201,318317,11676,0,259171,317770,11669,0,577518,N/A,1053827,N/A,0,576941,0,1058047,125480,0,70916,0,22649,47849,418,0,200749,0,0
Delaware,508195,52189,65983,389157,39964,388770,50477,252231,25.9,251921,32.7,133611,13.7,133544,17.3,257595,237200,13400,0,6753,168996,213364,44,61393,65128,7075,15,61381,65073,7075,15,126536,25.9,251921,32.7,13,126469,16.4,252231,142071,75.2,82429,43.6,39638,38045,4737,9,225061,119139,269020
Florida,11287195,52553,65441,8250717,38415,8240159,47775,5152128,24,5142875,29.8,2885760,13.4,2884533,16.7,5701995,5238900,346300,0,166625,4021494,4051719,10879,1349885,1366533,165740,3602,1349306,1365940,165685,3602,2720020,24,5142875,29.8,12.7,2718848,15.8,5152128,3224574,71.7,2102417,46.7,1022455,1018900,57969,3093,5613384,124816,250975
Federated States of Micronesia,47400,45734,58633,22488,21698,22483,27811,13721,13.2,13716,17,8814,8.5,8814,10.9,0,46600,800,0,0,22488,0,0,8794,19,1,0,8794,19,1,0,8813,13.2,13716,17,8.5,8813,10.9,13721,1319,7.5,943,5.4,939,4,0,0,2237,12697,269028
Georgia,4820525,45402,59413,3281102,30903,3276410,40382,2059451,19.4,2055270,25.3,1172125,11,1171543,14.4,2393625,2304900,122000,0,51210,1733386,1496262,244,622056,500852,49066,151,621984,500446,48962,151,1123059,19.4,2055270,25.3,10.6,1122581,13.8,2059451,985995,65,692569,45.7,409105,277343,6027,94,1735403,114401,317777
Guam,87860,53002,67951,75724,45681,75666,58520,43983,26.5,43945,34,30997,18.7,30979,24,48360,38200,1300,0,28,36777,38919,0,15399,15570,28,0,15397,15554,28,0,30969,26.5,43945,34,18.7,30951,23.9,43983,11778,41.8,9866,35,4332,5528,6,0,21816,77414,311770
Hawaii,804790,56841,72114,621720,43911,620420,55593,396262,28,394592,35.4,235147,16.6,234889,21,437190,347500,20100,0,6117,221350,300493,93760,89395,121535,6198,18019,89350,121352,6185,18002,228949,28,394592,35.4,16.2,228704,20.5,396262,154269,57.5,90939,33.9,43710,44070,1752,1407,241771,90063,299794
Iowa,1539355,48790,63394,1333747,42273,1331144,54820,852108,27,850281,35,517307,16.4,516491,21.3,734955,760000,44400,0,34543,700215,598870,119,261182,221285,34825,15,261172,220490,34814,15,482482,27,850281,35,15.3,481677,19.8,852108,422172,76.3,269526,48.7,135978,130698,2841,9,688496,124512,278388
Idaho,821195,45952,61335,656932,36760,656904,49064,403821,22.6,403788,30.2,253930,14.2,253914,19,397995,399800,23400,0,11084,326049,319580,219,124207,118806,10873,44,124205,118798,10867,44,243057,22.6,403788,30.2,13.6,243047,18.2,403821,198930,68.4,136514,47,62184,70831,3474,25,333094,114595,282518
Indian Health Svc,1375025,66018,N/A,860107,41295,847993,N/A,546943,26.3,538149,N/A,311687,15,308414,N/A,545025,802300,27700,0,5427,479050,375630,0,161025,145348,5314,0,160954,142153,5307,0,306373,26.3,538149,N/A,14.7,303107,0,546943,129482,0,91023,0,50556,39920,547,0,222834,0,0
Illinois,6373315,50295,64678,5096694,40221,5084794,51602,3340960,26.4,3331812,33.8,1814376,14.3,1811561,18.4,3236415,2962500,174400,0,92831,2453329,2548482,2052,834561,888786,90374,655,834327,886371,90209,654,1724002,26.4,3331812,33.8,13.6,1721352,17.5,3340960,1403039,68.7,811378,39.7,395820,394467,20665,426,2190129,107189,311923
Indiana,3132390,46528,60655,2447336,36353,2446076,47366,1495417,22.2,1494528,28.9,974543,14.5,974157,18.9,1560390,1484700,87300,0,40845,1123394,1279751,3346,443671,488618,41079,1175,443637,488269,41076,1175,933464,22.2,1494528,28.9,13.9,933081,18.1,1495417,758097,69.8,611325,56.3,320953,283897,5605,870,1382565,127338,288502
Kansas,1462325,50195,66077,1088988,37380,1086784,49108,747131,25.6,745351,33.7,397845,13.7,397224,17.9,689325,733500,39500,0,14670,578833,495275,210,205735,176770,15252,88,205714,176177,15245,88,382593,25.6,745351,33.7,13.1,381979,17.3,747131,358380,75.4,196517,41.3,100644,91643,4172,58,528711,111194,307543
Kentucky,2214795,49574,63923,1813786,40598,1809871,52236,1231911,27.6,1229113,35.5,635620,14.2,635152,18.3,1103895,1056400,54500,0,38141,876734,898813,98,290614,308932,35996,78,290596,308497,35981,78,599624,27.6,1229113,35.5,13.4,599171,17.3,1231911,512353,68.3,295081,39.3,117256,166561,11213,51,779680,103879,295084
Louisiana,2296150,49392,64478,1695779,36478,1693812,47563,1076810,23.2,1075019,30.2,631472,13.6,631301,17.7,1160250,1072600,63300,0,44904,745517,904556,802,235048,352426,43637,361,235031,352300,43610,360,587835,23.2,1075019,30.2,12.6,587691,16.5,1076810,498047,67.2,378794,51.1,161315,207297,10111,71,884638,119381,309863
Massachusetts,3490490,50642,63009,3066115,44485,3059288,55225,2026414,29.4,2021611,36.5,1084737,15.7,1082836,19.5,1685190,1706200,99100,0,73692,1507558,1484816,49,486889,524150,73691,7,486772,522401,73656,7,1011046,29.4,2021611,36.5,14.7,1009180,18.2,2026414,897456,76.7,512312,43.8,204427,271327,36555,3,1374055,117508,298503
Maryland,3030330,50124,64325,2357211,38990,2352698,49941,1594230,26.4,1590525,33.8,864158,14.3,863348,18.3,1543230,1406200,80900,0,58348,1136929,1160465,1469,389282,417213,57262,401,389238,416459,57250,401,806896,26.4,1590525,33.8,13.3,806098,17.1,1594230,675600,70.4,376734,39.3,171811,181775,22961,187,1011628,105444,315858
Maine,713860,53106,65171,599693,44613,599166,54700,401820,29.9,401480,36.7,221699,16.5,221497,20.2,333060,359800,21000,0,18237,295656,285762,38,102682,100672,18337,8,102661,100495,18333,8,203362,29.9,401480,36.7,15.1,203164,18.5,401820,224096,78.6,129029,45.2,52459,66847,9719,4,341423,119686,250245
Marshall Islands,35600,60945,78135,18873,32310,18843,41357,12047,20.6,12019,26.4,6780,11.6,6776,14.9,0,35000,600,0,0,18873,0,0,6776,2,2,0,6772,2,2,0,6778,20.6,12019,26.4,11.6,6774,14.9,12047,818,8.2,504,5.1,502,0,2,0,1322,13313,358510
Michigan,5015690,50223,63952,3776838,37818,3773679,48116,2463672,24.7,2461204,31.4,1404164,14.1,1403425,17.9,2480790,2401400,133500,0,53555,1795640,1927643,0,598405,751294,54413,52,598344,750644,54385,52,1349751,24.7,2461204,31.4,13.5,1349040,17.2,2463672,1200881,68,754155,42.7,345136,391319,17659,41,1912594,108338,284111
Minnesota,2657880,47129,61291,2353672,41734,2349670,54184,1542418,27.3,1539185,35.5,874480,15.5,873656,20.1,1322880,1262200,72800,0,51971,1095596,1205912,193,370497,451667,52270,46,370462,450894,52254,46,822210,27.3,1539185,35.5,14.6,821402,18.9,1542418,732123,79.5,450886,49,182176,239745,28947,18,1138568,123706,288780
Missouri,2872965,46811,60270,2192811,35729,2190232,45947,1398975,22.8,1397020,29.3,758154,12.4,757650,15.9,1456065,1339200,77700,0,34735,907249,1250541,286,281100,441028,35992,34,281065,440573,35979,33,722162,22.8,1397020,29.3,11.8,721671,15.1,1398975,669794,63.1,382313,36,161555,208943,11801,14,1075933,101308,270515
Northern Mariana Islands,44110,77546,99418,25206,44313,25167,56723,14676,25.8,14649,33,10529,18.5,10517,23.7,30810,12800,500,0,14,3282,21910,0,1117,9397,15,0,1117,9385,15,0,10514,25.8,14649,33,18.5,10502,23.7,14676,2206,22.8,1990,20.6,282,1695,13,0,4185,43278,456153
Mississippi,1441325,48429,63284,1004562,33754,1003747,44071,656843,22.1,656164,28.8,370096,12.4,369967,16.2,677625,722400,41300,0,21904,521104,460825,729,181658,167143,21283,12,181636,167042,21277,12,348813,22.1,656164,28.8,11.7,348690,15.3,656843,302428,62.1,200826,41.3,105196,89144,6482,4,491756,101040,296147
Montana,556965,52112,66290,447693,41888,446333,53123,284822,26.6,283796,33.8,170551,16,170229,20.3,250965,290200,15800,0,6912,237248,203423,110,87649,75994,6880,28,87630,75694,6877,28,163671,26.6,283796,33.8,15.3,163352,19.4,284822,137050,66.4,92033,44.6,44698,45198,2123,14,225251,109114,269799
North Carolina,4977220,47456,60791,4092184,39017,4081616,49853,2670792,25.5,2661344,32.5,1469139,14,1467862,17.9,2530320,2316500,130400,0,107656,1754760,2229439,329,554659,808798,105656,26,554533,807849,105454,26,1363483,25.5,2661344,32.5,13,1362408,16.6,2670792,1219275,69.6,906667,51.8,408243,483050,15354,20,2154324,123027,284235
North Dakota,410240,53833,70501,360592,47318,359378,61760,220775,29,219861,37.8,129550,17,129310,22.2,193440,205700,11100,0,7155,172180,181257,0,59967,63120,6463,0,59950,62903,6457,0,123087,29,219861,37.8,16.2,122853,21.1,220775,90099,75.2,66310,55.3,32342,32780,1188,0,161704,134928,342309
Nebraska,1004540,51930,68883,804643,41596,802965,55060,519877,26.9,518636,35.6,297906,15.4,297458,20.4,501540,471800,31200,0,19634,376545,406901,1563,131776,145553,20173,404,131748,145139,20167,404,277733,26.9,518636,35.6,14.4,277291,19,519877,237258,75.9,149873,48,65665,82375,1520,313,389648,124704,321496
New Hampshire,669085,49208,60580,545500,40119,543975,49253,385013,28.3,383855,34.8,194726,14.3,194370,17.6,316485,332900,19700,0,13441,294444,237588,27,110647,70177,13897,5,110570,69912,13883,5,180829,28.3,383855,34.8,13.3,180487,16.3,385013,204865,80.7,95915,37.8,51369,36092,8452,2,282725,111369,263560
New Jersey,4217315,47481,60737,3636384,40940,3624440,52198,2514665,28.3,2505483,36.1,1310353,14.8,1307534,18.8,2058615,2048700,110000,0,71702,1809021,1755186,475,605150,633541,71656,6,605065,630827,71636,6,1238697,28.3,2505483,36.1,13.9,1235898,17.8,2514665,958760,65,542794,36.8,246847,275405,20538,4,1442890,97788,285816
New Mexico,1253435,59778,77325,1101603,52537,1093485,67458,701349,33.4,694890,42.9,426426,20.3,423352,26.1,630435,590200,32800,0,15757,498752,585752,1342,175193,235509,15386,338,175110,232544,15360,338,411040,33.4,694890,42.9,19.6,407992,25.2,701349,256897,68,169168,44.8,75862,87331,5769,206,415162,109946,331943
Nevada,1389160,45100,58184,1170434,37999,1169260,48974,746550,24.2,745672,31.2,418727,13.6,418460,17.5,664560,685400,39200,0,22214,523388,624832,0,179824,216897,22005,1,179804,216652,22003,1,396722,24.2,745672,31.2,12.9,396457,16.6,746550,329426,66.4,213237,43,93921,111956,7360,0,549411,110775,280088
New York State,9982845,51316,64718,7695283,39557,7680391,49791,5195034,26.7,5182456,33.6,2531467,13,2528985,16.4,5146245,4582400,254200,0,155481,3652795,3886052,955,1169420,1207700,154164,183,1169260,1205403,154139,183,2377303,26.7,5182456,33.6,12.2,2374846,15.4,5195034,2039388,61.9,1114033,33.8,524814,539595,49508,116,3104742,94193,302864
Ohio,5828105,49859,63967,4499814,38496,4495174,49337,2903017,24.8,2899791,31.8,1667152,14.3,1665741,18.3,2901405,2763700,163000,0,122675,2205080,2168408,3651,780295,765114,120748,995,780248,763769,120732,992,1546404,24.8,2899791,31.8,13.2,1545009,17,2903017,1417228,69.3,938268,45.9,412095,489507,35995,671,2342600,114479,284809
Oklahoma,2289845,57869,76208,1682725,42526,1676040,55780,1086326,27.5,1080511,36,590024,14.9,589366,19.6,1121445,1106900,61500,0,21548,784040,877127,10,256745,311849,21429,1,256728,311214,21423,1,568595,27.5,1080511,36,14.4,567943,18.9,1086326,450258,70.9,325053,51.2,169303,150429,5321,0,777862,122472,360531
Oregon,2092775,49618,62449,1606844,38097,1602091,47807,1032205,24.5,1029159,30.7,600466,14.2,598782,17.9,1007175,1024300,61300,0,32913,778759,794114,1058,273463,294085,32744,174,273297,292580,32731,174,567722,24.5,1029159,30.7,13.5,566051,16.9,1032205,507817,66.3,228217,29.8,93724,113127,21283,83,708965,92545,273180
Pennsylvania,6337155,49501,62328,5150999,40236,5140719,50561,3481464,27.2,3473806,34.2,1782548,13.9,1779939,17.5,3113955,3046800,176400,0,110300,2467351,2573242,106,830181,840057,112227,83,830007,837630,112220,82,1670321,27.2,3473806,34.2,13,1667719,16.4,3481464,1589880,66.4,821800,34.3,414583,392572,14596,49,2403734,100433,264780
Puerto Rico,1650930,51693,62989,902839,28269,902285,34426,582434,18.2,581977,22.2,333016,10.4,332889,12.7,802230,804100,44600,0,8638,373532,520420,249,133799,190457,8753,7,133779,190358,8745,7,324263,18.2,581977,22.2,10.2,324144,12.4,582434,275047,50.7,138520,25.5,63361,73065,2094,0,408014,75151,304079
Rhode Island,561005,52957,65625,480045,45315,479471,56087,314642,29.7,314219,36.8,175119,16.5,174974,20.5,276705,269400,14900,0,10518,234509,235017,1,87259,77453,10406,1,87255,77312,10406,1,164713,29.7,314219,36.8,15.5,164568,19.3,314642,151728,81.1,83177,44.5,36718,44827,1632,0,232273,124180,299929
Republic of Palau,14800,82649,105964,12247,68392,12247,87685,8281,46.2,8281,59.3,4125,23,4125,29.5,0,14600,200,0,40,12206,1,0,4072,13,40,0,4072,13,40,0,4085,46.2,8281,59.3,22.8,4085,29.2,8281,1374,45.1,1216,39.9,1201,8,7,0,2548,83706,486202
South Carolina,2342995,45506,58030,1848117,35895,1845527,45709,1209308,23.5,1207166,29.9,659949,12.8,659492,16.3,1236495,1033300,73200,0,33828,700201,1113064,1024,207009,419532,33203,205,206980,419130,33177,205,626746,23.5,1207166,29.9,12.2,626315,15.5,1209308,657764,70.2,435734,46.5,157176,271564,6854,140,1086925,115998,250047
South Dakota,534435,60411,80058,429022,48496,427729,64074,269800,30.5,268868,40.3,165441,18.7,165089,24.7,252135,268700,13600,0,5266,213492,210251,13,79576,80518,5343,4,79563,80180,5342,4,160098,30.5,268868,40.3,18.1,159747,23.9,269800,124435,81.9,89916,59.2,42459,46536,920,1,212127,139676,351901
Tennessee,3154800,46196,59311,2246032,32889,2243663,42181,1461295,21.4,1459139,27.4,774373,11.3,774123,14.6,1521000,1554400,79400,0,33405,1065375,1144694,2558,330413,409796,33477,687,330397,409617,33423,686,740896,21.4,1459139,27.4,10.8,740700,13.9,1461295,713744,62.4,436976,38.2,209914,219481,7111,470,1165169,101905,275916
Texas,13186115,45476,61058,9845182,33954,9801497,45386,6467491,22.3,6438056,29.8,3228903,11.1,3214208,14.9,6617715,6138400,430000,0,229901,4593581,5021355,345,1458678,1544065,225959,201,1452039,1537038,224931,200,3003291,22.3,6438056,29.8,10.4,2989623,13.8,6467491,2663313,71.3,1451715,38.9,655822,694212,101591,90,3841247,102866,353115
Utah,1386490,43247,60951,1155841,36053,1152100,50647,709295,22.1,706434,31.1,311028,9.7,310441,13.6,663390,684300,38800,0,28143,540427,587271,0,139094,145176,26758,0,139041,144666,26734,0,284270,22.1,706434,31.1,8.9,283707,12.5,709295,265690,72.6,129373,35.4,48950,74673,5750,0,445237,121692,378955
Virginia,4121315,48284,61746,3389780,39714,3381517,50662,2223428,26,2217027,33.2,1233239,14.4,1231391,18.4,2117115,1902600,101600,0,83176,1556951,1749081,572,540518,609811,82754,156,540281,608327,82627,156,1150485,26,2217027,33.2,13.5,1148764,17.2,2223428,936994,69,538245,39.6,241760,266962,29412,111,1447992,106556,303282
Veterans Health,4154435,N/A,N/A,3512264,N/A,3512130,N/A,2142795,N/A,2142713,N/A,1415773,N/A,1415718,N/A,1866735,2204600,83100,0,47964,1887044,1577255,1,731356,636477,47940,0,731339,636442,47937,0,1367833,N/A,2142713,N/A,0,1367781,0,2142795,1297395,0,980985,0,531166,431322,18497,0,2260269,0,0
Virgin Islands,49740,47516,60919,33239,31753,33035,40459,21238,20.3,21087,25.8,10706,10.2,10679,13.1,29640,19700,400,0,0,13947,19292,0,5460,5240,6,0,5455,5218,6,0,10700,20.3,21087,25.8,10.2,10673,13.1,21238,7638,42.9,4679,26.3,2642,2032,5,0,12410,69735,279501
Vermont,353420,56639,69300,283052,45362,282610,55415,183362,29.4,183054,35.9,96754,15.5,96617,18.9,170820,173400,9200,0,3555,140922,138344,231,46602,46575,3512,65,46591,46452,3509,65,93242,29.4,183054,35.9,14.9,93108,18.3,183362,103199,82.5,46774,37.4,20452,26216,64,42,153768,122976,282648
Washington,3897910,51188,65491,3068976,40302,3062907,51462,1982908,26,1978034,33.2,1125114,14.8,1123921,18.9,1957410,1840900,99600,0,58891,1458300,1549380,2405,547693,517732,59262,427,547630,516607,59257,427,1065852,26,1978034,33.2,14,1064664,17.9,1982908,910499,75.3,601360,49.7,299055,279429,22556,320,1502001,124161,322215
Wisconsin,2875615,49389,63119,2480311,42599,2475332,54333,1584076,27.2,1580040,34.7,913579,15.7,912725,20,1415115,1387500,73000,0,42539,1152149,1285421,202,401815,470289,41420,55,401786,469493,41391,55,872159,27.2,1580040,34.7,15,871334,19.1,1584076,789767,77.6,530902,52.2,260176,266114,4582,30,1339002,131630,282687
West Virginia,992755,55395,69298,769358,42929,767807,53596,477015,26.6,475770,33.2,288979,16.1,288700,20.2,465855,499600,27300,0,4252,385420,379686,0,138272,145885,4806,16,138218,145664,4802,16,284173,26.6,475770,33.2,15.9,283898,19.8,477015,232383,63.3,160725,43.8,77976,81591,1148,10,395505,107764,270497
Wyoming,324875,56133,73002,235171,40634,234797,52760,142012,24.5,141717,31.8,92303,15.9,92221,20.7,153075,162700,9100,0,3138,118464,113489,80,44814,44490,2984,15,44811,44412,2983,15,89319,24.5,141717,31.8,15.4,89238,20.1,142012,65767,66.3,52513,52.9,26661,25247,597,8,118282,119261,327564
