COVID-19 Vaccinations in the United States
Date generated: Sat Mar 27 2021 15:14:12 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Idaho,871825,48785,65117,694887,38884,694858,51899,428376,24,428342,32,267877,15,267861,20,408525,439300,24000,0,12991,338982,342680,234,128334,126706,12787,50,128332,126698,12781,50,255090,24,428342,32,14.3,255080,19.1,428376,202644,69.7,145495,50.1,65443,76110,3914,28,345999,119035,299936
Indian Health Svc,1460525,70123,N/A,903716,43389,890132,N/A,571858,27.5,562216,N/A,331810,15.9,327914,N/A,603525,829300,27700,0,6936,504781,391999,0,172675,152313,6822,0,172591,148511,6812,0,324988,27.5,562216,N/A,15.6,321102,0,571858,131884,0,93638,0,52358,40504,776,0,227641,0,0
Illinois,6752455,53287,68525,5412272,42711,5398453,54785,3576707,28.2,3565862,36.2,1905926,15,1902885,19.3,3402555,3168900,181000,0,105614,2576607,2727756,2295,866628,935374,103180,744,866380,932774,102988,743,1802746,28.2,3565862,36.2,14.2,1799897,18.3,3576707,1450422,71,850675,41.6,411259,416308,22620,488,2275333,111360,330479
Indiana,3217220,47788,62298,2598661,38600,2597198,50292,1589654,23.6,1588580,30.8,1036624,15.4,1036217,20.1,1582620,1536200,98400,0,46453,1182152,1366332,3724,465438,523170,46726,1290,465404,522803,46720,1290,989898,23.6,1588580,30.8,14.7,989497,19.2,1589654,772443,71.1,638880,58.8,334684,296906,6340,950,1424462,131197,296315
Kansas,1637485,56207,73992,1170671,40183,1168048,52780,800279,27.5,798100,36.1,431585,14.8,430891,19.5,780585,816300,40600,0,17516,613345,539575,235,219235,194159,18089,102,219213,193494,18082,102,413496,27.5,798100,36.1,14.2,412809,18.7,800279,365799,76.9,215803,45.4,109223,101876,4636,68,555067,116737,344381
Kentucky,2310035,51706,66671,1924602,43078,1919876,55411,1300503,29.1,1296974,37.4,681481,15.3,680935,19.7,1129635,1123700,56700,0,42125,926050,956291,136,310381,330989,40017,94,310362,330481,39998,94,641464,29.1,1296974,37.4,14.4,640937,18.5,1300503,525862,70.1,321423,42.8,131299,177732,12330,62,818151,109005,307773
Louisiana,2445770,52611,68679,1793002,38569,1790549,50280,1133250,24.4,1131001,31.8,673816,14.5,673624,18.9,1214070,1166500,65200,0,48760,790249,953185,808,249612,376418,47422,364,249593,376274,47394,363,626394,24.4,1131001,31.8,13.5,626230,17.6,1133250,505649,68.2,393478,53.1,168103,214553,10749,73,906735,122363,330054
Massachusetts,3846570,55808,69436,3270796,47454,3262649,58896,2154775,31.3,2148996,38.8,1166923,16.9,1164688,21,1877070,1867300,102200,0,79219,1594115,1597409,53,524809,562861,79245,8,524685,560796,79199,8,1087678,31.3,2148996,38.8,15.8,1085489,19.6,2154775,926362,79.2,560288,47.9,228615,293743,37926,4,1449088,123924,328954
Maryland,3295620,54512,69956,2532593,41891,2527076,53642,1717992,28.4,1713415,36.4,919958,15.2,919062,19.5,1668420,1543600,83600,0,64096,1211787,1255101,1609,411816,444623,63076,443,411771,443785,63063,443,856882,28.4,1713415,36.4,14.2,855999,18.2,1717992,698766,72.8,404672,42.2,185410,194483,24569,210,1061101,110601,343510
Maine,757780,56374,69180,639773,47595,639225,58357,427081,31.8,426724,39,238772,17.8,238561,21.8,351780,384000,22000,0,20168,313626,305928,51,108597,109882,20278,15,108575,109697,20274,15,218494,31.8,426724,39,16.3,218287,19.9,427081,231012,81,142134,49.8,57848,73917,10362,7,360763,126466,265641
Marshall Islands,35800,61288,78574,19871,34018,19838,43541,12381,21.2,12351,27.1,7444,12.7,7439,16.3,0,35000,800,0,0,19871,0,0,7440,2,2,0,7435,2,2,0,7442,21.2,12351,27.1,12.7,7437,16.3,12381,829,8.3,536,5.4,534,0,2,0,1366,13756,360524
Michigan,5163450,51702,65836,4006900,40122,4002728,51036,2616763,26.2,2613339,33.3,1502636,15,1501822,19.1,2536950,2483000,143500,0,71983,1894657,2040260,0,634076,795668,72828,64,634003,794958,72797,64,1429808,26.2,2613339,33.3,14.3,1429025,18.2,2616763,1221548,69.2,810611,45.9,367327,422613,20620,51,1985731,112480,292480
Minnesota,2902370,51464,66929,2479001,43957,2474220,57056,1620242,28.7,1616275,37.3,927046,16.4,926171,21.4,1424670,1399900,77800,0,56128,1145793,1276885,195,387459,482973,56567,47,387424,482151,56549,47,870479,28.7,1616275,37.3,15.4,869622,20.1,1620242,741158,80.5,484434,52.6,189436,265606,29373,19,1180331,128244,315344
Missouri,3241985,52823,68011,2317440,37759,2314435,48553,1472899,24,1470599,30.9,810307,13.2,809756,17,1650285,1504600,87100,0,39017,962037,1316074,312,303876,466050,40342,39,303839,465552,40327,38,769965,24,1470599,30.9,12.5,769429,16.1,1472899,686491,64.6,413523,38.9,176211,224563,12731,18,1123386,105777,305261
Northern Mariana Islands,44210,77722,99644,26450,46500,26379,59455,15398,27.1,15339,34.6,11072,19.5,11060,24.9,30810,12800,600,0,34,3314,23102,0,1128,9909,35,0,1128,9897,35,0,11037,27.1,15339,34.6,19.4,11025,24.8,15398,2243,23.2,2034,21,286,1717,31,0,4248,43930,457187
Mississippi,1594445,53574,70007,1050114,35284,1049040,46060,680180,22.9,679259,29.8,393105,13.2,392959,17.3,754845,796500,43100,0,23193,539427,486765,729,190368,180120,22605,12,190344,180005,22598,12,370500,22.9,679259,29.8,12.4,370361,16.3,680180,307517,63.2,210555,43.3,109492,94216,6843,4,506160,104000,327608
Montana,612435,57302,72892,475058,44449,473486,56355,303060,28.4,301859,35.9,180886,16.9,180528,21.5,275535,320400,16500,0,8160,248137,218643,118,91345,81389,8121,31,91324,81056,8117,31,172765,28.4,301859,35.9,16.2,172411,20.5,303060,141748,68.7,97526,47.2,47069,47930,2510,17,235066,113868,296669
North Carolina,5455090,52012,66628,4343898,41417,4330519,52893,2837266,27.1,2825136,34.5,1558659,14.9,1557251,19,2718690,2589400,147000,0,114136,1851982,2377451,329,583713,862701,112219,26,583579,861643,112003,26,1446440,27.1,2825136,34.5,13.8,1445248,17.7,2837266,1235048,70.5,946004,54,425638,504216,16130,20,2209417,126174,311525
North Dakota,437720,57439,75224,379564,49807,378224,64999,229811,30.2,228801,39.3,138883,18.2,138618,23.8,209820,216500,11400,0,7792,180165,191607,0,64240,67571,7072,0,64220,67337,7061,0,131811,30.2,228801,39.3,17.3,131557,22.6,229811,91061,76,70869,59.1,34686,34899,1284,0,167504,139767,365238
Nebraska,1062220,54912,72838,857343,44321,855459,58660,552599,28.6,551161,37.8,318723,16.5,318265,21.8,529620,500800,31800,0,20709,404569,430335,1730,143644,153349,21257,473,143614,152927,21251,473,297466,28.6,551161,37.8,15.4,297014,20.4,552599,241086,77.2,164080,52.5,74295,87738,1677,370,407867,130535,339956
New Hampshire,714985,52584,64736,574612,42260,573000,51881,399555,29.4,398333,36.1,211634,15.6,211254,19.1,339885,354900,20200,0,14040,306600,253945,27,116721,80207,14700,6,116641,79921,14686,6,196934,29.4,398333,36.1,14.5,196568,17.8,399555,208199,82,108775,42.8,55700,44525,8547,3,298424,117553,281641
New Jersey,4745885,53431,68349,3958836,44570,3944354,56806,2720391,30.6,2709228,39,1445318,16.3,1441954,20.8,2363985,2258900,123000,0,85224,1928789,1944348,475,648344,711733,85234,7,648254,708482,85211,7,1360084,30.6,2709228,39,15.3,1356743,19.5,2720391,1008201,68.3,601446,40.8,267978,308692,24771,5,1545908,104769,321638
New Mexico,1327385,63304,81887,1162064,55420,1152959,71127,739270,35.3,732273,45.2,450916,21.5,447338,27.6,683085,610400,33900,0,18307,528445,613922,1390,185080,247684,17798,354,184996,244218,17770,354,433118,35.3,732273,45.2,20.7,429568,26.5,739270,267406,70.8,178697,47.3,79622,92393,6467,215,434384,115036,351526
Nevada,1524590,49497,63857,1243965,40386,1242528,52043,794374,25.8,793248,33.2,446240,14.5,445954,18.7,745290,738400,40900,0,25254,550437,668274,0,188833,232558,24848,1,188813,232294,24846,1,421392,25.8,793248,33.2,13.7,421108,17.6,794374,336063,67.8,227549,45.9,100449,119282,7818,0,570057,114937,307394
New York State,10822735,55634,70162,8194278,42122,8176972,53010,5509579,28.3,5495280,35.6,2744807,14.1,2741615,17.8,5458635,5086500,277600,0,187321,3813674,4192197,1086,1212467,1346629,185510,201,1212298,1343646,185470,201,2559297,28.3,5495280,35.6,13.2,2556145,16.6,5509579,2106985,63.9,1189883,36.1,547457,585943,56354,129,3241269,98335,328345
Ohio,6250105,53470,68599,4805634,41112,4800068,52684,3111035,26.6,3106979,34.1,1771700,15.2,1770210,19.4,3123705,2956500,169900,0,134344,2314783,2352465,4042,818226,820096,132263,1115,818176,818680,132243,1111,1639437,26.6,3106979,34.1,14,1637967,18,3111035,1443073,70.5,1007531,49.2,440544,527980,38251,756,2437838,119133,305431
Oklahoma,2478355,62633,82482,1790349,45245,1781878,59302,1152719,29.1,1145435,38.1,634602,16,633658,21.1,1206855,1207700,63800,0,26644,825931,937764,10,272348,335759,26494,1,272320,334854,26483,1,608108,29.1,1145435,38.1,15.4,607175,20.2,1152719,459259,72.3,337664,53.2,175474,156105,6085,0,798809,125771,390211
Oregon,2184325,51789,65181,1694736,40181,1689408,50412,1095410,26,1091841,32.6,629470,14.9,627709,18.7,1059825,1062100,62400,0,36271,815761,841613,1091,285221,307993,36072,184,285050,306424,36051,184,593398,26,1091841,32.6,14.1,591658,17.7,1095410,527587,68.9,246647,32.2,101212,122744,22600,91,745805,97353,285130
Pennsylvania,6947385,54268,68330,5516639,43092,5505317,54147,3739501,29.2,3730924,36.7,1899063,14.8,1896292,18.7,3381885,3370000,195500,0,116915,2627451,2772158,115,870180,909849,118939,95,869994,907273,118931,94,1780124,29.2,3730924,36.7,13.9,1777361,17.5,3739501,1683113,70.3,880635,36.8,437231,427517,15828,59,2554314,106725,290277
Puerto Rico,1842040,57677,70281,981193,30723,980592,37413,638308,20,637801,24.3,362425,11.3,362294,13.8,899340,895300,47400,0,14715,399113,567115,250,138956,208660,14801,8,138936,208558,14792,8,347624,20,637801,24.3,10.9,347502,13.3,638308,294282,54.2,155621,28.7,67767,84327,3526,1,442896,81575,339279
Rhode Island,595895,56250,69706,507094,47868,506461,59244,324894,30.7,324417,37.9,192575,18.2,192416,22.5,296595,284000,15300,0,11403,244585,251105,1,94255,87023,11296,1,94251,86868,11296,1,181279,30.7,324417,37.9,17.1,181120,21.2,324894,153342,82,96914,51.8,42472,52599,1843,0,247833,132498,318582
Republic of Palau,15000,83766,107396,13334,74463,13334,95468,8353,46.6,8353,59.8,5202,29.1,5202,37.2,0,14600,400,0,96,13237,1,0,5093,13,96,0,5093,13,96,0,5106,46.6,8353,59.8,28.5,5106,36.6,8353,1416,46.5,1308,43,1251,8,49,0,2640,86728,492773
South Carolina,2624505,50974,65003,1969766,38257,1966558,48707,1295089,25.2,1292356,32,699614,13.6,699137,17.3,1357005,1192200,75300,0,40208,752582,1175951,1025,226715,433349,39348,202,226682,432936,39317,202,660266,25.2,1292356,32,12.8,659820,16.3,1295089,671915,71.7,462833,49.4,173217,281334,8143,139,1127300,120307,280090
South Dakota,571555,64607,85619,457075,51667,455664,68258,286727,32.4,285721,42.8,177965,20.1,177570,26.6,270855,286600,14100,0,6885,227661,222516,13,85353,85767,6840,5,85339,85388,6838,5,171125,32.4,285721,42.8,19.3,170732,25.6,286727,126005,83,96226,63.4,46531,48645,1048,2,219698,144661,376342
Tennessee,3451160,50536,64882,2416556,35386,2413449,45373,1573735,23,1570875,29.5,837573,12.3,837291,15.7,1647360,1716400,87400,0,43473,1133173,1237000,2910,357511,435849,43424,789,357493,435648,43362,788,794149,23,1570875,29.5,11.6,793929,14.9,1573735,732975,64.1,474541,41.5,229744,235541,8723,533,1222222,106894,301835
Texas,14628545,50450,67737,10420919,35939,10373313,48033,6819423,23.5,6787479,31.4,3446084,11.9,3429942,15.9,7412145,6770300,446100,0,247289,4823930,5349268,432,1520119,1682991,242686,288,1512998,1675107,241549,287,3203742,23.5,6787479,31.4,11,3188735,14.8,6819423,2426351,65,1503872,40.3,663380,734457,105908,126,3981295,106616,391742
Utah,1491140,46512,65551,1214131,37871,1209657,53177,744430,23.2,741010,32.6,330542,10.3,329858,14.5,716040,735200,39900,0,29301,561638,623192,0,145407,157223,27912,0,145353,156617,27888,0,302630,23.2,741010,32.6,9.4,301970,13.3,744430,270578,74,140376,38.4,53278,81175,5923,0,463801,126766,407558
Virginia,4387855,51407,65739,3615169,42354,3604847,54008,2379184,27.9,2370943,35.5,1308060,15.3,1305980,19.6,2201355,2081400,105100,0,87153,1644593,1882692,731,569411,651701,86725,223,569164,650002,86591,223,1221335,27.9,2370943,35.5,14.3,1219389,18.3,2379184,965515,71.1,582134,42.8,261759,289489,30722,164,1518960,111778,322896
Veterans Health,4356075,N/A,N/A,3673631,N/A,3673488,N/A,2217967,N/A,2217878,N/A,1506678,N/A,1506620,N/A,1974375,2291600,90100,0,52732,1968886,1652012,1,776494,677477,52707,0,776476,677441,52703,0,1453971,N/A,2217878,N/A,0,1453917,0,2217967,1316507,0,1035015,0,563104,451927,19984,0,2331938,0,0
Virgin Islands,55690,53200,68206,36668,35029,36413,44596,22961,21.9,22784,27.9,12225,11.7,12177,14.9,35490,19800,400,0,10,14898,21760,0,5761,6448,16,0,5756,6405,16,0,12209,21.9,22784,27.9,11.7,12161,14.9,22961,8177,45.9,5121,28.8,2780,2334,7,0,13398,75287,312935
Vermont,379490,60817,74412,296682,47546,296145,58069,192146,30.8,191745,37.6,102707,16.5,102563,20.1,183690,186100,9700,0,5341,146274,144834,233,48446,49074,5122,65,48435,48944,5119,65,97585,30.8,191745,37.6,15.6,97444,19.1,192146,105483,84.4,50741,40.6,22119,28481,99,42,160177,128102,303497
Washington,4040730,53064,67891,3251437,42698,3244225,54508,2097456,27.5,2091584,35.1,1199067,15.7,1197736,20.1,2022930,1912800,105000,0,66309,1526472,1656143,2513,563624,568424,66554,465,563559,567168,66544,465,1132513,27.5,2091584,35.1,14.9,1131192,19,2097456,928340,76.7,641657,53,308267,309118,23930,342,1559348,128901,334021
Wisconsin,2938835,50474,64507,2654772,45596,2648338,58131,1701809,29.2,1696450,37.2,973979,16.7,973005,21.4,1433835,1429900,75100,0,48884,1219481,1386192,215,420919,505752,47248,60,420887,504841,47217,60,926731,29.2,1696450,37.2,15.9,925788,20.3,1701809,802391,78.9,565560,55.6,273572,286461,5495,32,1385848,136236,288902
West Virginia,1007855,56237,70352,819288,45715,817268,57049,501565,28,499860,34.9,314994,17.6,314702,22,465855,513800,28200,0,5753,407840,405695,0,147994,160717,6263,20,147938,160488,6256,20,308731,28,499860,34.9,17.2,308446,21.5,501565,237090,64.6,176270,48,84721,90160,1377,12,415797,113293,274612
Wyoming,351435,60722,78970,243336,42044,242906,54583,146888,25.4,146543,32.9,95871,16.6,95783,21.5,162435,179800,9200,0,3947,122048,117257,84,46327,45890,3637,17,46324,45806,3636,17,92234,25.4,146543,32.9,15.9,92147,20.7,146888,66534,67.1,54036,54.5,27438,25916,673,9,120456,121453,354344
