COVID-19 Vaccinations in the United States
Date generated: Sun Mar 21 2021 15:14:32 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2180890,N/A,N/A,1630049,N/A,1625337,N/A,1020715,N/A,1016735,N/A,571208,N/A,570638,N/A,1174290,960600,46000,0,11655,763347,854648,399,252656,309812,8740,0,252626,309277,8735,0,562468,N/A,1016735,N/A,0,561903,0,1020715,123304,0,68784,0,21981,46446,357,0,196489,0,0
Delaware,486095,49919,63113,372165,38219,371815,48276,238813,24.5,238552,31,129418,13.3,129351,16.8,245895,227900,12300,0,6731,162557,202834,43,60229,62349,6826,14,60217,62294,6826,14,122592,24.5,238552,31,12.6,122525,15.9,238813,139410,73.8,79673,42.2,38749,36201,4714,9,219471,116180,257321
Florida,10691345,49779,61987,7977789,37144,7967818,46196,4963147,23.1,4954440,28.7,2787613,13,2786433,16.2,5345145,5024200,322000,0,146323,3944649,3876034,10783,1329107,1309346,145593,3567,1328538,1308783,145545,3567,2642020,23.1,4954440,28.7,12.3,2640888,15.3,4963147,3172331,70.5,2038707,45.3,1007582,975552,52511,3062,5499322,122280,237726
Federated States of Micronesia,47400,45734,58633,22129,21351,22124,27367,13514,13,13509,16.7,8660,8.4,8660,10.7,0,46600,800,0,0,22129,0,0,8640,19,1,0,8640,19,1,0,8659,13,13509,16.7,8.4,8659,10.7,13514,1312,7.4,922,5.2,918,4,0,0,2209,12538,269028
Georgia,4553155,42884,56118,3113334,29323,3109581,38326,1920080,18.1,1916805,23.6,1138530,10.7,1137980,14,2135055,2301900,116200,0,42815,1672902,1397384,233,611013,486618,40753,146,610942,486241,40651,146,1097777,18.1,1916805,23.6,10.3,1097329,13.5,1920080,965639,63.7,677628,44.7,402742,269591,5204,91,1699505,112034,300151
Guam,87860,53002,67951,72069,43476,72018,55699,40955,24.7,40924,31.7,30452,18.4,30434,23.5,48360,38200,1300,0,19,35896,36154,0,15168,15265,19,0,15166,15249,19,0,30433,24.7,40924,31.7,18.4,30415,23.5,40955,11526,40.9,9762,34.6,4284,5474,4,0,21459,76147,311770
Hawaii,766730,54152,68703,599643,42351,598458,53625,378607,26.7,377055,33.8,228167,16.1,227919,20.4,416130,332300,18300,0,3866,211993,290024,93760,86823,119387,3943,18014,86780,119207,3935,17997,224224,26.7,377055,33.8,15.8,223984,20.1,378607,147406,54.9,88517,33,42427,43450,1233,1407,233072,86822,285616
Iowa,1482225,46979,61041,1265775,40119,1263401,52030,813481,25.8,811869,33.4,485885,15.4,485098,20,689325,752800,40100,0,32897,672450,560309,119,248697,204004,33171,13,248687,203237,33161,13,452714,25.8,811869,33.4,14.3,451937,18.6,813481,415498,75.1,248864,45,129228,116859,2770,7,660880,119518,268056
Idaho,785375,43948,58660,622341,34825,622316,46481,382524,21.4,382493,28.6,239114,13.4,239100,17.9,379275,384800,21300,0,9029,314482,298620,210,120058,110180,8837,39,120057,110173,8831,39,230277,21.4,382493,28.6,12.9,230269,17.2,382524,195401,67.2,126162,43.4,58742,64337,3061,22,319550,109936,270195
Indian Health Svc,1357325,65168,N/A,827880,39748,816922,N/A,531426,25.5,523350,N/A,293900,14.1,291065,N/A,545025,787900,24400,0,4301,460718,362861,0,150698,139007,4195,0,150632,136245,4188,0,289705,25.5,523350,N/A,13.9,286877,0,531426,128128,0,88762,0,49073,39251,438,0,219320,0,0
Illinois,5909425,46634,59970,4826260,38087,4816051,48874,3147727,24.8,3140029,31.9,1723407,13.6,1720878,17.5,2912325,2839100,158000,0,77125,2354783,2392454,1898,804392,842812,75604,599,804181,840626,75472,599,1647803,24.8,3140029,31.9,13,1645406,16.7,3147727,1357859,66.5,774455,37.9,382546,372777,18747,385,2110551,103295,289219
Indiana,2964250,44031,57399,2360942,35069,2359767,45694,1440383,21.4,1439571,27.9,937926,13.9,937552,18.2,1417650,1461600,85000,0,35526,1087790,1234442,3184,430060,471020,35721,1125,430026,470683,35718,1125,902205,21.4,1439571,27.9,13.4,901834,17.5,1440383,750435,69.1,593698,54.7,311522,276695,4652,829,1357517,125031,273016
Kansas,1450815,49799,65557,1035916,35558,1033943,46720,713468,24.5,711962,32.2,373957,12.8,373352,16.9,685815,729300,35700,0,13818,558784,463108,206,196995,162564,14315,83,196974,161986,14309,83,359642,24.5,711962,32.2,12.3,359043,16.2,713468,349933,73.6,181008,38.1,95408,81625,3918,57,505820,106379,305122
Kentucky,2072685,46393,59821,1713059,38343,1709828,49349,1164238,26.1,1162045,33.5,601427,13.5,601029,17.3,1006785,1016200,49700,0,35173,842485,835304,97,281736,286545,33073,73,281718,286180,33058,73,568354,26.1,1162045,33.5,12.7,567971,16.4,1164238,499409,66.5,278959,37.2,112528,155873,10511,47,750594,100004,276150
Louisiana,2164470,46560,60780,1629437,35051,1627901,45713,1034428,22.3,1033052,29,605878,13,605725,17,1038570,1067900,58000,0,41784,721624,865230,799,229982,334957,40580,359,229965,334843,40559,358,565298,22.3,1033052,29,12.2,565166,15.9,1034428,492258,66.4,370129,49.9,158415,201988,9656,70,870302,117446,292093
Massachusetts,3321910,48196,59965,2909219,42208,2903297,52409,1932142,28,1927922,34.8,1021600,14.8,1019975,18.4,1586910,1637200,97800,0,69448,1432358,1407364,49,460064,492139,69390,7,459948,490658,69362,7,952210,28,1927922,34.8,13.8,950613,17.2,1932142,876367,74.9,475912,40.7,187551,252654,35704,3,1316688,112602,284086
Maryland,2866250,47410,60842,2194556,36300,2190978,46508,1479109,24.5,1476194,31.3,814202,13.5,813503,17.3,1444950,1342600,78700,0,54027,1074711,1064443,1375,370704,390029,53094,375,370661,389384,53083,375,761108,24.5,1476194,31.3,12.6,760420,16.1,1479109,647038,67.4,350629,36.5,160762,167916,21778,173,958193,99875,298756
Maine,679570,50555,62040,557814,41497,557321,50880,373307,27.8,372998,34.1,205315,15.3,205119,18.7,313170,345500,20900,0,15437,276414,265927,36,95610,94159,15539,7,95589,93987,15536,7,189776,27.8,372998,34.1,14.1,189583,17.3,373307,213770,74.9,115850,40.6,46189,61097,8560,4,319039,111840,238224
Marshall Islands,35600,60945,78135,18039,30882,18012,39533,11873,20.3,11845,26,6117,10.5,6116,13.4,0,35000,600,0,0,18039,0,0,6113,2,2,0,6112,2,2,0,6115,20.3,11845,26,10.5,6114,13.4,11873,815,8.2,480,4.8,478,0,2,0,1295,13041,358510
Michigan,4543010,45490,57925,3589255,35940,3586558,45730,2339274,23.4,2337229,29.8,1325005,13.3,1324319,16.9,2207010,2210600,125400,0,40862,1695889,1852504,0,563197,720047,41712,49,563139,719441,41690,49,1283293,23.4,2337229,29.8,12.8,1282629,16.4,2339274,1179226,66.8,703810,39.9,321026,368277,14469,38,1844499,104480,257336
Minnesota,2551740,45247,58844,2244149,39792,2240644,51670,1471972,26.1,1469211,33.9,832585,14.8,831786,19.2,1250340,1236300,65100,0,49370,1048060,1146527,192,357191,425630,49719,45,357156,424881,49704,45,782866,26.1,1469211,33.9,13.9,782082,18,1471972,724135,78.7,425243,46.2,176474,220014,28737,18,1105497,120113,277248
Missouri,2849985,46436,59788,2087816,34018,2085693,43754,1334902,21.8,1333307,28,715623,11.7,715177,15,1439685,1337100,73200,0,32325,873529,1181686,276,267630,415190,32770,33,267594,414793,32758,32,682853,21.8,1333307,28,11.1,682419,14.3,1334902,654545,61.6,357371,33.6,153316,192816,11226,13,1035378,97490,268351
Northern Mariana Islands,44110,77546,99418,24203,42549,24174,54485,14072,24.7,14055,31.7,10131,17.8,10119,22.8,30810,12800,500,0,14,2932,21257,0,864,9252,15,0,864,9240,15,0,10116,24.7,14055,31.7,17.8,10104,22.8,14072,2185,22.6,1971,20.4,276,1682,13,0,4145,42865,456153
Mississippi,1418475,47661,62280,972123,32664,971475,42654,637529,21.4,636998,28,355649,11.9,355532,15.6,660075,721300,37100,0,20471,508471,442457,724,177747,158033,19858,11,177725,157943,19853,11,335791,21.4,636998,28,11.3,335679,14.7,637529,298051,61.2,194911,40,103403,85481,6023,4,482007,99037,291452
Montana,551325,51585,65619,433315,40543,432052,51423,275589,25.8,274645,32.7,164540,15.4,164235,19.5,248625,288200,14500,0,6358,230399,196453,105,85096,73096,6320,28,85078,72811,6318,28,158220,25.8,274645,32.7,14.8,157917,18.8,275589,134645,65.2,88505,42.9,42945,43600,1946,14,219608,106380,267067
North Carolina,4932810,47033,60249,3903284,37216,3894535,47568,2538508,24.2,2530783,30.9,1404292,13.4,1403107,17.1,2491710,2314000,127100,0,97502,1696677,2108776,329,544563,763965,95739,25,544439,763094,95549,25,1308553,24.2,2530783,30.9,12.5,1307558,16,2538508,1206085,68.9,885112,50.5,401428,469680,13985,19,2120588,121101,281699
North Dakota,390610,51257,67128,350706,46021,349531,60068,215512,28.3,214631,36.9,125067,16.4,124830,21.5,182910,197600,10100,0,6883,167941,175882,0,58372,60362,6333,0,58355,60148,6327,0,118734,28.3,214631,36.9,15.6,118503,20.4,215512,89587,74.8,64194,53.6,31148,31878,1168,0,159090,132746,325929
Nebraska,941420,48667,64554,755802,39071,754411,51731,480879,24.9,479915,32.9,286766,14.8,286326,19.6,459420,453100,28900,0,18035,363471,372785,1511,128661,139208,18505,392,128633,138802,18499,392,268261,24.9,479915,32.9,13.9,267827,18.4,480879,233948,74.9,143923,46.1,63738,78468,1413,304,380363,121733,301295
New Hampshire,651805,47937,59016,514422,37833,513041,46452,368356,27.1,367323,33.3,178005,13.1,177666,16.1,300105,332200,19500,0,11817,279009,223569,27,102024,63751,12225,5,101949,63500,12212,5,165780,27.1,367323,33.3,12.2,165454,15,368356,201270,79.3,84783,33.4,44728,31662,8391,2,268249,105666,256754
New Jersey,4147575,46695,59732,3514899,39572,3503943,50463,2430590,27.4,2422165,34.9,1258003,14.2,1255418,18.1,2056275,1982400,108900,0,65804,1773766,1674854,475,596424,596011,65562,6,596340,593528,65544,6,1192441,27.4,2422165,34.9,13.4,1189874,17.1,2430590,942859,63.9,521748,35.4,242613,259806,19325,4,1409017,95492,281090
New Mexico,1183825,56458,73031,1060171,50561,1052758,64945,677668,32.3,671694,41.4,407096,19.4,404342,24.9,603525,550500,29800,0,14042,481099,563726,1304,168940,223952,13876,328,168863,221297,13854,328,393220,32.3,671694,41.4,18.8,390488,24.1,677668,250077,66.2,161026,42.6,73257,82304,5266,199,400918,106174,313508
Nevada,1348650,43785,56488,1116221,36239,1115173,46708,710024,23.1,709259,29.7,398417,12.9,398162,16.7,649350,663200,36100,0,19155,503479,593587,0,173991,205470,18955,1,173972,205236,18953,1,379462,23.1,709259,29.7,12.3,379209,15.9,710024,323567,65.2,203030,40.9,90060,106244,6726,0,533891,107645,271921
New York State,9586045,49277,62145,7185757,36938,7173601,46506,4846355,24.9,4835945,31.4,2358465,12.1,2356572,15.3,4842045,4497700,246300,0,139499,3456177,3589216,865,1127132,1092780,138408,145,1126979,1091059,138389,145,2220057,24.9,4835945,31.4,11.4,2218183,14.4,4846355,1971132,59.8,1046882,31.8,501529,499530,45737,86,2973329,90206,290826
Ohio,5540795,47401,60814,4240062,36274,4235893,46492,2728608,23.3,2725736,29.9,1576541,13.5,1575249,17.3,2734095,2654800,151900,0,111234,2111137,2014177,3514,754137,711532,109927,945,754090,710301,109914,944,1466614,23.3,2725736,29.9,12.5,1465335,16.1,2728608,1392287,68,887444,43.4,395123,458172,33506,643,2268238,110845,270769
Oklahoma,2239195,56589,74522,1616226,40845,1610479,53598,1047673,26.5,1042587,34.7,560727,14.2,560243,18.6,1080495,1102600,56100,0,18768,755687,841763,8,247719,294404,18603,1,247705,293940,18597,1,542124,26.5,1042587,34.7,13.7,541646,18,1047673,444864,70,317442,50,165554,147038,4850,0,765265,120489,352556
Oregon,1934665,45870,57731,1523965,36132,1519577,45345,978493,23.2,975763,29.1,565879,13.4,564249,16.8,933465,945500,55700,0,28752,748119,746055,1039,260449,276682,28576,172,260290,275221,28566,172,537303,23.2,975763,29.1,12.7,535683,16,978493,481348,62.8,204245,26.7,84763,100517,18883,82,661169,86305,252541
Pennsylvania,6257455,48879,61544,4637450,36224,4628724,45525,3124834,24.4,3118238,30.7,1596830,12.5,1594729,15.7,3055455,3034800,167200,0,78014,2252779,2306552,105,767762,748844,80142,82,767596,746914,80138,81,1516688,24.4,3118238,30.7,11.8,1514591,14.9,3124834,1456522,60.9,733265,30.6,380082,341507,11627,49,2183315,91224,261450
Puerto Rico,1650130,51668,66242,863265,27030,862743,34633,551935,17.3,551510,22.1,319519,10,319397,12.8,802230,804000,43900,0,4896,364397,493724,248,131390,183127,4995,7,131370,183028,4992,7,314524,17.3,551510,22.1,9.8,314405,12.6,551935,266372,49.1,131461,24.2,61457,68901,1103,0,393457,72469,303932
Rhode Island,513495,48472,60067,440476,41579,439987,51469,299515,28.3,299161,35,148748,14,148619,17.4,249795,248800,14900,0,8024,220064,212387,1,76185,64595,7967,1,76181,64470,7967,1,140781,28.3,299161,35,13.3,140652,16.5,299515,149890,80.1,64197,34.3,29123,33734,1340,0,211489,113068,274529
Republic of Palau,14800,82649,105964,11804,65918,11804,84513,8235,46,8235,59,3680,20.6,3680,26.3,0,14600,200,0,0,11803,1,0,3667,13,0,0,3667,13,0,0,3680,46,8235,59,20.6,3680,26.3,8235,1363,44.8,1187,39,1179,8,0,0,2519,82753,486202
South Carolina,2235235,43413,55361,1745511,33902,1743390,43180,1134174,22,1132486,28,630289,12.2,629848,15.6,1168635,999400,67200,0,29281,658396,1056810,1024,194659,406632,28793,205,194631,406242,28770,205,601496,22,1132486,28,11.7,601078,14.9,1134174,646483,69,416269,44.4,147494,262689,5947,139,1056525,112753,238546
South Dakota,520635,58851,77991,414458,46849,413318,61915,261798,29.6,260987,39.1,158075,17.9,157752,23.6,240435,267800,12400,0,4901,208382,201162,13,76748,76489,4834,4,76735,76180,4833,4,153241,29.6,260987,39.1,17.3,152919,22.9,261798,123419,81.3,85785,56.5,40502,44447,835,1,207256,136468,342814
Tennessee,3145950,46066,59144,2141857,31363,2139883,40230,1394341,20.4,1392549,26.2,732619,10.7,732403,13.8,1515150,1552100,78700,0,26596,1033689,1079092,2480,321850,383396,26712,661,321834,383238,26671,660,705907,20.4,1392549,26.2,10.3,705732,13.3,1394341,700024,61.2,415879,36.4,203795,205587,6045,452,1130694,98889,275142
Texas,12613635,43501,58407,9428516,32517,9389020,43476,6195559,21.4,6168961,28.6,3084094,10.6,3070854,14.2,6250335,5969000,394300,0,214248,4468827,4745122,319,1439731,1433506,210682,175,1433550,1427352,209778,174,2873707,21.4,6168961,28.6,9.9,2861370,13.2,6195559,2551332,68.3,1386609,37.1,647303,644504,94723,79,3749065,100397,337784
Utah,1321750,41228,58105,1070976,33406,1067747,46939,650394,20.3,647994,28.5,287217,9,286668,12.6,625950,660700,35100,0,23244,507722,540010,0,130725,133819,22673,0,130673,133338,22657,0,264544,20.3,647994,28.5,8.3,264011,11.6,650394,256096,70,113243,31,43137,65029,5077,0,416850,113933,361260
Virginia,3820055,44755,57232,3243652,38002,3236400,48488,2128858,24.9,2123324,31.8,1178348,13.8,1176660,17.6,1873755,1847700,98600,0,79374,1497939,1665865,474,518665,580696,78856,131,518437,579355,78737,131,1099492,24.9,2123324,31.8,12.9,1097923,16.4,2128858,916494,67.4,503574,37.1,225896,249637,27950,91,1392422,102466,281113
Veterans Health,3952565,N/A,N/A,3391329,N/A,3391200,N/A,2073936,N/A,2073858,N/A,1356527,N/A,1356474,N/A,1748565,2121700,82300,0,40766,1836013,1514549,1,708568,607214,40745,0,708551,607180,40743,0,1315782,N/A,2073858,N/A,0,1315731,0,2073936,1279890,0,944860,0,514065,415209,15586,0,2209541,0,0
Virgin Islands,46800,44708,57318,32072,30638,31891,39058,20669,19.7,20522,25.1,10217,9.8,10206,12.5,27300,19100,400,0,0,13470,18602,0,5320,4891,6,0,5315,4885,6,0,10211,19.7,20522,25.1,9.8,10200,12.5,20669,7521,42.3,4481,25.2,2562,1914,5,0,12096,67970,262980
Vermont,342960,54963,67249,266120,42648,265733,52106,172303,27.6,172049,33.7,90314,14.5,90178,17.7,161460,172400,9100,0,2792,133525,129575,228,43436,44049,2765,64,43425,43927,2762,64,87549,27.6,172049,33.7,14,87416,17.1,172303,99755,79.8,41512,33.2,17508,23907,55,42,144929,115907,274282
Washington,3586880,47103,60265,2889480,37945,2884738,48468,1858543,24.4,1854834,31.2,1063781,14,1062747,17.9,1736280,1760300,90300,0,51673,1387028,1448420,2359,531456,479844,52068,413,531396,478875,52063,413,1011713,24.4,1854834,31.2,13.3,1010684,17,1858543,888132,73.4,567795,46.9,289331,257174,20978,312,1447095,119622,296504
Wisconsin,2614965,44912,57398,2343615,40251,2339675,51356,1488169,25.6,1485091,32.6,863234,14.8,862427,18.9,1268865,1273800,72300,0,29103,1094640,1219675,197,382521,452335,28323,55,382493,451568,28311,55,834911,25.6,1485091,32.6,14.3,834116,18.3,1488169,775416,76.2,501058,49.3,246111,252064,2853,30,1295328,127337,257064
West Virginia,939515,52424,65582,756418,42207,755035,52705,467091,26.1,466011,32.5,284107,15.9,283831,19.8,416715,498200,24600,0,3170,378151,375097,0,136650,143698,3744,15,136596,143480,3740,15,280363,26.1,466011,32.5,15.6,280091,19.6,467091,229622,62.6,157773,43,76760,80015,989,9,390227,106326,255991
Wyoming,314015,54257,70561,220993,38184,220693,49591,134422,23.2,134175,30.1,85286,14.7,85230,19.2,143715,162100,8200,0,2104,113011,105805,73,42760,40450,2064,12,42757,40398,2063,12,83222,23.2,134175,30.1,14.4,83167,18.7,134422,64767,65.3,49660,50.1,25447,23752,453,8,114649,115598,316614
