COVID-19 Vaccinations in the United States
Date generated: Tue May 04 2021 15:11:40 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3786040,N/A,N/A,2973031,N/A,2951488,N/A,1816164,N/A,1799376,N/A,1145826,N/A,1141401,N/A,2045940,1570600,169500,0,69529,1321145,1581958,399,473538,605674,66614,0,473494,601313,66594,0,1079212,N/A,1799376,N/A,0,1074807,0,1816164,163285,0,112997,0,39628,70304,3065,0,281804,0,0
Delaware,982455,100893,127560,783813,80493,774852,100605,462816,47.5,456668,59.3,331610,34.1,329921,42.8,512655,415500,54300,0,33888,318636,431051,238,123720,174566,33215,109,123685,172936,33191,109,298395,47.5,456668,59.3,30.6,296730,38.5,462816,166637,88.2,140410,74.3,57294,76187,6858,71,308270,163187,520076
Florida,20888605,97257,121109,15566404,72477,15460037,89635,9116787,42.4,9030862,52.4,6461145,30.1,6441487,37.3,10830105,8666400,1392100,0,558422,6775079,8207678,25225,2658820,3242239,551893,8193,2658161,3223512,551622,8192,5909252,42.4,9030862,52.4,27.5,5889865,34.1,9116787,3798461,84.5,3139547,69.8,1579934,1423296,129904,6413,7222162,160588,464466
Federated States of Micronesia,63200,60979,78177,35334,34092,35314,43683,20945,20.2,20929,25.9,14624,14.1,14620,18.1,0,61600,1600,0,249,35085,0,0,14349,25,250,0,14345,25,250,0,14374,20.2,20929,25.9,13.9,14370,17.8,20945,1850,10.5,1449,8.2,1401,5,43,0,3239,18384,358704
Georgia,9483435,89320,116884,6461734,60860,6389902,78756,3755963,35.4,3704999,45.7,2700803,25.4,2679880,33,4971135,3995100,517200,0,144080,2914758,3402457,439,1201376,1358040,141135,252,1201150,1337555,140925,250,2559668,35.4,3704999,45.7,24.1,2538955,31.3,3755963,1160021,76.5,964520,63.6,544152,401913,18314,141,2193593,144605,625163
Guam,140740,84902,108848,133106,80297,129832,100412,77325,46.6,75132,58.1,56292,34,55213,42.7,76440,53200,11100,0,1300,52288,79518,0,21064,33923,1305,0,21060,32848,1305,0,54987,46.6,75132,58.1,33.2,53908,41.7,77325,13776,48.9,11798,41.9,4979,6711,108,0,25627,90937,499414
Hawaii,1480670,104577,132676,1257711,88829,1243026,111382,761766,53.8,748822,67.1,521634,36.8,519257,46.5,804570,605200,70900,0,21733,442378,699840,93760,181703,299677,22183,18071,181544,297555,22104,18054,499451,53.8,748822,67.1,35.3,497153,44.5,761766,232335,86.5,188580,70.2,76613,105845,4713,1409,414884,154549,551567
Iowa,2825705,89561,116369,2453634,77768,2428371,100006,1409459,44.7,1391611,57.3,1122814,35.6,1115603,45.9,1431105,1228200,166400,0,93781,1117797,1241934,122,499063,531479,92221,51,498998,524377,92177,51,1030593,44.7,1391611,57.3,32.7,1023426,42.1,1409459,472880,85.5,438021,79.2,235920,194313,7749,39,907794,164172,511020
Idaho,1437665,80448,107379,1101401,61632,1101360,82261,613819,34.3,613704,45.8,499730,28,499692,37.3,738465,611200,88000,0,31455,490048,579375,523,213019,255239,31318,154,213015,255215,31308,154,468412,34.3,613704,45.8,26.2,468384,35,613819,222719,76.6,203925,70.2,95641,101435,6782,67,425211,146287,494604
Indian Health Svc,1683415,80824,N/A,1262431,60612,1233110,N/A,721476,34.6,703467,N/A,553119,26.6,541850,N/A,705315,904700,73400,0,19893,708410,534128,0,299900,233481,19738,0,299732,222410,19708,0,533381,34.6,703467,N/A,25.6,522142,0,721476,145432,0,117015,0,67292,47625,2098,0,263347,0,0
Illinois,12180665,96124,123612,9687975,76453,9560357,97021,6002941,47.4,5896088,59.8,3988677,31.5,3962735,40.2,6389565,5061800,729300,0,315683,4122282,5244669,5341,1610743,2059970,316157,1807,1609144,2036936,314855,1800,3672520,47.4,5896088,59.8,29,3647880,37,6002941,1725621,84.5,1346088,65.9,628879,668383,47716,1110,3027536,148174,596147
Indiana,5530460,82149,107091,4267678,63392,4229108,81892,2471929,36.7,2442739,47.3,1879763,27.9,1873092,36.3,2895360,2284100,351000,0,138397,1779511,2341297,8473,750096,990097,136799,2771,750024,983579,136720,2769,1742964,36.7,2442739,47.3,25.9,1736372,33.6,2471929,852424,78.5,786135,72.4,394020,373816,16510,1789,1648078,151793,509371
Kansas,2760075,94740,124717,2056086,70576,2035825,91991,1250860,42.9,1234913,55.8,948920,32.6,941724,42.6,1385475,1229200,145400,0,59565,951744,1044240,537,422168,466717,59871,164,422095,459631,59835,163,889049,42.9,1234913,55.8,30.5,881889,39.8,1250860,419258,88.2,347861,73.2,169990,166796,10983,92,737109,155022,580473
Kentucky,3979265,89068,114848,3190060,71403,3161398,91243,1853204,41.5,1832749,52.9,1451815,32.5,1443968,41.7,2029365,1720900,229000,0,109765,1438789,1641192,314,621989,722528,107054,244,621908,714819,106998,243,1344761,41.5,1832749,52.9,30.1,1336970,38.6,1853204,607205,80.9,525016,69.9,238843,260292,25729,152,1091069,145367,530170
Louisiana,3679770,79155,103331,2730594,58738,2712846,76179,1506718,32.4,1495295,42,1250722,26.9,1244554,34.9,1869270,1583700,226800,0,91827,1270754,1367037,976,545867,616275,88092,488,545764,610283,88020,487,1162630,32.4,1495295,42,25,1156534,32.5,1506718,552326,74.5,507567,68.5,240140,251363,15967,97,1066733,143954,496580
Massachusetts,7459960,108233,134664,6403240,92902,6312943,113958,3965973,57.5,3894231,70.3,2630867,38.2,2611623,47.1,3874260,3191000,394700,0,216781,2734745,3451617,97,1066166,1347181,217501,19,1065283,1329455,216866,19,2413366,57.5,3894231,70.3,35,2394757,43.2,3965973,1072193,91.7,914625,78.2,419240,441283,54091,11,1931988,165222,637968
Maryland,6148520,101701,130514,4912028,81249,4846786,102882,2982925,49.3,2931537,62.2,2125592,35.2,2112522,44.8,3283020,2524700,340800,0,192021,2083686,2633125,3196,856276,1082536,185851,929,856164,1069677,185754,927,1939741,49.3,2931537,62.2,32.1,1926768,40.9,2982925,814179,84.9,716787,74.7,351879,324782,39743,383,1477874,154042,640874
Maine,1407470,104706,128493,1201345,89372,1191019,108732,741589,55.2,732107,66.8,540375,40.2,539486,49.3,699270,618100,90100,0,72055,531806,597340,144,218719,249618,71998,40,218692,248790,71969,35,468377,55.2,732107,66.8,34.8,467517,42.7,741589,258708,90.7,238669,83.7,108790,112232,17633,14,477465,167376,493390
Marshall Islands,51300,87823,112594,27072,46346,27020,59304,14790,25.3,14750,32.4,12292,21,12278,26.9,0,40500,10800,0,35,27037,0,0,12249,4,39,0,12235,4,39,0,12253,25.3,14750,32.4,21,12239,26.9,14790,920,9.3,773,7.8,770,0,3,0,1690,17019,516616
Michigan,9500250,95128,121131,7312923,73225,7225872,92132,4319183,43.2,4252735,54.2,3316035,33.2,3294043,42,4912050,4029600,558600,0,235317,3161700,3914650,1256,1381748,1693978,239791,518,1381520,1672336,239671,516,3076244,43.2,4252735,54.2,30.8,3054372,38.9,4319183,1408738,79.8,1267812,71.8,640255,580787,46416,354,2603047,147448,538136
Minnesota,5030120,89192,115996,4497797,79753,4437815,102337,2705585,48,2658283,61.3,2014101,35.7,2000997,46.1,2647320,2110200,272600,0,198512,1905186,2393861,238,813018,1000295,200728,60,812872,987466,200599,60,1813373,48,2658283,61.3,32.2,1800398,41.5,2705585,807541,87.7,735561,79.9,312156,385172,38208,25,1489051,161786,546525
Missouri,5355995,87268,112359,4085582,66568,4049944,84961,2342222,38.2,2316464,48.6,1748586,28.5,1741143,36.5,2858895,2214600,282500,0,123303,1614604,2347324,351,674403,950170,123956,57,674272,942971,123844,56,1624630,38.2,2316464,48.6,26.5,1617299,33.9,2342222,808243,76.1,693514,65.3,316590,351725,25174,25,1516318,142774,504313
Northern Mariana Islands,62910,110597,141791,40842,71801,40025,90211,22477,39.5,21936,49.4,18416,32.4,18140,40.9,42510,17800,2600,0,48,5420,35374,0,2267,16097,52,0,2267,15821,52,0,18364,39.5,21936,49.4,32.3,18088,40.8,22477,2455,25.4,2286,23.6,346,1899,41,0,4702,48625,650569
Mississippi,2465195,82832,108238,1591997,53492,1583773,69538,926138,31.1,920455,40.4,708566,23.8,705950,31,1216995,1093600,154600,0,45267,768113,777757,860,334105,330150,44285,26,334032,327644,44248,26,664281,31.1,920455,40.4,22.3,661702,29.1,926138,352265,72.4,298725,61.4,159396,127234,12086,9,633607,130186,506520
Montana,999975,93562,119018,774095,72428,765438,91103,440756,41.2,435135,51.8,352927,33,349943,41.7,488475,449700,61800,0,22830,366967,384098,200,162449,168009,22408,61,162392,165097,22393,61,330519,41.2,435135,51.8,30.9,327550,39,440756,161493,78.2,144294,69.9,70144,68737,5377,36,299351,145008,484397
North Carolina,9907630,94466,121011,7200210,68651,7113037,86878,4167819,39.7,4105762,50.1,3192010,30.4,3166464,38.7,5259930,4086800,560900,0,241795,3000760,3957326,329,1256181,1697569,238226,34,1255026,1674018,237386,34,2953784,39.7,4105762,50.1,28.2,2929078,35.8,4167819,1353271,77.3,1191680,68.1,561437,604470,25748,25,2567081,146599,565797
North Dakota,645930,84761,111005,567560,74477,561287,96459,300753,39.5,297158,51.1,253174,33.2,251000,43.1,318630,293500,33800,0,22022,249546,295992,0,107269,126477,19427,1,107178,124465,19356,1,233747,39.5,297158,51.1,30.7,231644,39.8,300753,97250,81.1,85273,71.2,42209,40258,2806,0,187847,156742,538971
Nebraska,1787950,92429,122602,1463240,75643,1446209,99169,844498,43.7,831655,57,666483,34.5,662146,45.4,949650,739800,98500,0,52852,612160,795713,2515,263463,349269,53016,735,263403,345023,52986,734,613467,43.7,831655,57,31.7,609160,41.8,844498,262814,84.1,238981,76.5,116056,118545,3849,531,504671,161516,572221
New Hampshire,1331925,97956,120595,1153848,84860,1143565,103541,827362,60.8,818380,74.1,408894,30.1,407875,36.9,658125,571500,102300,0,51572,496075,606174,27,180977,175337,52565,15,180831,174486,52543,15,356329,60.8,818380,74.1,26.2,355332,32.2,827362,291058,99.9,183863,72.4,82791,88890,12172,10,451149,177713,524661
New Jersey,8769895,98736,126302,7468871,84088,7376917,106240,4646283,52.3,4575874,65.9,3316641,37.3,3294081,47.4,4648995,3625900,495000,0,281275,3241407,3945714,475,1338736,1694323,283556,26,1338547,1672067,283444,23,3033085,52.3,4575874,65.9,34.1,3010637,43.4,4646283,1268323,86,1065199,72.2,500101,499863,65222,13,2221469,150553,594354
New Mexico,2059345,98212,127042,1850384,88247,1823669,112503,1085496,51.8,1064309,65.7,816727,39,809232,49.9,1055145,879000,125200,0,47102,827839,973164,2279,340349,429454,46279,645,340168,422220,46199,645,770448,51.8,1064309,65.7,36.7,763033,47.1,1085496,329297,87.2,277725,73.5,126705,137933,12698,389,589665,156159,545369
Nevada,2540440,82478,106405,2108787,68464,2088417,87472,1238938,40.2,1223628,51.3,896881,29.1,892008,37.4,1336140,1054100,150200,0,74778,884012,1149997,0,357329,465666,73881,5,357286,460856,73861,5,823000,40.2,1223628,51.3,26.7,818147,34.3,1238938,381915,77,326063,65.7,155977,155095,14987,4,711485,143453,512214
New York State,19018995,97766,123298,16064851,82581,15899986,103078,9424141,48.4,9296859,60.3,6993909,36,6955749,45.1,9984195,8009100,1025700,0,607366,6887534,8566991,2960,2862146,3537958,593209,596,2861664,3500590,592906,589,6400700,48.4,9296859,60.3,32.9,6362843,41.2,9424141,2609187,79.2,2236859,67.9,1088084,1027717,120725,333,4749601,144096,577007
Ohio,10644875,91067,116834,8563155,73258,8461321,92868,4777810,40.9,4709659,51.7,3906991,33.4,3875125,42.5,5663775,4425100,556000,0,301625,3678468,4575207,7855,1595587,2017880,291200,2324,1595428,1986288,291094,2315,3615791,40.9,4709659,51.7,30.9,3584031,39.3,4777810,1621848,79.3,1481998,72.4,680414,740086,60136,1362,3091976,151099,520196
Oklahoma,3775865,95423,125664,2721002,68765,2691181,89565,1536721,38.8,1518376,50.5,1198516,30.3,1187664,39.5,1935765,1639700,200400,0,71004,1270111,1379852,35,538271,590037,70186,22,538139,579355,70148,22,1128330,38.8,1518376,50.5,28.5,1117516,37.2,1536721,508428,80.1,428033,67.4,225497,189752,12778,6,933538,146983,594501
Oregon,3902545,92527,116453,3160032,74922,3123541,93207,1927088,45.7,1897670,56.6,1344028,31.9,1336359,39.9,1991145,1671000,240400,0,99376,1374263,1684772,1621,566800,678659,98286,283,566300,671794,97984,281,1245742,45.7,1897670,56.6,29.5,1238375,37,1927088,615250,80.3,553286,72.2,253430,266839,32865,152,1128966,147369,509417
Pennsylvania,12877055,100586,126651,10367062,80980,10277284,101081,6479070,50.6,6404598,63,4264320,33.3,4248011,41.8,6553755,5405200,918100,0,351788,4451068,5563942,264,1706447,2200587,357076,210,1705940,2184952,356912,207,3907244,50.6,6404598,63,30.5,3891099,38.3,6479070,2235848,93.4,1673337,69.9,785083,838671,49463,120,3870847,161733,538032
Puerto Rico,3180310,99581,121341,1968716,61644,1952773,74506,1241095,38.9,1225473,46.8,814971,25.5,814062,31.1,1614210,1378500,187600,0,68699,792097,1107642,278,296128,450053,68772,18,296082,449271,68691,18,746199,38.9,1225473,46.8,23.4,745371,28.4,1241095,395193,72.8,319037,58.8,147905,159815,11314,3,699212,128785,585770
Rhode Island,1151925,108738,134749,940661,88795,930401,108836,566581,53.5,558092,65.3,404012,38.1,402429,47.1,611325,482800,57800,0,38220,395285,507129,27,161750,204244,38012,6,161734,202691,37998,6,366000,53.5,558092,65.3,34.5,364431,42.6,566581,170976,91.4,155979,83.4,72233,78845,4899,2,322953,172660,615851
Republic of Palau,24600,137376,176129,20305,113391,20305,145378,12655,70.7,12655,90.6,8855,49.4,8855,63.4,0,20800,3800,0,1029,19275,1,0,7808,18,1029,0,7808,18,1029,0,7826,70.7,12655,90.6,43.7,7826,56,12655,1569,51.5,1462,48,1343,8,111,0,2879,94580,808147
South Carolina,4577065,88897,113363,3315003,64385,3284681,81354,1904815,37,1883784,46.7,1459528,28.3,1450188,35.9,2419365,1895300,262400,0,100085,1340315,1873546,1057,544064,817723,97532,209,543666,808991,97322,209,1361996,37,1883784,46.7,26.5,1352866,33.5,1904815,752253,80.3,639091,68.2,267790,352579,18580,142,1376729,146926,488469
South Dakota,904095,102197,135433,711479,80424,703916,105446,398028,45,393007,58.9,335209,37.9,332620,49.8,436995,411800,55300,0,19137,326111,366218,13,149021,166944,19235,9,148986,164397,19228,9,315974,45,393007,58.9,35.7,313392,46.9,398028,134682,88.7,123828,81.5,64182,56959,2682,5,252767,166435,595305
Tennessee,5555100,81344,104436,4109573,60177,4077141,76651,2374198,34.8,2351157,44.2,1735542,25.4,1726550,32.5,2854800,2360700,339600,0,111356,1791556,2200734,5927,733168,892085,108546,1743,733015,883370,108424,1741,1626996,34.8,2351157,44.2,23.8,1618126,30.4,2374198,841119,73.6,703478,61.5,361051,321488,19837,1102,1568468,137177,485843
Texas,25514685,87994,118145,19276649,66481,19007582,88014,11226347,38.7,11066144,51.2,8081630,27.9,7966303,36.9,13322985,10568600,1623100,0,667008,8456928,10151964,749,3392421,4035364,653240,605,3344010,3977778,643918,596,7430163,38.7,11066144,51.2,25.6,7324133,33.9,11226347,2923341,78.3,2498840,66.9,1048937,1247735,201982,187,5370940,143830,683265
Utah,2556860,79753,112401,2167987,67624,2128073,93551,1274676,39.8,1244548,54.7,781686,24.4,772557,34,1296360,1117400,143100,0,85774,940335,1141878,0,311151,387888,82646,1,311031,378975,82550,1,699040,39.8,1244548,54.7,21.8,690007,30.3,1274676,306823,83.9,205341,56.1,90081,104813,10447,0,573073,156632,698840
Virginia,8229955,96420,123301,6847737,80226,6750372,101134,4089457,47.9,4014360,60.1,2928642,34.3,2905899,43.5,4319055,3455800,455100,0,221852,2847754,3776272,1859,1176808,1530640,220615,579,1175420,1509926,219976,577,2708027,47.9,4014360,60.1,31.7,2685923,40.2,4089457,1138475,83.8,977830,72,470828,458273,48362,367,2078251,152936,605631
Veterans Health,6235095,N/A,N/A,4978099,N/A,4977514,N/A,2691846,N/A,2691392,N/A,2403255,N/A,2403107,N/A,2730195,2984700,520200,0,119168,2604219,2254710,2,1218564,1065593,119097,1,1218538,1065489,119079,1,2284158,N/A,2691392,N/A,0,2284028,0,2691846,1436446,0,1339841,0,749484,549160,41196,1,2735625,0,0
Virgin Islands,66080,63126,80931,63009,60192,62356,76370,33903,32.4,33530,41.1,26809,25.6,26582,32.6,43680,21700,700,0,374,20811,41824,0,9144,17275,390,0,9135,17058,389,0,26419,32.4,33530,41.1,25.2,26193,32.1,33903,11293,63.5,9438,53,3969,5311,158,0,20707,116358,371319
Vermont,694440,111290,136169,589665,94499,584515,114614,358437,57.4,354284,69.5,245497,39.3,244575,48,341640,308100,44700,0,25791,261337,302005,532,99158,120780,25378,181,99141,119893,25360,181,220119,57.4,354284,69.5,35.3,219215,43,358437,119454,95.5,106472,85.2,52260,53392,700,120,231002,184744,555379
Washington,7368520,96765,123803,6041337,79336,5976005,100406,3629546,47.7,3577526,60.1,2565503,33.7,2552603,42.9,3832920,3116800,418800,0,202800,2591039,3243836,3662,1052779,1309015,202795,914,1052594,1296416,202680,913,2362708,47.7,3577526,60.1,31,2349923,39.5,3629546,1034887,85.5,938815,77.6,433608,466916,37686,605,1955317,161633,609108
Wisconsin,5279725,90679,115889,4761542,81779,4701860,103205,2693450,46.3,2652366,58.2,2133837,36.6,2117409,46.5,2717325,2273600,288800,0,175558,2043010,2542497,477,865726,1098814,169091,206,865577,1082625,169002,205,1964746,46.3,2652366,58.2,33.7,1948407,42.8,2693450,882575,86.8,822273,80.8,402888,402249,17051,85,1730906,170157,519023
West Virginia,1658905,92565,115798,1185997,66177,1170906,81734,644165,35.9,634851,44.3,553809,30.9,548433,38.3,799305,759200,100400,0,19385,572795,593817,0,260012,273385,20341,71,259887,268159,20316,71,533468,35.9,634851,44.3,29.8,528117,36.9,644165,259465,70.7,235438,64.2,121777,110261,3358,42,492270,134129,452004
Wyoming,483195,83488,108577,358545,61951,355962,79987,197374,34.1,195675,44,162356,28.1,161568,36.3,218595,233000,31600,0,11479,174141,172736,189,74510,77015,10799,32,74501,76240,10795,32,151557,34.1,195675,44,26.2,150773,33.9,197374,72647,73.2,66114,66.7,34381,29957,1761,15,137227,138363,487195
