COVID-19 Vaccinations in the United States
Date generated: Sat May 08 2021 15:11:09 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Missouri,5438155,88606,114083,4181588,68133,4141695,86885,2371232,38.6,2344297,49.2,1817658,29.6,1807286,37.9,2879955,2267100,291100,0,126268,1649268,2405691,361,698122,992612,126866,58,697977,982499,126754,56,1690792,38.6,2344297,49.2,27.5,1680532,35.3,2371232,813208,76.6,702868,66.2,321468,355671,25705,24,1529894,144053,512049
Northern Mariana Islands,72330,127158,163023,42348,74449,41431,93380,23018,40.5,22425,50.5,19385,34.1,19061,43,49530,20200,2600,0,48,5546,36754,0,2292,17041,52,0,2292,16717,52,0,19333,40.5,22425,50.5,34,19009,42.8,23018,2491,25.8,2310,23.9,348,1921,41,0,4762,49245,747983
Mississippi,2490385,83678,109344,1646019,55307,1636576,71856,947646,31.8,941348,41.3,741553,24.9,738317,32.4,1225185,1108300,156900,0,46275,789800,809077,867,346683,349576,45268,26,346595,346466,45230,26,696285,31.8,941348,41.3,23.4,693087,30.4,947646,355584,73.1,304464,62.6,162072,130041,12342,9,642557,132025,511695
Montana,1016055,95067,120932,788740,73798,779323,92756,446164,41.7,440257,52.4,362861,34,359408,42.8,493155,458600,64300,0,23804,371855,392866,215,165681,173751,23361,68,165618,170376,23346,68,339500,41.7,440257,52.4,31.8,336062,40,446164,162335,78.6,145555,70.5,70645,69292,5579,39,301311,145958,492186
North Carolina,10275290,97971,125502,7379216,70358,7281723,88938,4216849,40.2,4152236,50.7,3325515,31.7,3292249,40.2,5376930,4305960,592400,0,245979,3058441,4074467,329,1296598,1786411,242471,35,1295292,1755307,241615,35,3083044,40.2,4152236,50.7,29.4,3050634,37.3,4216849,1358381,77.6,1202995,68.7,566069,610556,26345,25,2582891,147502,586793
North Dakota,653100,85702,112238,575543,75524,568678,97729,303352,39.8,299579,51.5,258207,33.9,255686,43.9,319800,299300,34000,0,22376,252302,300865,0,108854,129584,19768,1,108755,127235,19695,1,238439,39.8,299579,51.5,31.3,235991,40.6,303352,97550,81.4,85684,71.5,42388,40439,2857,0,188529,157311,544954
Nebraska,1846800,95471,126638,1497021,77389,1478298,101369,853824,44.1,840353,57.6,691749,35.8,686355,47.1,981240,764460,101100,0,54006,627056,813324,2635,274710,362034,54241,764,274647,356736,54211,761,637508,44.1,840353,57.6,33,632144,43.3,853824,263782,84.4,240799,77.1,117086,119199,3966,548,507667,162475,591055
New Hampshire,1397885,102808,126568,1141718,83968,1129658,102282,776135,57.1,765759,69.3,447391,32.9,446146,40.4,704925,589060,103900,0,51615,486189,603887,27,189653,205173,52550,15,189521,204083,52527,15,394841,57.1,765759,69.3,29,393619,35.6,776135,243107,95.8,194332,76.5,86183,96266,11873,10,414591,163312,550643
New Jersey,9378655,105589,135069,7773775,87521,7670751,110472,4755104,53.5,4679344,67.4,3531018,39.8,3502564,50.4,4941495,3895060,542100,0,294379,3350499,4128422,475,1407001,1827372,296618,27,1406803,1799238,296499,24,3234400,53.5,4679344,67.4,36.4,3206065,46.2,4755104,1281224,86.8,1091480,74,512184,511529,67754,13,2257954,153026,635610
New Mexico,2109155,100588,130115,1894768,90363,1866517,115147,1100463,52.5,1078346,66.5,847535,40.4,839418,51.8,1068015,912040,129100,0,48798,851713,991883,2374,356250,442651,47958,676,356059,434806,47877,676,799577,52.5,1078346,66.5,38.1,791541,48.8,1100463,331348,87.7,282136,74.7,129090,139569,13069,408,595859,157799,558560
Nevada,2605490,84590,109130,2167439,70368,2144702,89830,1259626,40.9,1243445,52.1,937081,30.4,930735,39,1349010,1094980,161500,0,77817,907798,1181824,0,373502,486783,76791,5,373455,480507,76768,5,860290,40.9,1243445,52.1,27.9,853967,35.8,1259626,384007,77.4,329833,66.5,157849,156547,15433,4,716879,144540,525330
New York State,20001845,102818,129669,16701431,85853,16509334,107028,9642901,49.6,9506897,61.6,7427595,38.2,7371222,47.8,10427625,8471020,1103200,0,632486,7101520,8964264,3161,2994923,3813958,618071,643,2994387,3758454,617754,627,6809524,49.6,9506897,61.6,35,6753468,43.8,9642901,2641114,80.1,2293200,69.6,1111827,1055969,125045,359,4835593,146704,606825
Ohio,10974945,93890,120457,8780766,75119,8667219,95128,4849517,41.5,4777203,52.4,4053597,34.7,4014402,44.1,5788965,4586980,599000,0,310540,3758439,4703490,8297,1646533,2104831,299780,2453,1646360,2065926,299672,2444,3753817,41.5,4777203,52.4,32.1,3714730,40.8,4849517,1631014,79.7,1497985,73.2,686486,748431,61643,1425,3117722,152358,536326
Oklahoma,3803605,96124,126587,2762753,69820,2731322,90901,1551885,39.2,1533014,51,1226729,31,1214792,40.4,1942785,1658020,202800,0,73650,1290525,1398540,38,551594,602413,72700,22,551454,590655,72661,22,1154029,39.2,1533014,51,29.2,1142131,38,1551885,510410,80.4,431608,68,227425,190976,13201,6,938732,147801,598868
Oregon,4186565,99261,124928,3275954,77671,3234267,96511,1979576,46.9,1946827,58.1,1413377,33.5,1403776,41.9,2133885,1795580,257100,0,104563,1408851,1760785,1755,586661,723014,103398,304,586068,714329,103078,301,1309979,46.9,1946827,58.1,31.1,1300698,38.8,1979576,620250,81,559957,73.1,256183,269742,33871,161,1139581,148755,546492
Pennsylvania,13378425,104503,131582,10758543,84038,10655803,104804,6647012,51.9,6564509,64.6,4507142,35.2,4486007,44.1,6690645,5729380,958400,0,375581,4611004,5771677,281,1799746,2326679,380499,218,1799163,2306305,380325,214,4126643,51.9,6564509,64.6,32.2,4105682,40.4,6647012,2262479,94.5,1717279,71.8,806215,858000,52942,122,3939705,164610,558980
Puerto Rico,3447080,107934,131520,2083637,65242,2063621,78735,1303673,40.8,1285711,49.1,871559,27.3,868846,33.1,1760460,1498020,188600,0,71925,840959,1170475,278,315123,484385,72033,18,315071,481810,71947,18,799526,40.8,1285711,49.1,25,796899,30.4,1303673,403366,74.3,328665,60.5,152298,164580,11784,3,716552,131979,634906
Rhode Island,1257465,118700,147095,968436,91417,956845,111929,574599,54.2,565369,66.1,424191,40,422044,49.4,695565,503500,58400,0,38792,406797,522818,29,169869,215689,38626,7,169847,213578,38612,7,385565,54.2,565369,66.1,36.4,383432,44.9,574599,171555,91.7,157513,84.2,72834,79708,4969,2,325077,173795,672276
Republic of Palau,24600,137376,176129,20615,115123,20615,147598,12965,72.4,12965,92.8,9119,50.9,9119,65.3,0,20800,3800,0,1289,19325,1,0,7812,18,1289,0,7812,18,1289,0,7830,72.4,12965,92.8,43.7,7830,56.1,12965,1610,52.9,1503,49.4,1344,8,151,0,2920,95926,808147
South Carolina,4703815,91359,116502,3389673,65835,3356701,83137,1931871,37.5,1909792,47.3,1509990,29.3,1498956,37.1,2464995,1958520,280300,0,103821,1375810,1908985,1057,566082,842475,101228,205,565565,832182,101004,205,1408762,37.5,1909792,47.3,27.4,1397952,34.6,1931871,755524,80.6,645084,68.8,270416,355366,19161,141,1385365,147847,501996
South Dakota,907395,102570,135928,724482,81894,716151,107279,401430,45.4,396200,59.4,345389,39,342246,51.3,436995,414300,56100,0,19569,331127,373773,13,152895,172761,19723,10,152860,169660,19716,10,325666,45.4,396200,59.4,36.8,322530,48.3,401430,135160,89,124707,82.1,64586,57341,2775,5,253904,167184,597477
Tennessee,5620520,82302,105666,4260327,62384,4223911,79410,2416367,35.4,2391871,45,1841115,27,1829666,34.4,2875860,2397260,347400,0,115137,1852963,2285836,6391,776589,950427,112225,1874,776407,939289,112098,1872,1728890,35.4,2391871,45,25.3,1717568,32.3,2416367,846554,74,721135,63.1,370938,328499,20516,1182,1592843,139308,491565
Texas,27265505,94032,126252,19884729,68578,19590640,90714,11413686,39.4,11241207,52.1,8507634,29.3,8379070,38.8,14268345,11259760,1737400,0,687967,8713970,10482018,774,3572889,4260536,673589,620,3518897,4196152,663410,611,7835945,39.4,11241207,52.1,27,7717531,35.7,11413686,2900218,77.7,2475722,66.3,1039711,1239816,196014,180,5435150,145549,730151
Utah,2714140,84659,119315,2243262,69972,2197537,96605,1305359,40.7,1272225,55.9,827573,25.8,815651,35.9,1371240,1189400,153500,0,87929,975579,1179754,0,331085,411710,84777,1,330953,400020,84677,1,742796,40.7,1272225,55.9,23.2,730974,32.1,1305359,308433,84.3,207329,56.7,91085,105600,10644,0,576665,157614,741828
Virginia,8573865,100449,128454,7126510,83492,7014755,105095,4194146,49.1,4111453,61.6,3103009,36.4,3073592,46,4565925,3532840,475100,0,233583,2944529,3946486,1912,1238139,1632398,231875,597,1236500,1605326,231171,595,2871134,49.1,4111453,61.6,33.6,2842421,42.6,4194146,1147985,84.5,993509,73.1,478295,464897,49937,380,2104152,154842,630939
Veterans Health,6237435,N/A,N/A,5032926,N/A,5032266,N/A,2707121,N/A,2706637,N/A,2445819,N/A,2445626,N/A,2732535,2984700,520200,0,122496,2629513,2280915,2,1238211,1085197,122410,1,1238182,1085051,122392,1,2323409,N/A,2706637,N/A,0,2323234,0,2707121,1441163,0,1351372,0,755009,553924,42438,1,2750783,0,0
Virgin Islands,67350,64339,82486,65068,62159,64374,78841,34717,33.2,34325,42,28023,26.8,27773,34,44850,21700,800,0,390,21206,43472,0,9333,18280,410,0,9323,18042,408,0,27613,33.2,34325,42,26.4,27365,33.5,34717,11496,64.6,9776,54.9,4044,5564,168,0,21238,119341,378456
Vermont,742300,118960,145554,611581,98012,605641,118757,371158,59.5,366344,71.8,256757,41.1,255685,50.1,369720,325580,47000,0,28158,269280,313606,537,102566,126376,27632,183,102547,125343,27612,183,229125,59.5,366344,71.8,36.7,228073,44.7,371158,120004,96,107409,85.9,52716,53719,853,121,232382,185848,593655
Washington,7770610,102045,130558,6223705,81731,6152040,103364,3711299,48.7,3655431,61.4,2672653,35.1,2657355,44.6,4042350,3296860,431400,0,210846,2659477,3349584,3798,1092481,1368352,210851,969,1092282,1353371,210734,968,2461802,48.7,3655431,61.4,32.3,2446621,41.1,3711299,1040249,86,946345,78.2,436311,470839,38563,632,1967447,162636,642346
Wisconsin,5509645,94628,120936,4874656,83722,4808920,105555,2724270,46.8,2681566,58.9,2216399,38.1,2195773,48.2,2817945,2396800,294900,0,180341,2086158,2607667,490,896225,1146297,173662,215,896059,1125931,173570,213,2042737,46.8,2681566,58.9,35.1,2022203,44.4,2724270,885816,87.1,829144,81.5,406003,405294,17758,89,1741305,171179,541625
West Virginia,1679795,93731,117257,1203805,67171,1187341,82881,650400,36.3,640813,44.7,567054,31.6,560589,39.1,802815,773280,103700,0,20196,580317,603292,0,265571,280166,21238,79,265436,273862,21212,79,545816,36.3,640813,44.7,30.5,539377,37.7,650400,260663,71,237491,64.7,122820,111167,3458,46,495125,134907,457696
Wyoming,487055,84155,109444,367548,63506,364607,81930,200309,34.6,198467,44.6,168356,29.1,167368,37.6,218595,236360,32100,0,11912,178930,176500,206,77549,79547,11221,39,77540,78572,11217,39,157135,34.6,198467,44.6,27.2,156151,35.1,200309,73076,73.7,66960,67.5,34803,30298,1843,16,138415,139561,491087
