COVID-19 Vaccinations in the United States
Date generated: Mon Apr 05 2021 15:15:01 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2696630,N/A,N/A,2082199,N/A,2030533,N/A,1314577,N/A,1279934,N/A,732655,N/A,719333,N/A,1457430,1157300,81900,0,26709,953802,1101289,399,320921,387940,23794,0,313071,383474,22788,0,708861,N/A,1279934,N/A,0,696545,0,1314577,139339,0,89623,0,30008,58557,1058,0,233898,0,0
Delaware,636065,65320,82585,508590,52229,497454,64588,332492,34.1,325062,42.2,176030,18.1,172046,22.3,328965,283000,24100,0,12912,214249,281280,149,70038,92768,13154,70,68873,90492,12656,25,162876,34.1,325062,42.2,16.7,159390,20.7,332492,152437,80.7,104497,55.3,45002,54410,5069,16,258693,136943,336710
Florida,13882365,64636,80488,10565844,49194,10194641,59107,6552905,30.5,6332976,36.7,3852669,17.9,3693147,21.4,7142265,6167600,572500,0,273972,4939024,5337852,14996,1702775,1873252,271692,4950,1632438,1800535,255373,4801,3580977,30.5,6332976,36.7,16.7,3437774,19.9,6552905,3467027,77.1,2528315,56.2,1231785,1210030,82422,4078,6283157,139708,308680
Federated States of Micronesia,63000,60786,77930,25404,24511,25391,31408,15691,15.1,15677,19.4,9776,9.4,9776,12.1,0,61600,1400,0,0,25404,0,0,9755,20,1,0,9755,20,1,0,9775,15.1,15677,19.4,9.4,9775,12.1,15691,1468,8.3,1047,5.9,1042,5,0,0,2485,14104,357569
Georgia,6237495,58748,76878,4153506,39120,4135351,50969,2728898,25.7,2710355,33.4,1393877,13.1,1392286,17.2,3120195,2885600,231700,0,80326,2067685,2005230,265,698550,617009,78146,172,698152,616126,77837,171,1315731,25.7,2710355,33.4,12.4,1314449,16.2,2728898,1059212,69.8,786603,51.9,451771,324453,10274,105,1904068,125519,411186
Guam,129900,78363,100465,91702,55319,89492,69213,58622,35.4,56481,43.7,32792,19.8,32673,25.3,74100,53200,2600,0,495,40583,50624,0,16327,15974,491,0,16309,15923,441,0,32301,35.4,56481,43.7,19.5,32232,24.9,58622,12567,44.6,10117,35.9,4453,5623,41,0,22816,80962,460949
Hawaii,1011720,71456,90656,757630,53510,740547,66357,476114,33.6,464973,41.7,296651,21,289955,26,553020,424500,34200,0,10726,269614,383530,93760,105702,161973,10937,18039,104521,156597,10815,18022,285714,33.6,464973,41.7,20.2,279140,25,476114,170939,63.7,112671,42,48388,59775,3099,1409,278707,103822,376877
Iowa,1919805,60848,79062,1688053,53503,1643699,67691,1056573,33.5,1029521,42.4,672920,21.3,654318,26.9,951405,895300,73100,0,45268,852529,790137,119,336927,290690,45273,30,330022,280864,43403,29,627647,33.5,1029521,42.4,19.9,610915,25.2,1056573,443727,80.2,354028,64,187342,163201,3463,22,796786,144096,347191
Idaho,1027045,57471,76710,817221,45730,800285,59773,499344,27.9,488000,36.4,322082,18,315282,23.5,509145,478300,39600,0,18656,385793,412435,337,148875,154677,18428,102,146678,151175,17372,57,303654,27.9,488000,36.4,17,297910,22.3,499344,209537,72.1,172439,59.3,79201,88444,4763,31,380692,130971,353337
Indian Health Svc,1555025,74660,N/A,1025958,49258,1008341,N/A,630465,30.3,618446,N/A,399736,19.2,394183,N/A,650325,860900,43800,0,11446,574218,440294,0,210767,177652,11317,0,210664,172219,11300,0,388419,30.3,618446,N/A,18.6,382883,0,630465,137289,0,101945,0,57577,43104,1264,0,240904,0,0
Illinois,8021745,63304,81406,6488477,51204,6319788,64135,4303924,34,4189114,42.5,2301352,18.2,2239668,22.7,4089345,3587200,345200,0,150335,2985001,3349920,3221,1028184,1123555,148566,1047,1006170,1091523,140995,980,2152786,34,4189114,42.5,17,2098673,21.3,4303924,1550251,75.9,989159,48.4,468181,491846,28489,643,2507635,122729,392601
Indiana,3640170,54071,70488,3016801,44811,2970352,57518,1841749,27.4,1812274,35.1,1233438,18.3,1208255,23.4,1799070,1671200,169900,0,78354,1337775,1595951,4721,521324,632083,78423,1608,516819,619608,70264,1564,1155015,27.4,1812274,35.1,17.2,1137991,22,1841749,798774,73.6,686662,63.2,354452,321701,9393,1116,1496661,137847,335270
Kansas,1884795,64696,85167,1446575,49654,1403938,63439,980566,33.7,952826,43.1,554497,19,535151,24.2,912795,901400,70600,0,31578,722558,692174,265,275814,246151,32419,113,265552,238832,30655,112,522078,33.7,952826,43.1,17.9,504496,22.8,980566,384159,80.8,269266,56.6,134663,128068,6462,73,624627,131366,396393
Kentucky,2731745,61145,78843,2300753,51498,2245890,64820,1482959,33.2,1453537,42,888314,19.9,861284,24.9,1355445,1267000,109300,0,57162,1076689,1166721,181,399138,434089,54958,129,389561,419063,52535,125,833356,33.2,1453537,42,18.7,808749,23.3,1482959,554389,73.9,400540,53.4,176871,208096,15490,83,922474,122904,363959
Louisiana,2903390,62455,81529,2116985,45538,2088687,58652,1288249,27.7,1272833,35.7,846771,18.2,833144,23.4,1455090,1336700,111600,0,62589,951449,1102021,926,331494,454318,60506,453,326039,447663,59074,368,786265,27.7,1272833,35.7,16.9,774070,21.7,1288249,523877,70.7,438729,59.2,194821,231463,12367,78,970530,130972,391809
Massachusetts,4604300,66802,83115,3968332,57575,3855992,69606,2581225,37.4,2508560,45.3,1458104,21.2,1414500,25.5,2226900,2136900,240500,0,97987,1894775,1975504,66,680140,679772,98181,11,658382,661026,95082,10,1359923,37.4,2508560,45.3,19.7,1319418,23.8,2581225,979686,83.8,690631,59.1,309154,340133,41338,6,1628874,139300,393755
Maryland,3811300,63042,80902,3103045,51327,2956643,62761,2045881,33.8,1964883,41.7,1186402,19.6,1116971,23.7,1942200,1723300,145800,0,93602,1449811,1557711,1921,530921,562787,92163,531,504935,528842,82694,500,1094239,33.8,1964883,41.7,18.1,1034277,22,2045881,731396,76.2,499505,52.1,237303,234429,27536,237,1185211,123537,397260
Maine,914940,68065,83528,778195,57892,756879,69098,508582,37.8,496439,45.3,308141,22.9,294652,26.9,431340,425600,58000,0,31417,366595,380119,64,134014,142611,31496,20,130339,136858,27436,19,276645,37.8,496439,45.3,20.6,267216,24.4,508582,241192,84.6,178375,62.5,75481,90695,12192,7,405106,142010,320733
Marshall Islands,35800,61288,78574,21785,37295,21092,46293,12995,22.2,12669,27.8,8741,15,8373,18.4,0,35000,800,0,0,21785,0,0,8737,2,2,0,8369,2,2,0,8739,22.2,12669,27.8,15,8371,18.4,12995,840,8.5,594,6,592,0,2,0,1434,14441,360524
Michigan,6104840,61129,77839,4848250,48546,4740540,60444,3100736,31,3034957,38.7,1905400,19.1,1857001,23.7,3059940,2800000,244900,0,109208,2241442,2497600,0,815489,979243,110580,88,793200,957754,105966,81,1794820,31,3034957,38.7,18,1751035,22.3,3100736,1273916,72.2,1002301,56.8,480395,494898,26941,67,2223958,125975,345805
Minnesota,3365000,59667,77598,3028798,53706,2948564,67994,1931620,34.3,1883548,43.4,1200197,21.3,1164132,26.8,1669200,1560000,135800,0,85217,1392323,1551056,202,514489,599209,86449,50,499264,582395,82425,48,1113748,34.3,1883548,43.4,19.7,1081707,24.9,1931620,763341,82.9,618369,67.2,252859,332951,32540,19,1332046,144728,365609
Missouri,3766895,61376,79023,2807214,45739,2741546,57513,1724937,28.1,1690632,35.5,1057922,17.2,1026802,21.5,1934595,1681100,151200,0,62245,1173590,1571055,324,423571,571189,63117,45,405165,559790,61808,39,994805,28.1,1690632,35.5,16.2,964994,20.2,1724937,726484,68.4,529169,49.8,239805,272373,16973,18,1277311,120270,354686
Northern Mariana Islands,61310,107785,138185,29797,52384,29263,65955,17362,30.5,16840,38,12455,21.9,12442,28,42510,17800,1000,0,34,4002,25761,0,1691,10729,35,0,1691,10716,35,0,12420,30.5,16840,38,21.8,12407,28,17362,2268,23.5,2101,21.7,309,1761,31,0,4340,44881,634023
Mississippi,1843015,61926,80920,1240970,41697,1214268,53314,770946,25.9,757864,33.3,500469,16.8,486499,21.4,884715,882900,75400,0,31546,620316,588361,747,239283,230386,30783,17,232781,223570,30133,15,469686,25.9,757864,33.3,15.8,456366,20,770946,323243,66.4,245001,50.3,128717,107569,8710,5,554222,113875,378681
Montana,722595,67609,86004,569766,53310,555713,66141,352924,33,344784,41,228905,21.4,222275,26.5,343395,350600,28600,0,12467,289116,268040,143,112529,103976,12357,43,109468,101135,11632,40,216548,33,344784,41,20.3,210643,25.1,352924,149678,72.5,115435,55.9,56091,55955,3366,23,260395,126138,350032
North Carolina,6564440,62590,80178,5057979,48226,4987964,60923,3238031,30.9,3187033,38.9,1889924,18,1868054,22.8,3414840,2893100,256500,0,136162,2176553,2744935,329,746161,1009695,134042,26,735501,1000218,132309,26,1755882,30.9,3187033,38.9,16.7,1735745,21.2,3238031,1271869,72.6,1039310,59.4,486223,535197,17870,20,2339440,133599,374877
North Dakota,490330,64343,84265,449089,58931,443538,76224,262979,34.5,259562,44.6,174538,22.9,171959,29.6,236730,236600,17000,0,13933,205150,230006,0,78025,84227,12286,0,77229,83117,11613,0,162252,34.5,259562,44.6,21.3,160346,27.6,262979,93362,77.9,78036,65.1,38593,37625,1818,0,177486,148096,409137
Nebraska,1271990,65756,87222,1009786,52201,990251,67903,637036,32.9,626286,42.9,394852,20.4,384964,26.4,624390,568900,78700,0,26840,462728,518291,1927,174540,192208,27571,533,170802,186835,26805,522,367281,32.9,626286,42.9,19,358159,24.6,637036,248016,79.4,201338,64.4,93155,105628,2148,407,452030,144669,407092
New Hampshire,843385,62027,76362,774277,56944,645125,58411,548665,40.4,422795,38.3,268288,19.7,264353,23.9,410085,397700,35600,0,16444,372440,385366,27,138758,112176,17348,6,137464,110451,16432,6,250940,40.4,422795,38.3,18.5,247921,22.4,548665,212281,83.6,144059,56.7,69685,65453,8918,3,336751,132650,332219
New Jersey,5517655,62120,79464,4855447,54665,4744847,68334,3229559,36.4,3156781,45.5,1890162,21.3,1844312,26.6,2809755,2489600,218300,0,118215,2278403,2458354,475,841752,929397,119002,11,826611,903491,114199,11,1771160,36.4,3156781,45.5,19.9,1730113,24.9,3229559,1094399,74.2,752753,51,344253,375945,32548,7,1772934,120155,373943
New Mexico,1514445,72225,93427,1365434,65119,1335141,82366,858547,40.9,837607,51.7,544771,26,532200,32.8,786045,668600,59800,0,28497,610867,724359,1711,218311,298288,27716,456,214316,291310,26126,448,517055,40.9,837607,51.7,24.7,506074,31.2,858547,292723,77.5,206900,54.8,91164,106450,9021,265,484927,128421,401065
Nevada,1770070,57467,74139,1462114,47469,1430257,59906,913961,29.7,898256,37.6,548467,17.8,531152,22.2,890370,810300,69400,0,36432,637516,788166,0,226120,286322,36023,2,220599,275978,34573,2,512444,29.7,898256,37.6,16.6,496579,20.8,913961,349656,70.5,262907,53,120611,133100,9195,1,620979,125204,356889
New York State,12718855,65381,82455,10519517,54075,10257206,66496,6624421,34.1,6472090,42,4025832,20.7,3896882,25.3,6588855,5642300,487700,0,285733,4824646,5407475,1663,1735762,2006953,282769,348,1682654,1950645,263308,275,3743063,34.1,6472090,42,19.2,3633574,23.6,6624421,2276156,69.1,1643763,49.9,771959,800362,71268,174,3854342,116935,385870
Ohio,7410125,63393,81331,5820854,49797,5673838,62274,3710193,31.7,3620568,39.7,2195726,18.8,2134951,23.4,3844425,3277600,288100,0,175147,2698296,2942360,5051,993863,1029067,171390,1406,973062,997065,163514,1310,2024336,31.7,3620568,39.7,17.3,1971437,21.6,3710193,1498744,73.2,1196402,58.5,542464,609303,43761,874,2683676,131146,362120
Oklahoma,2838195,71726,94457,2107328,53256,2061545,68610,1307768,33,1280950,42.6,801830,20.3,782164,26,1384695,1351500,102000,0,39872,977679,1089744,33,350227,411996,39587,20,340351,403588,38224,1,762243,33,1280950,42.6,19.3,743940,24.8,1307768,477694,75.2,367912,57.9,191980,167971,7961,0,846224,133236,446867
Oregon,2552055,60508,76154,2034002,48225,1982000,59143,1297163,30.8,1265150,37.8,782997,18.6,760387,22.7,1269255,1174400,108400,0,48378,958641,1025753,1230,357159,377724,47909,205,344416,369841,45927,203,735088,30.8,1265150,37.8,17.4,714460,21.3,1297163,560680,73.2,341388,44.6,147038,168981,25266,103,870494,113630,333132
Pennsylvania,8174805,63856,80402,6670089,52102,6537103,64295,4457192,34.8,4371261,43,2379746,18.6,2324623,22.9,4172805,3700900,301100,0,147329,3044864,3477743,153,1012245,1216976,150392,133,995173,1184514,144808,128,2229354,34.8,4371261,43,17.4,2179815,21.4,4457192,1872150,78.2,1073412,44.8,505444,546474,21419,75,2929689,122409,341562
Puerto Rico,2102750,65841,80228,1171342,36677,1167058,44528,761752,23.9,758316,28.9,442492,13.9,440991,16.8,1066650,965100,71000,0,24807,472525,673755,255,167130,250464,24890,8,166667,249495,24821,8,417602,23.9,758316,28.9,13.1,416170,15.9,761752,322882,59.5,208246,38.4,91891,110983,5371,1,522132,96170,387298
Rhode Island,684165,64583,80032,611301,57705,595474,69657,372419,35.2,364206,42.6,251655,23.8,243582,28.5,344565,313600,26000,0,14904,286493,309896,8,116459,120384,14809,3,114696,114786,14097,3,236846,35.2,364206,42.6,22.4,229485,26.8,372419,157881,84.4,129333,69.1,59127,67738,2466,2,284903,152317,365774
Republic of Palau,21400,119506,153218,13429,74993,13429,96148,8456,47.2,8456,60.5,5299,29.6,5299,37.9,0,20800,600,0,191,13237,1,0,5094,14,191,0,5094,14,191,0,5108,47.2,8456,60.5,28.5,5108,36.6,8456,1454,47.8,1346,44.2,1251,8,87,0,2678,87976,703022
South Carolina,3053895,59314,75638,2305396,44776,2240338,55488,1488232,28.9,1455798,36.1,849778,16.5,816859,20.2,1587495,1337400,129000,0,57423,899186,1347732,1055,292799,500954,55821,204,278041,486213,52401,204,793957,28.9,1455798,36.1,15.4,764458,18.9,1488232,696667,74.3,524494,56,212016,301571,10768,139,1212486,129398,325915
South Dakota,667495,75452,99991,539915,61031,528818,79217,332349,37.6,326367,48.9,219273,24.8,213650,32,308295,321900,37300,0,10225,260173,269504,13,103056,105968,10244,5,101233,102500,9912,5,209029,37.6,326367,48.9,23.6,203738,30.5,332349,128867,84.9,109883,72.4,55923,52510,1448,2,235331,154955,439514
Tennessee,4119970,60329,77456,2905011,42538,2858206,53735,1853878,27.1,1823692,34.3,1054528,15.4,1034852,19.5,2048670,1905300,166000,0,67322,1335736,1498405,3548,460683,526336,66486,1023,453535,517653,62726,938,988042,27.1,1823692,34.3,14.5,972126,18.3,1853878,772008,67.5,566452,49.5,286284,267753,11782,633,1354709,118481,360328
Texas,16832185,58050,77941,12808243,44173,12726218,58928,8100286,27.9,8049935,37.3,4564010,15.7,4535640,21,8631285,7439200,761700,0,328243,5881515,6597856,629,1990599,2251582,321344,485,1978225,2237586,319347,482,4243169,27.9,8049935,37.3,14.6,4216794,19.5,8100286,2685245,71.9,2050154,54.9,894177,1011411,144348,218,4490316,120247,450754
Utah,1733400,54068,76201,1466600,45746,1456723,64038,899434,28.1,891031,39.2,418702,13.1,417376,18.3,842400,811200,79800,0,37620,668977,760003,0,178426,204533,35743,0,178252,203424,35700,0,382959,28.1,891031,39.2,11.9,381676,16.8,899434,286865,78.4,171420,46.9,71170,93531,6719,0,520606,142292,473772
Virginia,5206295,60996,78001,4485753,52554,4358801,65304,2943103,34.5,2857756,42.8,1641022,19.2,1584686,23.7,2601495,2402300,202500,0,120646,2014597,2349593,917,706122,814514,120104,282,686342,792381,105683,280,1520918,34.5,2857756,42.8,17.8,1479003,22.2,2943103,1033276,76,726740,53.5,336181,355610,34748,201,1729433,127267,383124
Veterans Health,4909085,N/A,N/A,4131688,N/A,4131508,N/A,2406559,N/A,2406438,N/A,1794774,N/A,1794711,N/A,2211885,2562000,135200,0,71481,2195081,1865124,2,920747,802579,71447,1,920727,802541,71442,1,1723327,N/A,2406438,N/A,0,1723269,0,2406559,1360889,0,1169672,0,651192,492301,26178,1,2504815,0,0
Virgin Islands,61940,59171,75860,43826,41867,43472,53242,26021,24.9,25796,31.6,16072,15.4,15970,19.6,41340,20100,500,0,136,16705,26985,0,6604,9327,141,0,6596,9234,140,0,15931,24.9,25796,31.6,15.2,15830,19.4,26021,9156,51.4,6259,35.2,3072,3114,73,0,15474,86952,348056
Vermont,457350,73295,89679,360745,57813,349795,68589,227068,36.4,219998,43.1,133803,21.4,128592,25.2,216450,214500,26400,0,8327,171398,180771,249,59673,66045,8014,71,58353,63608,6564,67,125789,36.4,219998,43.1,20.2,122028,23.9,227068,111197,88.9,71203,56.9,30625,40407,126,45,186897,149471,365766
Washington,4834980,63494,81235,3928519,51590,3824913,64264,2464825,32.4,2401004,40.3,1529457,20.1,1483343,24.9,2485080,2153600,196300,0,91060,1776403,2058169,2887,664436,773275,91152,594,652219,745809,84778,537,1438305,32.4,2401004,40.3,18.9,1398565,23.5,2464825,966362,79.9,766662,63.4,355146,384127,26999,390,1721079,142271,399677
Wisconsin,3470905,59613,76186,3208168,55100,3130113,68706,2031543,34.9,1981185,43.5,1220850,21,1189959,26.1,1727505,1603100,140300,0,82455,1435666,1689652,395,510510,630236,79929,175,500485,614085,75317,72,1140921,34.9,1981185,43.5,19.6,1114642,24.5,2031543,828764,81.5,666881,65.6,322149,335974,8719,39,1513121,148747,341207
West Virginia,1246555,69557,87015,946710,52825,941379,65712,569122,31.8,563573,39.3,379207,21.2,377999,26.4,559455,612600,74500,0,11355,462186,473169,0,173023,194093,12061,30,172723,193466,11782,28,367146,31.8,563573,39.3,20.5,366217,25.6,569122,247136,67.3,201460,54.9,100160,99058,2225,17,449986,122608,339651
Wyoming,405665,70092,91156,286685,49534,270399,60760,168129,29,161108,36.2,118773,20.5,109445,24.6,184665,197800,23200,0,7314,140610,138623,138,55131,56917,6700,25,52064,51456,5902,23,112073,29,161108,36.2,19.4,103543,23.3,168129,68361,68.9,57823,58.3,29776,27029,1005,13,125659,126699,409023
