COVID-19 Vaccinations in the United States
Date generated: Sun Apr 18 2021 15:14:06 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3255200,N/A,N/A,2498249,N/A,2485853,N/A,1577813,N/A,1567606,N/A,904730,N/A,902856,N/A,1739400,1351400,164400,0,61201,1116747,1319902,399,372393,474051,58286,0,372355,472231,58270,0,846444,N/A,1567606,N/A,0,844586,0,1577813,153700,0,101709,0,34624,64255,2830,0,261034,0,0
Delaware,818475,84053,106269,637222,65439,633003,82188,400065,41.1,396733,51.5,242893,24.9,242592,31.5,426075,341800,50600,0,24651,254923,357467,181,86931,131682,24202,78,86916,131415,24183,78,218691,41.1,396733,51.5,22.5,218409,28.4,400065,160566,85,128669,68.1,52396,69915,6310,48,290812,153945,433271
Florida,17807745,82913,103246,13029551,60665,12976307,75235,8008113,37.3,7960378,46.2,5051844,23.5,5046736,29.3,9030645,7433300,1343800,0,523697,5736867,6749358,19629,2070531,2456147,518768,6398,2069919,2451901,518518,6398,4533076,37.3,7960378,46.2,21.1,4528218,26.3,8008113,3666936,81.5,2918450,64.9,1444481,1345122,123627,5220,6857082,152470,395962
Federated States of Micronesia,63200,60979,78177,29412,28378,29395,36361,18076,17.4,18060,22.3,11473,11.1,11472,14.2,0,61600,1600,0,95,29317,0,0,11354,21,98,0,11353,21,98,0,11375,17.4,18060,22.3,11,11374,14.1,18076,1647,9.3,1186,6.7,1154,5,27,0,2782,15790,358704
Georgia,8033225,75661,99010,5366914,50548,5324494,65625,3411530,32.1,3373164,41.6,1964775,18.5,1960636,24.2,4113525,3421800,497900,0,136623,2478917,2751076,298,910414,919690,134472,199,910288,915874,134275,199,1830303,32.1,3373164,41.6,17.2,1826361,22.5,3411530,1123886,74.1,891801,58.8,507098,367100,17482,121,2071694,136569,529563
Guam,140740,84902,108848,111470,67245,109696,84839,69439,41.9,67785,52.4,42430,25.6,42311,32.7,76440,53200,11100,0,1184,44766,65520,0,17808,23433,1189,0,17806,23316,1189,0,41241,41.9,67785,52.4,24.9,41122,31.8,69439,13274,47.1,11047,39.2,4671,6280,96,0,24389,86544,499414
Hawaii,1269070,89632,113716,923883,65252,919434,82386,554619,39.2,550494,49.3,394717,27.9,393740,35.3,675870,523200,70000,0,19310,322755,488058,93760,133232,223682,19746,18057,133158,222863,19679,18040,374971,39.2,550494,49.3,26.5,374061,33.5,554619,185116,69,150660,56.1,59632,85262,4357,1409,329493,122740,472743
Iowa,2481445,78649,102192,2070119,65612,2056994,84712,1274949,40.4,1263774,52,875533,27.8,873631,36,1211145,1107900,162400,0,89633,982412,997955,119,407457,379654,88382,40,407427,377821,88343,40,787151,40.4,1263774,52,24.9,785288,32.3,1274949,462157,83.6,407966,73.8,219623,181068,7245,30,866600,156722,448762
Idaho,1283065,71797,95832,959118,53670,959082,71634,567527,31.8,567455,42.4,404583,22.6,404558,30.2,644865,555100,83100,0,29860,433293,495549,416,175064,199608,29780,131,175061,199596,29770,131,374803,31.8,567455,42.4,21,374788,28,567527,217586,74.9,193395,66.5,90120,96683,6536,56,409142,140758,441416
Indian Health Svc,1657885,79598,N/A,1150362,55231,1127538,N/A,681710,32.7,667208,N/A,480136,23.1,471851,N/A,694785,890100,73000,0,18909,641787,489666,0,253894,207479,18763,0,253763,199354,18734,0,461373,32.7,667208,N/A,22.2,453117,0,681710,141833,0,109669,0,62422,45262,1985,0,252473,0,0
Illinois,10246165,80858,103980,8027611,63350,7970298,80884,5203597,41.1,5152345,52.3,3097689,24.4,3088470,31.3,5207865,4329100,709200,0,296399,3507823,4219295,4094,1290734,1508448,297126,1381,1289961,1501165,295965,1379,2800563,41.1,5152345,52.3,22.1,2792505,28.3,5203597,1658230,81.2,1214723,59.5,564553,604107,45190,873,2827377,138378,501469
Indiana,4775740,70939,92477,3634597,53988,3618230,70063,2209680,32.8,2195795,42.5,1509814,22.4,1508835,29.2,2385240,2053200,337300,0,123271,1548045,1956992,6289,607830,777821,122068,2095,607785,776952,122004,2094,1387746,32.8,2195795,42.5,20.6,1386831,26.9,2209680,830900,76.5,742801,68.4,374702,351687,14988,1424,1581185,145632,439859
Kansas,2361115,81046,106690,1790051,61444,1778084,80345,1160023,39.8,1148527,51.9,752979,25.8,750921,33.9,1153815,1064200,143100,0,55440,839749,894377,485,341908,354965,55971,135,341870,352980,55936,135,697008,39.8,1148527,51.9,23.9,694985,31.4,1160023,409981,86.2,328421,69.1,159542,158526,10276,77,708586,149023,496568
Kentucky,3429305,76758,98975,2802064,62719,2784899,80377,1713280,38.3,1699645,49.1,1202995,26.9,1200007,34.6,1704105,1503700,221500,0,105237,1272598,1423968,261,517916,582182,102711,186,517860,579301,102661,185,1100284,38.3,1699645,49.1,24.6,1097346,31.7,1713280,589601,78.6,484115,64.5,216932,242311,24757,115,1032642,137582,456897
Louisiana,3513250,75573,98655,2460469,52927,2449215,68776,1430239,30.8,1421163,39.9,1062823,22.9,1060750,29.8,1768650,1522200,222400,0,89153,1116331,1254036,949,434030,542820,85510,463,433973,540874,85441,462,977313,30.8,1421163,39.9,21,975309,27.4,1430239,542532,73.2,478435,64.6,219657,243035,15651,92,1027056,138600,474109
Massachusetts,5967370,86578,107720,5080279,73707,5044170,91055,3287256,47.7,3256291,58.8,1976458,28.7,1970827,35.6,3035370,2556000,376000,0,207023,2254863,2618321,72,851484,917310,207650,14,851182,912555,207076,14,1768808,47.7,3256291,58.8,25.7,1763751,31.8,3287256,1037917,88.8,833110,71.2,380703,399930,52468,9,1818026,155476,510323
Maryland,4967520,82166,105445,3924960,64922,3899175,82768,2512904,41.6,2491156,52.9,1613116,26.7,1609340,34.2,2569320,2086600,311600,0,182741,1723083,2016695,2441,665356,770055,177019,686,665283,766441,176930,686,1436097,41.6,2491156,52.9,23.8,1432410,30.4,2512904,780434,81.3,645895,67.3,312089,295261,38225,320,1372670,143076,517776
Maine,1144750,85161,104508,1006549,74880,1002094,91485,652021,48.5,647843,59.1,432309,32.2,431991,39.4,563550,501000,80200,0,69921,446314,490219,95,175196,187196,69893,24,175170,186931,69866,24,362416,48.5,647843,59.1,27,362125,33.1,652021,253651,88.9,221513,77.7,97521,106669,17312,11,455495,159674,401294
Marshall Islands,51300,87823,112594,24248,41511,24204,53123,13781,23.6,13744,30.2,10466,17.9,10457,23,0,40500,10800,0,35,24213,0,0,10424,3,39,0,10415,3,39,0,10427,23.6,13744,30.2,17.9,10418,22.9,13781,887,8.9,686,6.9,683,0,3,0,1570,15811,516616
Michigan,7872710,78831,100380,6045853,60538,6004862,76564,3802759,38.1,3764157,48,2539039,25.4,2535727,32.3,3962010,3390000,520700,0,224037,2672563,3148026,1227,1083334,1226813,228419,473,1083204,1223748,228302,473,2310620,38.1,3764157,48,23.1,2307425,29.4,3802759,1350857,76.5,1175908,66.6,589817,541391,44374,326,2455191,139073,445945
Minnesota,4194140,74369,96718,3712223,65824,3688384,85055,2344697,41.6,2324108,53.6,1584758,28.1,1581042,36.5,2127840,1798700,267600,0,193642,1612802,1905554,225,631555,757322,195823,58,631478,753812,195694,58,1388935,41.6,2324108,53.6,24.6,1385348,31.9,2344697,787548,85.6,700705,76.1,296498,366627,37556,24,1434051,155810,455696
Missouri,4715505,76832,98923,3436756,55997,3419828,71742,2068176,33.7,2054482,43.1,1383468,22.5,1381434,29,2476305,1963100,276100,0,114253,1382213,1939951,339,534008,734369,115040,51,533926,732526,114932,50,1268428,33.7,2054482,43.1,20.7,1266502,26.6,2068176,772730,72.8,635304,59.8,290304,321128,23851,21,1423121,133999,444006
Northern Mariana Islands,62910,110597,141791,35338,62125,34899,78658,20227,35.6,19858,44.8,15150,26.6,15080,34,42510,17800,2600,0,43,4534,30761,0,2019,13084,47,0,2019,13014,47,0,15103,35.6,19858,44.8,26.6,15033,33.9,20227,2344,24.2,2225,23,332,1854,39,0,4532,46867,650569
Mississippi,2246015,75467,98615,1430205,48056,1425216,62576,860361,28.9,856219,37.6,611057,20.5,610179,26.8,1095315,999700,151000,0,43936,694910,690502,857,288645,279439,42953,20,288610,278626,42923,20,568104,28.9,856219,37.6,19.1,567256,24.9,860361,340978,70.1,279275,57.4,148002,119472,11795,6,603190,123936,461485
Montana,899445,84156,107053,677644,63404,672111,79995,406579,38,402249,47.9,290611,27.2,289437,34.4,431145,407200,61100,0,21381,326176,329915,172,135798,133774,20986,53,135756,132654,20974,53,269625,38,402249,47.9,25.2,268463,32,406579,157001,76.1,134862,65.3,65210,64590,5032,30,285535,138316,435700
North Carolina,8309510,79228,101492,6148077,58620,6097934,74480,3762976,35.9,3722185,45.5,2542066,24.2,2532172,30.9,4281810,3483800,543900,0,233065,2591301,3323382,329,994356,1318050,229633,27,993823,1309483,228839,27,2312433,35.9,3722185,45.5,22,2303333,28.1,3762976,1318064,75.3,1126254,64.3,531417,569999,24817,21,2466441,140851,474532
North Dakota,590480,77485,101476,519718,68199,515432,88579,287805,37.8,284863,49,221253,29,220234,37.8,289380,269500,31600,0,21625,228195,269898,0,93491,108705,19057,0,93441,107805,18988,0,202196,37.8,284863,49,26.5,201246,34.6,287805,95906,80,82747,69,40757,39239,2751,0,183939,153481,492703
Nebraska,1556360,80457,106722,1256376,64949,1248062,85581,776160,40.1,768884,52.7,525203,27.2,524070,35.9,789360,670400,96600,0,49801,542714,661649,2212,215052,259237,50290,624,215011,258169,50266,624,474913,40.1,768884,52.7,24.6,473804,32.5,776160,257351,82.4,227595,72.8,109499,114032,3596,468,487057,155879,498102
New Hampshire,1096375,80633,99268,1088613,80062,1080919,97869,788193,58,781393,70.7,379776,27.9,378967,34.3,535275,478300,82800,0,49842,471546,567198,27,167304,161537,50926,9,167167,160886,50905,9,328850,58,781393,70.7,24.2,328062,29.7,788193,288101,99.9,178788,70.4,80870,85999,11914,5,443805,174820,431875
New Jersey,7169475,80717,103253,6188717,69676,6143877,88482,4035544,45.4,4000235,57.6,2600534,29.3,2590401,37.3,3717675,3006500,445300,0,267128,2743563,3177551,475,1093974,1237267,269274,19,1093834,1227380,269169,18,2331260,45.4,4000235,57.6,26.2,2321232,33.4,4035544,1207324,81.8,945629,64.1,439329,444112,62177,11,2045900,138655,485890
New Mexico,1882565,89782,116137,1606321,76607,1591474,98179,992527,47.3,981809,60.6,667548,31.8,661547,40.8,945165,813000,124400,0,45378,710553,848366,2024,268949,353477,44559,563,268826,347678,44480,563,622989,47.3,981809,60.6,29.7,617067,38.1,992527,316504,83.8,242493,64.2,109031,120795,12323,344,540948,143257,498553
Nevada,2202110,71493,92234,1803308,58546,1792360,75072,1109751,36,1099795,46.1,721821,23.4,720944,30.2,1126710,928500,146900,0,70297,752516,980495,0,285373,366971,69474,3,285342,366143,69456,3,652347,36,1099795,46.1,21.2,651488,27.3,1109751,370326,74.7,304149,61.3,143837,145928,14382,2,678363,136774,443999
New York State,16098245,82752,104363,13277087,68250,13195067,85542,8184821,42.1,8116222,52.6,5459423,28.1,5445711,35.3,8346195,6799900,952150,0,561560,5805974,6907258,2295,2246280,2656425,556257,461,2245934,2643332,555987,458,4903166,42.1,8116222,52.6,25.2,4889724,31.7,8184821,2454671,74.5,2026307,61.5,972859,939690,113486,272,4381464,132927,488396
Ohio,9214895,78833,101139,7226775,61825,7176065,78762,4364057,37.3,4318601,47.4,3008500,25.7,3004201,33,4804995,3875400,534500,0,281150,3181104,3758177,6344,1265864,1468905,271905,1826,1265788,1464784,271809,1820,2736595,37.3,4318601,47.4,23.4,2732392,30,4364057,1574047,76.9,1388733,67.9,638474,691536,57588,1135,2945863,143959,450315
Oklahoma,3385565,85560,112674,2444413,61775,2422808,80633,1447491,36.6,1432478,47.7,1013638,25.6,1007571,33.5,1690065,1502800,192700,0,64906,1126859,1252614,34,440743,508669,64206,20,440647,502730,64174,20,949432,36.6,1432478,47.7,24,943397,31.4,1447491,497335,78.3,403251,63.5,210520,180806,11920,5,898016,141390,533049
Oregon,3219255,76327,96063,2549615,60450,2533532,75601,1610356,38.2,1597220,47.7,1033215,24.5,1029928,30.7,1585155,1407500,226600,0,89707,1142615,1315893,1400,446914,497256,88804,241,446647,494495,88546,240,944411,38.2,1597220,47.7,22.4,941382,28.1,1610356,592637,77.4,486761,63.5,214843,240349,31446,123,1041042,135892,420224
Pennsylvania,10649235,83184,104739,8391487,65548,8354794,82173,5461018,42.7,5430663,53.4,3282010,25.6,3274804,32.2,5283135,4516600,849500,0,323357,3626861,4441051,218,1282913,1670086,328834,177,1282622,1663312,328694,176,2953176,42.7,5430663,53.4,23.1,2946110,29,5461018,2072985,86.6,1401721,58.6,640970,715605,45036,110,3436409,143581,444949
Puerto Rico,2704620,84686,103192,1530532,47924,1527106,58265,985938,30.9,982574,37.5,607384,19,607114,23.2,1348620,1169600,186400,0,49563,608608,872094,267,221638,336125,49609,12,221612,335932,49558,12,557775,30.9,982574,37.5,17.5,557556,21.3,985938,368885,67.9,277900,51.2,128497,140475,8925,3,634333,116836,498154
Rhode Island,895785,84559,104787,764641,72179,761557,89085,467574,44.1,464937,54.4,330605,31.2,330144,38.6,456885,385200,53700,0,37116,335235,392266,24,137153,156519,36930,3,137148,156077,36916,3,293675,44.1,464937,54.4,27.7,293228,34.3,467574,166066,88.8,148932,79.6,69778,74391,4761,2,310738,166129,478912
Republic of Palau,24600,137376,176129,16544,92388,16544,118451,8927,49.9,8927,63.9,7969,44.5,7969,57.1,0,20800,3800,0,197,16346,1,0,7758,14,197,0,7758,14,197,0,7772,49.9,8927,63.9,43.4,7772,55.6,8927,1477,48.5,1440,47.3,1341,8,91,0,2785,91491,808147
South Carolina,3914045,76020,96942,2866181,55668,2849087,70565,1753929,34.1,1739105,43.1,1164968,22.6,1162720,28.8,2049645,1607400,257000,0,95517,1128775,1640834,1055,414900,656829,93031,208,414777,654900,92835,208,1071937,34.1,1739105,43.1,20.8,1069885,26.5,1753929,733687,78.3,600052,64,249328,332936,17647,141,1320255,140899,417711
South Dakota,802795,90746,120258,627721,70956,623138,93346,377436,42.7,373654,56,270390,30.6,269570,40.4,378495,371000,53300,0,18025,293503,316180,13,124096,128203,18085,6,124074,127412,18078,6,252305,42.7,373654,56,28.5,251492,37.7,377436,132679,87.4,119456,78.7,61774,55135,2544,3,246949,162604,528603
Tennessee,5103860,74736,95953,3501468,51272,3483548,65491,2160931,31.6,2145423,40.3,1358755,19.9,1356520,25.5,2595060,2182300,326500,0,106332,1561551,1829077,4508,585334,668302,103817,1302,585251,666267,103702,1300,1254938,31.6,2145423,40.3,18.4,1252818,23.6,2160931,815487,71.3,648368,56.7,332286,296453,18788,841,1481843,129600,446378
Texas,21453555,73988,99340,16419173,56626,16260714,75295,10080135,34.8,9980596,46.2,6408763,22.1,6345478,29.4,10902255,8967300,1584000,0,626354,7274773,8517351,695,2661036,3133422,613754,551,2634759,3102480,607693,546,5796374,34.8,9980596,46.2,20,5739136,26.6,10080135,3341565,89.5,2878817,77.1,1195337,1407533,275698,248,5047866,135178,574511
Utah,2166920,67590,95259,1871042,58361,1848422,81257,1136107,35.4,1117039,49.1,623611,19.5,620550,27.3,1071720,957400,137800,0,82269,814382,974391,0,246801,297540,79270,0,246718,294644,79188,0,544341,35.4,1117039,49.1,17,541362,23.8,1136107,299849,82,195055,53.3,83927,100982,10146,0,555365,151792,592262
Virginia,6777945,79409,101547,5593318,65530,5550130,83152,3557209,41.7,3521466,52.8,2219194,26,2211179,33.1,3449745,2913600,414600,0,212574,2386501,2992848,1395,901457,1105764,211548,425,900879,1098934,210941,425,2007646,41.7,3521466,52.8,23.5,2000238,30,3557209,1098000,80.8,889578,65.5,423837,418479,46977,285,1947478,143312,498780
Veterans Health,5960085,N/A,N/A,4612436,N/A,4612116,N/A,2588762,N/A,2588515,N/A,2136446,N/A,2136359,N/A,2621385,2818500,520200,0,114800,2412895,2084739,2,1076061,945651,114733,1,1076040,945600,114718,1,2021713,N/A,2588515,N/A,0,2021641,0,2588762,1408275,0,1275403,0,711280,524547,39575,1,2644594,0,0
Virgin Islands,63440,60604,77697,56128,53619,55608,68105,31288,29.9,30989,38,22733,21.7,22563,27.6,41340,21400,700,0,298,18888,36942,0,7853,14568,312,0,7848,14403,312,0,22421,29.9,30989,38,21.4,22251,27.3,31288,10642,59.8,8329,46.8,3553,4645,131,0,18969,106591,356485
Vermont,570360,91405,111839,456714,73193,455088,89236,284195,45.5,282896,55.5,186455,29.9,186110,36.5,278460,251700,40200,0,22800,203962,229669,283,75678,88195,22495,87,75666,87878,22479,87,163960,45.5,282896,55.5,26.3,163631,32.1,284195,115603,92.5,93375,74.7,43392,49410,518,55,213592,170820,456146
Washington,5999170,78782,100795,4874563,64014,4848918,81469,3023361,39.7,3003095,50.5,2007102,26.4,2001890,33.6,2996370,2609200,393600,0,191198,2087563,2592573,3229,795500,1019610,191265,727,795398,1014593,191172,727,1815837,39.7,3003095,50.5,23.8,1810718,30.4,3023361,1008295,83.3,880425,72.8,397957,445409,36556,503,1869802,154564,495913
Wisconsin,4542195,78012,99701,3982152,68393,3950669,86717,2427720,41.7,2401995,52.7,1634027,28.1,1629543,35.8,2215395,2043500,283300,0,165584,1725854,2090281,433,657232,816908,159698,189,657158,812583,159615,187,1474329,41.7,2401995,52.7,25.3,1469928,32.3,2427720,861944,84.7,773985,76.1,378393,379587,15926,79,1658225,163012,446520
West Virginia,1522165,84935,106253,1079184,60217,1069394,74648,618208,34.5,610487,42.6,471709,26.3,469872,32.8,703365,723300,95500,0,18969,518960,541255,0,216061,235808,19791,49,215970,234087,19766,49,451918,34.5,610487,42.6,25.2,450106,31.4,618208,254866,69.4,223058,60.8,113865,105900,3261,32,476586,129856,414746
Wyoming,468615,80969,105301,323593,55912,321986,72352,186241,32.2,185003,41.6,139665,24.1,139365,31.3,213915,223300,31400,0,11165,156752,155501,175,63488,65670,10481,26,63483,65379,10477,26,129184,32.2,185003,41.6,22.3,128888,29,186241,71246,71.8,63338,63.9,32775,28857,1693,13,133225,134328,472494
