COVID-19 Vaccinations in the United States
Date generated: Wed Apr 07 2021 15:15:31 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2779830,N/A,N/A,2100674,N/A,2093053,N/A,1326748,N/A,1320335,N/A,738516,N/A,737583,N/A,1457430,1167000,155400,0,27658,962547,1110070,399,324089,389684,24743,0,324055,388795,24733,0,713773,N/A,1320335,N/A,0,712850,0,1326748,141769,0,91848,0,31532,59221,1095,0,239653,0,0
Delaware,673975,69213,87507,519065,53305,517294,67164,339803,34.9,338413,43.9,178965,18.4,178858,23.2,344175,288800,41000,0,13581,218922,286410,152,70687,94341,13866,71,70673,94251,13863,71,165099,34.9,338413,43.9,17,164995,21.4,339803,153565,81.3,107996,57.2,46056,56714,5185,41,263590,139535,356778
Florida,14715115,68513,85316,10645680,49566,10629539,61628,6610164,30.8,6596615,38.2,3879316,18.1,3876807,22.5,7545915,6412800,756400,0,281708,4952131,5396834,15007,1707153,1887768,279444,4951,1706563,1885985,279308,4951,3599872,30.8,6596615,38.2,16.8,3597499,20.9,6610164,3500878,77.8,2598249,57.8,1276151,1230954,86981,4163,6387393,142026,327196
Federated States of Micronesia,63200,60979,78177,25985,25072,25971,32126,16001,15.4,15987,19.8,10046,9.7,10046,12.4,0,61600,1600,0,0,25985,0,0,10025,20,1,0,10025,20,1,0,10045,15.4,15987,19.8,9.7,10045,12.4,16001,1498,8.5,1067,6.1,1062,5,0,0,2536,14394,358704
Georgia,6663635,62761,82130,4281437,40325,4261258,52520,2812750,26.5,2793502,34.4,1421747,13.4,1420821,17.5,3344835,2983300,335500,0,82856,2093759,2104556,266,706263,635065,80247,172,706181,634363,80105,172,1341500,26.5,2793502,34.4,12.6,1340716,16.5,2812750,1065892,70.3,794288,52.4,454826,328802,10554,106,1921664,126679,439277
Guam,129900,78363,100465,91958,55474,90933,70328,58839,35.5,57836,44.7,32894,19.8,32874,25.4,74100,53200,2600,0,552,40642,50764,0,16340,16003,551,0,16338,15985,551,0,32343,35.5,57836,44.7,19.5,32323,25,58839,12642,44.9,10149,36,4460,5639,50,0,22912,81303,460949
Hawaii,1072750,75766,96124,770879,54446,768290,68843,483730,34.2,480992,43.1,303429,21.4,302965,27.1,575250,439500,58000,0,11952,274625,390542,93760,107650,165562,12178,18039,107596,165204,12143,18022,291251,34.2,480992,43.1,20.6,290822,26.1,483730,173681,64.7,119076,44.4,50296,64080,3291,1409,287737,107185,399612
Iowa,2059505,65276,84815,1716227,54396,1710921,70460,1071526,34,1067328,44,686954,21.8,685789,28.2,998205,930700,130600,0,46424,858427,811257,119,339798,300703,46423,30,339783,299569,46407,30,640531,34,1067328,44,20.3,639382,26.3,1071526,446646,80.8,364959,66,193488,167864,3585,22,810776,146626,372455
Idaho,1087245,60840,81207,828816,46379,828782,61902,505495,28.3,505444,37.8,328309,18.4,328290,24.5,532545,492000,62700,0,19638,389387,419452,339,150746,158046,19414,103,150744,158036,19407,103,308895,28.3,505444,37.8,17.3,308883,23.1,505495,211158,72.6,177053,60.9,81627,90344,5042,40,386730,133048,374048
Indian Health Svc,1576225,75678,N/A,1031205,49510,1013363,N/A,632251,30.4,620088,N/A,402687,19.3,397076,N/A,650325,864400,61500,0,11823,577620,441762,0,212751,178270,11666,0,212646,172781,11649,0,391021,30.4,620088,N/A,18.8,385427,0,632251,137424,0,102224,0,57802,43133,1289,0,241396,0,0
Illinois,8320075,65658,84434,6627939,52305,6601264,66991,4385209,34.6,4362801,44.3,2357970,18.6,2353345,23.9,4298775,3652500,368800,0,158613,3023772,3442318,3236,1044735,1155625,156553,1057,1044314,1151826,156150,1055,2201417,34.6,4362801,44.3,17.4,2197195,22.3,4385209,1570798,76.9,1026678,50.2,481250,514380,30375,673,2568048,125686,407202
Indiana,4112750,61091,79639,3057121,45410,3053304,59124,1867325,27.7,1864024,36.1,1252763,18.6,1252194,24.2,2037750,1854000,221000,0,85485,1350417,1616460,4759,525910,639914,85322,1617,525873,639422,85282,1617,1167441,27.7,1864024,36.1,17.3,1166912,22.6,1867325,802748,73.9,694469,64,356512,326049,10774,1134,1507986,138890,378796
Kansas,1900955,65251,85897,1460582,50135,1454459,65722,990012,34,983822,44.5,562450,19.3,561464,25.4,922155,905500,73300,0,32303,727011,700996,272,278211,251004,33120,115,278186,250061,33102,115,529330,34,983822,44.5,18.2,528362,23.9,990012,389855,82,279534,58.8,140906,131757,6797,74,640367,134676,399791
Kentucky,2955035,66143,85287,2333781,52237,2325386,67115,1497649,33.5,1490957,43,906780,20.3,905693,26.1,1480635,1301900,172500,0,58095,1085355,1190150,181,404984,445757,55906,133,404958,444727,55875,133,850874,33.5,1490957,43,19,849818,24.5,1497649,559639,74.6,413073,55,182364,214242,16381,86,939513,125174,393709
Louisiana,3052610,65665,85719,2134372,45912,2127915,59753,1294375,27.8,1288638,36.2,855231,18.4,854598,24,1532310,1336700,183600,0,63492,958368,1111586,926,334653,458941,61184,453,334622,458381,61143,452,794047,27.8,1288638,36.2,17.1,793455,22.3,1294375,525526,70.9,442670,59.7,197214,232773,12597,86,977185,131870,411946
Massachusetts,4891900,70974,88306,4079774,59191,4062978,73343,2654349,38.5,2640079,47.7,1500461,21.8,1497478,27,2460900,2163000,268000,0,101854,1934996,2042858,66,698743,699595,102112,11,698558,696937,101972,11,1398349,38.5,2640079,47.7,20.3,1395506,25.2,2654349,992204,84.9,721145,61.7,327494,351471,42173,7,1671228,142922,418350
Maryland,4077360,67443,86550,3174405,52507,3163240,67146,2085932,34.5,2076580,44.1,1222748,20.2,1221020,25.9,2056860,1779100,241400,0,100040,1472297,1600090,1978,543426,580345,98426,551,543371,578710,98388,551,1124322,34.5,2076580,44.1,18.6,1122632,23.8,2085932,743921,77.5,540186,56.3,258675,251787,29466,258,1237514,128989,424992
Maine,956470,71155,87319,798203,59381,797505,72807,520473,38.7,519815,47.5,319682,23.8,319440,29.2,453570,441300,61600,0,35023,371883,391233,64,137829,146752,35081,20,137805,146549,35066,20,284601,38.7,519815,47.5,21.2,284374,26,520473,244735,85.8,188420,66.1,80071,94478,13863,8,417097,146214,335292
Marshall Islands,35800,61288,78574,21952,37581,21914,48097,13031,22.3,12997,28.5,8874,15.2,8868,19.5,0,35000,800,0,0,21952,0,0,8870,2,2,0,8864,2,2,0,8872,22.3,12997,28.5,15.2,8866,19.5,13031,846,8.5,600,6,598,0,2,0,1446,14562,360524
Michigan,6733310,67422,85852,4937557,49441,4923764,62780,3154400,31.6,3141381,40.1,1948930,19.5,1947694,24.8,3377010,2990000,366300,0,115008,2278865,2543684,0,839516,992875,116451,88,839426,991782,116398,88,1832479,31.6,3141381,40.1,18.3,1831296,23.3,3154400,1284487,72.8,1042064,59,510771,502483,28740,70,2272456,128722,381404
Minnesota,3463040,61405,79858,3084723,54697,3073877,70884,1965827,34.9,1956381,45.1,1230329,21.8,1228763,28.3,1753440,1566900,142700,0,93695,1408505,1582321,202,524635,610683,94961,50,524583,609207,94923,50,1135368,34.9,1956381,45.1,20.1,1133840,26.1,1965827,766939,83.3,640473,69.6,266322,341040,33091,20,1357587,147503,376261
Missouri,3825175,62325,80245,2861032,46616,2854270,59878,1753880,28.6,1748881,36.7,1081202,17.6,1080231,22.7,1986075,1681900,157200,0,63712,1192329,1604667,324,433308,583176,64672,46,433250,582312,64624,45,1016530,28.6,1748881,36.7,16.6,1015607,21.3,1753880,735469,69.3,553809,52.1,255215,281088,17486,20,1310973,123439,360173
Northern Mariana Islands,62910,110597,141791,30277,53228,30046,67720,17645,31,17427,39.3,12652,22.2,12639,28.5,42510,17800,2600,0,34,4002,26241,0,1691,10926,35,0,1691,10913,35,0,12617,31,17427,39.3,22.2,12604,28.4,17645,2271,23.5,2116,21.9,309,1776,31,0,4358,45067,650569
Mississippi,1877585,63088,82438,1248545,41952,1245557,54688,774420,26,771699,33.9,504324,16.9,504053,22.1,909285,885700,82600,0,31820,622487,593491,747,240179,233081,31047,17,240151,232860,31025,17,473277,26,771699,33.9,15.9,473028,20.8,774420,325499,66.9,250276,51.4,131543,109796,8932,5,561782,115428,385784
Montana,736255,68888,87630,575293,53827,572320,68118,355446,33.3,353076,42,231361,21.6,230774,27.5,352755,352600,30900,0,12753,291529,270867,144,113614,105099,12605,43,113587,104547,12597,43,218756,33.3,353076,42,20.5,218177,26,355446,150685,73,118479,57.4,57903,56971,3582,23,264589,128169,356649
North Carolina,6611890,63042,80757,5118480,48803,5094448,62223,3274838,31.2,3253568,39.7,1914300,18.3,1911324,23.3,3444090,2897900,269900,0,137724,2199479,2780948,329,755652,1022970,135651,27,755429,1020512,135356,27,1778649,31.2,3253568,39.7,17,1775968,21.7,3274838,1277016,72.9,1045640,59.7,490171,537366,18082,21,2351053,134262,377586
North Dakota,521030,68371,89541,452933,59435,450436,77409,264001,34.6,262098,45,176603,23.2,176174,30.3,248430,243400,29200,0,13991,206384,232558,0,78734,85524,12345,0,78703,85148,12323,0,164258,34.6,262098,45,21.6,163851,28.2,264001,93621,78.1,78616,65.6,38837,37854,1925,0,178578,149007,434753
Nebraska,1319080,68190,90451,1036053,53559,1033062,70839,651399,33.7,648931,44.5,408483,21.1,407919,28,667680,570600,80800,0,29418,471423,533257,1955,179047,198966,29930,540,179013,198445,29921,540,378553,33.7,648931,44.5,19.6,377998,25.9,651399,249343,79.8,208563,66.7,97431,108328,2386,418,460770,147466,422162
New Hampshire,886415,65191,80258,800922,58904,654824,59289,570870,42,427616,38.7,273259,20.1,270331,24.5,420615,409600,56200,0,16899,384638,399358,27,140580,114892,17781,6,139895,113764,16666,6,255478,42,427616,38.7,18.8,253665,23,570870,213112,83.9,146978,57.9,71046,66935,8994,3,340485,134121,349169
New Jersey,5648815,63597,81353,4979819,56065,4954792,71358,3304307,37.2,3284907,47.3,1948426,21.9,1942649,28,2865915,2562500,220400,0,124850,2325507,2528987,475,865883,956920,125612,11,865775,951287,125576,11,1822814,37.2,3284907,47.3,20.5,1817073,26.2,3304307,1112590,75.4,782384,53,359459,387239,35679,7,1817079,123147,382832
New Mexico,1606235,76603,99090,1377054,65673,1366132,84278,864510,41.2,856412,52.8,550694,26.3,546141,33.7,817635,705400,83200,0,29232,615847,730256,1719,221456,300381,28398,459,221358,295974,28350,459,522296,41.2,856412,52.8,24.9,517791,31.9,864510,297107,78.7,211207,55.9,93663,107760,9509,275,493099,130586,425373
Nevada,1880810,61062,78777,1487176,48282,1484134,62162,927099,30.1,924509,38.7,560900,18.2,560494,23.5,916110,854600,110100,0,37820,643881,805475,0,229699,293776,37423,2,229677,293400,37415,2,523477,30.1,924509,38.7,17,523079,21.9,927099,353376,71.2,272189,54.9,125653,136746,9789,1,633707,127771,379217
New York State,13361745,68685,86622,10761342,55318,10732091,69575,6757369,34.7,6735391,43.7,4151808,21.3,4144309,26.9,6959745,5737800,664200,0,306020,4902121,5551538,1663,1779597,2068914,302949,348,1779338,2061767,302856,348,3848859,34.7,6735391,43.7,19.8,3841453,24.9,6757369,2308101,70,1730371,52.5,823457,829622,77088,204,3968718,120405,405375
Ohio,7721995,66062,84754,5943655,50848,5919291,64968,3782105,32.4,3760339,41.3,2248836,19.2,2246711,24.7,4021095,3393800,307100,0,184059,2738603,3015917,5076,1014572,1053134,179713,1417,1014514,1051131,179653,1413,2069123,32.4,3760339,41.3,17.7,2067058,22.7,3782105,1510715,73.8,1237849,60.5,565820,625202,45914,913,2736855,133745,377360
Oklahoma,2901635,73330,96569,2128826,53799,2114572,70375,1318146,33.3,1306799,43.5,812570,20.5,810051,27,1433835,1357300,110500,0,40802,985321,1102670,33,354269,417793,40488,20,354204,415356,40471,20,772082,33.3,1306799,43.5,19.5,769580,25.6,1318146,480690,75.7,372834,58.7,194743,169728,8358,5,854030,134465,456855
Oregon,2787285,66085,83173,2089274,49535,2081046,62099,1327236,31.5,1321089,39.4,811749,19.2,809592,24.2,1349985,1260300,177000,0,51339,977026,1059675,1234,368881,391817,50843,208,368671,389937,50776,208,760906,31.5,1321089,39.4,18,758816,22.6,1327236,566948,74,375919,49.1,165144,184589,26081,105,910437,118844,363837
Pennsylvania,8568735,66933,84277,6802632,53137,6784196,66725,4528588,35.4,4514266,44.4,2448811,19.1,2444153,24,4265235,3728900,574600,0,154474,3080504,3567501,153,1030145,1260959,157573,134,1029923,1256612,157485,133,2291238,35.4,4514266,44.4,17.9,2286668,22.5,4528588,1901638,79.5,1118275,46.7,521836,572458,23904,77,3001872,125425,358021
Puerto Rico,2158120,67574,82341,1182856,37037,1181961,45096,769770,24.1,768980,29.3,446628,14,446459,17,1079520,987100,91500,0,25194,477088,680319,255,168010,253331,25279,8,167987,253205,25259,8,421349,24.1,768980,29.3,13.2,421200,16.1,769770,324588,59.8,210391,38.8,92967,111963,5460,1,526080,96897,397497
Rhode Island,747445,70556,87434,641275,60534,639862,74849,389410,36.8,388229,45.4,263821,24.9,263585,30.8,372645,330700,44100,0,17146,298690,325415,24,120927,126000,16891,3,120923,125770,16889,3,246930,36.8,388229,45.4,23.3,246696,28.9,389410,160207,85.7,135576,72.5,62444,70260,2870,2,294410,157400,399605
Republic of Palau,21400,119506,153218,13435,75027,13435,96191,8462,47.3,8462,60.6,5305,29.6,5305,38,0,20800,600,0,197,13237,1,0,5094,14,197,0,5094,14,197,0,5108,47.3,8462,60.6,28.5,5108,36.6,8462,1458,47.9,1350,44.3,1251,8,91,0,2682,88108,703022
South Carolina,3249705,63117,80487,2341969,45486,2334510,57820,1507527,29.3,1500913,37.2,866348,16.8,865560,21.4,1661205,1377400,211100,0,58965,917948,1364001,1055,302365,506523,57255,205,302317,505849,57189,205,809093,29.3,1500913,37.2,15.7,808371,20,1507527,701786,74.9,537728,57.4,220844,305158,11586,140,1230694,131341,346812
South Dakota,686265,77574,102802,544206,61516,541729,81151,334829,37.8,332893,49.9,221239,25,220700,33.1,321165,322300,42800,0,10555,261282,272356,13,103501,107167,10566,5,103486,106647,10562,5,210673,37.8,332893,49.9,23.8,210138,31.5,334829,129235,85.1,111830,73.6,56959,53304,1565,2,237569,156428,451874
Tennessee,4238790,62069,79690,2934834,42975,2926713,55022,1873046,27.4,1865699,35.1,1066408,15.6,1065656,20,2079090,1905600,254100,0,69909,1344569,1516793,3563,464421,531983,68977,1027,464391,531347,68893,1025,997431,27.4,1865699,35.1,14.6,996763,18.7,1873046,777749,68,577295,50.5,291864,271860,12911,660,1370889,119897,370720
Texas,17484305,60299,80961,13297711,45861,13211667,61176,8370495,28.9,8315104,38.5,4796711,16.5,4764969,22.1,8930805,7479400,1074100,0,349769,6090226,6857078,638,2071004,2383073,342140,494,2057299,2367303,339876,491,4455153,28.9,8315104,38.5,15.4,4425672,20.5,8370495,2774820,74.3,2154683,57.7,930295,1070476,153689,222,4578579,122611,468217
Utah,1834120,57210,80629,1518590,47368,1507580,66274,926752,28.9,917488,40.3,442327,13.8,441035,19.4,884520,837300,112300,0,42007,688691,787892,0,187472,214826,40029,0,187403,213638,39994,0,402298,28.9,917488,40.3,12.5,401041,17.6,926752,288286,78.8,174971,47.8,73362,94449,7160,0,527983,144308,501301
Virginia,5606305,65682,83994,4591413,53792,4570407,68474,3003013,35.2,2985388,44.7,1693897,19.8,1690347,25.3,2897505,2407100,301700,0,130653,2053353,2406301,1106,726447,837097,130022,331,726123,834148,129745,331,1563875,35.2,2985388,44.7,18.3,1560602,23.4,3003013,1046368,77,767933,56.5,360241,369682,37782,228,1782084,131141,412560
Veterans Health,5306515,N/A,N/A,4182635,N/A,4182453,N/A,2416686,N/A,2416563,N/A,1814592,N/A,1814529,N/A,2292615,2567400,446500,0,73816,2222987,1885830,2,931612,809400,73579,1,931592,809362,73574,1,1741013,N/A,2416563,N/A,0,1740955,0,2416686,1362783,0,1177335,0,656470,494289,26575,1,2529602,0,0
Virgin Islands,62040,59266,75983,44979,42968,44614,54641,26409,25.2,26187,32.1,16736,16,16635,20.4,41340,20200,500,0,162,16824,27993,0,6682,9890,164,0,6677,9794,164,0,16572,25.2,26187,32.1,15.8,16471,20.2,26409,9246,52,6467,36.3,3093,3294,80,0,15763,88576,348618
Vermont,474090,75977,92962,376259,60299,375267,73584,235562,37.8,234589,46,141456,22.7,141274,27.7,230490,214900,28700,0,9278,177511,189214,256,62831,69583,8966,76,62819,69422,8957,76,132490,37.8,234589,46,21.2,132317,25.9,235562,112471,89.9,79261,63.4,34540,44529,141,51,196461,157120,379154
Washington,5150690,67640,86540,4041494,53074,4028233,67681,2524995,33.2,2513979,42.2,1586873,20.8,1584640,26.6,2582190,2247100,321400,0,98195,1813472,2126926,2901,681560,806329,98389,595,681486,804211,98348,595,1488484,33.2,2513979,42.2,19.5,1486292,25,2524995,974619,80.6,797452,65.9,366213,402701,28121,417,1759891,145479,425774
Wisconsin,3854645,66203,84609,3259060,55974,3246582,71262,2057082,35.3,2046654,44.9,1244042,21.4,1242391,27.3,1905345,1720400,228900,0,87378,1455560,1715725,397,519279,640386,84200,177,519239,638822,84154,176,1159842,35.3,2046654,44.9,19.9,1158237,25.4,2057082,833937,82,684333,67.3,329628,345143,9489,73,1537679,151161,378931
West Virginia,1304575,72794,91065,952022,53122,946577,66075,572432,31.9,567533,39.6,382002,21.3,381540,26.6,613275,612700,78600,0,12289,464623,475110,0,174401,194461,13109,31,174332,194087,13090,31,368893,31.9,567533,39.6,20.6,368450,25.7,572432,247742,67.5,202606,55.2,100877,99295,2415,19,451412,122997,355459
Wyoming,423725,73213,95214,288270,49808,287368,64573,168771,29.2,168055,37.8,119735,20.7,119562,26.9,194025,203500,26200,0,7505,141566,139061,138,55697,57121,6892,25,55693,56954,6890,25,112843,29.2,168055,37.8,19.5,112672,25.3,168771,69153,69.7,59846,60.3,30890,27778,1165,13,128365,129428,427233
