COVID-19 Vaccinations in the United States
Date generated: Sun Mar 28 2021 15:14:22 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Delaware,555005,56996,72061,428136,43967,427590,55517,278731,28.6,278267,36.1,146193,15,146115,19,284505,256700,13800,0,7029,182677,238379,51,63855,74859,7460,19,63842,74795,7459,19,138733,28.6,278267,36.1,14.2,138656,18,278731,146755,77.7,90765,48,41466,44481,4806,12,238624,126319,293800
Florida,12219465,56894,70846,9028641,42037,9016673,52277,5677465,26.4,5666991,32.9,3160502,14.7,3159076,18.3,6241365,5602900,375200,0,208797,4322501,4484696,12647,1429242,1519878,207200,4182,1428659,1519125,207110,4182,2953302,26.4,5666991,32.9,13.8,2951966,17.1,5677465,3353622,74.6,2270766,50.5,1083389,1112576,71214,3587,5909199,131393,271704
Federated States of Micronesia,47400,45734,58633,23778,22942,23768,29401,14521,14,14511,17.9,9313,9,9313,11.5,0,46600,800,0,0,23778,0,0,9293,19,1,0,9293,19,1,0,9312,14,14511,17.9,9,9312,11.5,14521,1375,7.8,990,5.6,986,4,0,0,2338,13270,269028
Georgia,5385975,50728,66383,3621196,34106,3613811,44540,2326415,21.9,2319618,28.6,1250189,11.8,1249542,15.4,2633475,2609000,143500,0,63582,1870522,1686835,257,649959,538965,61096,169,649885,538502,60986,169,1189093,21.9,2319618,28.6,11.2,1188556,14.6,2326415,1017422,67.1,731320,48.2,426125,297356,7734,105,1807248,119137,355052
Guam,87860,53002,67951,81649,49255,81363,62926,49393,29.8,49128,38,31613,19.1,31594,24.4,48360,38200,1300,0,132,38250,43267,0,15778,15704,131,0,15776,15687,131,0,31482,29.8,49128,38,19,31463,24.3,49393,12163,43.2,9958,35.3,4381,5562,15,0,22282,79067,311770
Hawaii,890600,62901,79803,660902,46678,659412,59087,421727,29.8,419882,37.6,250944,17.7,250658,22.5,487500,383000,20100,0,7716,235761,323665,93760,94629,130446,7839,18030,94583,130240,7822,18013,243105,29.8,419882,37.6,17.2,242836,21.8,421727,160710,59.9,95747,35.7,45405,46443,2492,1407,252167,93935,331759
Iowa,1696035,53756,69847,1445223,45806,1442142,59391,921441,29.2,919164,37.9,562423,17.8,561564,23.1,809835,837700,48500,0,37114,753585,654405,119,287035,237930,37440,18,287023,237094,37429,18,524983,29.2,919164,37.9,16.6,524135,21.6,921441,431339,78,302604,54.7,157111,142473,3008,12,730640,132134,306723
Idaho,910095,50927,67975,710876,39779,710847,53093,439001,24.6,438966,32.8,274190,15.3,274174,20.5,433095,451400,25600,0,14137,345226,351275,238,130603,129622,13914,51,130601,129614,13908,51,260276,24.6,438966,32.8,14.6,260266,19.4,439001,204097,70.2,149213,51.3,67175,77913,4097,28,351163,120812,313102
Indian Health Svc,1462525,70219,N/A,919115,44129,904985,N/A,579239,27.8,569268,N/A,340016,16.3,335905,N/A,603525,831300,27700,0,7185,514391,397539,0,178088,154860,7068,0,178002,150845,7058,0,332948,27.8,569268,N/A,16,328847,0,579239,132557,0,94522,0,53035,40685,802,0,229184,0,0
Illinois,6883535,54322,69856,5542211,43737,5527562,56095,3671282,29,3659728,37.1,1945476,15.4,1942310,19.7,3477435,3218600,187500,0,109981,2629258,2800605,2367,880626,956657,107421,772,880363,953957,107219,771,1838055,29,3659728,37.1,14.5,1835091,18.6,3671282,1468956,71.9,870181,42.6,418683,427513,23476,509,2312299,113169,336894
Indiana,3328110,49436,64445,2655132,39439,2653584,51384,1624867,24.1,1623720,31.4,1060159,15.7,1059740,20.5,1602510,1627000,98600,0,48807,1205427,1397044,3854,472829,536898,49095,1337,472795,536520,49088,1337,1011064,24.1,1623720,31.4,15,1010652,19.6,1624867,777092,71.6,646675,59.6,338320,300757,6622,976,1436776,132331,306528
Kansas,1643765,56423,74276,1217475,41790,1214606,54883,829687,28.5,827261,37.4,452500,15.5,451793,20.4,785265,817900,40600,0,20052,632469,564713,241,228778,202982,20638,102,228756,202306,20629,102,431862,28.5,827261,37.4,14.8,431164,19.5,829687,368821,77.6,227704,47.9,114838,107913,4885,68,569691,119812,345701
Kentucky,2371375,53079,68442,1976294,44235,1971176,56891,1327254,29.7,1323384,38.2,707589,15.8,706989,20.4,1167075,1147600,56700,0,43516,950868,981761,149,323001,343076,41410,102,322982,342515,41390,102,666179,29.7,1323384,38.2,14.9,665599,19.2,1327254,531158,70.8,335333,44.7,139879,182642,12745,67,836944,111509,315946
Louisiana,2550580,54865,71622,1838055,39538,1835386,51539,1156621,24.9,1154170,32.4,696039,15,695839,19.5,1276080,1209300,65200,0,50099,814085,973061,810,260596,386338,48741,364,260576,386187,48713,363,647298,24.9,1154170,32.4,13.9,647126,18.2,1156621,509010,68.7,401041,54.1,172686,217368,10914,73,917737,123847,344198
Massachusetts,3848770,55840,69476,3345239,48534,3336706,60233,2200864,31.9,2194738,39.6,1196939,17.4,1194660,21.6,1877070,1869500,102200,0,80694,1628652,1635833,60,540864,575343,80723,9,540736,573241,80674,9,1116216,31.9,2194738,39.6,16.2,1113986,20.1,2200864,935101,80,577998,49.4,238912,300744,38337,5,1474971,126138,329143
Maryland,3335590,55173,70804,2594534,42916,2588723,54951,1757711,29.1,1752873,37.2,943997,15.6,943074,20,1692990,1559000,83600,0,66366,1242405,1284121,1642,424732,453530,65284,451,424686,452667,65270,451,878713,29.1,1752873,37.2,14.5,877804,18.6,1757711,704396,73.4,416894,43.5,193102,198595,24985,212,1078453,112410,347676
Maine,791220,58861,72233,656607,48847,656041,59892,435884,32.4,435512,39.8,247671,18.4,247457,22.6,365820,397700,27700,0,20959,321003,314594,51,112234,114362,21060,15,112212,114174,21056,15,226611,32.4,435512,39.8,16.9,226401,20.7,435884,232903,81.6,148566,52.1,61162,76824,10573,7,368865,129306,277363
Marshall Islands,35800,61288,78574,19871,34018,19838,43541,12381,21.2,12351,27.1,7445,12.7,7440,16.3,0,35000,800,0,0,19871,0,0,7441,2,2,0,7436,2,2,0,7443,21.2,12351,27.1,12.7,7438,16.3,12381,829,8.3,537,5.4,535,0,2,0,1366,13756,360524
Michigan,5249380,52563,66931,4114426,41198,4109639,52399,2672984,26.8,2668959,34,1561981,15.6,1561107,19.9,2594280,2511200,143900,0,78031,1939776,2096619,0,658620,824401,78893,67,658545,823638,78857,67,1483088,26.8,2668959,34,14.9,1482250,18.9,2672984,1229468,69.6,849154,48.1,386372,441200,21528,54,2030920,115040,297348
Minnesota,2907150,51549,67039,2557970,45357,2552580,58863,1668646,29.6,1664089,38.4,960958,17,960060,22.1,1429350,1400000,77800,0,58960,1181947,1316868,195,401325,500194,59392,47,401288,499352,59373,47,901566,29.6,1664089,38.4,16,900687,20.8,1668646,745237,81,506515,55,196837,280089,29570,19,1205998,131032,315863
Missouri,3256125,53054,68308,2371541,38641,2368391,49685,1501509,24.5,1499093,31.4,836598,13.6,836016,17.5,1664325,1504700,87100,0,40314,984170,1346742,315,315069,479833,41656,40,315029,479308,41640,39,794942,24.5,1499093,31.4,13,794376,16.7,1501509,693722,65.3,427649,40.3,182915,231570,13146,18,1144454,107760,306592
Northern Mariana Islands,44210,77722,99644,26987,47444,26903,60636,15695,27.6,15623,35.2,11312,19.9,11300,25.5,30810,12800,600,0,34,3449,23504,0,1168,10109,35,0,1168,10097,35,0,11277,27.6,15623,35.2,19.8,11265,25.4,15695,2251,23.3,2046,21.2,287,1728,31,0,4268,44137,457187
Mississippi,1614655,54253,70894,1092577,36711,1091094,47906,703555,23.6,702246,30.8,413621,13.9,413451,18.2,770055,801500,43100,0,25414,557370,509063,730,198728,190112,24768,13,198704,189976,24758,13,388853,23.6,702246,30.8,13.1,388693,17.1,703555,312323,64.2,218890,45,113698,97814,7374,4,518905,106619,331760
Montana,632625,59191,75295,487221,45587,485543,57790,310443,29,309154,36.8,186055,17.4,185680,22.1,295425,320700,16500,0,8615,253777,224708,121,94020,83445,8557,33,93999,83095,8553,33,177498,29,309154,36.8,16.6,177127,21.1,310443,143305,69.4,99831,48.4,48473,48718,2621,19,238824,115689,306449
North Carolina,5680940,54166,69387,4456503,42491,4441736,54251,2907005,27.7,2893608,35.3,1604103,15.3,1602561,19.6,2911740,2622200,147000,0,117814,1898713,2439647,329,603047,885192,115838,26,602908,884016,115611,26,1488265,27.7,2893608,35.3,14.2,1486950,18.2,2907005,1242040,70.9,964647,55.1,436441,511739,16447,20,2235128,127642,324422
North Dakota,437720,57439,75224,390760,51277,389325,66907,234208,30.7,233133,40.1,144728,19,144445,24.8,209820,216500,11400,0,8020,184440,198300,0,66568,70855,7305,0,66546,70606,7293,0,137423,30.7,233133,40.1,18,137152,23.6,234208,91472,76.3,72946,60.9,35708,35899,1339,0,170644,142387,365238
Nebraska,1072470,55442,73541,858106,44360,856219,58712,553722,28.6,552280,37.9,319276,16.5,318818,21.9,535470,505200,31800,0,20709,405004,430663,1730,143877,153570,21356,473,143847,153148,21350,473,297920,28.6,552280,37.9,15.4,297468,20.4,553722,241146,77.2,164216,52.6,74393,87774,1679,370,408008,130580,343237
New Hampshire,743355,54670,67305,586018,43099,584369,52910,403769,29.7,402530,36.4,219594,16.2,219202,19.8,352755,369200,21400,0,14330,311052,260609,27,119229,85356,15003,6,119144,85063,14989,6,204591,29.7,402530,36.4,15,204213,18.5,403769,209014,82.3,114409,45.1,57315,48471,8620,3,304689,120021,292816
New Jersey,4794085,53974,69043,4053945,45641,4038740,58165,2774867,31.2,2763156,39.8,1491691,16.8,1488147,21.4,2399085,2271200,123800,0,87603,1970485,1995382,475,669873,734114,87697,7,669783,730683,87674,7,1403994,31.2,2763156,39.8,15.8,1400473,20.2,2774867,1019628,69.1,621451,42.1,278361,317543,25542,5,1575968,106807,324905
New Mexico,1337435,63784,82507,1191220,56811,1181915,72913,757700,36.1,750540,46.3,462221,22,458552,28.3,688935,614600,33900,0,18977,540640,630200,1403,188313,255099,18452,357,188225,251547,18423,357,443769,36.1,750540,46.3,21.2,440129,27.2,757700,271942,72,182980,48.5,80765,95370,6630,215,443065,117335,354188
Nevada,1548430,50271,64855,1274357,41373,1272773,53309,812950,26.4,811689,34,458957,14.9,458658,19.2,759330,745700,43400,0,26496,560776,687085,0,193118,239750,26088,1,193098,239473,26086,1,432869,26.4,811689,34,14.1,432572,18.1,812950,338786,68.3,233120,47,103165,121881,8074,0,578210,116581,312201
New York State,11109835,57110,72024,8435639,43363,8417322,54568,5654140,29.1,5639185,36.6,2846185,14.6,2842641,18.4,5716035,5116100,277700,0,194198,3918838,4321468,1135,1244746,1408983,192242,214,1244574,1405651,192202,214,2653943,29.1,5639185,36.6,13.6,2650439,17.2,5654140,2133952,64.7,1225211,37.2,560299,606712,58061,139,3301700,100168,337055
Ohio,6386995,54641,70101,4946129,42314,4939778,54217,3198989,27.4,3194219,35.1,1824671,15.6,1823135,20,3260595,2956500,169900,0,138138,2367173,2436650,4168,840543,846971,136006,1151,840493,845514,135981,1147,1688665,27.4,3194219,35.1,14.4,1687154,18.5,3198989,1453331,71,1041887,50.9,457281,544879,38950,777,2482622,121321,312121
Oklahoma,2530785,63958,84227,1827618,46187,1818737,60529,1172868,29.6,1165319,38.8,652623,16.5,651547,21.7,1217385,1245200,68200,0,28413,844386,954809,10,280364,343996,28262,1,280332,342964,28250,1,624361,29.6,1165319,38.8,15.8,623297,20.7,1172868,462344,72.8,341781,53.8,177754,157719,6308,0,805870,126882,398466
Oregon,2205385,52288,65809,1737553,41196,1732035,51684,1120893,26.6,1117170,33.3,648511,15.4,646709,19.3,1080885,1062100,62400,0,37635,833929,864886,1103,292835,318072,37419,185,292661,316468,37395,185,611092,26.6,1117170,33.3,14.5,609314,18.2,1120893,534247,69.7,260013,33.9,106377,130396,23148,92,765322,99901,287879
Pennsylvania,7164385,55963,70464,5670930,44297,5659038,55659,3842037,30,3833017,37.7,1954462,15.3,1951556,19.2,3580785,3385400,198200,0,119946,2689356,2861512,116,888450,943902,122011,99,888256,941200,122002,98,1832451,30,3833017,37.7,14.3,1829554,18,3842037,1716761,71.7,907670,37.9,448199,442942,16468,61,2614604,109244,299344
Puerto Rico,1882480,58944,71824,1015714,31804,1015060,38729,662790,20.8,662232,25.3,374507,11.7,374373,14.3,925080,909600,47800,0,16366,415178,583920,250,142573,215472,16454,8,142553,215367,16445,8,358053,20.8,662232,25.3,11.2,357928,13.7,662790,301434,55.5,163688,30.1,70951,88623,4113,1,457525,84270,346727
Rhode Island,616065,58154,72066,515234,48636,514571,60193,326997,30.9,326490,38.2,198769,18.8,198608,23.2,297765,301700,16600,0,11481,247799,255953,1,97035,90348,11383,3,97031,90191,11383,3,187386,30.9,326490,38.2,17.7,187225,21.9,326997,153627,82.1,101706,54.4,44770,55069,1865,2,252954,135236,329366
Republic of Palau,15000,83766,107396,13334,74463,13334,95468,8353,46.6,8353,59.8,5203,29.1,5203,37.3,0,14600,400,0,96,13237,1,0,5094,13,96,0,5094,13,96,0,5107,46.6,8353,59.8,28.5,5107,36.6,8353,1416,46.5,1308,43,1251,8,49,0,2640,86728,492773
South Carolina,2652225,51512,65689,2017582,39186,2014138,49885,1325671,25.7,1322721,32.8,718292,14,717794,17.8,1375725,1201200,75300,0,42304,771482,1202771,1025,234713,441998,41378,203,234680,441571,41340,203,676914,25.7,1322721,32.8,13.1,676454,16.8,1325671,676686,72.2,475097,50.7,179565,286816,8576,140,1144181,122108,283048
South Dakota,581525,65734,87112,471664,53316,470180,70433,294506,33.3,293442,44,185598,21,185183,27.7,272025,294400,15100,0,7603,233928,230120,13,88482,89578,7533,5,88468,89179,7531,5,178065,33.3,293442,44,20.1,177652,26.6,294506,126621,83.4,99731,65.7,48844,49732,1153,2,223660,147270,382907
Tennessee,3554800,52053,66831,2477807,36283,2474429,46519,1612374,23.6,1609261,30.3,862669,12.6,862370,16.2,1731600,1735800,87400,0,47501,1160812,1266511,2983,370225,444261,47371,812,370205,444046,47308,811,815298,23.6,1609261,30.3,11.9,815062,15.3,1612374,739632,64.7,488031,42.7,238448,239814,9222,547,1242446,108663,310899
Texas,14660795,50562,67886,10700661,36904,10650169,49315,6969269,24,6935563,32.1,3577806,12.3,3560503,16.5,7441395,6771800,447600,0,257693,4949470,5493055,443,1577486,1747171,252850,299,1569857,1738721,251627,298,3325325,24,6935563,32.1,11.5,3309243,15.3,6969269,2479666,66.4,1561355,41.8,688415,762465,110344,130,4049459,108442,392606
Utah,1500500,46803,65963,1275570,39787,1270210,55839,783522,24.4,779332,34.3,349599,10.9,348823,15.3,725400,735200,39900,0,30890,588697,655983,0,152276,167886,29437,0,152221,167189,29413,0,320162,24.4,779332,34.3,10,319410,14,783522,276144,75.5,150551,41.1,58426,86013,6112,0,482628,131912,410116
Virginia,4489825,52602,67267,3668360,42978,3657725,54800,2417271,28.3,2408741,36.1,1324177,15.5,1322065,19.8,2225925,2150800,113100,0,87818,1673029,1906780,733,575410,661090,87454,223,575158,659366,87318,223,1236723,28.3,2408741,36.1,14.5,1234747,18.5,2417271,973516,71.6,589468,43.4,264607,293741,30956,164,1533795,112870,330400
Veterans Health,4356075,N/A,N/A,3735856,N/A,3735712,N/A,2245499,N/A,2245409,N/A,1543610,N/A,1543552,N/A,1974375,2291600,90100,0,54985,2000860,1680010,1,795189,693463,54958,0,795171,693427,54954,0,1488652,N/A,2245409,N/A,0,1488598,0,2245499,1323437,0,1055480,0,576105,458604,20771,0,2358547,0,0
Virgin Islands,55690,53200,68206,37770,36081,37499,45927,23450,22.4,23267,28.5,12769,12.2,12711,15.6,35490,19800,400,0,10,15278,22482,0,5935,6818,16,0,5930,6765,16,0,12753,22.4,23267,28.5,12.2,12695,15.5,23450,8340,46.9,5276,29.6,2845,2424,7,0,13720,77096,312935
Vermont,393330,63035,77126,303242,48597,302675,59350,196126,31.4,195695,38.4,105283,16.9,105139,20.6,186030,193800,13500,0,5454,148766,148788,234,49190,50796,5232,65,49179,50666,5229,65,100051,31.4,195695,38.4,16,99910,19.6,196126,106391,85.1,53040,42.4,22784,30111,103,42,163485,130747,314566
Washington,4114320,54030,69127,3330877,43742,3323204,55835,2142877,28.1,2136625,35.9,1235085,16.2,1233676,20.7,2042820,1966500,105000,0,68756,1555884,1703695,2542,572734,592894,68980,477,572669,591560,68970,477,1166105,28.1,2136625,35.9,15.3,1164706,19.6,2142877,934868,77.3,660138,54.6,313512,321816,24462,348,1584047,130943,340104
Wisconsin,2996415,51463,65771,2736745,47003,2729738,59917,1752800,30.1,1746932,38.3,1007687,17.3,1006655,22.1,1473615,1447700,75100,0,52717,1251472,1432336,220,432476,524106,51044,61,432444,523139,51011,61,956643,30.1,1746932,38.3,16.4,955644,21,1752800,807612,79.4,583863,57.4,281866,295616,6349,32,1409167,138528,294562
West Virginia,1067635,59573,74525,846624,47241,844082,58920,516309,28.8,514117,35.9,327909,18.3,327598,22.9,482235,556600,28800,0,6682,417375,422567,0,152531,168181,7177,20,152474,167936,7168,20,320732,28.8,514117,35.9,17.9,320430,22.4,516309,239225,65.2,183137,49.9,88129,93482,1514,12,424726,115726,290900
Wyoming,353975,61161,79540,243604,42091,243174,54643,147098,25.4,146753,33,96104,16.6,96016,21.6,164775,180000,9200,0,4048,122213,117259,84,46445,45911,3731,17,46442,45827,3730,17,92373,25.4,146753,33,16,92286,20.7,147098,66583,67.1,54114,54.6,27487,25930,688,9,120516,121514,356905
