COVID-19 Vaccinations in the United States
Date generated: Sun Apr 04 2021 15:14:24 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2696630,N/A,N/A,2037354,N/A,2030533,N/A,1285683,N/A,1279935,N/A,720191,N/A,719331,N/A,1457430,1157300,81900,0,25712,933427,1077816,399,313100,384294,22797,0,313066,383477,22788,0,697394,N/A,1279935,N/A,0,696543,0,1285683,139339,0,89627,0,30011,58558,1058,0,233898,0,0
Delaware,636065,65320,82585,498720,51216,497046,64535,326506,33.5,324972,42.2,172112,17.7,171729,22.3,328965,283000,24100,0,12481,209729,276429,81,69007,90389,12690,26,68870,90178,12656,25,159422,33.5,324972,42.2,16.4,159073,20.7,326506,152426,80.7,104441,55.3,44999,54357,5069,16,258627,136908,336710
Florida,13882365,64636,80488,10204039,47510,10189452,59077,6343593,29.5,6331124,36.7,3692088,17.2,3689924,21.4,7142265,6167600,572500,0,257375,4797188,5134878,14598,1631196,1800821,255273,4798,1630597,1799391,255139,4797,3436815,29.5,6331124,36.7,16,3434785,19.9,6343593,3466877,77.1,2527500,56.2,1231200,1209877,82348,4075,6282001,139683,308680
Federated States of Micronesia,63000,60786,77930,25404,24511,25391,31408,15690,15.1,15677,19.4,9776,9.4,9776,12.1,0,61600,1400,0,0,25404,0,0,9755,20,1,0,9755,20,1,0,9775,15.1,15677,19.4,9.4,9775,12.1,15690,1468,8.3,1047,5.9,1042,5,0,0,2485,14104,357569
Georgia,6237495,58748,76878,4150770,39094,4133770,50949,2726041,25.7,2709765,33.4,1392057,13.1,1391191,17.1,3120195,2885600,231700,0,80227,2066350,2003928,265,697673,616329,77884,171,697586,615695,77739,171,1314173,25.7,2709765,33.4,12.4,1313452,16.2,2726041,1059108,69.8,786339,51.8,451582,324396,10256,105,1903717,125496,411186
Guam,129900,78363,100465,91630,55276,89492,69213,58550,35.3,56481,43.7,32739,19.7,32673,25.3,74100,53200,2600,0,443,40563,50624,0,16324,15973,442,0,16309,15923,441,0,32297,35.3,56481,43.7,19.5,32232,24.9,58550,12567,44.6,10117,35.9,4453,5623,41,0,22816,80962,460949
Hawaii,1011720,71456,90656,742277,52425,740239,66329,467072,33,464806,41.6,290158,20.5,289749,26,553020,424500,34200,0,10584,266078,371855,93760,104434,156916,10769,18039,104379,156603,10745,18022,279389,33,464806,41.6,19.7,279004,25,467072,170884,63.7,112564,41.9,48319,59775,3061,1409,278583,103775,376877
Iowa,1919805,60848,79062,1687691,53491,1643340,67676,1055869,33.5,1029320,42.4,672306,21.3,654123,26.9,951405,895300,73100,0,45268,852167,790137,119,336594,290495,45188,29,329853,280839,43402,29,627118,33.5,1029320,42.4,19.9,610721,25.2,1055869,443650,80.2,353914,64,187231,163198,3463,22,796593,144061,347191
Idaho,1027045,57471,76710,799887,44760,799853,59741,487864,27.3,487810,36.4,315017,17.6,314994,23.5,509145,478300,39600,0,17530,379138,402948,271,146430,151183,17347,57,146428,151172,17337,57,297670,27.3,487810,36.4,16.7,297657,22.2,487864,209504,72.1,172261,59.3,79026,88442,4762,31,380486,130900,353337
Indian Health Svc,1555025,74660,N/A,1008639,48427,991801,N/A,623518,29.9,611943,N/A,388644,18.7,383426,N/A,650325,860900,43800,0,10702,564992,432945,0,204764,173303,10577,0,204665,168200,10561,0,378067,29.9,611943,N/A,18.2,372865,0,623518,136653,0,100847,0,56882,42815,1150,0,239283,0,0
Illinois,8021745,63304,81406,6340870,50039,6318195,64118,4207838,33.2,4188648,42.5,2243105,17.7,2238526,22.7,4089345,3587200,345200,0,143136,2933594,3261174,2966,1006267,1094615,141242,981,1005793,1090925,140828,980,2101863,33.2,4188648,42.5,16.6,2097698,21.3,4207838,1550189,75.9,988766,48.4,468029,491667,28427,643,2507128,122704,392601
Indiana,3640170,54071,70488,2972415,44152,2969579,57503,1814438,27,1812066,35.1,1208285,17.9,1207755,23.4,1799070,1671200,169900,0,69991,1326261,1571574,4589,516421,620082,70218,1564,516380,619622,70189,1564,1138067,27,1812066,35.1,16.9,1137566,22,1814438,798722,73.6,686542,63.2,354341,321717,9368,1116,1496444,137827,335270
Kansas,1884795,64696,85167,1408174,48336,1402946,63394,957516,32.9,952615,43,535254,18.4,534351,24.1,912795,901400,70600,0,29792,704573,673544,265,264947,239547,30648,112,264923,238687,30629,112,504606,32.9,952615,43,17.3,503722,22.8,957516,384196,80.8,268986,56.6,134392,128059,6462,73,624383,131314,396393
Kentucky,2731145,61131,78825,2252894,50427,2245365,64805,1459286,32.7,1453310,41.9,861916,19.3,860980,24.8,1355445,1266400,109300,0,54754,1060847,1137120,173,389416,419839,52536,125,389394,418957,52504,125,809380,32.7,1453310,41.9,18.1,808476,23.3,1459286,554354,73.9,400378,53.3,176744,208066,15485,83,922268,122877,363879
Louisiana,2903390,62455,81529,2093895,45042,2088358,58643,1277773,27.5,1272732,35.7,833412,17.9,832921,23.4,1455090,1336700,111600,0,61113,941568,1090394,820,325974,447959,59110,369,325938,447541,59074,368,774302,27.5,1272732,35.7,16.7,773847,21.7,1277773,523852,70.7,438658,59.2,194773,231440,12367,78,970434,130959,391809
Massachusetts,4604300,66802,83115,3868668,56129,3855090,69590,2519546,36.6,2508268,45.3,1416618,20.6,1413839,25.5,2226900,2136900,240500,0,95032,1855994,1917576,66,658152,663275,95181,10,657962,660804,95063,10,1321437,36.6,2508268,45.3,19.2,1318776,23.8,2519546,979648,83.8,690291,59,308858,340095,41332,6,1628503,139268,393755
Maryland,3811300,63042,80902,3043682,50345,2956128,62750,2012202,33.3,1964838,41.7,1157059,19.1,1116496,23.7,1942200,1723300,145800,0,89119,1430544,1522109,1910,520393,548485,87656,525,504913,528390,82693,500,1069403,33.3,1964838,41.7,17.7,1033803,21.9,2012202,731394,76.2,499273,52,237294,234206,27536,237,1184973,123512,397260
Maine,914940,68065,83528,756766,56298,756133,69030,496443,36.9,495850,45.3,294735,21.9,294497,26.9,431340,425600,58000,0,27350,359211,370141,64,130215,137053,27448,19,130190,136852,27436,19,267287,36.9,495850,45.3,19.9,267061,24.4,496443,241156,84.5,178256,62.5,75365,90692,12192,7,404951,141956,320733
Marshall Islands,35800,61288,78574,21328,36512,21092,46293,12813,21.9,12669,27.8,8467,14.5,8373,18.4,0,35000,800,0,0,21328,0,0,8463,2,2,0,8369,2,2,0,8465,21.9,12669,27.8,14.5,8371,18.4,12813,840,8.5,594,6,592,0,2,0,1434,14441,360524
Michigan,6104740,61128,77838,4749818,47561,4738919,60423,3044568,30.5,3034444,38.7,1856996,18.6,1855836,23.7,3059940,2799900,244900,0,104602,2207278,2437938,0,792399,958605,105911,81,792309,957588,105858,81,1751085,30.5,3034444,38.7,17.5,1749978,22.3,3044568,1273755,72.2,1001849,56.7,480029,494851,26902,67,2223361,125941,345799
Minnesota,3365000,59667,77598,2955945,52414,2947028,67959,1891156,33.5,1883289,43.4,1164165,20.6,1162847,26.8,1669200,1560000,135800,0,81195,1362059,1512492,199,498859,582816,82442,48,498797,581598,82404,48,1081723,33.5,1883289,43.4,19.2,1080443,24.9,1891156,763343,82.9,617799,67.1,252598,332649,32533,19,1331475,144665,365609
Missouri,3766895,61376,79023,2745801,44739,2740709,57495,1694322,27.6,1690293,35.5,1027187,16.7,1026284,21.5,1934595,1681100,151200,0,61022,1144060,1540397,322,404973,560319,61855,40,404899,559549,61797,39,965332,27.6,1690293,35.5,15.7,964487,20.2,1694322,726403,68.4,528963,49.8,239673,272309,16963,18,1277026,120243,354686
Northern Mariana Islands,61310,107785,138185,29434,51746,29263,65955,16998,29.9,16840,38,12455,21.9,12442,28,42510,17800,1000,0,34,4002,25398,0,1691,10729,35,0,1691,10716,35,0,12420,29.9,16840,38,21.8,12407,28,16998,2268,23.5,2101,21.7,309,1761,31,0,4340,44881,634023
Mississippi,1843015,61926,80920,1216256,40867,1213684,53289,760076,25.5,757712,33.3,486269,16.3,486015,21.3,884715,882900,75400,0,30866,610208,574451,731,232398,223759,30097,15,232364,223568,30068,15,456172,25.5,757712,33.3,15.3,455947,20,760076,323203,66.4,244827,50.3,128570,107567,8685,5,554029,113835,378681
Montana,722595,67609,86004,557322,52146,554810,66034,346534,32.4,344588,41,222127,20.8,221569,26.4,343395,350600,28600,0,11725,282636,262828,133,108818,101640,11629,40,108794,101112,11623,40,210498,32.4,344588,41,19.7,209946,25,346534,149659,72.5,115270,55.8,55930,55953,3364,23,260214,126050,350032
North Carolina,6564440,62590,80178,5008165,47751,4986117,60900,3206121,30.6,3186433,38.9,1869358,17.8,1866723,22.8,3414840,2893100,256500,0,134771,2150368,2722697,329,735186,1001639,132507,26,734977,999503,132217,26,1736851,30.6,3186433,38.9,16.6,1734506,21.2,3206121,1271759,72.6,1039109,59.3,486115,535122,17852,20,2339146,133582,374877
North Dakota,490330,64343,84265,445669,58482,443296,76182,261321,34.3,259516,44.6,172158,22.6,171743,29.5,236730,236600,17000,0,13229,203991,228449,0,77080,83458,11620,0,77050,83092,11601,0,160538,34.3,259516,44.6,21.1,160142,27.5,261321,93357,77.9,78005,65.1,38566,37625,1814,0,177450,148066,409137
Nebraska,1271990,65756,87222,992251,51295,989654,67862,628371,32.5,626102,42.9,385220,19.9,384661,26.4,624390,568900,78700,0,26116,456201,508041,1893,170757,187124,26817,522,170718,186619,26802,522,358403,32.5,626102,42.9,18.5,357859,24.5,628371,248014,79.4,201301,64.4,93147,105601,2146,407,451916,144633,407092
New Hampshire,843385,62027,76362,764940,56258,638801,57838,545794,40.1,422200,38.2,261125,19.2,258563,23.4,410085,397700,35600,0,16333,369736,378844,27,136442,107464,17213,6,135798,106438,16321,6,243912,40.1,422200,38.2,17.9,242242,21.9,545794,212062,83.5,140589,55.4,68564,63137,8885,3,333085,131206,332219
New Jersey,5517655,62120,79464,4766910,53668,4744624,68331,3173887,35.7,3156568,45.5,1849501,20.8,1844244,26.6,2809755,2489600,218300,0,113532,2250922,2401981,475,826721,908588,114181,11,826601,903491,114141,11,1735320,35.7,3156568,45.5,19.5,1730103,24.9,3173887,1094329,74.2,752712,51,344248,375946,32511,7,1772859,120150,373943
New Mexico,1514445,72225,93427,1342108,64007,1331627,82149,843781,40.2,835883,51.6,534359,25.5,530070,32.7,786045,668600,59800,0,26538,599153,714734,1683,213691,294442,25778,448,213594,290297,25731,448,508581,40.2,835883,51.6,24.3,504339,31.1,843781,292493,77.5,206566,54.7,91083,106299,8919,265,484451,128295,401065
Nevada,1770070,57467,74139,1431817,46485,1429318,59866,899995,29.2,897881,37.6,530902,17.2,530543,22.2,890370,810300,69400,0,34924,627087,769806,0,220378,275987,34535,2,220356,275656,34529,2,496367,29.2,897881,37.6,16.1,496014,20.8,899995,349572,70.5,262698,53,120481,133029,9187,1,620695,125147,356889
New York State,12718855,65381,82455,10281033,52849,10254658,66480,6492009,33.4,6471887,42,3901557,20.1,3894782,25.2,6588855,5642300,487700,0,266343,4719904,5293322,1464,1681552,1956344,263386,275,1681247,1949958,263302,275,3638171,33.4,6471887,42,18.7,3631480,23.5,6492009,2276312,69.1,1642919,49.8,771257,800220,71268,174,3853505,116909,385870
Ohio,7410125,63393,81331,5689737,48676,5672235,62256,3635530,31.1,3620298,39.7,2135726,18.3,2133751,23.4,3844425,3277600,288100,0,166857,2653715,2864419,4746,972574,998304,163534,1314,972514,996440,163487,1310,1972192,31.1,3620298,39.7,16.9,1970264,21.6,3635530,1498731,73.2,1195951,58.4,542228,609098,43751,874,2683115,131119,362120
Oklahoma,2838195,71726,94457,2069319,52296,2056506,68442,1290295,32.6,1279894,42.6,780664,19.7,778370,25.9,1384695,1351500,102000,0,38495,958254,1072558,12,338376,404069,38218,1,338318,401858,38193,1,742446,32.6,1279894,42.6,18.8,740177,24.6,1290295,477535,75.2,367366,57.8,191598,167807,7961,0,845493,133121,446867
Oregon,2552055,60508,76154,1988473,47145,1981291,59122,1270002,30.1,1264795,37.7,762016,18.1,759972,22.7,1269255,1174400,108400,0,46384,936686,1004212,1191,344283,371596,45934,203,344085,369797,45887,203,716082,30.1,1264795,37.7,17,714085,21.3,1270002,560739,73.2,341068,44.5,146749,168955,25261,103,870240,113596,333132
Pennsylvania,8174805,63856,80402,6551136,51173,6534706,64271,4383439,34.2,4370372,43,2327675,18.2,2323016,22.8,4172805,3700900,301100,0,141762,3003360,3405864,150,994840,1187947,144759,129,994336,1183937,144615,128,2182916,34.2,4370372,43,17.1,2178401,21.4,4383439,1871934,78.2,1072610,44.8,504994,546209,21332,75,2928707,122368,341562
Puerto Rico,2086370,65328,79603,1167735,36564,1166864,44520,759017,23.8,758249,28.9,441027,13.8,440859,16.8,1050270,965100,71000,0,24757,471254,671469,255,166563,249621,24835,8,166541,249495,24815,8,416192,23.8,758249,28.9,13,416044,15.9,759017,322871,59.5,208200,38.3,91848,110983,5368,1,522078,96160,384281
Rhode Island,684165,64583,80032,596183,56278,595162,69621,364970,34.5,364150,42.6,243536,23,243321,28.5,344565,313600,26000,0,14157,281954,300070,2,114694,114750,14089,3,114690,114540,14088,3,229447,34.5,364150,42.6,21.7,229233,26.8,364970,157880,84.4,129241,69.1,59125,67652,2462,2,284812,152268,365774
Republic of Palau,15000,83766,107396,13429,74993,13429,96148,8456,47.2,8456,60.5,5299,29.6,5299,37.9,0,14600,400,0,191,13237,1,0,5094,14,191,0,5094,14,191,0,5108,47.2,8456,60.5,28.5,5108,36.6,8456,1454,47.8,1346,44.2,1251,8,87,0,2678,87976,492773
South Carolina,3053895,59314,75638,2244467,43593,2239058,55456,1460004,28.4,1455228,36,816770,15.9,816129,20.2,1587495,1337400,129000,0,53793,871076,1318573,1025,277904,486238,52426,202,277860,485695,52372,202,764344,28.4,1455228,36,14.8,763757,18.9,1460004,696603,74.3,524271,56,211947,301421,10764,139,1212203,129367,325915
South Dakota,667495,75452,99991,529897,59898,527722,79053,327720,37,325993,48.8,213475,24.1,212919,31.9,308295,321900,37300,0,9880,256850,263154,13,100654,102935,9881,5,100609,102433,9872,5,203594,37,325993,48.8,23,203047,30.4,327720,128822,84.8,109773,72.3,55830,52507,1434,2,235190,154862,439514
Tennessee,4119970,60329,77456,2863871,41936,2856964,53711,1829918,26.8,1823602,34.3,1034467,15.1,1033791,19.4,2048670,1905300,166000,0,63464,1319842,1477160,3405,452765,517939,62825,938,452723,517404,62727,937,971642,26.8,1823602,34.3,14.2,971064,18.3,1829918,772013,67.5,566164,49.5,286063,267686,11782,633,1354361,118451,360328
Texas,16832185,58050,77941,12565129,43334,12492440,57846,7968097,27.5,7920912,36.7,4454581,15.4,4428202,20.5,8631285,7439200,761700,0,320183,5783552,6460789,605,1952650,2187942,313528,461,1941087,2174985,311671,458,4141553,27.5,7920912,36.7,14.3,4117028,19.1,7968097,2641425,70.7,2000998,53.6,877130,982824,140837,207,4453220,119254,450754
Utah,1733400,54068,76201,1466038,45729,1456384,64023,898948,28,890892,39.2,418324,13,417154,18.3,842400,811200,79800,0,37611,668472,759955,0,178116,204484,35724,0,178050,203413,35691,0,382600,28,890892,39.2,11.9,381463,16.8,898948,286849,78.4,171362,46.8,71113,93531,6718,0,520533,142272,473772
Virginia,5206295,60996,78001,4375147,51258,4357053,65277,2872684,33.7,2856937,42.8,1587126,18.6,1583708,23.7,2601495,2402300,202500,0,106206,1971777,2296258,906,686163,794800,105882,281,685738,792049,105641,280,1481244,33.7,2856937,42.8,17.4,1478067,22.1,2872684,1033187,76,726218,53.4,335720,355562,34735,201,1728831,127222,383124
Veterans Health,4909085,N/A,N/A,4077400,N/A,4077226,N/A,2384487,N/A,2384372,N/A,1760289,N/A,1760226,N/A,2211885,2562000,135200,0,69200,2168675,1839523,2,903003,788118,69167,1,902983,788080,69162,1,1691122,N/A,2384372,N/A,0,1691064,0,2384487,1356262,0,1157142,0,643062,488711,25368,1,2488461,0,0
Virgin Islands,61940,59171,75860,43825,41866,43472,53242,26013,24.9,25796,31.6,16067,15.3,15970,19.6,41340,20100,500,0,136,16705,26984,0,6601,9326,140,0,6596,9234,140,0,15927,24.9,25796,31.6,15.2,15830,19.4,26013,9156,51.4,6259,35.2,3072,3114,73,0,15474,86952,348056
Vermont,457350,73295,89679,360030,57698,349114,68456,226900,36.4,219975,43.1,133072,21.3,127926,25.1,216450,214500,26400,0,8327,170683,180771,249,58975,66019,8007,71,57692,63603,6564,67,125065,36.4,219975,43.1,20,121362,23.8,226900,111196,88.9,71134,56.9,30557,40406,126,45,186829,149417,365766
Washington,4834980,63494,81235,3834378,50354,3822874,64230,2409702,31.6,2400118,40.3,1484150,19.5,1482198,24.9,2485080,2153600,196300,0,84659,1743598,2003409,2712,651969,746888,84756,537,651895,745035,84731,537,1399394,31.6,2400118,40.3,18.4,1397467,23.5,2409702,966245,79.9,766309,63.3,354999,383922,26998,390,1720574,142229,399677
Wisconsin,3470905,59613,76186,3140168,53932,3129087,68683,1990383,34.2,1980931,43.5,1190601,20.4,1189151,26.1,1727505,1603100,140300,0,77767,1409244,1652908,249,500291,614934,75304,72,500233,613591,75255,72,1115297,34.2,1980931,43.5,19.2,1113896,24.4,1990383,828713,81.5,666634,65.5,322048,335849,8698,39,1512829,148719,341207
West Virginia,1246555,69557,87015,943140,52626,937844,65465,566647,31.6,561820,39.2,376323,21,375768,26.2,559455,612600,74500,0,10834,459977,472329,0,171535,193453,11307,28,171425,193040,11275,28,365016,31.6,561820,39.2,20.4,364493,25.4,566647,246830,67.3,200397,54.6,99209,99018,2153,17,448680,122252,339651
Wyoming,405665,70092,91156,270862,46800,270184,60712,161571,27.9,161028,36.2,109423,18.9,109286,24.6,184665,197800,23200,0,6449,134923,129386,104,51956,51596,5848,23,51951,51466,5846,23,103575,27.9,161028,36.2,17.9,103440,23.2,161571,68343,68.9,57791,58.3,29748,27041,989,13,125609,126649,409023
