COVID-19 Vaccinations in the United States
Date generated: Thu May 13 2021 15:13:50 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Guam,173470,104646,134162,141238,85202,137515,106354,80803,48.7,78442,60.7,61351,37,59990,46.4,98670,63700,11100,0,1697,55947,83594,0,22285,37363,1703,0,22280,36007,1703,0,59648,48.7,78442,60.7,36,58287,45.1,80803,14006,49.7,12137,43.1,5119,6886,132,0,26167,92853,615557
Hawaii,1609930,113706,144258,1399501,98844,1381726,123810,840262,59.3,825188,73.9,583992,41.2,580673,52,891150,643780,75000,0,26440,511726,767575,93760,209023,330162,26736,18071,208817,327147,26655,18054,557256,59.3,825188,73.9,39.4,554018,49.6,840262,256295,95.5,210047,78.2,87812,114256,6570,1409,460101,171393,599718
Iowa,3031255,96076,124834,2597811,82338,2565897,105669,1449312,45.9,1429021,58.9,1229761,39,1218435,50.2,1537575,1319880,173800,0,100397,1167553,1329739,122,537477,593707,98519,58,537393,582515,98469,58,1131242,45.9,1429021,58.9,35.9,1119966,46.1,1449312,476635,86.2,446661,80.8,240295,197742,8582,42,919789,166341,548193
Idaho,1514565,84752,113123,1154850,64623,1154807,86253,633792,35.5,633654,47.3,534981,29.9,534925,40,780585,639880,94100,0,34284,511550,608432,584,226385,274276,34143,177,226376,274239,34133,177,500838,35.5,633654,47.3,28,500792,37.4,633792,225324,77.5,207741,71.5,97284,103116,7265,76,431678,148511,521060
Indian Health Svc,1697905,81520,N/A,1296945,62269,1265122,N/A,732929,35.2,713956,N/A,576798,27.7,563992,N/A,713505,910700,73700,0,20608,726677,549660,0,312567,243783,20448,0,312382,231194,20416,0,556350,35.2,713956,N/A,26.7,543576,0,732929,146470,0,119085,0,68613,48303,2169,0,266399,0,0
Illinois,12997565,102571,131902,10359133,81749,10187715,103387,6276591,49.5,6149830,62.4,4420751,34.9,4369408,44.3,6892665,5315600,789300,0,343357,4339510,5670139,6127,1734083,2340660,343930,2078,1731870,2293029,342440,2069,4076821,49.5,6149830,62.4,32.2,4026968,40.9,6276591,1752209,85.8,1385086,67.8,643083,689015,51759,1229,3091543,151307,636128
Indiana,5857790,87011,113430,4583391,68081,4530595,87730,2585495,38.4,2550482,49.4,2080805,30.9,2066839,40,3123510,2363680,370600,0,150928,1887223,2535473,9767,821934,1106511,149155,3205,821843,1092725,149068,3203,1931650,38.4,2550482,49.4,28.7,1917771,37.1,2585495,862872,79.5,803076,74,401380,381452,18257,1987,1675336,154303,539519
Kansas,2853325,97941,128931,2170983,74519,2145657,96954,1285014,44.1,1267127,57.3,1035381,35.5,1024643,46.3,1424085,1268540,160700,0,64282,989428,1116714,559,448643,522168,64394,176,448534,511586,64348,175,970987,44.1,1267127,57.3,33.3,960295,43.4,1285014,423482,89.1,355369,74.7,172811,170605,11854,99,748663,157452,600085
Kentucky,4112165,92043,118684,3358806,75180,3322312,95887,1915189,42.9,1892092,54.6,1569598,35.1,1556420,44.9,2090205,1780860,241100,0,122009,1506803,1729645,349,665214,784588,119497,299,665123,771566,119433,298,1450101,42.9,1892092,54.6,32.5,1436987,41.5,1915189,615143,82,540094,72,245466,266792,27653,183,1112641,148241,547877
Louisiana,3771800,81135,105915,2888086,62125,2865973,80479,1565284,33.7,1551888,43.6,1349012,29,1340482,37.6,1910220,1629580,232000,0,96588,1353525,1436965,1008,600418,655544,92543,507,600281,647229,92467,505,1256469,33.7,1551888,43.6,27,1248015,35,1565284,559664,75.5,521008,70.3,248298,256149,16457,104,1087602,146771,509000
Massachusetts,8339400,120992,150539,7043681,102193,6919270,124903,4209145,61.1,4117535,74.3,3041527,44.1,3007884,54.3,4550520,3377580,411300,0,234121,2950000,3859440,120,1192057,1614093,235349,28,1190584,1582664,234608,28,2806178,61.1,4117535,74.3,40.7,2773276,50.1,4209145,1088039,93,939027,80.3,427947,454319,56749,12,1969683,168445,713176
Maryland,6847180,113257,145345,5362861,88706,5273363,111937,3140470,51.9,3079351,65.4,2432372,40.2,2404794,51,3687840,2765140,394200,0,208779,2232521,2917795,3766,954215,1274718,202331,1108,954069,1247415,202207,1103,2230041,51.9,3079351,65.4,36.9,2202587,46.8,3140470,828774,86.4,740395,77.2,362007,335925,42033,430,1514827,157894,713697
Maine,1566570,116542,143017,1313480,97714,1297863,118486,778753,57.9,767774,70.1,626413,46.6,621740,56.8,785850,684920,95800,0,84260,572327,656711,182,245115,297199,84040,59,245086,292590,84010,54,542373,57.9,767774,70.1,40.3,537730,49.1,778753,262294,91.9,243988,85.5,111090,113791,19092,15,485152,170071,549163
Marshall Islands,51300,87823,112594,28478,48753,28421,62379,15526,26.6,15484,34,13014,22.3,12999,28.5,0,40500,10800,0,95,28383,0,0,12912,4,98,0,12897,4,98,0,12916,26.6,15484,34,22.1,12901,28.3,15526,949,9.6,800,8.1,791,0,9,0,1740,17523,516616
Michigan,10412010,104257,132757,7817715,78280,7704721,98238,4488318,44.9,4414770,56.3,3679877,36.8,3638859,46.4,5483010,4320200,608800,0,258011,3315006,4243410,1288,1474347,1942114,262862,554,1474061,1901511,262735,552,3417015,44.9,4414770,56.3,34.2,3376124,43,4488318,1430121,81,1305227,73.9,654006,600587,50258,376,2658068,150565,589782
Minnesota,5659110,100345,130500,4807371,85243,4730214,109080,2815775,49.9,2761105,63.7,2226892,39.5,2203876,50.8,3011190,2349520,298400,0,211627,2001808,2593649,287,878115,1134858,213827,92,877883,1112228,213675,90,2013065,49.9,2761105,63.7,35.7,1990201,45.9,2815775,815996,88.7,747828,81.3,316366,391716,39721,25,1508824,163935,614865
Missouri,5578665,90896,117031,4326127,70488,4279145,89769,2413505,39.3,2384740,50,1923254,31.3,1907907,40,3002805,2279360,296500,0,131977,1697127,2496661,362,729486,1061149,132558,61,729331,1046078,132439,59,1790696,39.3,2384740,50,29.2,1775468,37.2,2413505,819035,77.1,713928,67.2,325758,361533,26611,26,1545862,145556,525280
Northern Mariana Islands,72330,127158,163023,43601,76652,42611,96040,23531,41.4,22914,51.6,20135,35.4,19762,44.5,49530,20200,2600,0,59,5735,37807,0,2387,17685,63,0,2387,17312,63,0,20072,41.4,22914,51.6,35.3,19699,44.4,23531,2516,26,2339,24.2,350,1946,43,0,4814,49783,747983
Mississippi,2517255,84581,110524,1674464,56263,1664243,73071,959905,32.3,953245,41.9,759007,25.5,755345,33.2,1240395,1119660,157200,0,47315,799209,827073,867,352342,360328,46311,26,352248,356800,46271,26,712696,32.3,953245,41.9,23.9,709074,31.1,959905,357519,73.5,307622,63.2,163336,131692,12585,9,647435,133027,517216
Montana,1036785,97007,123399,805538,75370,795624,94696,451916,42.3,445861,53.1,374928,35.1,371117,44.2,508365,461420,67000,0,25182,378808,401320,228,169990,180211,24656,71,169924,176482,24640,71,350272,42.3,445861,53.1,32.8,346477,41.2,451916,163209,79.1,147198,71.3,71453,69886,5817,42,303641,147087,502228
North Carolina,10527250,100373,128579,7567626,72155,7459588,91111,4269241,40.7,4202081,51.3,3461240,33,3420307,41.8,5601570,4329980,595700,0,252067,3132711,4182519,329,1346593,1865743,248869,35,1345088,1827209,247975,35,3212371,40.7,4202081,51.3,30.6,3172332,38.7,4269241,1363725,77.9,1214779,69.4,570980,616574,27200,25,2599662,148459,601181
North Dakota,663320,87043,113994,583379,76553,576136,99011,306183,40.2,302285,51.9,262933,34.5,260200,44.7,326820,301000,35500,0,22959,255696,304724,0,110878,131723,20331,1,110774,129167,20258,1,242602,40.2,302285,51.9,31.8,239942,41.2,306183,97867,81.7,86142,71.9,42629,40566,2947,0,189205,157875,553482
Nebraska,1881900,97286,129045,1567761,81046,1545704,105991,875406,45.3,861208,59.1,743042,38.4,735034,50.4,1011660,769040,101200,0,56284,644870,863901,2706,288388,397229,56631,794,288317,389329,56597,791,686411,45.3,861208,59.1,35.5,678437,46.5,875406,265978,85.1,244804,78.3,118318,121717,4203,566,513949,164486,602289
New Hampshire,1478845,108762,133898,1156401,85048,1143592,103543,786618,57.9,775722,70.2,454458,33.4,453114,41,756405,618540,103900,0,54167,488201,613998,35,190328,209100,55014,16,190195,207913,54990,16,399444,57.9,775722,70.2,29.4,398124,36,786618,244020,96.1,194953,76.8,86278,96468,12196,11,415739,163764,582534
New Jersey,9752805,109802,140457,8103394,91232,7983881,114982,4877903,54.9,4795924,69.1,3759173,42.3,3720342,53.6,5146245,4052660,553900,0,309577,3460465,4332877,475,1469932,1977241,311971,29,1469722,1938752,311842,26,3447202,54.9,4795924,69.1,38.8,3408500,49.1,4877903,1293947,87.7,1114623,75.5,521085,523295,70228,15,2291248,155283,660967
New Mexico,2146765,102382,132435,1948245,92914,1916588,118236,1119152,53.4,1096136,67.6,884819,42.2,874190,53.9,1080885,934880,131000,0,52575,875350,1017865,2455,370455,462045,51620,699,370245,451713,51533,699,833199,53.4,1096136,67.6,39.7,822657,50.8,1119152,333699,88.4,286829,76,131186,141540,13691,412,602580,159579,568520
Nevada,2668170,86625,111755,2248770,73008,2222903,93105,1287018,41.8,1269869,53.2,995821,32.3,987342,41.4,1393470,1110900,163800,0,84173,938534,1226063,0,395326,517648,82842,5,395275,509245,82817,5,912979,41.8,1269869,53.2,29.6,904525,37.9,1287018,386853,78,335138,67.6,160303,158524,16307,4,724114,145999,537968
New York State,20590825,105846,133488,17394951,89418,17168435,111301,9863188,50.7,9717003,63,7929487,40.8,7848710,50.9,10818405,8629520,1142900,0,665116,7342476,9384036,3323,3158167,4120091,650555,674,3157579,4040250,650223,658,7278932,50.7,9717003,63,37.4,7198487,46.7,9863188,2666228,80.9,2338485,70.9,1129641,1078558,129911,375,4902848,148745,624694
Ohio,11144835,95344,122322,9080724,77685,8952962,98265,4943822,42.3,4867818,53.4,4273076,36.6,4223355,46.4,5886075,4650660,608100,0,335873,3869671,4866473,8707,1722711,2224217,323553,2595,1722509,2174852,323408,2586,3949523,42.3,4867818,53.4,33.8,3899947,42.8,4943822,1642708,80.3,1522378,74.4,695868,760488,64528,1494,3152981,154081,544628
Oklahoma,3843035,97121,127899,2804450,70874,2771584,92241,1568102,39.6,1548700,51.5,1253618,31.7,1240771,41.3,1960335,1670300,212400,0,76125,1311767,1416520,38,564340,614172,75084,22,564198,601510,75041,22,1178534,39.6,1548700,51.5,29.8,1165730,38.8,1568102,512444,80.7,434862,68.5,229273,191986,13597,6,943660,148577,605077
Oregon,4472215,106034,133452,3496421,82898,3444696,102791,2072983,49.1,2034400,60.7,1553061,36.8,1539188,45.9,2294175,1907240,270800,0,116206,1473590,1904799,1826,626708,810382,115657,314,625891,797709,115278,310,1437404,49.1,2034400,60.7,34.1,1423910,42.5,2072983,628081,82,570788,74.5,259987,274858,35779,164,1156294,150936,583779
Pennsylvania,13807225,107852,135799,11178395,87318,11056969,108749,6820328,53.3,6728041,66.2,4774078,37.3,4744132,46.7,7013565,5825060,968600,0,399196,4770783,6008129,287,1888445,2481371,404036,226,1887794,2452286,403830,222,4370042,53.3,6728041,66.2,34.1,4340302,42.7,6820328,2284582,95.5,1752496,73.2,822845,873405,56120,126,3994855,166914,576897
Puerto Rico,3541790,110899,135133,2233876,69946,2207584,84228,1394045,43.6,1372434,52.4,934184,29.3,928575,35.4,1796730,1555860,189200,0,73748,904014,1255834,280,337685,522557,73923,19,337615,517107,73834,19,860261,43.6,1372434,52.4,26.9,854741,32.6,1394045,413259,76.1,336042,61.9,156000,167821,12218,3,733490,135099,652350
Rhode Island,1323195,124905,154784,1011728,95504,997750,116714,589180,55.6,578755,67.7,453167,42.8,449847,52.6,731835,530760,60600,0,40038,421141,550520,29,179184,234064,39911,8,179160,230783,39896,8,413256,55.6,578755,67.7,39,409951,48,589180,172656,92.3,159083,85.1,73346,80617,5117,3,327756,175227,707417
Republic of Palau,24600,137376,176129,20625,115178,20625,147670,12975,72.5,12975,92.9,9130,51,9130,65.4,0,20800,3800,0,1299,19325,1,0,7813,18,1299,0,7813,18,1299,0,7831,72.5,12975,92.9,43.7,7831,56.1,12975,1610,52.9,1503,49.4,1344,8,151,0,2920,95926,808147
South Carolina,4770545,92655,118155,3490475,67793,3453108,85525,1965916,38.2,1942345,48.1,1580061,30.7,1566030,38.8,2494245,1986700,289600,0,108727,1418631,1962056,1061,592888,880847,106117,209,592203,867750,105868,209,1473944,38.2,1942345,48.1,28.6,1460162,36.2,1965916,759426,81,652516,69.6,273380,359233,19759,144,1396081,148991,509117
South Dakota,916355,103583,137270,736482,83250,727454,108972,404929,45.8,399495,59.8,354554,40.1,350935,52.6,444015,416040,56300,0,20139,335609,380721,13,156434,177777,20333,10,156397,174202,20326,10,334221,45.8,399495,59.8,37.8,330609,49.5,404929,135627,89.3,125459,82.6,64898,57638,2918,5,254856,167811,603377
Tennessee,5709230,83601,107334,4410423,64582,4368844,82135,2472752,36.2,2446182,46,1936506,28.4,1922079,36.1,2949570,2411960,347700,0,122277,1905146,2376125,6875,808959,1006339,119194,2014,808769,992232,119067,2011,1817312,36.2,2446182,46,26.6,1803012,33.9,2472752,853512,74.6,734392,64.2,376893,334442,21786,1271,1613432,141109,499324
Texas,28126035,97000,130237,20533264,70814,20205134,93559,11620495,40.1,11430755,52.9,8962867,30.9,8816521,40.8,14807715,11574320,1744000,0,717686,8942296,10872490,792,3726056,4533748,702425,638,3665217,4459721,690956,628,8262521,40.1,11430755,52.9,28.5,8127611,37.6,11620495,2952768,79.1,2608195,69.8,1084282,1319321,204406,186,5496298,147187,753195
Utah,2848080,88837,125203,2342203,73058,2290136,100675,1340344,41.8,1305100,57.4,898019,28,881916,38.8,1446120,1243360,158600,0,95946,1010646,1235611,0,354128,451228,92662,1,353983,435372,92560,1,805357,41.8,1305100,57.4,25.1,789356,34.7,1340344,310769,84.9,210597,57.6,92227,107055,11315,0,581813,159021,778436
Virginia,8989665,105321,134683,7395989,86650,7267179,108877,4296807,50.3,4206971,63,3284108,38.5,3244516,48.6,4909905,3586560,493200,0,252905,3037161,4103977,1946,1298161,1734863,250471,613,1296162,1698123,249620,611,3033637,50.3,4206971,63,35.5,2994896,44.9,4296807,1157469,85.2,1009262,74.3,484581,471884,52410,387,2128360,156623,661537
Veterans Health,6239605,N/A,N/A,5088963,N/A,5088208,N/A,2723305,N/A,2722792,N/A,2489319,N/A,2489060,N/A,2733705,2985500,520400,0,126698,2654118,2308145,2,1257372,1105362,126584,1,1257342,1105152,126565,1,2362735,N/A,2722792,N/A,0,2362495,0,2723305,1446637,0,1362596,0,759991,558617,43987,1,2766245,0,0
Virgin Islands,68720,65648,84164,66360,63393,65632,80382,35272,33.7,34867,42.7,28733,27.4,28461,34.9,46020,21900,800,0,415,21478,44467,0,9489,18814,430,0,9478,18555,428,0,28303,33.7,34867,42.7,27,28033,34.3,35272,11624,65.3,9939,55.8,4093,5669,177,0,21518,120915,386154
Vermont,779270,124885,152803,650557,104258,642524,125989,391858,62.8,385187,75.5,276965,44.4,275651,54.1,387270,343500,48500,0,31337,284018,334658,544,109723,136612,30444,186,109704,135338,30423,186,246521,62.8,385187,75.5,39.5,245228,48.1,391858,121043,96.8,108785,87,53410,54201,1052,122,234732,187727,623222
Washington,8093760,106289,135988,6545096,85951,6459390,108528,3842954,50.5,3781082,63.5,2882380,37.9,2859101,48,4282200,3364660,446900,0,236837,2769058,3535263,3938,1160115,1485794,235432,1039,1159881,1462881,235302,1037,2646948,50.5,3781082,63.5,34.8,2623799,44.1,3842954,1049242,86.7,958155,79.2,440885,475363,41242,665,1986252,164191,669059
Wisconsin,5614595,96430,123240,5023324,86275,4949349,108638,2764195,47.5,2719500,59.7,2329097,40,2302376,50.5,2886975,2430320,297300,0,186317,2145790,2690711,506,940349,1208898,179623,227,940174,1182454,179525,223,2149474,47.5,2719500,59.7,36.9,2122851,46.6,2764195,889739,87.5,837186,82.3,409219,409308,18564,95,1752709,172300,551942
West Virginia,1715285,95711,119734,1229450,68602,1198812,83682,667266,37.2,645267,45,578137,32.3,569269,39.7,827385,784000,103900,0,22562,591159,615702,27,270253,284278,23518,88,270008,277220,21956,85,554619,37.2,645267,45,30.9,547313,38.2,667266,261418,71.2,239126,65.2,123689,111832,3556,49,497147,135458,467366
Wyoming,491255,84881,110388,374624,64729,371393,83454,202711,35,200780,45.1,173179,29.9,171988,38.6,220935,238220,32100,0,12304,182555,179557,208,79795,81703,11641,40,79785,80526,11637,40,161538,35,200780,45.1,27.9,160351,36,202711,73479,74.1,67524,68.1,35090,30489,1928,17,139214,140366,495322
