COVID-19 Vaccinations in the United States
Date generated: Fri May 07 2021 15:11:20 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3962240,N/A,N/A,3047154,N/A,3023572,N/A,1852116,N/A,1834333,N/A,1191668,N/A,1186203,N/A,2116140,1671400,174700,0,77521,1346949,1622285,399,487942,629120,74606,0,487895,623722,74586,0,1117062,N/A,1834333,N/A,0,1111617,0,1852116,164825,0,114931,0,40232,71335,3364,0,284991,0,0
Delaware,1041915,106999,135280,793463,81484,784049,101799,467051,48,460708,59.8,338973,34.8,337040,43.8,545415,439900,56600,0,35287,320715,437220,241,124878,179346,34638,111,124839,177477,34613,111,304335,48,460708,59.8,31.3,302427,39.3,467051,167132,88.5,141172,74.7,57457,76586,7057,72,309268,163715,551552
Florida,21683965,100960,125720,15893169,73998,15776335,91469,9264665,43.1,9174178,53.2,6664283,31,6638840,38.5,11227905,8945060,1511000,0,590996,6877863,8397948,26362,2718450,3353351,583906,8576,2717776,3328861,583629,8574,6080377,43.1,9174178,53.2,28.3,6055211,35.1,9264665,3818484,84.9,3164945,70.4,1589514,1433192,135589,6650,7264793,161535,482151
Federated States of Micronesia,63200,60979,78177,36322,35045,36301,44904,21446,20.7,21429,26.5,15260,14.7,15256,18.9,0,61600,1600,0,394,35928,0,0,14839,27,394,0,14835,27,394,0,14866,20.7,21429,26.5,14.3,14862,18.4,21446,1890,10.7,1505,8.5,1425,5,75,0,3303,18747,358704
Georgia,9888925,93139,121882,6552673,61716,6477391,79834,3786912,35.7,3734870,46,2763645,26,2740319,33.8,5138445,4203980,546500,0,146673,2945174,3460379,447,1218799,1400726,143854,266,1218569,1377842,143644,264,2619791,35.7,3734870,46,24.7,2596675,32,3786912,1163105,76.7,969997,63.9,546423,404784,18644,146,2202305,145179,651894
Guam,173470,104646,134162,134208,80961,130896,101235,77817,46.9,75610,58.5,56991,34.4,55888,43.2,98670,63700,11100,0,1385,52824,79999,0,21268,34330,1393,0,21264,33231,1393,0,55598,46.9,75610,58.5,33.5,54495,42.1,77817,13804,49,11842,42,5003,6726,113,0,25694,91175,615557
Hawaii,1557800,110024,139587,1264550,89312,1249706,111980,766427,54.1,753386,67.5,524415,37,521964,46.8,857220,627180,73400,0,22003,446248,702539,93760,182344,301530,22470,18071,182185,299335,22390,18054,501945,54.1,753386,67.5,35.5,499574,44.8,766427,232888,86.8,188939,70.4,76696,106079,4755,1409,415740,154868,580299
Iowa,2935265,93033,120881,2495695,79101,2468358,101653,1421845,45.1,1403223,57.8,1153092,36.5,1144627,47.1,1501305,1265860,168100,0,96030,1130915,1268628,122,508935,549797,94307,53,508863,541454,94257,53,1058785,45.1,1403223,57.8,33.6,1050370,43.3,1421845,474035,85.7,440666,79.7,237207,195398,8022,39,911550,164851,530833
Idaho,1470715,82298,109848,1116681,62487,1116639,83402,620577,34.7,620455,46.3,508582,28.5,508540,38,748995,630520,91200,0,32197,496106,587836,542,216965,259425,32032,160,216960,259398,32022,160,476550,34.7,620455,46.3,26.7,476518,35.6,620577,223593,76.9,205026,70.5,96227,101821,6908,70,427270,146995,505974
Indian Health Svc,1687115,81002,N/A,1276492,61287,1246383,N/A,726227,34.9,707899,N/A,562707,27,550969,N/A,705315,908100,73700,0,20215,716492,539785,0,305394,237257,20056,0,305220,225724,20025,0,542651,34.9,707899,N/A,26.1,530944,0,726227,145906,0,117884,0,67843,47915,2126,0,264671,0,0
Illinois,12645065,99789,128325,9859955,77810,9723137,98673,6073821,47.9,5961680,60.5,4097876,32.3,4067406,41.3,6684405,5190760,769900,0,320948,4181870,5351511,5626,1644851,2129682,321438,1905,1643130,2102276,320102,1898,3776438,47.9,5961680,60.5,29.8,3747304,38,6073821,1733253,84.8,1358086,66.5,633585,674726,48621,1154,3047089,149131,618876
Indiana,5676850,84324,109926,4360742,64774,4317748,83609,2501046,37.2,2470234,47.8,1940977,28.8,1931982,37.4,2987790,2321160,367900,0,140526,1810032,2401180,9004,771944,1027210,138875,2948,771867,1018374,138795,2946,1802102,37.2,2470234,47.8,26.8,1793187,34.7,2501046,855213,78.8,791493,72.9,396573,376122,16917,1881,1656388,152558,522854
Kansas,2788595,95719,126006,2085350,71580,2063734,93252,1260478,43.3,1244058,56.2,970096,33.3,961891,43.5,1394835,1244660,149100,0,60570,960909,1063325,546,428063,481110,60753,170,427988,473018,60716,169,909343,43.3,1244058,56.2,31.2,901175,40.7,1260478,420502,88.4,349869,73.6,170683,167905,11187,94,740408,155716,586471
Kentucky,4054915,90761,117032,3240967,72543,3209751,92639,1869737,41.9,1848502,53.4,1487289,33.3,1477652,42.6,2074995,1746220,233700,0,111546,1456885,1672214,322,633509,744718,108808,254,633429,735218,108752,253,1378481,41.9,1848502,53.4,30.9,1368900,39.5,1869737,609309,81.2,529589,70.6,240692,262661,26078,158,1097546,146230,540249
Louisiana,3715320,79920,104329,2812519,60500,2792560,78417,1534669,33,1522226,42.7,1303293,28,1295956,36.4,1877460,1607560,230300,0,93479,1315808,1402237,995,577638,635497,89658,500,577526,628346,89586,498,1213635,33,1522226,42.7,26.1,1206370,33.9,1534669,555923,75,514947,69.5,244707,253990,16149,101,1077888,145460,501378
Massachusetts,7875910,114268,142172,6588555,95590,6489462,117145,4039602,58.6,3962493,71.5,2745439,39.8,2722764,49.1,4210050,3263760,402100,0,221684,2797174,3569594,103,1100931,1421974,222513,21,1099916,1400975,221852,21,2522926,58.6,3962493,71.5,36.6,2500912,45.1,4039602,1076768,92.1,922334,78.9,422269,445145,54909,11,1943475,166204,673539
Maryland,6486220,107287,137683,5006410,82810,4936929,104796,3018167,49.9,2964632,62.9,2188349,36.2,2173177,46.1,3512340,2613180,360700,0,195155,2114604,2693317,3334,875738,1122689,188951,971,875622,1107732,188854,969,1999398,49.9,2964632,62.9,33.1,1984323,42.1,3018167,817675,85.2,722031,75.3,354201,327152,40281,397,1486278,154918,676073
Maine,1481440,110209,135246,1247314,92791,1235338,112778,758875,56.5,748725,68.4,573346,42.7,571496,52.2,742560,646480,92400,0,77625,549273,620250,166,228430,267369,77492,55,228403,265581,77462,50,495854,56.5,748725,68.4,36.9,494034,45.1,758875,260320,91.3,241086,84.5,109997,112793,18282,14,480959,168601,519321
Marshall Islands,51300,87823,112594,27154,46486,27100,59479,14825,25.4,14785,32.5,12334,21.1,12320,27,0,40500,10800,0,35,27119,0,0,12291,4,39,0,12277,4,39,0,12295,25.4,14785,32.5,21,12281,27,14825,920,9.3,773,7.8,770,0,3,0,1690,17019,516616
Michigan,9937440,99505,126706,7449790,74596,7356162,93794,4365369,43.7,4297053,54.8,3413191,34.2,3386434,43.2,5177640,4168700,591100,0,240780,3204610,4003128,1272,1408077,1759283,245297,534,1407833,1732894,245175,532,3167894,43.7,4297053,54.8,31.7,3141259,40.1,4365369,1414902,80.1,1277464,72.4,644290,585340,47472,362,2618034,148297,562900
Minnesota,5277650,93581,121704,4576900,81156,4512861,104067,2736078,48.5,2686509,62,2064938,36.6,2050035,47.3,2798250,2191100,288300,0,200799,1928190,2447672,239,828280,1033558,203040,60,828125,1018939,202911,60,1861898,48.5,2686509,62,33,1847124,42.6,2736078,809897,88,739036,80.3,313336,387204,38471,25,1494788,162410,573420
Missouri,5403045,88034,113346,4152250,67655,4113660,86297,2361539,38.5,2335059,49,1796371,29.3,1786826,37.5,2871765,2240580,290700,0,124962,1638267,2388664,357,690601,980112,125602,56,690457,970824,125490,55,1670769,38.5,2335059,49,27.2,1661336,34.9,2361539,811620,76.4,699881,65.9,319920,354418,25519,24,1525624,143651,508744
Northern Mariana Islands,72330,127158,163023,42045,73916,41149,92745,22872,40.2,22293,50.2,19224,33.8,18907,42.6,49530,20200,2600,0,48,5524,36473,0,2289,16883,52,0,2289,16566,52,0,19172,40.2,22293,50.2,33.7,18855,42.5,22872,2481,25.7,2306,23.8,347,1918,41,0,4748,49100,747983
Mississippi,2476805,83222,108748,1626229,54642,1617372,71013,939823,31.6,933811,41,729619,24.5,726685,31.9,1218165,1101940,156700,0,45914,782628,796827,860,342385,342283,44925,26,342307,339464,44888,26,684694,31.6,933811,41,23,681797,29.9,939823,354398,72.8,302297,62.1,161097,128934,12257,9,639226,131341,508905
Montana,1013305,94810,120604,783615,73319,774448,92175,443989,41.5,438173,52.2,359511,33.6,356214,42.4,491985,457120,64200,0,23284,370385,389736,210,164731,171864,22850,66,164669,168644,22835,66,336661,41.5,438173,52.2,31.5,333379,39.7,443989,162002,78.5,145098,70.3,70456,69127,5477,38,300605,145616,490854
North Carolina,10218770,97432,124811,7318598,69780,7224557,88240,4198889,40,4135264,50.5,3281376,31.3,3250574,39.7,5372250,4258020,588500,0,244374,3036963,4036932,329,1281530,1758965,240846,35,1280295,1730247,239997,35,3040530,40,4135264,50.5,29,3010577,36.8,4198889,1356376,77.5,1199343,68.5,564519,608694,26105,25,2577477,147192,583565
North Dakota,653100,85702,112238,571481,74991,564917,97083,302407,39.7,298690,51.3,255367,33.5,253054,43.5,319800,299300,34000,0,22220,251259,298002,0,108190,127552,19624,1,108096,125405,19552,1,235743,39.7,298690,51.3,30.9,233502,40.1,302407,97431,81.3,85482,71.3,42311,40329,2842,0,188204,157040,544954
Nebraska,1824230,94304,125090,1484345,76734,1466189,100539,850815,44,837533,57.4,681718,35.2,676699,46.4,973050,750380,100800,0,53552,620412,807795,2586,269163,358013,53789,753,269102,353087,53759,751,627929,44,837533,57.4,32.5,622940,42.7,850815,263483,84.3,240214,76.9,116721,119025,3929,539,506716,162171,583832
New Hampshire,1391005,102302,125945,1159614,85284,1149037,104036,831667,61.2,822464,74.5,411500,30.3,410446,37.2,700245,588160,102600,0,52676,497191,609720,27,181239,176596,53650,15,181093,175711,53627,15,357850,61.2,822464,74.5,26.3,356819,32.3,831667,291408,99.9,184059,72.5,82802,88943,12304,10,451561,177875,547933
New Jersey,9329435,105035,134360,7677602,86438,7577897,109135,4721500,53.2,4647086,66.9,3462111,39,3435705,49.5,4932135,3859900,537400,0,289504,3312641,4074982,475,1383266,1787024,291795,26,1383073,1760932,291677,23,3170316,53.2,4647086,66.9,35.7,3144028,45.3,4721500,1277181,86.6,1082699,73.4,507963,507885,66838,13,2245994,152216,632275
New Mexico,2099475,100126,129518,1877127,89522,1849689,114109,1094583,52.2,1072906,66.2,835272,39.8,827533,51.1,1068015,904160,127300,0,48121,843325,983334,2347,350687,436645,47274,666,350498,429175,47194,666,787998,52.2,1072906,66.2,37.6,780339,48.1,1094583,330554,87.5,280544,74.3,128324,138903,12914,403,593598,157200,555996
Nevada,2596330,84292,108746,2146595,69691,2124853,88998,1251787,40.6,1235961,51.8,922995,30,917283,38.4,1344330,1091200,160800,0,76506,898920,1171169,0,367462,479985,75543,5,367416,474340,75522,5,847452,40.6,1235961,51.8,27.5,841761,35.3,1251787,383336,77.3,328704,66.3,157298,156127,15275,4,715253,144212,523483
New York State,19888915,102238,128937,16552492,85087,16367372,106108,9589582,49.3,9455571,61.3,7324286,37.7,7272934,47.1,10400715,8394200,1094000,0,625200,7046524,8877665,3103,2960789,3752064,610796,637,2960272,3701558,610482,622,6713490,49.3,9455571,61.3,34.5,6662452,43.2,9589582,2634767,79.9,2283154,69.3,1107718,1051247,123832,357,4820099,146234,603399
Ohio,10911905,93351,119765,8690074,74343,8581117,94183,4820880,41.2,4750144,52.1,3990903,34.1,3954628,43.4,5765565,4549840,596500,0,306706,3723033,4652167,8168,1623271,2069130,296084,2418,1623102,2033139,295978,2409,3694819,41.2,4750144,52.1,31.6,3658650,40.2,4820880,1627789,79.5,1491482,72.9,683859,745090,61127,1406,3107812,151873,533245
Oklahoma,3794655,95898,126289,2750458,69509,2719471,90506,1547206,39.1,1528514,50.9,1218612,30.8,1206942,40.2,1941615,1650440,202600,0,72844,1284367,1393211,36,547615,598999,71976,22,547476,587507,71937,22,1146636,39.1,1528514,50.9,29,1135005,37.8,1547206,509751,80.3,430467,67.8,226790,190595,13076,6,937046,147536,597459
Oregon,4149115,98373,123811,3239343,76803,3199307,95468,1962341,46.5,1930609,57.6,1391319,33,1382374,41.3,2113995,1781320,253800,0,102269,1394037,1741346,1691,577874,712003,101146,296,577325,703923,100833,293,1290173,46.5,1930609,57.6,30.6,1281541,38.2,1962341,618543,80.7,557923,72.8,255296,269029,33439,159,1136371,148336,541603
Pennsylvania,13321225,104056,131019,10644951,83151,10546295,103727,6601129,51.6,6520877,64.1,4433300,34.6,4413954,43.4,6678945,5689780,952500,0,369547,4564476,5710652,276,1771690,2286913,374482,215,1771137,2268298,374308,211,4058818,51.6,6520877,64.1,31.7,4039646,39.7,6601129,2255453,94.2,1705426,71.3,800314,852908,52084,120,3921366,163843,556590
Puerto Rico,3356980,105113,128082,2042436,63952,2023701,77212,1280020,40.1,1262800,48.2,852404,26.7,850266,32.4,1704300,1464380,188300,0,70601,822366,1149191,278,307810,473879,70697,18,307760,471876,70612,18,781707,40.1,1262800,48.2,24.5,779654,29.7,1280020,400122,73.7,325405,59.9,150469,163272,11661,3,710151,130800,618310
Rhode Island,1253565,118332,146639,957795,90413,946922,110768,572337,54,563474,65.9,415637,39.2,413815,48.4,695565,499700,58300,0,38748,403796,515224,27,167413,209657,38561,6,167392,207870,38547,6,377076,54,563474,65.9,35.6,375268,43.9,572337,171434,91.7,156850,83.9,72605,79283,4960,2,324291,173375,670191
Republic of Palau,24600,137376,176129,20458,114246,20458,146474,12808,71.5,12808,91.7,9011,50.3,9011,64.5,0,20800,3800,0,1182,19275,1,0,7811,18,1182,0,7811,18,1182,0,7829,71.5,12808,91.7,43.7,7829,56.1,12808,1601,52.6,1494,49.1,1343,8,143,0,2911,95631,808147
South Carolina,4689915,91089,116158,3357973,65220,3326137,82380,1921015,37.3,1899312,47,1488726,28.9,1478452,36.6,2462655,1947960,279300,0,102733,1359502,1894681,1057,556238,832149,100131,208,555780,822554,99910,208,1388595,37.3,1899312,47,27,1378542,34.1,1921015,754281,80.5,642651,68.6,269259,354241,19009,142,1381874,147475,500512
South Dakota,905395,102344,135628,720317,81423,712190,106686,400536,45.3,395338,59.2,341966,38.7,338993,50.8,436995,412700,55700,0,19426,329105,371773,13,151201,171179,19576,10,151166,168248,19569,10,322390,45.3,395338,59.2,36.4,319424,47.8,400536,135008,88.9,124370,81.9,64391,57224,2750,5,253473,166900,596161
Tennessee,5596570,81951,105216,4204260,61563,4169274,78383,2399811,35.1,2375955,44.7,1802156,26.4,1791477,33.7,2862990,2386580,347000,0,113487,1830434,2254078,6261,760202,929488,110621,1845,760032,919108,110494,1843,1691535,35.1,2375955,44.7,24.8,1680983,31.6,2399811,844508,73.9,713995,62.4,366945,325645,20240,1165,1583274,138472,489470
Texas,27082705,93402,125406,19690275,67907,19404684,89853,11359643,39.2,11191267,51.8,8365487,28.9,8241491,38.2,14186445,11167160,1729100,0,681375,8629077,10379050,773,3509875,4187826,667167,619,3457850,4125753,657278,610,7700178,39.2,11191267,51.8,26.6,7586044,35.1,11359643,2886486,77.3,2434357,65.2,1021374,1218657,194146,180,5413299,144964,725256
Utah,2705330,84384,118927,2243163,69969,2197451,96601,1305141,40.7,1272018,55.9,827388,25.8,815476,35.8,1367730,1185100,152500,0,87922,975529,1179712,0,331023,411620,84744,1,330891,399939,84645,1,742644,40.7,1272018,55.9,23.2,730831,32.1,1305141,308411,84.3,207306,56.7,91078,105591,10637,0,576655,157611,739420
Virginia,8536635,100013,127896,7043683,82522,6935756,103912,4165000,48.8,4084015,61.2,3048290,35.7,3021009,45.3,4541355,3523780,471500,0,230672,2917667,3893445,1899,1221420,1597249,229028,593,1219857,1572225,228336,591,2819262,48.8,4084015,61.2,33,2792673,41.8,4165000,1145145,84.3,989173,72.8,476230,463065,49501,377,2096597,154286,628199
Veterans Health,6237435,N/A,N/A,5014775,N/A,5014141,N/A,2701616,N/A,2701145,N/A,2431850,N/A,2431670,N/A,2732535,2984700,520200,0,121095,2620685,2272993,2,1231493,1079340,121016,1,1231465,1079206,120998,1,2310834,N/A,2701145,N/A,0,2310672,0,2701616,1439544,0,1347475,0,753062,552455,41957,1,2745719,0,0
Virgin Islands,67350,64339,82486,64680,61788,63991,78372,34551,33,34161,41.8,27803,26.6,27556,33.7,44850,21700,800,0,390,21085,43205,0,9274,18119,410,0,9264,17884,408,0,27393,33,34161,41.8,26.2,27148,33.2,34551,11450,64.3,9718,54.6,4020,5530,168,0,21134,118757,378456
Vermont,733340,117525,143797,606172,97145,600335,117716,367932,59,363217,71.2,253677,40.7,252637,49.5,367380,319360,46600,0,27528,267213,310896,535,101504,124953,27038,182,101485,123951,27019,182,226639,59,363217,71.2,36.3,225618,44.2,367932,119820,95.8,107161,85.7,52622,53611,808,120,231990,185534,586489
Washington,7680690,100864,129047,6162034,80921,6092508,102364,3683465,48.4,3628783,61,2635610,34.6,2621246,44,4021290,3228900,430500,0,207311,2636062,3314900,3761,1078880,1348442,207333,955,1078683,1334392,207217,954,2428277,48.4,3628783,61,31.9,2414029,40.6,3683465,1038210,85.8,943618,78,435255,469544,38195,624,1963195,162285,634913
Wisconsin,5466295,93883,119984,4830952,82971,4767844,104654,2713044,46.6,2670966,58.6,2183603,37.5,2164863,47.5,2812095,2363300,290900,0,178461,2069622,2582381,488,883730,1127815,171843,215,883570,1109329,171752,212,2011760,46.6,2670966,58.6,34.6,1993111,43.7,2713044,884712,87,826492,81.2,404794,404138,17471,89,1737606,170815,537364
West Virginia,1670775,93228,116627,1197152,66800,1181046,82442,648151,36.2,638679,44.6,561952,31.4,555725,38.8,800475,767400,102900,0,19778,577191,600183,0,263125,277963,20786,78,262994,271893,20760,78,541166,36.2,638679,44.6,30.2,534965,37.3,648151,260244,70.9,236683,64.5,122352,110874,3412,45,494056,134616,455238
Wyoming,486635,84082,109350,363390,62788,360609,81031,198930,34.4,197156,44.3,165555,28.6,164651,37,218595,235940,32100,0,11688,176841,174661,200,76124,78388,11006,37,76115,77497,11002,37,154549,34.4,197156,44.3,26.7,153649,34.5,198930,72909,73.5,66592,67.1,34647,30123,1807,15,137896,139037,490663
