COVID-19 Vaccinations in the United States
Date generated: Sat Apr 10 2021 15:14:20 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Oklahoma,3099955,78342,103169,2235462,56494,2218916,73847,1368221,34.6,1355623,45.1,877403,22.2,873875,29.1,1522755,1402600,174600,0,51851,1029239,1154338,34,377462,448584,51337,20,377393,445151,51311,20,826066,34.6,1355623,45.1,20.9,822564,27.4,1368221,487198,76.7,383565,60.4,200027,173590,9943,5,869817,136951,488080
Oregon,2903425,68838,86639,2211938,52444,2202191,65714,1406840,33.4,1399261,41.8,867782,20.6,865486,25.8,1410825,1290500,202100,0,63056,1020034,1127566,1282,387820,417234,62510,218,387599,415269,62400,218,805272,33.4,1399261,41.8,19.1,803086,24,1406840,575132,75.1,410806,53.6,179007,203655,28033,111,951188,124163,378998
Pennsylvania,9242995,72200,90908,6920672,54059,6900939,67873,4607194,36,4591733,45.2,2512316,19.6,2507438,24.7,4508595,4012800,721600,0,164347,3117543,3638612,170,1048650,1293644,169866,156,1048419,1289040,169824,155,2342450,36,4591733,45.2,18.3,2337614,23,4607194,1918016,80.1,1141779,47.7,531203,584541,25941,94,3037669,126921,386193
Puerto Rico,2411390,75505,92004,1243126,38924,1242132,47392,807713,25.3,806827,30.8,472472,14.8,472291,18,1185990,1078000,147400,0,27846,501312,713710,258,178390,266114,27960,8,178367,265977,27939,8,444512,25.3,806827,30.8,13.9,444352,17,807713,331608,61.1,225527,41.5,101480,118225,5821,1,547597,100860,444145
Rhode Island,779635,73595,91200,667244,62986,665561,77856,403738,38.1,402325,47.1,280240,26.5,279966,32.7,392535,339700,47400,0,20135,307555,339530,24,126646,133599,19992,3,126641,133333,19989,3,260248,38.1,402325,47.1,24.6,259977,30.4,403738,161524,86.4,139903,74.8,65035,71627,3239,2,298773,159732,416815
Republic of Palau,21400,119506,153218,14045,78433,14045,100558,8468,47.3,8468,60.6,5919,33.1,5919,42.4,0,20800,600,0,197,13847,1,0,5708,14,197,0,5708,14,197,0,5722,47.3,8468,60.6,32,5722,41,8468,1459,47.9,1377,45.2,1278,8,91,0,2708,88962,703022
South Carolina,3452035,67047,85499,2539519,49323,2528331,62621,1610542,31.3,1600581,39.6,966695,18.8,965599,23.9,1788735,1434200,229100,0,73630,998031,1466803,1055,341178,553951,71362,204,341114,553034,71247,204,895333,31.3,1600581,39.6,17.4,894352,22.2,1610542,715335,76.3,565186,60.3,235208,315685,14153,140,1270079,135544,368405
South Dakota,727915,82282,109041,571138,64560,567982,85084,350432,39.6,347867,52.1,235316,26.6,234725,35.2,338715,339000,50200,0,12970,271675,286480,13,109977,112328,13006,5,109962,111757,13001,5,222310,39.6,347867,52.1,25.1,221724,33.2,350432,130371,85.8,114641,75.5,59079,53720,1840,2,240944,158650,479298
Tennessee,4505880,65980,84711,3122632,45725,3111645,58499,1976283,28.9,1966500,37,1158751,17,1157594,21.8,2192580,2032400,280900,0,83096,1415771,1619903,3862,503837,572281,81522,1111,503792,571272,81421,1109,1077229,28.9,1966500,37,15.8,1076173,20.2,1976283,792506,69.3,606890,53.1,309367,281579,15232,712,1414424,123704,394080
Texas,18984205,65472,87906,14219706,49040,14114914,65359,8883466,30.6,8816409,40.8,5264535,18.2,5224796,24.2,9679605,7983900,1320700,0,428781,6455798,7334457,670,2243997,2600020,419992,526,2227058,2580393,416822,522,4845352,30.6,8816409,40.8,16.7,4808777,22.3,8883466,2944869,78.9,2364830,63.3,1008003,1167929,188660,236,4731000,126693,508384
Utah,1942410,60588,85389,1614798,50369,1601078,70384,993103,31,981349,43.1,489175,15.3,487660,21.4,939510,878700,124200,0,56559,727421,830818,0,203367,231437,54371,0,203294,230038,54328,0,434804,31,981349,43.1,13.6,433332,19,993103,292277,79.9,182164,49.8,77980,95946,8238,0,535872,146464,530899
Virginia,5850555,68544,87653,4849229,56812,4824215,72276,3163043,37.1,3142055,47.1,1816153,21.3,1811834,27.1,2973555,2527600,349400,0,154358,2140733,2552961,1177,768239,893905,153652,357,767882,890319,153276,357,1662501,37.1,3142055,47.1,19.5,1658558,24.8,3163043,1062917,78.2,805155,59.3,380397,383813,40700,245,1832924,134882,430534
Veterans Health,5511825,N/A,N/A,4294334,N/A,4294127,N/A,2468077,N/A,2467936,N/A,1906777,N/A,1906707,N/A,2413125,2652200,446500,0,82499,2271014,1940819,2,973840,850478,82458,1,973819,850434,82453,1,1824319,N/A,2467936,N/A,0,1824254,0,2468077,1376195,0,1208848,0,675325,504160,29362,1,2556211,0,0
Virgin Islands,62540,59744,76595,49329,47124,48913,59906,28133,26.9,27893,34.2,19216,18.4,19089,23.4,41340,20500,700,0,228,17522,31579,0,7103,11879,234,0,7098,11757,234,0,18982,26.9,27893,34.2,18.1,18855,23.1,28133,9756,54.8,7201,40.5,3264,3829,108,0,16983,95432,351427
Vermont,501360,80348,98309,394597,63238,393441,77148,246275,39.5,245316,48.1,151206,24.2,151012,29.6,243360,227200,30800,0,11463,183615,199253,266,65791,74159,11175,81,65780,73982,11169,81,140031,39.5,245316,48.1,22.4,139843,27.4,246275,113307,90.6,83176,66.5,36807,46137,178,54,201188,160900,400963
Washington,5380020,70651,90393,4256546,55898,4240940,71254,2666750,35,2653849,44.6,1688076,22.2,1685374,28.3,2651220,2379800,349000,0,126615,1874669,2252259,3003,702442,858314,126676,644,702363,855748,126619,644,1561400,35,2653849,44.6,20.5,1558755,26.2,2666750,984861,81.4,822917,68,373688,417881,30896,452,1793031,148218,444732
Wisconsin,3960825,68027,86940,3461130,59445,3443892,75593,2177355,37.4,2162762,47.5,1353739,23.3,1351580,29.7,1945125,1765200,250500,0,115861,1530570,1814291,408,561972,679398,112187,182,561913,677361,112126,180,1241552,37.4,2162762,47.5,21.3,1239454,27.2,2177355,844078,83,717059,70.5,348193,356779,12011,76,1576933,155020,389369
West Virginia,1330625,74248,92883,995174,55530,988786,69021,590844,33,585258,40.9,411020,22.9,410336,28.6,619125,627500,84000,0,16828,480149,498197,0,185434,208370,17180,36,185359,207785,17156,36,393840,33,585258,40.9,22,393180,27.4,590844,250345,68.2,209624,57.1,104817,101947,2839,21,460053,125351,362557
Wyoming,447855,77382,100636,289028,49939,288122,64743,169409,29.3,168689,37.9,120246,20.8,120070,27,204555,215600,27700,0,7578,142214,139098,138,56036,57190,6995,25,56032,57020,6993,25,113251,29.3,168689,37.9,19.6,113077,25.4,169409,69282,69.9,59991,60.5,30997,27797,1184,13,128468,129531,451562
