COVID-19 Vaccinations in the United States
Date generated: Sun Apr 11 2021 15:14:37 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3009640,N/A,N/A,2251636,N/A,2242456,N/A,1430366,N/A,1422765,N/A,793818,N/A,792536,N/A,1601340,1252200,156100,0,40285,1018960,1191992,399,337785,418663,37370,0,337750,417427,37359,0,756448,N/A,1422765,N/A,0,755177,0,1430366,146863,0,95540,0,32676,61038,1826,0,248157,0,0
Delaware,729185,74883,94676,561531,57666,559238,72610,362848,37.3,361039,46.9,201012,20.6,200865,26.1,371085,310500,47600,0,17603,232441,311316,171,75850,107418,17672,72,75835,107297,17661,72,183340,37.3,361039,46.9,18.8,183204,23.8,362848,156555,82.9,117367,62.1,48686,63059,5579,43,275778,145987,386004
Florida,15878475,73930,92061,11639845,54195,11611642,67322,7204496,33.5,7179888,41.6,4392045,20.4,4388557,25.4,8023275,6771800,1083400,0,412608,5300954,5909208,17075,1873771,2103779,408927,5568,1873175,2101082,408732,5568,3983118,33.5,7179888,41.6,18.5,3979825,23.1,7204496,3575342,79.5,2764542,61.5,1371074,1281626,107202,4640,6616293,147116,353064
Federated States of Micronesia,63200,60979,78177,27360,26398,27346,33826,16743,16.2,16729,20.7,10663,10.3,10663,13.2,0,61600,1600,0,10,27350,0,0,10632,20,11,0,10632,20,11,0,10652,16.2,16729,20.7,10.3,10652,13.2,16743,1555,8.8,1112,6.3,1103,5,4,0,2638,14972,358704
Georgia,7197345,67788,88708,4664737,43935,4636742,57148,3058311,28.8,3031648,37.4,1591591,15,1590144,19.6,3629145,3144000,424200,0,102348,2222200,2339909,280,767014,724103,100294,180,766925,722911,100128,180,1491297,28.8,3031648,37.4,14,1490016,18.4,3058311,1089421,71.8,837000,55.2,477444,346062,13384,110,1983527,130757,474460
Guam,129900,78363,100465,99244,59869,97959,75762,63481,38.3,62225,48.1,35792,21.6,35765,27.7,74100,53200,2600,0,817,42274,56153,0,16754,18218,820,0,16752,18193,820,0,34972,38.3,62225,48.1,21.1,34945,27,63481,12899,45.8,10478,37.2,4521,5888,69,0,23476,83304,460949
Hawaii,1140130,80525,102162,817817,57761,814720,73003,503280,35.5,500215,44.8,335003,23.7,334337,30,615030,461100,64000,0,15329,289888,418840,93760,115825,185479,15657,18042,115763,184943,15606,18025,319346,35.5,500215,44.8,22.6,318731,28.6,503280,176837,65.9,130387,48.6,52480,72770,3728,1409,301646,112367,424712
Iowa,2240975,71028,92288,1854009,58763,1845902,76018,1157297,36.7,1150509,47.4,755255,23.9,753909,31,1069575,1013700,157700,0,63968,908831,881091,119,365578,325991,63651,35,365563,324691,63620,35,691604,36.7,1150509,47.4,21.9,690289,28.4,1157297,453534,82,385364,69.7,207248,172981,5109,26,836717,151318,405273
Idaho,1165795,65235,87073,889862,49795,889826,66461,537311,30.1,537250,40.1,362093,20.3,362070,27,573495,514100,78200,0,25753,409552,454177,380,160912,175519,25548,114,160909,175508,25539,114,336545,30.1,537250,40.1,18.8,336531,25.1,537311,214670,73.9,186309,64.1,86774,93507,5981,47,399069,137293,401072
Indian Health Svc,1623385,77942,N/A,1082899,51992,1063171,N/A,654163,31.4,641141,N/A,436042,20.9,429381,N/A,683085,878700,61600,0,14596,607334,460969,0,231266,190317,14459,0,231144,183797,14440,0,421583,31.4,641141,N/A,20.2,414941,0,654163,139344,0,105443,0,59876,44009,1558,0,246171,0,0
Illinois,9270385,73157,94078,7185009,56701,7150188,72562,4732641,37.3,4702673,47.7,2638915,20.8,2632960,26.7,4618185,3985300,666900,0,224827,3219963,3736590,3629,1142843,1270893,223971,1208,1142307,1266198,223249,1206,2414944,37.3,4702673,47.7,19.1,2409711,24.5,4732641,1612497,78.9,1109658,54.3,518159,552644,38095,760,2684105,131366,453712
Indiana,4286610,63673,83006,3301186,49036,3292775,63761,2020564,30,2013075,39,1356734,20.2,1356040,26.3,2082210,1891400,313000,0,102553,1432757,1760486,5390,558067,694690,102163,1814,558026,694085,102115,1814,1254571,30,2013075,39,18.6,1253925,24.3,2020564,816153,75.2,717456,66.1,365503,337874,12831,1248,1542177,142039,394809
Kansas,2141475,73506,96765,1600435,54935,1591826,71929,1071232,36.8,1062557,48,634261,21.8,633059,28.6,1022775,982000,136700,0,43326,774306,782519,284,302706,287484,43951,120,302677,286340,43922,120,590310,36.8,1062557,48,20.3,589137,26.6,1071232,400486,84.2,306227,64.4,150142,147580,8430,75,678131,142618,450375
Kentucky,3130125,70062,90341,2525215,56522,2514445,72571,1595893,35.7,1587241,45.8,1027903,23,1026373,29.6,1535625,1385500,209000,0,87547,1161131,1276326,211,451347,491431,84967,158,451313,489978,84924,158,942936,35.7,1587241,45.8,21.1,941449,27.2,1595893,574407,76.5,447718,59.7,199661,226178,21776,103,983703,131062,417036
Louisiana,3279090,70536,92079,2279467,49034,2270953,63770,1363546,29.3,1356204,38.1,943720,20.3,942630,26.5,1630590,1442800,205700,0,78571,1028289,1171670,937,375574,492126,75563,457,375536,491128,75510,456,868157,29.3,1356204,38.1,18.7,867120,24.3,1363546,534548,72.1,459342,62,207889,236949,14414,90,1000620,135032,442509
Massachusetts,5331330,77350,96239,4461283,64727,4438370,80119,2891527,42,2872209,51.8,1687323,24.5,1683557,30.4,2623530,2346300,361500,0,143161,2060631,2257423,68,760716,783215,143378,14,760506,779948,143089,14,1543945,42,2872209,51.8,22.4,1540468,27.8,2891527,1012943,86.6,775248,66.3,354635,374057,46546,10,1741130,148900,455930
Maryland,4475360,74026,94998,3513930,58123,3497537,74242,2285293,37.8,2271458,48.2,1398541,23.1,1396109,29.6,2232360,1936300,306700,0,143827,1584430,1783485,2188,597863,659913,140153,612,597806,657598,140093,612,1258388,37.8,2271458,48.2,20.8,1256016,26.7,2285293,763435,79.6,595358,62.1,285664,274784,34625,285,1307860,136321,466477
Maine,1037000,77146,94671,883051,65693,881682,80492,574339,42.7,573188,52.3,368643,27.4,368386,33.6,487500,475100,74400,0,52343,399494,431139,75,152863,163374,52384,22,152839,163157,52368,22,316259,42.7,573188,52.3,23.5,316018,28.9,574339,250069,87.7,205439,72,88249,100878,16303,9,436851,153139,363522
Marshall Islands,51300,87823,112594,23003,39380,22962,50397,13333,22.8,13298,29.2,9624,16.5,9616,21.1,0,40500,10800,0,0,23003,0,0,9619,2,3,0,9611,2,3,0,9621,22.8,13298,29.2,16.5,9613,21.1,13333,863,8.7,639,6.4,637,0,2,0,1503,15136,516616
Michigan,7025100,70343,89572,5372960,53800,5350070,68215,3418037,34.2,3396250,43.3,2175595,21.8,2173867,27.7,3467100,3075400,482600,0,162525,2416563,2792647,1225,922228,1087552,165361,454,922128,1086010,165275,454,2010234,34.2,3396250,43.3,20.1,2008592,25.6,3418037,1311290,74.3,1104111,62.5,545624,522317,35858,312,2353570,133316,397932
Minnesota,3777940,66989,87120,3312268,58732,3297604,76043,2097594,37.2,2084920,48.1,1359032,24.1,1356782,31.3,1870440,1652900,254600,0,122703,1483357,1705988,220,565731,668242,125005,54,565672,666109,124947,54,1234027,37.2,2084920,48.1,21.9,1231835,28.4,2097594,775431,84.3,673234,73.1,283148,355233,34831,22,1397046,151790,410475
Missouri,4246325,69187,89080,3083405,50239,3074084,64489,1869805,30.5,1862728,39.1,1201809,19.6,1200528,25.2,2167425,1824000,254900,0,81985,1267966,1733124,330,473693,645267,82800,49,473626,644114,82740,48,1119009,30.5,1862728,39.1,18.2,1117788,23.4,1869805,751041,70.7,592920,55.8,272234,300629,20035,22,1362608,128301,399828
Northern Mariana Islands,62910,110597,141791,32229,56659,31927,71960,18670,32.8,18385,41.4,13589,23.9,13572,30.6,42510,17800,2600,0,43,4179,28007,0,1830,11715,44,0,1830,11698,44,0,13545,32.8,18385,41.4,23.8,13528,30.5,18670,2304,23.8,2178,22.5,320,1819,39,0,4445,45967,650569
Mississippi,2074625,69708,91090,1337659,44946,1333869,58566,817143,27.5,813766,35.7,556642,18.7,556215,24.4,993525,943200,137900,0,37765,660452,638607,835,266667,252949,37007,19,266637,252578,36981,19,519635,27.5,813766,35.7,17.5,519234,22.8,817143,333145,68.5,266111,54.7,141314,114410,10382,5,583548,119901,426270
Montana,826055,77290,98318,622560,58250,618417,73604,382817,35.8,379499,45.2,255330,23.9,254525,30.3,387855,380800,57400,0,16743,307611,298056,150,123454,115332,16500,44,123425,114565,16491,44,238830,35.8,379499,45.2,22.3,238034,28.3,382817,153843,74.5,125962,61,61458,60199,4281,24,274161,132806,400149
North Carolina,7482530,71343,91391,5527176,52700,5495722,67124,3468529,33.1,3441789,42,2164920,20.6,2159904,26.4,3809130,3157100,516300,0,175449,2363693,2987705,329,851958,1139839,173096,27,851621,1135635,172621,27,1991824,33.1,3441789,42,19,1987283,24.3,3468529,1294840,73.9,1084568,61.9,509843,553870,20834,21,2404887,137336,427306
North Dakota,547170,71801,94033,484807,63618,481375,82726,276426,36.3,274003,47.1,198260,26,197471,33.9,262470,254600,30100,0,18954,215331,250522,0,84757,96801,16702,0,84720,96103,16648,0,181558,36.3,274003,47.1,23.8,180823,31.1,276426,94908,79.2,80734,67.4,39785,38467,2482,0,181129,151136,456565
Nebraska,1397550,72247,95832,1108135,57285,1104006,75703,699806,36.2,696303,47.7,439263,22.7,438577,30.1,703950,598600,95000,0,35984,496804,573291,2056,189645,212563,36485,570,189610,211923,36474,570,402778,36.2,696303,47.7,20.8,402103,27.6,699806,252751,80.9,216417,69.3,102226,110816,2932,443,471484,150895,447276
New Hampshire,1003555,73806,90864,922666,67858,918332,83148,662538,48.7,658908,59.7,313700,23.1,313079,28.3,469755,453300,80500,0,25873,426974,469792,27,154702,132042,26948,8,154575,131564,26932,8,286752,48.7,658908,59.7,21.1,286147,25.9,662538,269609,99.9,164203,64.7,78328,75905,9966,4,413033,162699,395312
New Jersey,6362455,71632,91630,5495689,61873,5464202,78694,3619470,40.7,3595057,51.8,2236169,25.2,2228789,32.1,3230955,2711500,420000,0,200971,2501204,2793039,475,959950,1074155,202047,17,959832,1066969,201972,16,2034122,40.7,3595057,51.8,22.9,2026817,29.2,3619470,1159069,78.6,862942,58.5,398188,413794,50950,10,1927824,130653,431196
New Mexico,1710565,81579,105526,1477908,70483,1466015,90439,920834,43.9,912136,56.3,604216,28.8,599255,37,874965,723800,111800,0,38804,655428,781752,1924,240415,325323,37951,527,240305,320535,37888,527,566265,43.9,912136,56.3,27,561367,34.6,920834,306617,81.2,225520,59.7,100095,113845,11259,321,515203,136439,453003
Nevada,2014340,65397,84370,1615552,52450,1609738,67423,1006304,32.7,1001118,41.9,624316,20.3,623773,26.1,1008540,869500,136300,0,54128,685317,876107,0,248124,322684,53505,3,248099,322181,53490,3,570811,32.7,1001118,41.9,18.5,570283,23.9,1006304,360766,72.7,285646,57.6,133065,140650,11929,2,652423,131544,406140
New York State,14459595,74329,93740,11811282,60715,11766751,76282,7378953,37.9,7343745,47.6,4696961,24.1,4687406,30.4,7416045,6174300,869250,0,442917,5262593,6103836,1936,1955609,2301962,438984,406,1955320,2292897,438784,405,4257977,37.9,7343745,47.6,21.9,4248622,27.5,7378953,2377448,72.1,1877980,57,899052,880780,97907,241,4168925,126479,438682
Ohio,8322065,71195,91340,6459111,55258,6423578,70503,4051299,34.7,4018917,44.1,2524316,21.6,2521772,27.7,4267965,3585300,468800,0,226858,2903887,3322759,5607,1100574,1201105,221054,1583,1100509,1198712,220973,1578,2303262,34.7,4018917,44.1,19.7,2300799,25.3,4051299,1538834,75.2,1309466,64,599464,657452,51544,1006,2833522,138469,406684
Oklahoma,3123625,78940,103957,2273840,57464,2256667,75104,1386123,35,1373202,45.7,902370,22.8,898549,29.9,1535625,1405300,182700,0,57369,1048909,1167528,34,389502,456064,56784,20,389425,452350,56754,20,845586,35,1373202,45.7,21.4,841795,28,1386123,489538,77.1,387579,61,202342,174505,10727,5,875404,137830,491807
Oregon,2927765,69416,87365,2266230,53731,2255857,67315,1437634,34.1,1429482,42.7,897440,21.3,895053,26.7,1424865,1290600,212300,0,68608,1043437,1152879,1306,401438,427734,68046,222,401208,425719,67904,222,829394,34.1,1429482,42.7,19.7,827149,24.7,1437634,578730,75.5,428207,55.9,188388,210785,28921,113,971216,126777,382175
Pennsylvania,9541785,74534,93847,7457814,58255,7433096,73107,4926401,38.5,4906547,48.3,2775652,21.7,2770189,27.2,4703985,4059800,778000,0,220195,3299679,3937757,183,1123252,1427472,224769,159,1123011,1422327,224693,158,2550883,38.5,4906547,48.3,19.9,2545496,25,4926401,1983495,82.9,1242779,51.9,569996,638533,34153,97,3198235,133629,398677
Puerto Rico,2426730,75985,92589,1276169,39959,1275012,48647,827538,25.9,826476,31.5,489472,15.3,489285,18.7,1200030,1078800,147900,0,29877,513115,732919,258,183033,276442,29989,8,183010,276299,29968,8,459483,25.9,826476,31.5,14.4,459317,17.5,827538,334430,61.6,232355,42.8,104397,121833,6124,1,556886,102571,446971
Rhode Island,803105,75810,93945,680525,64239,678704,79393,412815,39,411265,48.1,287291,27.1,287006,33.6,393705,357400,52000,0,22562,311938,346001,24,128886,135969,22433,3,128881,135695,22427,3,264858,39,411265,48.1,25,264579,30.9,412815,162314,86.8,141538,75.7,66009,71966,3561,2,300682,160753,429362
Republic of Palau,21400,119506,153218,14045,78433,14045,100558,8470,47.3,8470,60.6,5919,33.1,5919,42.4,0,20800,600,0,197,13847,1,0,5708,14,197,0,5708,14,197,0,5722,47.3,8470,60.6,32,5722,41,8470,1459,47.9,1377,45.2,1278,8,91,0,2708,88962,703022
South Carolina,3494775,67877,86557,2591420,50331,2579342,63884,1635813,31.8,1625043,40.2,998461,19.4,997265,24.7,1802775,1447000,245000,0,79737,1018577,1492051,1055,352055,568942,77257,207,351988,567944,77126,207,921204,31.8,1625043,40.2,17.9,920139,22.8,1635813,718663,76.7,571682,61,237623,318794,15125,140,1279007,136497,372966
South Dakota,740285,83680,110894,584224,66039,580845,87010,357294,40.4,354531,53.1,243221,27.5,242602,36.3,339885,347800,52600,0,14737,277191,292283,13,113620,114880,14716,5,113602,114285,14710,5,228505,40.4,354531,53.1,25.8,227892,34.1,357294,130950,86.2,115982,76.4,59831,54076,2073,2,242539,159701,487443
Tennessee,4635700,67881,87152,3189476,46704,3177374,59735,2013257,29.5,2002531,37.6,1192566,17.5,1191245,22.4,2293200,2043900,298600,0,89743,1441026,1654725,3982,518034,585795,87587,1150,517985,584629,87483,1148,1104979,29.5,2002531,37.6,16.2,1103762,20.8,2013257,797331,69.7,616035,53.9,314804,284264,16225,742,1427977,124889,405434
Texas,19312495,66604,89426,14685955,50648,14572287,67477,9143541,31.5,9071053,42,5502168,19,5458548,25.3,9734595,8108300,1469600,0,471254,6624060,7589962,679,2326095,2714529,461009,535,2307654,2693009,457354,531,5042065,31.5,9071053,42,17.4,5002093,23.2,9143541,3031084,81.2,2471574,66.2,1044882,1219366,207085,240,4818989,129049,517175
Utah,1954460,60963,85919,1662200,51847,1647155,72410,1019257,31.8,1006307,44.2,515323,16.1,513678,22.6,945360,879900,129200,0,62793,742716,856691,0,212045,243128,60150,0,211971,241606,60101,0,455173,31.8,1006307,44.2,14.2,453577,19.9,1019257,293862,80.3,185234,50.6,79345,97056,8833,0,540171,147639,534192
Virginia,5965125,69886,89370,4960277,58113,4933138,73908,3230909,37.9,3208058,48.1,1874243,22,1869544,28,2998125,2586500,380500,0,168459,2175650,2614965,1203,785979,919959,167940,365,785606,916065,167508,365,1706303,37.9,3208058,48.1,20,1702036,25.5,3230909,1069853,78.7,819296,60.3,387363,389286,42398,249,1852339,136311,438965
Veterans Health,5511825,N/A,N/A,4357680,N/A,4357464,N/A,2492473,N/A,2492323,N/A,1952898,N/A,1952827,N/A,2413125,2652200,446500,0,89611,2300563,1967504,2,995408,867928,89561,1,995387,867884,89555,1,1863337,N/A,2492323,N/A,0,1863272,0,2492473,1382937,0,1224103,0,684036,508227,31839,1,2575661,0,0
Virgin Islands,62540,59744,76595,50238,47992,49801,60993,28483,27.2,28234,34.6,19750,18.9,19613,24,41340,20500,700,0,228,17685,32325,0,7227,12284,239,0,7222,12152,239,0,19511,27.2,28234,34.6,18.6,19374,23.7,28483,9848,55.3,7346,41.3,3309,3929,108,0,17219,96758,351427
Vermont,515960,82687,101172,406472,65141,405264,79466,252500,40.5,251499,49.3,158310,25.4,158106,31,243360,234100,38500,0,12992,187928,205285,267,67993,77531,12705,81,67982,77344,12699,81,145605,40.5,251499,49.3,23.3,145407,28.5,252500,113703,90.9,85363,68.3,38222,46891,196,54,203813,163000,412639
Washington,5514040,72411,92644,4343950,57045,4327374,72707,2719974,35.7,2706329,45.5,1737090,22.8,1734159,29.1,2775240,2380400,358400,0,141749,1900966,2298190,3045,714469,880109,141860,652,714387,877321,141799,652,1595230,35.7,2706329,45.5,20.9,1592360,26.8,2719974,989166,81.8,833294,68.9,377712,422634,32492,456,1806257,149312,455810
Wisconsin,3999985,68700,87799,3558061,61110,3538720,77674,2231148,38.3,2214769,48.6,1410339,24.2,1407890,30.9,1966185,1766900,266900,0,132285,1569286,1856077,413,582781,699670,127711,177,582719,697348,127647,176,1282628,38.3,2214769,48.6,22,1280243,28.1,2231148,848266,83.4,731181,71.9,356376,361377,13352,76,1594317,156729,393218
West Virginia,1386215,77349,96764,1016392,56714,1009324,70455,598209,33.4,592130,41.3,426351,23.8,425507,29.7,627315,665400,93500,0,17819,487986,510587,0,191710,216339,18265,37,191632,215597,18241,37,408086,33.4,592130,41.3,22.8,407266,28.4,598209,251473,68.5,212495,57.9,106483,103026,2964,22,463595,126316,377704
Wyoming,450525,77843,101236,289340,49993,288430,64812,169683,29.3,168959,38,120534,20.8,120356,27,205725,216200,28600,0,7655,142446,139101,138,56199,57212,7098,25,56195,57040,7096,25,113436,29.3,168959,38,19.6,113260,25.5,169683,69331,69.9,60089,60.6,31078,27799,1199,13,128560,129624,454254
