COVID-19 Vaccinations in the United States
Date generated: Fri Apr 09 2021 15:14:45 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2918190,N/A,N/A,2167093,N/A,2158780,N/A,1369209,N/A,1362299,N/A,765501,N/A,764386,N/A,1536990,1225800,155400,0,33541,986529,1146624,399,331142,403733,30626,0,331108,402663,30615,0,734875,N/A,1362299,N/A,0,733771,0,1369209,143983,0,93812,0,32174,60190,1448,0,243741,0,0
Delaware,708185,72727,91949,536623,55108,534719,69427,349683,35.9,348187,45.2,187560,19.3,187439,24.3,359385,305600,43200,0,15176,223860,297418,169,72668,99434,15387,71,72654,99335,15379,71,172173,35.9,348187,45.2,17.7,172060,22.3,349683,154765,81.9,112265,59.4,47213,59738,5272,42,269114,142459,374888
Florida,15300445,71239,88710,11101262,51687,11079888,64239,6887386,32.1,6869063,39.8,4111383,19.1,4108404,23.8,7568145,6729400,1002900,0,341992,5091369,5651803,16098,1779450,1987750,338911,5272,1778858,1985522,338752,5272,3772472,32.1,6869063,39.8,17.6,3769652,21.9,6887386,3537785,78.7,2676632,59.5,1319877,1254950,97383,4422,6495361,144427,340211
Federated States of Micronesia,63200,60979,78177,26726,25787,26712,33042,16402,15.8,16388,20.3,10355,10,10355,12.8,0,61600,1600,0,0,26726,0,0,10334,20,1,0,10334,20,1,0,10354,15.8,16388,20.3,10,10354,12.8,16402,1532,8.7,1087,6.2,1082,5,0,0,2594,14723,358704
Georgia,6990615,65841,86160,4541621,42775,4516205,55663,2983960,28.1,2959669,36.5,1536865,14.5,1535646,18.9,3489915,3123600,377100,0,96420,2182406,2262518,277,747571,695022,94096,176,747484,694048,93938,176,1442769,28.1,2959669,36.5,13.6,1441708,17.8,2983960,1081975,71.3,825302,54.4,471085,341556,12554,107,1964821,129524,460832
Guam,129900,78363,100465,97187,58628,95972,74225,62313,37.6,61125,47.3,34813,21,34788,26.9,74100,53200,2600,0,720,41830,54637,0,16594,17498,721,0,16592,17475,721,0,34092,37.6,61125,47.3,20.6,34067,26.3,62313,12823,45.5,10361,36.8,4505,5795,61,0,23292,82651,460949
Hawaii,1122660,79291,100596,798942,56428,796041,71330,495709,35,492772,44.2,322180,22.8,321592,28.8,602160,457900,62600,0,14273,283714,407195,93760,112313,177294,14531,18042,112254,176827,14486,18025,307649,35,492772,44.2,21.7,307106,27.5,495709,175702,65.5,126245,47,51600,69610,3626,1409,296510,110453,418204
Iowa,2172805,68867,89481,1765354,55953,1759202,72448,1098646,34.8,1093678,45,712554,22.6,711325,29.3,1056705,981200,134900,0,50068,877103,838064,119,349901,312630,49989,34,349886,311435,49970,34,662565,34.8,1093678,45,21,661355,27.2,1098646,448984,81.2,374132,67.7,199494,170708,3904,26,822008,148658,392945
Idaho,1117825,62551,83491,855028,47845,854992,63860,517824,29,517767,38.7,343296,19.2,343276,25.6,537225,512000,68600,0,21876,397690,435100,362,155265,166246,21677,108,155263,166236,21669,108,321619,29,517767,38.7,18,321607,24,517824,212624,73.1,181711,62.5,84154,92063,5450,44,392914,135175,384568
Indian Health Svc,1605835,77099,N/A,1055456,50675,1036651,N/A,643727,30.9,631102,N/A,416648,20,410537,N/A,665535,878700,61600,0,13053,592323,450080,0,220882,182876,12890,0,220770,176894,12873,0,403758,30.9,631102,N/A,19.4,397664,0,643727,138428,0,103686,0,58778,43485,1423,0,243734,0,0
Illinois,8911325,70324,90434,6860904,54143,6830505,69317,4529802,35.7,4504032,45.7,2469095,19.5,2463938,25,4491825,3875800,543700,0,179823,3100267,3577380,3434,1082369,1207170,178420,1136,1081904,1203001,177899,1134,2290675,35.7,4504032,45.7,18.1,2286039,23.2,4529802,1588765,77.8,1059574,51.9,494207,531521,33130,716,2614641,127966,436139
Indiana,4203150,62433,81389,3158259,46913,3152834,61051,1932011,28.7,1927173,37.3,1298097,19.3,1297474,25.1,2061150,1882400,259600,0,93604,1383959,1675625,5071,538451,664580,93357,1709,538413,664038,93314,1709,1204740,28.7,1927173,37.3,17.9,1204160,23.3,1932011,808971,74.5,705105,64.9,360426,331739,11755,1185,1523257,140296,387122
Kansas,2069155,71024,93497,1523795,52305,1516613,68530,1028901,35.3,1021632,46.2,593710,20.4,592642,26.8,968955,975200,125000,0,36621,747472,739424,278,287266,269130,37194,120,287238,268110,37174,120,556516,35.3,1021632,46.2,19.1,555468,25.1,1028901,395396,83.2,293355,61.7,145266,140509,7505,75,659070,138609,435165
Kentucky,3039575,68035,87727,2414960,54054,2405755,69434,1541820,34.5,1534453,44.3,953326,21.3,952096,27.5,1494675,1355800,189100,0,68163,1119320,1227276,201,424752,462577,65852,145,424723,461413,65815,145,887474,34.5,1534453,44.3,19.9,886281,25.6,1541820,566496,75.5,428395,57.1,190810,219016,18476,93,959651,127857,404972
Louisiana,3124520,67211,87739,2199349,47310,2191949,61551,1326416,28.5,1319930,37.1,893502,19.2,892666,25.1,1547520,1388400,188600,0,68212,991469,1138737,931,353733,473434,65881,454,353696,472684,65833,453,827621,28.5,1319930,37.1,17.8,826833,23.2,1326416,529496,71.5,450316,60.8,202590,234427,13212,87,987423,133252,421650
Massachusetts,5132600,74466,92651,4252091,61692,4232615,76405,2760594,40.1,2744302,49.5,1580322,22.9,1577083,28.5,2566200,2256700,309700,0,114866,1996275,2140883,67,730487,734697,115127,11,730290,731837,114945,11,1465195,40.1,2744302,49.5,21.3,1462138,26.4,2760594,1001871,85.7,746755,63.9,340697,362483,43568,7,1704692,145783,438934
Maryland,4301460,71149,91307,3330227,55084,3316465,70398,2178797,36,2167210,46,1300334,21.5,1298294,27.6,2162160,1874800,264500,0,119257,1521506,1687396,2068,569077,614039,116637,581,569020,612105,116588,581,1183697,36,2167210,46,19.6,1181706,25.1,2178797,752776,78.5,565065,58.9,270839,262234,31720,272,1269446,132317,448351
Maine,998660,74293,91171,829113,61680,828346,75622,540200,40.2,539638,49.3,336903,25.1,336659,30.7,473460,456500,68700,0,40571,382172,406301,69,142862,153372,40648,21,142838,153165,40635,21,296255,40.2,539638,49.3,22,296024,27,540200,247444,86.7,195102,68.4,83075,97097,14921,9,425276,149081,350082
Marshall Islands,51300,87823,112594,22507,38531,22467,49311,13203,22.6,13168,28.9,9257,15.8,9250,20.3,0,40500,10800,0,0,22507,0,0,9253,2,2,0,9246,2,2,0,9255,22.6,13168,28.9,15.8,9248,20.3,13203,855,8.6,623,6.3,621,0,2,0,1478,14884,516616
Michigan,6843720,68527,87260,5112551,51193,5095468,64969,3259375,32.6,3243140,41.4,2039778,20.4,2038393,26,3392220,3010100,441400,0,131931,2332076,2648544,0,869796,1035647,134242,93,869703,1034423,134174,93,1905536,32.6,3243140,41.4,19.1,1904219,24.3,3259375,1294642,73.3,1068642,60.5,525016,512315,31237,74,2306097,130627,387658
Minnesota,3713950,65854,85644,3187097,56512,3174700,73209,2025504,35.9,2014811,46.5,1286847,22.8,1284937,29.6,1838850,1638700,236400,0,106490,1439203,1641202,202,539416,639409,107970,52,539360,637608,107917,52,1178877,35.9,2014811,46.5,20.9,1177020,27.1,2025504,770649,83.7,657297,71.4,274737,348918,33620,22,1377596,149677,403523
Missouri,4059295,66140,85157,2970903,48406,2963018,62159,1811686,29.5,1805770,37.9,1139410,18.6,1138302,23.9,2086695,1736800,235800,0,71820,1230483,1668274,326,454013,612510,72840,47,453953,611518,72785,46,1066570,29.5,1805770,37.9,17.4,1065517,22.4,1811686,743121,70,574923,54.1,265130,291114,18658,21,1338159,125999,382218
Northern Mariana Islands,62910,110597,141791,31237,54915,30963,69787,18204,32,17947,40.5,13062,23,13045,29.4,42510,17800,2600,0,43,4034,27160,0,1701,11317,44,0,1701,11300,44,0,13018,32,17947,40.5,22.9,13001,29.3,18204,2297,23.8,2145,22.2,310,1796,39,0,4405,45553,650569
Mississippi,2005305,67379,88046,1289701,43335,1286388,56481,793569,26.7,790562,34.7,528936,17.8,528625,23.2,951405,930500,123400,0,34236,639818,614858,789,252316,243133,33469,18,252287,242875,33445,18,495467,26.7,790562,34.7,16.6,495180,21.7,793569,328661,67.5,257897,53,136171,112220,9501,5,571757,117478,412027
Montana,788065,73735,93796,596472,55809,592936,70572,368338,34.5,365523,43.5,240928,22.5,240231,28.6,367965,368700,51400,0,14157,297988,284181,146,117279,109629,13977,43,117251,108969,13968,43,226951,34.5,365523,43.5,21.2,226263,26.9,368338,152112,73.7,121583,58.9,59380,58340,3840,23,268789,130204,381746
North Carolina,7170880,68372,87585,5292280,50460,5265444,64312,3357860,32,3334535,40.7,2016649,19.2,2012905,24.6,3580980,3118200,471700,0,148777,2275811,2867363,329,800217,1069694,146711,27,799935,1066566,146377,27,1869938,32,3334535,40.7,17.8,1866528,22.8,3357860,1284897,73.4,1064514,60.8,500702,544913,18878,21,2376456,135713,409509
North Dakota,535460,70265,92021,462999,60756,460108,79071,268305,35.2,266183,45.7,182852,24,182282,31.3,258960,247000,29500,0,15353,208575,239071,0,80359,88959,13534,0,80328,88446,13508,0,169318,35.2,266183,45.7,22.2,168774,29,268305,94041,78.5,79412,66.3,39205,38108,2099,0,179501,149778,446794
Nebraska,1341650,69357,91999,1076467,55648,1072797,73563,677348,35,674275,46.2,426200,22,425560,29.2,680550,574400,86700,0,32618,486926,554895,2028,185526,206973,33142,559,185491,206378,33132,559,393058,35,674275,46.2,20.3,392428,26.9,677348,250928,80.3,213019,68.2,100253,109697,2634,435,466562,149320,429386
New Hampshire,948915,69788,85917,858460,63135,855038,77417,613483,45.1,610701,55.3,293087,21.6,292528,26.5,455715,433900,59300,0,21036,404122,433275,27,147006,124111,21962,8,146893,123681,21946,8,271125,45.1,610701,55.3,19.9,270582,24.5,613483,260225,99.9,157156,61.9,75081,72462,9609,4,397161,156446,373789
New Jersey,6172285,69491,88892,5226827,58846,5198475,74867,3453842,38.9,3431904,49.4,2077411,23.4,2070827,29.8,3124485,2679200,368600,0,152750,2405502,2668100,475,907563,1015970,153863,15,907452,1009545,153816,14,1923548,38.9,3431904,49.4,21.7,1917011,27.6,3453842,1134726,76.9,819621,55.5,376514,400928,42171,8,1869785,126719,418308
New Mexico,1658365,79089,102306,1417243,67590,1406007,86737,888767,42.4,880491,54.3,570641,27.2,565950,34.9,851565,716500,90300,0,33394,633600,748407,1842,228688,308882,32570,501,228586,304344,32519,501,538071,42.4,880491,54.3,25.7,533431,32.9,888767,301105,79.7,216704,57.4,96362,109752,10285,305,501771,132882,439179
Nevada,1976580,64171,82788,1536848,49895,1533225,64218,957169,31.1,954058,40,586035,19,585581,24.5,987480,861700,127400,0,43738,663395,829715,0,239044,303687,43301,3,239020,303267,43291,3,542734,31.1,954058,40,17.6,542290,22.7,957169,356260,71.8,278406,56.1,129663,138242,10499,2,641994,129442,398527
New York State,13891405,71408,90056,11243192,57795,11208444,72663,7034356,36.2,7007880,45.4,4404749,22.6,4396229,28.5,7097805,6026400,767200,0,361418,5060557,5819400,1817,1862075,2184724,357569,381,1861797,2176632,357420,380,4047180,36.2,7007880,45.4,20.8,4038809,26.2,7034356,2339473,71,1803503,54.7,862072,855612,85591,228,4066055,123358,421444
Ohio,8155225,69768,89509,6157849,52680,6128439,67264,3900595,33.4,3873983,42.5,2355045,20.1,2352795,25.8,4183725,3544900,426600,0,200079,2805189,3147226,5355,1049343,1109266,194939,1497,1049284,1107147,194871,1493,2160106,33.4,3873983,42.5,18.5,2157924,23.7,3900595,1522416,74.4,1268925,62,581374,638535,48055,961,2778338,135772,398531
Oklahoma,3065345,77467,102017,2198505,55560,2182820,72646,1351773,34.2,1339626,44.6,855150,21.6,852007,28.4,1495845,1397400,172100,0,48892,1013341,1136238,34,367926,438725,48479,20,367858,435674,48455,20,806671,34.2,1339626,44.6,20.4,803552,26.7,1351773,484704,76.3,379623,59.8,198036,172224,9358,5,863881,136016,482631
Oregon,2869625,68037,85630,2160491,51224,2151482,64201,1372306,32.5,1365422,40.7,844551,20,842322,25.1,1387425,1287800,194400,0,56963,1001381,1100879,1268,380713,407169,56456,213,380497,405242,56370,213,788095,32.5,1365422,40.7,18.7,785952,23.5,1372306,571806,74.6,397336,51.9,174025,196143,27058,110,935434,122107,374586
Pennsylvania,9108805,71151,89589,6842553,53449,6823732,67114,4552690,35.6,4538139,44.6,2479698,19.4,2474869,24.3,4465305,3999500,644000,0,159648,3089954,3592781,170,1037632,1277979,163937,150,1037408,1273414,163898,149,2315761,35.6,4538139,44.6,18.1,2310971,22.7,4552690,1906167,79.6,1128078,47.1,525475,577634,24881,88,3013064,125893,380586
Puerto Rico,2309060,72301,88100,1225223,38364,1224274,46711,796201,24.9,795360,30.3,464881,14.6,464702,17.7,1128660,1046200,134200,0,27105,494464,703396,258,175751,261921,27201,8,175728,261786,27180,8,437680,24.9,795360,30.3,13.7,437522,16.7,796201,329520,60.7,221712,40.8,99467,116543,5701,1,541836,99799,425298
Rhode Island,768415,72536,89887,658852,62193,657274,76886,399063,37.7,397741,46.5,275166,26,274907,32.2,385515,337100,45800,0,19076,304767,334985,24,125204,131060,18899,3,125200,130807,18897,3,256267,37.7,397741,46.5,24.2,256010,29.9,399063,161122,86.1,138533,74.1,64226,71196,3109,2,297146,158863,410816
Republic of Palau,21400,119506,153218,13755,76814,13755,98482,8467,47.3,8467,60.6,5629,31.4,5629,40.3,0,20800,600,0,197,13557,1,0,5418,14,197,0,5418,14,197,0,5432,47.3,8467,60.6,30.3,5432,38.9,8467,1459,47.9,1365,44.8,1266,8,91,0,2696,88568,703022
South Carolina,3397395,65985,84145,2491219,48385,2481111,61451,1582840,30.7,1573855,39,943051,18.3,942061,23.3,1751295,1422700,223400,0,69229,980817,1440118,1055,334104,541678,67066,203,334041,540847,66970,203,875985,30.7,1573855,39,17,875091,21.7,1582840,711684,76,560148,59.8,233214,313419,13376,139,1262146,134697,362573
South Dakota,721735,81583,108116,560263,63331,557404,83499,344121,38.9,341842,51.2,229617,26,229040,34.3,334035,337900,49800,0,12002,267379,280869,13,107567,110023,12022,5,107552,109465,12018,5,217595,38.9,341842,51.2,24.6,217022,32.5,344121,129880,85.5,113656,74.8,58418,53502,1734,2,239640,157792,475229
Tennessee,4397270,64389,82669,3058344,44784,3048421,57311,1938090,28.4,1929227,36.3,1128731,16.5,1127706,21.2,2165670,1958000,273600,0,77067,1392391,1585107,3779,492184,559695,75758,1094,492145,558806,75663,1092,1052973,28.4,1929227,36.3,15.4,1052043,19.8,1938090,787375,68.9,598886,52.4,304994,279008,14183,701,1401739,122595,384581
Texas,18678115,64416,86488,13825974,47683,13729172,63573,8657293,29.9,8595204,39.8,5069262,17.5,5032906,23.3,9460815,7928100,1289200,0,394276,6303046,7127986,666,2170242,2512523,385975,522,2154677,2494503,383207,518,4683991,29.9,8595204,39.8,16.2,4650398,21.5,8657293,2869893,76.9,2277113,61,974873,1128625,173380,234,4669577,125048,500187
Utah,1918060,59828,84319,1573343,49076,1560834,68615,965304,30.1,954659,42,468812,14.6,467395,20.5,921960,875600,120500,0,49202,711135,813006,0,195278,226423,47111,0,195209,225114,47072,0,421701,30.1,954659,42,13.2,420323,18.5,965304,290698,79.5,179763,49.1,76610,95483,7670,0,532347,145501,524243
Virginia,5765055,67542,86372,4744344,55584,4720976,70730,3096648,36.3,3077033,46.1,1769743,20.7,1765728,26.5,2915055,2509700,340300,0,146098,2104549,2492522,1175,752851,871173,145363,356,752507,867849,145016,356,1624380,36.3,3077033,46.1,19,1620712,24.3,3096648,1056021,77.7,792381,58.3,374253,378348,39536,244,1814297,133512,424242
Veterans Health,5511825,N/A,N/A,4254796,N/A,4254600,N/A,2452311,N/A,2452178,N/A,1879277,N/A,1879210,N/A,2413125,2652200,446500,0,78752,2252969,1923073,2,961137,839425,78714,1,961116,839384,78709,1,1800563,N/A,2452178,N/A,0,1800501,0,2452311,1372018,0,1199739,0,670002,501570,28166,1,2544115,0,0
Virgin Islands,62540,59744,76595,48176,46022,47774,58511,27636,26.4,27403,33.6,18609,17.8,18489,22.6,41340,20500,700,0,228,17381,30567,0,6999,11377,233,0,6994,11262,233,0,18376,26.4,27403,33.6,17.6,18256,22.4,27636,9624,54.1,7035,39.5,3221,3706,108,0,16683,93746,351427
Vermont,493850,79144,96836,385034,61705,383931,75283,241043,38.6,240128,47.1,145510,23.3,145328,28.5,239850,223400,30600,0,9943,180188,194637,266,63980,71799,9650,81,63969,71633,9645,81,135860,38.6,240128,47.1,21.8,135683,26.6,241043,112853,90.3,81100,64.9,35325,45566,155,54,198609,158838,394957
Washington,5224180,68605,87774,4169906,54760,4155393,69817,2606688,34.2,2594668,43.6,1649313,21.7,1646832,27.7,2590380,2292900,340900,0,113778,1855831,2197327,2970,696203,838511,113972,627,696126,836157,113922,627,1535341,34.2,2594668,43.6,20.2,1532910,25.8,2606688,980904,81.1,814338,67.3,371502,412828,29569,439,1781575,147271,431849
Wisconsin,3890685,66822,85400,3367885,57843,3352884,73595,2124005,36.5,2111329,46.3,1302712,22.4,1300810,28.6,1907685,1744200,238800,0,102139,1496698,1768642,406,543658,659963,98912,179,543608,658165,98860,177,1203800,36.5,2111329,46.3,20.7,1201950,26.4,2124005,840172,82.6,703796,69.2,341180,351597,10943,76,1560356,153391,382474
West Virginia,1315275,73391,91812,974007,54349,968155,67581,583217,32.5,577986,40.3,395951,22.1,395414,27.6,613275,620400,81600,0,14781,473148,486078,0,180362,200161,15397,31,180287,199721,15375,31,380554,32.5,577986,40.3,21.2,380039,26.5,583217,249318,67.9,206424,56.2,103267,100456,2682,19,456115,124278,358375
Wyoming,436025,75338,97978,288814,49902,287911,64695,169230,29.2,168512,37.9,120094,20.8,119919,26.9,194025,214600,27400,0,7563,142033,139080,138,55935,57164,6970,25,55931,56995,6968,25,113124,29.2,168512,37.9,19.5,112951,25.4,169230,69245,69.8,59947,60.4,30965,27789,1180,13,128425,129488,439634
