COVID-19 Vaccinations in the United States
Date generated: Fri Apr 16 2021 15:15:08 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,3187380,N/A,N/A,2419476,N/A,2408284,N/A,1533348,N/A,1524123,N/A,869437,N/A,867782,N/A,1673880,1349100,164400,0,59240,1084848,1274989,399,358471,454641,56325,0,358435,453038,56309,0,813112,N/A,1524123,N/A,0,811473,0,1533348,151760,0,99855,0,33834,63227,2794,0,257220,0,0
Delaware,792825,81419,102939,612195,62869,608560,79014,388589,39.9,385725,50.1,229230,23.5,228994,29.7,408525,333700,50600,0,23004,247237,341777,177,83073,123503,22576,78,83058,123299,22559,78,206654,39.9,385725,50.1,21.2,206435,26.8,388589,159384,84.4,125609,66.5,51262,68194,6105,48,286651,151743,419693
Florida,17004215,79171,98588,12550868,58437,12505385,72504,7768818,36.2,7728102,44.8,4819498,22.4,4815052,27.9,8435115,7225300,1343800,0,516902,5552448,6463030,18488,1980756,2320456,512268,6018,1980151,2316861,512022,6018,4307230,36.2,7728102,44.8,20.1,4303030,24.9,7768818,3638957,80.9,2863958,63.7,1415206,1321294,122511,4947,6770838,150552,378095
Federated States of Micronesia,63200,60979,78177,28337,27341,28320,35031,17385,16.8,17369,21.5,11086,10.7,11085,13.7,0,61600,1600,0,90,28247,0,0,10972,21,93,0,10971,21,93,0,10993,16.8,17369,21.5,10.6,10992,13.6,17385,1605,9.1,1160,6.6,1130,5,25,0,2715,15410,358704
Georgia,7828695,73734,96489,5157520,48576,5118872,63090,3333309,31.4,3297434,40.6,1835536,17.3,1832696,22.6,3939195,3391600,497900,0,135415,2390114,2631699,292,855452,846533,133360,191,855334,844008,133163,191,1702176,31.4,3297434,40.6,16,1699533,20.9,3333309,1115503,73.5,876285,57.8,497735,361039,17395,116,2047085,134947,516080
Guam,140740,84902,108848,107691,64965,106092,82052,67747,40.9,66204,51.2,40329,24.3,40275,31.1,76440,53200,11100,0,1175,43810,62706,0,17344,21805,1180,0,17342,21753,1180,0,39149,40.9,66204,51.2,23.6,39095,30.2,67747,13176,46.8,10861,38.5,4600,6167,94,0,24108,85547,499414
Hawaii,1235470,87259,110705,895171,63224,891259,79862,540705,38.2,537004,48.1,379371,26.8,378515,33.9,664170,501300,70000,0,19121,314717,467573,93760,128937,212837,19550,18047,128866,212136,19483,18030,359821,38.2,537004,48.1,25.4,359032,32.2,540705,183477,68.3,146478,54.6,58352,82401,4316,1409,323754,120602,460227
Iowa,2402035,76133,98921,2001742,63445,1990100,81957,1243854,39.4,1233905,50.8,838544,26.6,836860,34.5,1172535,1067100,162400,0,88718,952761,960144,119,390497,360533,87475,39,390477,358906,87438,39,751069,39.4,1233905,50.8,23.8,749422,30.9,1243854,459651,83.1,400691,72.5,215054,178423,7184,30,856637,154920,434401
Idaho,1226365,68625,91597,929172,51994,929136,69397,556985,31.2,556917,41.6,385531,21.6,385507,28.8,598065,545200,83100,0,29399,420746,478630,397,166934,189142,29332,123,166931,189131,29322,123,356199,31.2,556917,41.6,19.9,356185,26.6,556985,216411,74.5,190511,65.5,88478,95507,6474,52,404553,139179,421910
Indian Health Svc,1648525,79149,N/A,1124678,53998,1102950,N/A,671522,32.2,657616,N/A,464181,22.3,456399,N/A,685425,890100,73000,0,18421,628218,478039,0,244669,201238,18274,0,244544,193607,18248,0,445907,32.2,657616,N/A,21.4,438151,0,671522,140830,0,108091,0,61371,44787,1933,0,249940,0,0
Illinois,9951575,78533,100991,7723702,60952,7676975,77908,5041287,39.8,4999898,50.7,2948062,23.3,2939883,29.8,4989075,4253300,709200,0,291221,3389006,4039559,3916,1231173,1423505,292059,1325,1230505,1417118,290937,1323,2656003,39.8,4999898,50.7,21,2648946,26.9,5041287,1642890,80.4,1176708,57.6,544683,586521,44663,841,2774311,135781,487051
Indiana,4699940,69813,91009,3509410,52129,3495466,67686,2146247,31.9,2134480,41.3,1449816,21.5,1448962,28.1,2326740,2035900,337300,0,122508,1494105,1886879,5918,582125,744391,121314,1986,582081,743644,121251,1986,1328502,31.9,2134480,41.3,19.7,1327711,25.7,2146247,825576,76,732562,67.5,370097,346249,14862,1354,1565235,144163,432878
Kansas,2272425,78001,102682,1720398,59053,1709565,77249,1129765,38.8,1119166,50.6,709852,24.4,708104,32,1075425,1053900,143100,0,53130,814301,852484,483,326795,329279,53644,134,326757,327604,53609,134,656208,38.8,1119166,50.6,22.5,654495,29.6,1129765,406973,85.6,322258,67.8,156576,155655,9950,77,699403,147092,477915
Kentucky,3327845,74487,96047,2704303,60530,2689613,77627,1677218,37.5,1665432,48.1,1141656,25.6,1139309,32.9,1659645,1446700,221500,0,104434,1226626,1373000,243,488090,551411,101983,172,488042,549163,101933,171,1039673,37.5,1665432,48.1,23.3,1037376,29.9,1677218,584968,77.9,470765,62.7,209288,236754,24614,109,1014688,135190,443379
Louisiana,3428000,73740,96261,2394289,51503,2383853,66940,1410511,30.3,1401876,39.4,1017907,21.9,1016206,28.5,1716000,1489600,222400,0,88682,1078084,1226578,945,406935,525367,85144,461,406886,523784,85076,460,932763,30.3,1401876,39.4,20.1,931130,26.1,1410511,539949,72.9,470385,63.5,213777,240950,15568,90,1016243,137141,462604
Massachusetts,5768250,83689,104126,4895087,71020,4862808,87781,3183694,46.2,3155871,57,1892688,27.5,1887735,34.1,2911350,2480900,376000,0,205434,2189531,2500054,68,817600,868969,206106,13,817340,864848,205534,13,1686582,46.2,3155871,57,24.5,1682201,30.4,3183694,1031159,88.2,815707,69.8,372128,391383,52187,9,1794218,153440,493294
Maryland,4847330,80178,102894,3837451,63474,3813427,80947,2467587,40.8,2447328,51.9,1567793,25.9,1564284,33.2,2479230,2056500,311600,0,182128,1685391,1967577,2355,645686,745175,176277,655,645618,741819,176192,655,1391516,40.8,2447328,51.9,23,1388092,29.5,2467587,777202,81,634251,66.1,304928,290901,38114,308,1357855,141532,505248
Maine,1117280,83118,102000,966930,71933,963848,87993,629163,46.8,626328,57.2,414949,30.9,414658,37.9,538980,498100,80200,0,69406,428883,468556,85,167804,177705,69417,23,167780,177464,69391,23,345532,46.8,626328,57.2,25.7,345267,31.5,629163,252783,88.6,216713,76,94447,104981,17275,10,449889,157709,391664
Marshall Islands,51300,87823,112594,23566,40344,23523,51629,13499,23.1,13463,29.5,10028,17.2,10019,22,0,40500,10800,0,3,23563,0,0,10019,2,7,0,10010,2,7,0,10021,23.1,13463,29.5,17.2,10012,22,13499,878,8.8,667,6.7,665,0,2,0,1545,15559,516616
Michigan,7657840,76679,97640,5805782,58134,5772079,73596,3669807,36.7,3637815,46.4,2423714,24.3,2421178,30.9,3843840,3293300,520700,0,219769,2572859,3011928,1226,1027645,1171392,224209,468,1027524,1169092,224094,468,2199505,36.7,3637815,46.4,22,2197084,28,3669807,1337568,75.8,1156716,65.5,577379,534986,44028,323,2423417,137273,433773
Minnesota,4110150,72880,94781,3597769,63794,3577019,82487,2286384,40.5,2268407,52.3,1524901,27,1521783,35.1,2061150,1781400,267600,0,191829,1566410,1839308,222,605597,725202,194046,56,605529,722280,193918,56,1330855,40.5,2268407,52.3,23.6,1327865,30.6,2286384,783944,85.2,692881,75.3,292910,362439,37509,23,1422682,154575,446570
Missouri,4491775,73187,94230,3310684,53943,3296359,69152,2000338,32.6,1988970,41.7,1322317,21.5,1320509,27.7,2325375,1890300,276100,0,109307,1334580,1866461,336,508615,703446,110206,50,508542,701806,110112,49,1212111,32.6,1988970,41.7,19.7,1210397,25.4,2000338,765086,72,620240,58.4,283516,313337,23366,21,1400720,131890,422940
Northern Mariana Islands,62910,110597,141791,34303,60306,33923,76458,19715,34.7,19380,43.7,14626,25.7,14581,32.9,42510,17800,2600,0,43,4381,29879,0,1931,12648,47,0,1931,12603,47,0,14579,34.7,19380,43.7,25.6,14534,32.8,19715,2331,24.1,2210,22.9,329,1842,39,0,4504,46577,650569
Mississippi,2153055,72344,94533,1410771,47403,1406118,61738,851908,28.6,847951,37.2,599482,20.1,598764,26.3,1015755,986300,151000,0,43568,688841,677506,856,284811,272049,42603,19,284778,271394,42573,19,556879,28.6,847951,37.2,18.7,556191,24.4,851908,339491,69.8,276872,56.9,146835,118299,11733,5,599459,123170,442385
Montana,859975,80463,102355,655446,61327,650546,77428,397682,37.2,393800,46.9,277211,25.9,276218,32.9,406575,392300,61100,0,20937,317510,316834,165,130111,126476,20572,52,130072,125532,20562,52,256639,37.2,393800,46.9,24,255656,30.4,397682,155930,75.5,131624,63.8,63468,63141,4986,29,281257,136244,416580
North Carolina,7895410,75280,96434,5936385,56601,5893083,71978,3676993,35.1,3641095,44.5,2416439,23,2408462,29.4,3989310,3362200,543900,0,231391,2505712,3198953,329,938524,1249990,227898,27,938074,1243245,227116,27,2188541,35.1,3641095,44.5,20.9,2181346,26.6,3676993,1310863,74.9,1113247,63.6,524222,564285,24719,21,2446149,139693,450884
North Dakota,579200,76004,99538,504937,66259,501093,86115,283076,37.1,280411,48.2,212728,27.9,211797,36.4,284700,262900,31600,0,21621,222023,261293,0,89316,104361,19051,0,89273,103542,18982,0,193677,37.1,280411,48.2,25.4,192815,33.1,283076,95555,79.7,81951,68.4,40238,38965,2748,0,182768,152504,483291
Nebraska,1482380,76632,101649,1228445,63505,1220875,83717,762206,39.4,755606,51.8,508852,26.3,507799,34.8,761280,624500,96600,0,48561,533720,644002,2162,210269,249059,48922,602,210229,248068,48900,602,459930,39.4,755606,51.8,23.8,458899,31.5,762206,256496,82.1,225500,72.2,108225,113271,3543,461,484119,154939,474425
New Hampshire,1066805,78458,96591,1050144,77233,1043351,94467,764629,56.2,758687,68.7,363308,26.7,362542,32.8,510705,473300,82800,0,48917,456631,544569,27,161218,152091,49990,9,161087,151476,49970,9,313318,56.2,758687,68.7,23,312572,28.3,764629,283553,99.9,173973,68.5,79971,82159,11838,5,434605,171196,420227
New Jersey,6902305,77709,99405,5978301,67307,5937342,85508,3922518,44.2,3890346,56,2494175,28.1,2484838,35.8,3529305,2927700,445300,0,265141,2647328,3065357,475,1040723,1186289,267146,17,1040598,1177182,267042,16,2227029,44.2,3890346,56,25.1,2217796,31.9,3922518,1194555,81,919757,62.3,423349,434606,61792,10,2008184,136099,467783
New Mexico,1837785,87646,113374,1551199,73978,1537891,94874,964280,46,954849,58.9,640363,30.5,634635,39.2,940485,772900,124400,0,45042,689756,814413,1988,258114,337487,44214,548,257998,331954,44135,548,596149,46,954849,58.9,28.4,590500,36.4,964280,313060,82.9,234964,62.2,105678,116681,12271,334,530011,140361,486694
Nevada,2152310,69877,90148,1744896,56650,1735449,72688,1078275,35,1069690,44.8,694463,22.5,693713,29.1,1079910,925500,146900,0,69014,731672,944210,0,275564,350718,68178,3,275537,350013,68160,3,626285,35,1069690,44.8,20.3,625553,26.2,1078275,367539,74.1,299795,60.4,141510,144067,14216,2,671176,135325,433958
New York State,15527805,79820,100665,12843875,66023,12771874,82798,7968346,41,7908683,51.3,5238268,26.9,5225666,33.9,7910955,6664800,952050,0,551853,5602907,6686946,2169,2135964,2554832,547030,442,2135642,2542817,546767,440,4691238,41,7908683,51.3,24.1,4678899,30.3,7968346,2432588,73.8,1984189,60.2,948706,922957,112266,260,4317427,130984,471090
Ohio,9005615,77043,98842,6959193,59536,6913832,75884,4269197,36.5,4227852,46.4,2839225,24.3,2836043,31.1,4659915,3811200,534500,0,276180,3074497,3602446,6070,1199258,1371021,267222,1724,1199188,1368005,267132,1718,2572003,36.5,4227852,46.4,22,2568911,28.2,4269197,1563141,76.4,1363743,66.6,625250,680214,57201,1078,2908919,142154,440088
Oklahoma,3346035,84561,111359,2385570,60288,2365109,78713,1428544,36.1,1414111,47.1,974991,24.6,969470,32.3,1656135,1497200,192700,0,64446,1092911,1228179,34,417004,494234,63733,20,416917,488831,63702,20,911258,36.1,1414111,47.1,23,905768,30.1,1428544,494764,77.9,397540,62.6,206794,178910,11831,5,889724,140085,526825
Oregon,3166385,75073,94486,2455797,58225,2441825,72865,1558998,37,1547591,46.2,988029,23.4,985144,29.4,1548885,1390900,226600,0,88577,1103444,1262415,1361,428440,471617,87737,235,428194,469228,87487,235,900292,37,1547591,46.2,21.3,897657,26.8,1558998,588938,76.9,470303,61.4,205074,233830,31277,122,1021113,133291,413323
Pennsylvania,10204085,79707,100361,8084439,63150,8051810,79193,5289073,41.3,5262342,51.8,3120764,24.4,3114055,30.6,4937985,4416600,849500,0,298108,3506962,4279161,208,1221637,1595265,303690,172,1221363,1588961,303560,171,2817074,41.3,5262342,51.8,22,2810495,27.6,5289073,2047448,85.5,1350669,56.4,615055,692028,43479,107,3361079,140433,426349
Puerto Rico,2577250,80698,98332,1468663,45986,1466361,55947,950431,29.8,948198,36.2,576945,18.1,576700,22,1253850,1137000,186400,0,46447,585661,836288,267,210513,319899,46521,12,210488,319724,46476,12,530424,29.8,948198,36.2,16.6,530224,20.2,950431,364400,67.1,269592,49.7,124663,136502,8424,3,622073,114577,474695
Rhode Island,868835,82015,101634,742268,70068,739619,86519,452697,42.7,450412,52.7,322059,30.4,321682,37.6,439335,375800,53700,0,35968,327717,378559,24,135764,150494,35798,3,135759,150135,35785,3,286261,42.7,450412,52.7,27,285897,33.4,452697,165086,88.3,148009,79.1,69538,73823,4646,2,308943,165170,464503
Republic of Palau,24600,137376,176129,16012,89418,16012,114642,8924,49.8,8924,63.9,7437,41.5,7437,53.2,0,20800,3800,0,197,15814,1,0,7226,14,197,0,7226,14,197,0,7240,49.8,8924,63.9,40.4,7240,51.8,8924,1477,48.5,1417,46.6,1318,8,91,0,2764,90802,808147
South Carolina,3790295,73616,93877,2775374,53904,2759798,68354,1717681,33.4,1704015,42.2,1110692,21.6,1108831,27.5,1973595,1559700,257000,0,94188,1088189,1591942,1055,392930,625757,91802,203,392828,624191,91609,203,1018890,33.4,1704015,42.2,19.8,1017222,25.2,1717681,729097,77.8,592304,63.2,246369,328376,17420,139,1308107,139602,404504
South Dakota,781065,88290,117003,611743,69150,607556,91012,370859,41.9,367392,55,260782,29.5,260048,39,367965,359800,53300,0,17972,286367,307391,13,119994,122761,18021,6,119973,122055,18014,6,242761,41.9,367392,55,27.4,242034,36.3,370859,132101,87,118418,78,61105,54772,2538,3,245462,161625,514295
Tennessee,4842050,70902,91031,3382287,49527,3366310,63287,2112243,30.9,2098195,39.4,1294250,19,1292422,24.3,2404350,2111200,326500,0,105349,1512459,1760213,4266,557544,632463,103010,1233,557472,630824,102895,1231,1191240,30.9,2098195,39.4,17.4,1189527,22.4,2112243,809039,70.8,635931,55.6,325267,291267,18600,797,1460455,127730,423481
Texas,20813575,71781,96377,15897950,54828,15753988,72948,9813128,33.8,9722167,45,6158775,21.2,6101688,28.3,10523175,8706400,1584000,0,617514,7050753,8228992,691,2543307,3009619,605302,547,2519732,2981722,599691,542,5554752,33.8,9722167,45,19.2,5503264,25.5,9813128,3253052,87.1,2766522,74.1,1142454,1351921,271902,246,4977607,133297,557373
Utah,2120710,66149,93227,1784313,55656,1764951,77588,1097671,34.2,1080878,47.5,574862,17.9,572783,25.2,1033110,949800,137800,0,80832,785194,918287,0,231950,265021,77891,0,231873,263095,77815,0,496971,34.2,1080878,47.5,15.5,494968,21.8,1097671,297911,81.4,190585,52.1,81560,98984,10041,0,548848,150011,579632
Virginia,6490115,76037,97235,5345259,62624,5308418,79531,3442211,40.3,3411262,51.1,2086620,24.4,2080143,31.2,3298815,2776700,414600,0,209187,2289951,2844772,1349,847282,1030666,208264,408,846810,1025248,207677,408,1878356,40.3,3411262,51.1,22,1872466,28.1,3442211,1089371,80.2,863168,63.5,408072,408057,46764,275,1912186,140715,477599
Veterans Health,5959885,N/A,N/A,4536437,N/A,4536150,N/A,2563634,N/A,2563420,N/A,2085474,N/A,2085387,N/A,2621385,2818300,520200,0,114670,2371669,2050096,2,1047079,923790,114604,1,1047058,923739,114589,1,1970870,N/A,2563420,N/A,0,1970798,0,2563634,1401318,0,1260656,0,701226,519895,39534,1,2622922,0,0
Virgin Islands,63340,60508,77575,54127,51707,53639,65694,30371,29,30092,36.9,21693,20.7,21536,26.4,41340,21300,700,0,298,18278,35551,0,7601,13780,312,0,7596,13628,312,0,21381,29,30092,36.9,20.4,21224,26,30371,10385,58.4,7945,44.6,3458,4356,131,0,18326,102978,355923
Vermont,555860,89082,108996,448151,71820,446571,87566,278618,44.7,277363,54.4,181510,29.1,181177,35.5,266760,248900,40200,0,20975,200572,226324,280,73935,86810,20678,87,73923,86503,20664,87,160832,44.7,277363,54.4,25.8,160513,31.5,278618,115211,92.1,91848,73.5,42324,49013,455,56,211708,169314,444549
Washington,5782200,75933,97150,4712952,61891,4691031,78817,2938944,38.6,2921528,49.1,1930996,25.4,1926505,32.4,2889900,2498700,393600,0,189520,2022303,2497977,3152,763038,977651,189614,693,762942,973346,189524,693,1741382,38.6,2921528,49.1,22.9,1736981,29.2,2938944,1003307,82.9,867923,71.7,391168,439895,36376,484,1852241,153113,477977
Wisconsin,4347885,74675,95435,3807818,65399,3781688,83008,2361298,40.6,2339519,51.4,1555733,26.7,1552173,34.1,2153385,1911200,283300,0,164575,1652735,1990085,423,627673,768667,159212,181,627604,765259,159130,180,1396521,40.6,2339519,51.4,24,1393043,30.6,2361298,857276,84.3,760720,74.8,371296,373477,15872,75,1631279,160363,427419
West Virginia,1449365,80873,101172,1046956,58419,1038702,72506,610291,34.1,603311,42.1,447532,25,446435,31.2,679965,673900,95500,0,18924,505227,522805,0,205086,222666,19736,44,205000,221680,19711,44,427796,34.1,603311,42.1,23.9,426724,29.8,610291,253489,69.1,218962,59.7,111518,104173,3244,27,471333,128425,394911
Wyoming,462605,79931,103950,317222,54811,315752,70952,183899,31.8,182743,41.1,135799,23.5,135545,30.5,210405,220800,31400,0,11110,154206,151733,173,62411,62939,10423,26,62406,62694,10419,26,125376,31.8,182743,41.1,21.7,125126,28.1,183899,70918,71.5,62800,63.3,32521,28583,1683,13,132401,133497,466434
