COVID-19 Vaccinations in the United States
Date generated: Tue Mar 30 2021 15:15:07 GMT+0000 (Coordinated Universal Time)

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Dept of Defense,2405690,N/A,N/A,1886141,N/A,1880365,N/A,1191364,N/A,1186474,N/A,664748,N/A,664026,N/A,1291290,1062500,51900,0,21332,868249,996161,399,284953,361378,18417,0,284919,360699,18408,0,646331,N/A,1186474,N/A,0,645618,0,1191364,133637,0,83506,0,26484,55994,1028,0,221232,0,0
Delaware,555005,56996,72061,447568,45963,446501,57973,290527,29.8,289695,37.6,152901,15.7,152820,19.8,284505,256700,13800,0,7171,189524,250816,57,65241,79998,7641,21,65228,79931,7640,21,145260,29.8,289695,37.6,14.9,145180,18.8,290527,148255,78.5,94793,50.2,42526,47434,4820,13,244459,129408,293800
Florida,12219465,56894,70846,9276711,43192,9264325,53713,5840928,27.2,5830070,33.8,3251908,15.1,3250436,18.8,6241365,5602900,375200,0,218165,4451063,4594805,12678,1462504,1568645,216565,4194,1461919,1567858,216465,4194,3035343,27.2,5830070,33.8,14.1,3033971,17.6,5840928,3380979,75.2,2320989,51.6,1107818,1136121,73453,3597,5986283,133107,271704
Federated States of Micronesia,47400,45734,58633,24114,23266,24104,29816,14736,14.2,14726,18.2,9436,9.1,9436,11.7,0,46600,800,0,0,24114,0,0,9416,19,1,0,9416,19,1,0,9435,14.2,14726,18.2,9.1,9435,11.7,14736,1388,7.9,1003,5.7,999,4,0,0,2364,13417,269028
Georgia,5385975,50728,66383,3764344,35454,3754884,46279,2447419,23.1,2438588,30.1,1275068,12,1274374,15.7,2633475,2609000,143500,0,67486,1918194,1778404,260,653752,556092,65055,169,653677,555590,64938,169,1210013,23.1,2438588,30.1,11.4,1209436,14.9,2447419,1033914,68.2,741791,48.9,428069,305238,8379,105,1834217,120914,355052
Guam,87860,53002,67951,84899,51216,84342,65230,52481,31.7,51946,40.2,31791,19.2,31771,24.6,48360,38200,1300,0,153,38790,45956,0,15893,15746,152,0,15891,15728,152,0,31639,31.7,51946,40.2,19.1,31619,24.5,52481,12290,43.6,10016,35.5,4410,5582,24,0,22459,79696,311770
Hawaii,890600,62901,79803,685464,48413,683768,61269,439169,31,437142,39.2,259463,18.3,259150,23.2,487500,383000,20100,0,8911,245051,337742,93760,96897,135483,9047,18036,96849,135253,9029,18019,250416,31,437142,39.2,17.7,250121,22.4,439169,165143,61.5,97974,36.5,46216,47669,2681,1408,258598,96331,331759
Iowa,1696035,53756,69847,1514487,48002,1511108,62231,956164,30.3,953614,39.3,598935,19,598030,24.6,809835,837700,48500,0,40024,781782,692562,119,302515,256261,40135,24,302503,255379,40124,24,558800,30.3,953614,39.3,17.7,557906,23,956164,435712,78.8,323476,58.5,166875,153324,3259,18,756182,136753,306723
Idaho,910095,50927,67975,736941,41238,736912,55040,452828,25.3,452791,33.8,286879,16.1,286862,21.4,433095,451400,25600,0,14807,356171,365720,243,136188,136034,14605,52,136186,136025,14599,52,272274,25.3,452791,33.8,15.2,272263,20.3,452828,205741,70.8,158078,54.4,71640,82156,4253,29,361714,124441,313102
Indian Health Svc,1462525,70219,N/A,945805,45410,930643,N/A,592001,28.4,581359,N/A,354700,17,350229,N/A,603525,831300,27700,0,7974,528073,409758,0,185981,160868,7851,0,185891,156499,7839,0,346849,28.4,581359,N/A,16.7,342390,0,592001,133928,0,96518,0,54027,41603,888,0,232475,0,0
Illinois,6883535,54322,69856,5793846,45722,5777193,58628,3832086,30.2,3818867,38.8,2042458,16.1,2038970,20.7,3477435,3218600,187500,0,117715,2718496,2955173,2462,917487,1009032,115139,800,917186,1006073,114912,799,1927319,30.2,3818867,38.8,15.2,1924058,19.5,3832086,1497587,73.3,911846,44.6,433475,453162,24685,524,2381608,116561,336894
Indiana,3328110,49436,64445,2734813,40623,2733164,52925,1673593,24.9,1672348,32.4,1098306,16.3,1097876,21.3,1602510,1627000,98600,0,55688,1233756,1441423,3946,482836,558106,56000,1364,482801,557719,55992,1364,1042306,24.9,1672348,32.4,15.5,1041884,20.2,1673593,783089,72.1,657102,60.5,342355,306161,7594,992,1452355,133766,306528
Kansas,1643765,56423,74276,1261951,43317,1258836,56882,854185,29.3,851538,38.5,477019,16.4,476246,21.5,785265,817900,40600,0,21290,651902,588518,241,239472,215441,22003,103,239450,214700,21993,103,455016,29.3,851538,38.5,15.6,454253,20.5,854185,371186,78.1,240058,50.5,121291,113601,5098,68,583855,122791,345701
Kentucky,2371375,53079,68442,2058753,46081,2052803,59247,1365477,30.6,1360908,39.3,752613,16.8,751882,21.7,1167075,1147600,56700,0,44747,978845,1035005,156,339691,370242,42575,105,339671,369551,42555,105,710038,30.6,1360908,39.3,15.9,709327,20.5,1365477,537970,71.7,354517,47.2,150374,191007,13067,69,862555,114921,315946
Louisiana,2550580,54865,71622,1911134,41110,1907822,53573,1191044,25.6,1187977,33.4,735056,15.8,734832,20.6,1276080,1209300,65200,0,52150,848549,1009621,814,279342,404652,50696,366,279318,404482,50667,365,684360,25.6,1187977,33.4,14.7,684165,19.2,1191044,513275,69.3,413239,55.8,179517,222468,11179,75,934278,126080,344198
Massachusetts,3848770,55840,69476,3495331,50712,3485600,62920,2293964,33.3,2286758,41.3,1256616,18.2,1254225,22.6,1877070,1869500,102200,0,84366,1696716,1714188,61,573625,598649,84333,9,573487,596452,84277,9,1172283,33.3,2286758,41.3,17,1169948,21.1,2293964,949278,81.2,609898,52.2,258737,311984,39172,5,1520373,130021,329143
Maryland,3335590,55173,70804,2681526,44354,2675194,56786,1813685,30,1808398,38.4,980397,16.2,979385,20.8,1692990,1559000,83600,0,70971,1277347,1331547,1661,439139,470888,69911,459,439092,469939,69895,459,910486,30,1808398,38.4,15.1,909490,19.3,1813685,712281,74.2,434120,45.2,201938,206492,25471,219,1102694,114936,347676
Maine,791220,58861,72233,683925,50879,683340,62384,452561,33.7,452172,41.3,259329,19.3,259112,23.7,365820,397700,27700,0,21630,331840,330400,55,117342,120245,21726,16,117320,120054,21722,16,237603,33.7,452172,41.3,17.7,237390,21.7,452561,235336,82.5,156763,55,65460,80527,10769,7,379194,132927,277363
Marshall Islands,35800,61288,78574,20342,34824,20308,44572,12452,21.3,12421,27.3,7841,13.4,7836,17.2,0,35000,800,0,0,20342,0,0,7837,2,2,0,7832,2,2,0,7839,21.3,12421,27.3,13.4,7834,17.2,12452,831,8.4,557,5.6,555,0,2,0,1388,13978,360524
Michigan,5249380,52563,66931,4295979,43016,4289823,54697,2779143,27.8,2773734,35.4,1647950,16.5,1647032,21,2594280,2511200,143900,0,85218,2027891,2182870,0,701702,860000,86179,69,701622,859203,86138,69,1561771,27.8,2773734,35.4,15.6,1560894,19.9,2779143,1243133,70.4,902469,51.1,416945,462389,23079,56,2095705,118710,297348
Minnesota,2907150,51549,67039,2665779,47269,2659722,61334,1722919,30.6,1717742,39.6,1018107,18.1,1017160,23.5,1429350,1400000,77800,0,61671,1233947,1369964,197,431948,523992,62120,47,431904,523109,62100,47,955987,30.6,1717742,39.6,17,955060,22,1722919,749850,81.5,541944,58.9,212980,299042,29903,19,1245072,135278,315863
Missouri,3256125,53054,68308,2464910,40162,2461424,51636,1544780,25.2,1542104,32.4,888800,14.5,888161,18.6,1664325,1504700,87100,0,45000,1024686,1394907,317,339306,503121,46333,40,339266,502543,46313,39,842467,25.2,1542104,32.4,13.7,841848,17.7,1544780,702137,66.1,456411,43,199101,243317,13975,18,1181257,111226,306592
Northern Mariana Islands,44210,77722,99644,27787,48850,27697,62426,16121,28.3,16043,36.2,11685,20.5,11673,26.3,30810,12800,600,0,34,3829,23924,0,1540,10110,35,0,1540,10098,35,0,11650,28.3,16043,36.2,20.5,11638,26.2,16121,2252,23.3,2057,21.3,298,1728,31,0,4280,44261,457187
Mississippi,1614655,54253,70894,1134229,38111,1132394,49719,722545,24.3,720906,31.7,437795,14.7,437604,19.2,770055,801500,43100,0,27218,575124,531157,730,209799,201446,26537,13,209775,201294,26522,13,411258,24.3,720906,31.7,13.8,411082,18,722545,315852,64.9,227819,46.8,118710,101303,7802,4,530841,109071,331760
Montana,632625,59191,75295,502390,47006,500570,59578,317475,29.7,316077,37.6,194738,18.2,194329,23.1,295425,320700,16500,0,9168,261507,231591,124,98542,87051,9111,34,98521,86668,9106,34,185627,29.7,316077,37.6,17.4,185223,22,317475,144683,70.1,104186,50.5,51148,50228,2791,19,244372,118376,306449
North Carolina,5680940,54166,69387,4596429,43825,4580024,55940,2974973,28.4,2960120,36.2,1678682,16,1676944,20.5,2911740,2622200,147000,0,119598,1967790,2508712,329,648619,912333,117704,26,648474,910971,117473,26,1560978,28.4,2960120,36.2,14.9,1559471,19,2974973,1247929,71.3,988147,56.4,453642,517852,16633,20,2264567,129323,324422
North Dakota,437720,57439,75224,401626,52703,400110,68760,237354,31.1,236233,40.6,151984,19.9,151673,26.1,209820,216500,11400,0,8102,188728,204796,0,69526,75065,7393,0,69503,74789,7381,0,144591,31.1,236233,40.6,19,144292,24.8,237354,91802,76.6,75195,62.7,36915,36917,1363,0,173344,144640,365238
Nebraska,1072470,55442,73541,900049,46528,897954,61574,578881,29.9,577238,39.6,337174,17.4,336706,23.1,535470,505200,31800,0,21733,420092,456463,1761,151212,163088,22392,482,151181,162657,22386,482,314782,29.9,577238,39.6,16.3,314320,21.6,578881,243484,77.9,173251,55.4,79896,91181,1795,379,419367,134215,343237
New Hampshire,743355,54670,67305,602562,44315,600868,54404,410366,30.2,409094,37,230996,17,230588,20.9,352755,369200,21400,0,14820,318174,269541,27,122659,92767,15564,6,122568,92465,15549,6,215432,30.2,409094,37,15.8,215039,19.5,410366,209648,82.6,121715,47.9,59508,53529,8675,3,312357,123041,292816
New Jersey,4794085,53974,69043,4204062,47331,4187348,60305,2859012,32.2,2846112,41,1566611,17.6,1562714,22.5,2399085,2271200,123800,0,91640,2030039,2081908,475,704308,770536,91760,7,704214,766757,91736,7,1474851,32.2,2846112,41,16.6,1470978,21.2,2859012,1033834,70.1,649830,44,292601,330713,26511,5,1616900,109581,324905
New Mexico,1337435,63784,82507,1239316,59104,1229597,75855,785813,37.5,778348,48,485160,23.1,481326,29.7,688935,614600,33900,0,22353,559459,656089,1415,198259,264910,21629,362,198167,261203,21594,362,463531,37.5,778348,48,22.1,459732,28.4,785813,280736,74.3,191408,50.7,84609,98719,7862,218,458883,121524,354188
Nevada,1548430,50271,64855,1328018,43115,1326173,55546,842620,27.4,841110,35.2,483961,15.7,483650,20.3,759330,745700,43400,0,28722,577615,721681,0,199836,255809,28315,1,199816,255521,28312,1,455646,27.4,841110,35.2,14.8,455338,19.1,842620,342219,69,242028,48.8,107598,125988,8442,0,590840,119128,312201
New York State,11109835,57110,72024,8862843,45559,8842212,57323,5861761,30.1,5845365,37.9,3071121,15.8,3066708,19.9,5716035,5116100,277700,0,203233,4102805,4555645,1160,1330621,1539161,201120,219,1330442,1534972,201075,219,2870001,30.1,5845365,37.9,14.8,2865633,18.6,5861761,2166574,65.7,1309484,39.7,598789,650634,59919,142,3416914,103664,337055
Ohio,6386995,54641,70101,5168120,44213,5160470,56639,3324459,28.4,3318563,36.4,1919893,16.4,1918257,21.1,3260595,2956500,169900,0,144315,2465860,2553662,4283,885466,891406,141844,1177,885414,889854,141816,1173,1778049,28.4,3318563,36.4,15.2,1776441,19.5,3324459,1467349,71.7,1092736,53.4,483301,568551,40091,793,2548292,124530,312121
Oklahoma,2530785,63958,84227,1888004,47713,1878476,62517,1201827,30.4,1193769,39.7,685348,17.3,684146,22.8,1217385,1245200,68200,0,30502,876800,980691,11,298611,356406,30330,1,298575,355252,30318,1,655018,30.4,1193769,39.7,16.6,653828,21.8,1201827,466287,73.4,349307,55,182527,160132,6648,0,817038,128641,398466
Oregon,2205385,52288,65809,1802561,42738,1796768,53616,1158213,27.5,1154268,34.4,679516,16.1,677651,20.2,1080885,1062100,62400,0,39925,864045,897470,1121,306191,333412,39724,189,306011,331756,39695,189,639792,27.5,1154268,34.4,15.2,637956,19,1158213,543113,70.9,284192,37.1,116817,143384,23896,95,797459,104096,287879
Pennsylvania,7164385,55963,70464,5893502,46036,5880679,57839,3971897,31,3962159,39,2055405,16.1,2052156,20.2,3580785,3385400,198200,0,125641,2776827,2990914,120,921460,1006067,127773,105,921261,1003029,127762,104,1927632,31,3962159,39,15.1,1924394,18.9,3971897,1754720,73.3,950827,39.7,465443,467796,17523,65,2694401,112578,299344
Puerto Rico,1882480,58944,71824,1055993,33065,1055281,40263,687175,21.5,686562,26.2,392056,12.3,391919,15,925080,909600,47800,0,17528,429655,608560,250,147870,226571,17607,8,147850,226463,17598,8,374449,21.5,686562,26.2,11.7,374321,14.3,687175,308322,56.8,175556,32.3,75769,95457,4329,1,476038,87680,346727
Rhode Island,616065,58154,72066,538434,50826,537671,62895,336637,31.8,336035,39.3,212922,20.1,212753,24.9,297765,301700,16600,0,12225,257226,268982,1,102917,97892,12110,3,102913,97727,12110,3,200812,31.8,336035,39.3,19,200643,23.5,336637,154840,82.8,111265,59.5,49611,59628,2024,2,263744,141005,329366
Republic of Palau,15000,83766,107396,13381,74725,13381,95804,8404,46.9,8404,60.2,5250,29.3,5250,37.6,0,14600,400,0,143,13237,1,0,5094,13,143,0,5094,13,143,0,5107,46.9,8404,60.2,28.5,5107,36.6,8404,1450,47.6,1342,44.1,1251,8,83,0,2674,87845,492773
South Carolina,2652225,51512,65689,2109171,40965,2105131,52139,1378779,26.8,1375284,34.1,756487,14.7,755958,18.7,1375725,1201200,75300,0,45910,811836,1250400,1025,251969,459526,44788,204,251933,459072,44749,204,711699,26.8,1375284,34.1,13.8,711209,17.6,1378779,684356,73,496595,53,193013,294146,9296,140,1173603,125248,283048
South Dakota,581525,65734,87112,488046,55168,486235,72838,303587,34.3,302216,45.3,194048,21.9,193613,29,272025,294400,15100,0,8617,239609,239807,13,91738,93751,8554,5,91724,93333,8551,5,185494,34.3,302216,45.3,21,185062,27.7,303587,127205,83.8,103091,67.9,50883,50980,1226,2,227396,149730,382907
Tennessee,3554800,52053,66831,2582046,37809,2578113,48469,1669271,24.4,1665626,31.3,912101,13.4,911779,17.1,1731600,1735800,87400,0,52501,1209349,1317136,3060,396982,462014,52265,840,396960,461780,52200,839,859836,24.4,1665626,31.3,12.6,859579,16.2,1669271,748984,65.5,511820,44.8,252045,249209,10003,563,1275735,111574,310899
Texas,14660795,50562,67886,11130215,38386,11075125,51283,7211223,24.9,7174625,33.2,3756181,13,3737118,17.3,7441395,6771800,447600,0,266124,5117886,5745688,517,1650349,1844970,260489,373,1641973,1835606,259167,371,3496059,24.9,7174625,33.2,12.1,3478316,16.1,7211223,2565754,68.7,1639198,43.9,720212,805145,113677,163,4151944,111186,392606
Utah,1500500,46803,65963,1276193,39807,1270829,55866,784153,24.5,779956,34.3,350096,10.9,349320,15.4,725400,735200,39900,0,30954,589230,656009,0,152618,167938,29540,0,152563,167241,29516,0,320556,24.5,779956,34.3,10,319804,14.1,784153,276223,75.5,150725,41.2,58550,86029,6146,0,482774,131952,410116
Virginia,4489825,52602,67267,3867013,45305,3854261,57745,2553135,29.9,2542708,38.1,1386835,16.2,1384510,20.7,2225925,2150800,113100,0,90743,1753016,2022517,737,595979,700144,90487,225,595714,698223,90348,225,1296348,29.9,2542708,38.1,15.2,1294162,19.4,2553135,990818,72.9,622829,45.8,276448,314626,31590,165,1585222,116654,330400
Veterans Health,4356075,N/A,N/A,3854450,N/A,3854290,N/A,2297542,N/A,2297437,N/A,1617504,N/A,1617444,N/A,1974375,2291600,90100,0,62368,2060807,1731274,1,834477,720686,62341,0,834458,720650,62336,0,1555163,N/A,2297437,N/A,0,1555108,0,2297542,1334760,0,1094752,0,603176,468423,23153,0,2406773,0,0
Virgin Islands,56960,54413,69761,38261,36550,37987,46524,23754,22.7,23570,28.9,12933,12.4,12874,15.8,36660,19900,400,0,15,15646,22600,0,6080,6832,21,0,6075,6778,21,0,12912,22.7,23570,28.9,12.3,12853,15.7,23754,8422,47.3,5341,30,2904,2429,8,0,13872,77950,320072
Vermont,393330,63035,77126,316145,50665,315497,61864,203266,32.6,202756,39.8,111151,17.8,111007,21.8,186030,193800,13500,0,5724,154405,155780,236,51822,53776,5488,65,51811,53646,5485,65,105663,32.6,202756,39.8,16.9,105522,20.7,203266,107922,86.3,58249,46.6,25271,32825,111,42,170360,136245,314566
Washington,4114320,54030,69127,3501641,45984,3492773,58684,2232951,29.3,2225639,37.4,1318086,17.3,1316544,22.1,2042820,1966500,105000,0,72154,1618821,1808091,2575,597042,648251,72304,489,596974,646788,72293,489,1245782,29.3,2225639,37.4,16.4,1244251,20.9,2232951,947358,78.3,699360,57.8,327230,346630,25144,356,1635387,135187,340104
Wisconsin,2996415,51463,65771,2853949,49016,2845948,62468,1819527,31.3,1812773,39.8,1058703,18.2,1057580,23.2,1473615,1447700,75100,0,55262,1296015,1502447,225,450484,554629,53528,62,450451,553573,53494,62,1005175,31.3,1812773,39.8,17.3,1004086,22,1819527,813581,80,610274,60,294546,308999,6696,33,1442075,141763,294562
West Virginia,1067635,59573,74525,857701,47859,854686,59661,525033,29.3,522372,36.5,331161,18.5,330842,23.1,482235,556600,28800,0,7214,425372,425115,0,154469,168952,7719,21,154412,168700,7709,21,323442,29.3,522372,36.5,18,323133,22.6,525033,240576,65.6,184808,50.4,89555,93680,1560,13,427529,116489,290900
Wyoming,353975,61161,79540,261950,45261,261352,58727,156608,27.1,156138,35.1,104783,18.1,104656,23.5,164775,180000,9200,0,5167,130693,125994,96,49919,50096,4748,20,49915,49974,4747,20,100035,27.1,156138,35.1,17.3,99909,22.5,156608,67653,68.2,56537,57,28948,26728,849,12,123928,124954,356905
