COVID-19 Vaccinations in the United States
Date generated: Wed Apr 14 2021 15:15:13 GMT+0000 (Coordinated Universal Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop
Delaware,749635,76983,97331,587884,60372,584861,75937,377146,38.7,374805,48.7,215263,22.1,215070,27.9,388635,310500,50500,0,21336,241541,324835,172,80173,114014,21000,76,80158,113852,20984,76,194263,38.7,374805,48.7,19.9,194086,25.2,377146,158087,83.7,121497,64.3,50212,65296,5943,46,281187,148850,396830
Florida,16698515,77748,96815,12188472,56749,12149809,70443,7553441,35.2,7519118,43.6,4652671,21.7,4648604,27,8364915,7008500,1325100,0,487168,5473256,6210450,17598,1943604,2220417,482921,5729,1943003,2217168,482704,5729,4169750,35.2,7519118,43.6,19.4,4165900,24.2,7553441,3612527,80.3,2831573,63,1404158,1304839,117822,4754,6713537,149278,371298
Federated States of Micronesia,63200,60979,78177,27964,26981,27949,34572,17134,16.5,17119,21.2,10929,10.5,10929,13.5,0,61600,1600,0,60,27904,0,0,10847,20,62,0,10847,20,62,0,10867,16.5,17119,21.2,10.5,10867,13.4,17134,1588,9,1142,6.5,1118,5,19,0,2686,15245,358704
Georgia,7496745,70608,92398,5084048,47884,5046476,62198,3250068,30.6,3216985,39.6,1737965,16.4,1735859,21.4,3769545,3235700,491500,0,136299,2352493,2594972,284,816037,797375,124373,180,815938,795560,124181,180,1613592,30.6,3216985,39.6,15.2,1611678,19.9,3250068,1107126,73,862679,56.9,489903,356385,16281,110,2036778,134268,494197
Guam,138400,83490,107039,103334,62337,101897,78807,65745,39.7,64340,49.8,37767,22.8,37737,29.2,74100,53200,11100,0,962,42988,59384,0,16928,19872,967,0,16926,19844,967,0,36800,39.7,64340,49.8,22.2,36770,28.4,65745,13049,46.3,10667,37.9,4550,6037,80,0,23804,84468,491111
Hawaii,1180220,83356,105754,864171,61035,860653,77119,524641,37.1,521257,46.7,363486,25.7,362710,32.5,634920,475700,69600,0,18415,304935,447061,93760,124514,202117,18812,18043,124449,201489,18746,18026,344674,37.1,521257,46.7,24.3,343964,30.8,524641,180784,67.3,142133,52.9,56886,79614,4224,1409,316834,118024,439646
Iowa,2294175,72714,94479,1938454,61439,1928507,79420,1208779,38.3,1200328,49.4,804321,25.5,802797,33.1,1116375,1017600,160200,0,81125,934193,923017,119,379883,344165,80238,35,379867,342693,80202,35,724083,38.3,1200328,49.4,22.9,722595,29.8,1208779,457361,82.7,395326,71.5,212211,176429,6660,26,849205,153576,414894
Idaho,1199895,67143,89620,924998,51761,924962,69086,556253,31.1,556188,41.5,382381,21.4,382357,28.6,596895,520500,82500,0,30038,418911,475659,390,165652,186715,29894,120,165649,186704,29884,120,352487,31.1,556188,41.5,19.7,352473,26.3,556253,216235,74.4,190243,65.4,88431,95215,6548,49,404048,139006,412803
Indian Health Svc,1633285,78417,N/A,1099623,52795,1078864,N/A,661456,31.8,647963,N/A,447692,21.5,440465,N/A,683085,878700,71500,0,16845,614630,468148,0,235829,195160,16703,0,235706,188081,16678,0,430989,31.8,647963,N/A,20.7,423787,0,661456,139974,0,106401,0,60334,44310,1757,0,247562,0,0
Illinois,9622455,75936,97651,7626668,60186,7583091,76955,4951552,39.1,4914588,49.9,2858827,22.6,2851368,28.9,4865055,4060700,696700,0,288505,3352952,3981427,3784,1204237,1373266,280058,1266,1203621,1367450,279033,1264,2578769,39.1,4914588,49.9,20.4,2572335,26.1,4951552,1633867,80,1157526,56.7,536248,577030,43446,802,2758095,134987,470943
Indiana,4620230,68629,89466,3431284,50968,3419199,66209,2105438,31.3,2095218,40.6,1411286,21,1410514,27.3,2311530,1972100,336600,0,119391,1468525,1837800,5568,571492,719630,118294,1870,571450,718961,118233,1870,1292992,31.3,2095218,40.6,19.2,1292281,25,2105438,821945,75.7,725578,66.8,367801,341920,14577,1280,1554620,143185,425536
Kansas,2151245,73842,97207,1662790,57076,1652991,74692,1102988,37.9,1093258,49.4,674861,23.2,673363,30.4,1023945,984500,142800,0,48826,794153,819524,287,314476,310709,49555,121,314442,309278,49522,121,625306,37.9,1093258,49.4,21.5,623841,28.2,1102988,403980,85,315053,66.3,153480,152187,9311,75,689517,145013,452430
Kentucky,3286165,73554,94844,2594073,58063,2581976,74520,1625639,36.4,1615958,46.6,1077734,24.1,1075880,31.1,1654965,1409900,221300,0,97339,1180812,1315696,226,464198,518384,94986,166,464159,516618,94938,165,982748,36.4,1615958,46.6,22,980942,28.3,1625639,578424,77.1,457849,61,203316,231031,23395,107,996176,132724,437826
Louisiana,3371870,72532,94684,2345503,50454,2335744,65589,1392126,29.9,1383918,38.9,985901,21.2,984448,27.6,1705470,1447600,218800,0,86065,1054686,1203810,942,391691,511193,82556,461,391648,509845,82495,460,903345,29.9,1383918,38.9,19.4,901953,25.3,1392126,537841,72.6,465753,62.9,211029,239397,15236,91,1009761,136266,455030
Massachusetts,5494910,79723,99191,4708134,68308,4679559,84473,3065443,44.5,3040928,54.9,1803735,26.2,1799298,32.5,2768610,2351200,375100,0,185480,2129553,2393033,68,787654,830087,185980,14,787421,826341,185522,14,1617755,44.5,3040928,54.9,23.5,1613776,29.1,3065443,1023620,87.5,797680,68.2,364064,383293,50313,10,1770578,151418,469919
Maryland,4614670,76330,97955,3689020,61019,3668942,77880,2386663,39.5,2369799,50.3,1498232,24.8,1495197,31.7,2352870,1950800,311000,0,176903,1631413,1878418,2286,620154,706505,170936,637,620088,703608,170864,637,1327296,39.5,2369799,50.3,22,1324333,28.1,2386663,771441,80.4,615399,64.1,293363,284112,37624,300,1333331,138976,480997
Maine,1065300,79251,97255,981012,72980,977442,89234,607695,45.2,605459,55.3,398430,29.6,398151,36.3,510900,475100,79300,0,73235,431175,476523,79,161925,172176,64307,22,161901,171943,64285,22,334123,45.2,605459,55.3,24.9,333866,30.5,607695,251590,88.2,212026,74.3,91682,103359,16976,9,451429,158249,373442
Marshall Islands,51300,87823,112594,23445,40137,23402,51363,13451,23,13415,29.4,9951,17,9942,21.8,0,40500,10800,0,3,23442,0,0,9943,2,6,0,9934,2,6,0,9945,23,13415,29.4,17,9936,21.8,13451,875,8.8,664,6.7,662,0,2,0,1540,15509,516616
Michigan,7416310,74261,94561,5620259,56277,5591808,71297,3565157,35.7,3538032,45.1,2324765,23.3,2322657,29.6,3821610,3076800,517900,0,204670,2502518,2911846,1225,983526,1132230,208552,457,983417,1130340,208443,457,2116213,35.7,3538032,45.1,21.2,2114214,27,3565157,1326324,75.1,1138931,64.5,566914,529909,41793,315,2397017,135777,420092
Minnesota,3890670,68988,89720,3521437,62441,3502305,80764,2237959,39.7,2221398,51.2,1483979,26.3,1481116,34.2,1962870,1661100,266700,0,179292,1540682,1801241,222,594826,707455,181643,55,594759,704776,181526,55,1302336,39.7,2221398,51.2,23.1,1299590,30,2237959,781268,84.9,688061,74.8,290631,360416,36992,22,1415550,153800,422723
Missouri,4270705,69585,89592,3242310,52828,3229512,67749,1961526,32,1951466,40.9,1287458,21,1285797,27,2183805,1827300,259600,0,104103,1309076,1828801,330,493000,689561,104847,50,492928,688049,104771,49,1182611,32,1951466,40.9,19.3,1181026,24.8,1961526,760178,71.6,610322,57.5,278547,309361,22392,22,1386997,130598,402124
Northern Mariana Islands,62910,110597,141791,33329,58593,32989,74353,19174,33.7,18860,42.5,14191,24.9,14165,31.9,42510,17800,2600,0,43,4370,28916,0,1930,12214,47,0,1930,12188,47,0,14144,33.7,18860,42.5,24.9,14118,31.8,19174,2316,24,2202,22.8,329,1834,39,0,4481,46339,650569
Mississippi,2104535,70713,92403,1372977,46133,1368771,60098,835329,28.1,831642,36.5,576869,19.4,576328,25.3,1008735,944900,150900,0,41417,673561,657163,836,274951,261413,40486,19,274920,260932,40457,19,536383,28.1,831642,36.5,18,535871,23.5,835329,336405,69.1,271350,55.8,143819,116267,11259,5,591216,121476,432415
Montana,831695,77817,98989,641916,60061,637324,75855,391890,36.7,388205,46.2,268087,25.1,267203,31.8,390195,381000,60500,0,19289,314648,307826,153,128043,121015,18984,45,128009,120174,18975,45,249103,36.7,388205,46.2,23.3,248228,29.5,391890,155239,75.2,129446,62.7,62842,61797,4782,25,278561,134938,402881
North Carolina,7539050,71882,92081,5751479,54838,5713019,69778,3593888,34.3,3561424,43.5,2291342,21.8,2284929,27.9,3839550,3157800,541700,0,204909,2437554,3108687,329,893768,1195378,202169,27,893379,1189977,201546,27,2089173,34.3,3561424,43.5,19.9,2083383,25.4,3593888,1303812,74.5,1098802,62.7,516880,559102,22799,21,2426294,138559,430534
North Dakota,559860,73466,96214,496330,65130,492683,84669,280650,36.8,278094,47.8,206741,27.1,205871,35.4,270660,257900,31300,0,20959,219483,255888,0,87752,100503,18486,0,87710,99743,18418,0,188255,36.8,278094,47.8,24.7,187453,32.2,280650,95302,79.5,81512,68,40058,38776,2678,0,182140,151980,467153
Nebraska,1460980,75526,100181,1185844,61303,1179448,80876,741364,38.3,735843,50.5,485529,25.1,484584,33.2,749580,615700,95700,0,46796,515344,621602,2102,198905,238868,47172,584,198868,237978,47154,584,438357,38.3,735843,50.5,22.7,437430,30,741364,254825,81.6,221116,70.8,104488,112756,3421,451,477954,152966,467576
New Hampshire,1025105,75391,92815,996633,73297,990684,89699,724874,53.3,719712,65.2,346316,25.5,345618,31.3,487305,455100,82700,0,46187,441226,509193,27,159086,139915,47306,9,158958,139365,47286,9,299010,53.3,719712,65.2,22,298332,27,724874,276780,109,169221,66.7,79413,78274,11529,5,423531,166834,403801
New Jersey,6619975,74531,95339,5769561,64957,5732770,82562,3797352,42.8,3768690,54.3,2391528,26.9,2382935,34.3,3378375,2797500,444100,0,251623,2567699,2949764,475,998365,1140100,253046,17,998244,1131725,252950,16,2138482,42.8,3768690,54.3,24.1,2129985,30.7,3797352,1180101,80,895024,60.7,410084,425374,59556,10,1971642,133622,448649
New Mexico,1771705,84494,109298,1517182,72356,1504766,92830,944676,45.1,935696,57.7,624260,29.8,618994,38.2,900705,753700,117300,0,43342,672818,799071,1951,249115,332095,42516,534,249004,327018,42438,534,581744,45.1,935696,57.7,27.7,576556,35.6,944676,309949,82.1,230756,61.1,102955,115515,11961,325,522993,138502,469194
Nevada,2033580,66022,85176,1692135,54937,1683849,70527,1050539,34.1,1043016,43.7,666537,21.6,665883,27.9,1010880,879400,143300,0,65384,709280,917471,0,261500,340433,64601,3,261474,339823,64583,3,601936,34.1,1043016,43.7,19.5,601300,25.2,1050539,364928,73.6,294155,59.3,137858,142684,13611,2,663497,133777,410019
New York State,14895945,76572,96569,12437468,63934,12375904,80231,7743155,39.8,7692811,49.9,5035736,25.9,5024246,32.6,7737795,6263500,894650,0,525389,5464222,6445797,2060,2060895,2453564,520857,420,2060588,2442632,520607,419,4514879,39.8,7692811,49.9,23.2,4503639,29.2,7743155,2411189,73.2,1944189,59,927575,907570,108797,247,4258457,129195,451920
Ohio,8626275,73798,94679,6754921,57788,6713806,73688,4184700,35.8,4147209,45.5,2707455,23.2,2704623,29.7,4493775,3598700,533800,0,259792,3010821,3478555,5753,1163075,1291024,251727,1629,1163008,1288354,251637,1624,2455728,35.8,4147209,45.5,21,2452986,26.9,4184700,1553414,75.9,1340576,65.5,615544,668577,55427,1028,2876473,140568,421551
Oklahoma,3192145,80671,106237,2347654,59330,2328212,77485,1414279,35.7,1400336,46.6,951258,24,946228,31.5,1589445,1410900,191800,0,62682,1076210,1208728,34,407288,481960,61990,20,407201,477047,61960,20,889268,35.7,1400336,46.6,22.5,884268,29.4,1414279,493006,77.6,394209,62.1,205373,177261,11570,5,884817,139312,502596
Oregon,3032835,71907,90501,2384336,56531,2371747,70774,1512819,35.9,1502675,44.8,956243,22.7,953522,28.5,1507935,1300500,224400,0,82979,1078375,1221650,1332,417560,456226,82224,233,417323,453964,82002,233,874019,35.9,1502675,44.8,20.7,871520,26,1512819,584619,76.3,457314,59.7,199200,227430,30563,121,1004489,131121,395890
Pennsylvania,9681485,75625,95221,7811291,61016,7782621,76545,5129217,40.1,5105947,50.2,2982784,23.3,2976592,29.3,4739085,4094400,848000,0,273785,3404653,4132665,188,1178569,1524538,279511,166,1178311,1518713,279403,165,2703273,40.1,5105947,50.2,21.1,2697189,26.5,5129217,2017681,84.3,1306041,54.6,594691,670258,40990,102,3289136,137427,404514
Puerto Rico,2474200,77471,94400,1365025,42741,1363511,52023,880999,27.6,879570,33.6,531501,16.6,531292,20.3,1201200,1086900,186100,0,35122,561050,768590,263,200323,295918,35252,8,200299,295759,35226,8,496249,27.6,879570,33.6,15.5,496066,18.9,880999,353790,65.2,254840,46.9,118849,129001,6989,1,597909,110127,455714
Rhode Island,829375,78290,97018,727371,68661,724996,84808,443001,41.8,440975,51.6,311996,29.5,311638,36.5,418275,357400,53700,0,31433,323680,372234,24,134115,146557,31321,3,134110,146214,31311,3,280675,41.8,440975,51.6,26.5,280327,32.8,443001,164496,87.9,146636,78.4,68901,73350,4383,2,307239,164259,443407
Republic of Palau,24600,137376,176129,15486,86480,15486,110876,8921,49.8,8921,63.9,6910,38.6,6910,49.5,0,20800,3800,0,197,15288,1,0,6699,14,197,0,6699,14,197,0,6713,49.8,8921,63.9,37.5,6713,48.1,8921,1477,48.5,1399,46,1300,8,91,0,2748,90276,808147
South Carolina,3617505,70260,89597,2707762,52591,2693342,66708,1689445,32.8,1676678,41.5,1067882,20.7,1066305,26.4,1871805,1489600,256100,0,89552,1061248,1555907,1055,376958,603744,86976,204,376873,602425,86803,204,980906,32.8,1676678,41.5,19.1,979502,24.3,1689445,725309,77.4,585036,62.4,243738,324412,16747,139,1297583,138479,386064
South Dakota,754055,85237,112957,599012,67711,595129,89150,365410,41.3,362221,54.3,252713,28.6,252012,37.8,352755,348000,53300,0,17232,280871,300896,13,116314,119135,17258,6,116295,118459,17252,6,235455,41.3,362221,54.3,26.6,234760,35.2,365410,131660,86.7,117323,77.3,60338,54528,2454,3,244080,160715,496510
Tennessee,4671560,68406,87826,3299283,48312,3284676,61752,2077688,30.4,2064751,38.8,1247930,18.3,1246331,23.4,2302560,2044100,324900,0,102379,1477965,1714864,4075,538066,608781,99904,1179,538005,607357,99792,1177,1148026,30.4,2064751,38.8,16.8,1146539,21.6,2077688,804714,70.4,627586,54.9,320632,288166,18025,763,1445661,126436,408570
Texas,19772975,68192,91558,15343387,52916,15211445,70436,9522257,32.8,9438386,43.7,5867492,20.2,5815812,26.9,9973275,8222300,1577400,0,574391,6824776,7943531,689,2427820,2876242,562885,545,2406436,2850908,557927,540,5305765,32.8,9438386,43.7,18.3,5259033,24.4,9522257,3156629,84.5,2635678,70.6,1090577,1292008,252848,245,4898014,131165,529506
Utah,2004360,62520,88112,1726036,53838,1708661,75113,1061662,33.1,1046596,46,547046,17.1,545208,24,980460,887900,136000,0,74337,763471,888228,0,223324,252217,71505,0,223248,250524,71436,0,475541,33.1,1046596,46,14.8,473772,20.8,1061662,295931,80.9,187826,51.3,80424,97731,9671,0,544283,148763,547831
Virginia,6375745,74697,95521,5184004,60734,5151029,77173,3360106,39.4,3332282,49.9,1998026,23.4,1992351,29.8,3274245,2696000,405500,0,198625,2237765,2746347,1267,818248,981287,198109,382,817819,976575,197575,382,1799917,39.4,3332282,49.9,21.1,1794776,26.9,3360106,1081611,79.6,844910,62.2,398249,400438,45965,258,1886525,138827,469182
Veterans Health,5764865,N/A,N/A,4457229,N/A,4456978,N/A,2536269,N/A,2536085,N/A,2029471,N/A,2029391,N/A,2509065,2735600,520200,0,110466,2334819,2011942,2,1020813,898250,110407,1,1020792,898205,110393,1,1919064,N/A,2536085,N/A,0,1918998,0,2536269,1393901,0,1245242,0,692432,514615,38194,1,2601415,0,0
Virgin Islands,63040,60222,77208,51733,49420,51278,62802,29222,27.9,28962,35.5,20473,19.6,20331,24.9,41340,21000,700,0,269,17929,33535,0,7403,12788,282,0,7398,12651,282,0,20191,27.9,28962,35.5,19.3,20049,24.6,29222,10051,56.5,7541,42.4,3369,4053,119,0,17603,98915,354237
Vermont,528620,84716,103654,441375,70734,439920,86262,268952,43.1,267822,52.5,173413,27.8,173151,34,252720,235900,40000,0,17202,200166,223731,276,72833,84243,16252,85,72821,84004,16241,85,157161,43.1,267822,52.5,25.2,156910,30.8,268952,114825,91.8,90697,72.5,41739,48571,331,56,212103,169629,422764
Washington,5671220,74475,95285,4578156,60121,4558443,76589,2862032,37.6,2846146,47.8,1860506,24.4,1856691,31.2,2861820,2425200,384200,0,175584,1973755,2425746,3071,741286,942863,175696,661,741199,939212,175619,661,1684810,37.6,2846146,47.8,22.1,1681072,28.2,2862032,997921,82.5,855305,70.7,385500,434123,35221,461,1835145,151700,468803
Wisconsin,4293175,73735,94235,3726777,64007,3703017,81281,2322388,39.9,2302442,50.5,1509913,25.9,1506770,33.1,2149875,1861700,281600,0,159486,1625759,1941118,414,613571,741993,154167,182,613505,738996,154089,180,1355746,39.9,2302442,50.5,23.3,1352681,29.7,2322388,854217,84,751626,73.9,366245,369901,15405,75,1619400,159195,422040
West Virginia,1441365,80427,100613,1030506,57501,1022991,71409,603993,33.7,597572,41.7,436584,24.4,435664,30.4,679965,665900,95500,0,18606,496904,514996,0,198973,218205,19366,40,198894,217388,19342,40,417218,33.7,597572,41.7,23.3,416322,29.1,603993,252440,68.8,216540,59,109915,103428,3172,25,468153,127558,392731
Wyoming,453025,78275,101798,314169,54283,312788,70285,181974,31.4,180883,40.6,134166,23.2,133932,30.1,205725,216400,30900,0,10634,152880,150483,172,61783,62406,9952,25,61778,62181,9948,25,124214,31.4,180883,40.6,21.5,123984,27.9,181974,70664,71.2,62484,63,32357,28502,1612,13,131974,133066,456775
